function.	skin_13
K00001	22.8565495
K00002	1.2947676
K00003	99.8399707
K00004	57.4904415
K00005	9.704848
K00007	0
K00008	26.6019032
K00009	31.0462473
K00010	3.2331413
K00011	0
K00012	12.8748109
K00013	96.0545844
K00014	110.5305378
K00015	0
K00016	82.8537598
K00018	18.0393285
K00019	2.3091582
K00020	24.3061521
K00021	0.517907
K00023	0.068779
K00024	18.5524166
K00027	58.5127172
K00028	0.0262506
K00029	39.2365223
K00030	0.0740697
K00031	99.3536023
K00032	0
K00033	99.4714066
K00034	5.6680945
K00035	0
K00036	100.0619752
K00038	0.517907
K00039	0.0158721
K00040	0.8665422
K00041	0.0327375
K00042	0.0580095
K00043	0
K00045	1.6648257
K00046	7.4061884
K00048	0.0228244
K00050	0.1640115
K00052	99.982407
K00053	99.5046303
K00054	32.5565836
K00055	0.2589535
K00057	101.0641465
K00058	45.4107785
K00059	152.7893198
K00060	0.0660278
K00064	0.0052907
K00065	0.0228244
K00066	0
K00067	61.9899602
K00068	0.8584271
K00073	1.6449674
K00074	4.8672696
K00075	100.7768607
K00076	0.0423255
K00077	80.130938
K00082	0
K00086	0
K00087	0
K00088	117.4040001
K00090	0.0524837
K00091	0.0557757
K00094	0.038093
K00096	0.0320627
K00097	54.2972797
K00098	7.5659765
K00099	66.8390659
K00100	2.1966323
K00101	56.8768998
K00102	0.0302628
K00103	0.0052907
K00104	1.6652232
K00105	0.1408936
K00106	0
K00108	40.5240945
K00111	43.7744446
K00112	0.0237023
K00113	0.0237023
K00114	0.1269767
K00116	137.0055982
K00117	0.2000744
K00118	0
K00119	0.0211628
K00121	58.03009
K00122	24.1557874
K00123	33.8943485
K00124	0.6647453
K00126	0.0158721
K00127	0.0818999
K00128	106.6091978
K00129	0
K00130	37.6612151
K00131	0.2001605
K00132	0
K00133	99.8948579
K00134	198.9116371
K00135	85.6183371
K00137	0.0748535
K00138	0.0237023
K00140	2.515223
K00141	0
K00145	93.6392508
K00146	0.8493784
K00147	65.7260496
K00148	0.2642442
K00150	0
K00151	0.6100827
K00152	0
K00153	3.163312
K00154	0.0529069
K00155	0.0052907
K00156	11.4879177
K00158	33.96574
K00161	39.9096637
K00162	39.8990823
K00163	65.3565499
K00164	89.426688
K00166	33.8181023
K00167	33.8181023
K00169	0.3386043
K00170	0.3386043
K00171	0
K00172	0.3386043
K00174	33.8181023
K00175	33.8181023
K00176	0
K00177	0
K00179	0
K00180	0
K00184	0.0105814
K00185	0.0105814
K00194	0
K00196	0
K00197	0
K00198	0
K00200	0.0052907
K00201	0.0052907
K00202	0.0052907
K00207	0
K00208	88.162818
K00209	0
K00210	12.0216273
K00211	0
K00214	0
K00215	99.5210369
K00216	1.1153861
K00217	1.2947676
K00218	0
K00219	1.4292687
K00220	0.1269766
K00221	0.8051929
K00224	0
K00226	100.5484253
K00228	0.149801
K00230	0.0524837
K00231	45.0521456
K00232	1.5537211
K00239	102.2303206
K00240	99.2275591
K00241	98.9686056
K00242	54.244796
K00243	34.5478992
K00244	3.4642874
K00245	0.0524837
K00246	0.0524837
K00247	0.0524837
K00248	0.1322672
K00249	2.3787231
K00252	31.6108986
K00253	0.0529069
K00254	0
K00255	0
K00256	0
K00257	34.13645
K00258	0
K00259	68.1667144
K00260	86.0799516
K00261	0.5839348
K00262	65.2365848
K00263	2.7456392
K00265	36.093705
K00266	36.9803196
K00270	0
K00271	0
K00273	0
K00274	0.0264535
K00275	54.4881205
K00276	0
K00278	57.8972458
K00279	0
K00280	0
K00281	57.9580763
K00282	34.185488
K00283	34.9906809
K00284	0
K00285	53.0676185
K00286	99.6408658
K00287	102.8549484
K00290	0.0557824
K00292	0
K00293	0.0423255
K00294	33.8468837
K00297	61.9217845
K00298	0.0123129
K00299	35.8514189
K00301	1.2947676
K00302	0.1058138
K00303	0.1111045
K00304	0.1058138
K00305	0.1058138
K00309	0
K00311	54.1986534
K00313	0.0932886
K00314	0
K00315	0.1481393
K00316	0
K00317	13.7407806
K00318	33.8468837
K00320	0
K00322	0.0713185
K00324	55.0695159
K00325	55.2535218
K00329	0.0370349
K00330	54.2162577
K00331	54.2162577
K00332	54.1661019
K00333	54.1661019
K00334	54.554862
K00335	57.599949
K00336	54.2136241
K00337	54.2162577
K00338	54.2162577
K00339	54.2162577
K00340	54.214502
K00341	54.2162577
K00342	54.2215484
K00343	54.2127462
K00344	2.6935228
K00346	54.0784881
K00347	54.4170924
K00348	54.4170924
K00349	54.4170924
K00350	54.4170924
K00351	54.4170924
K00353	0
K00354	0
K00355	0.1092239
K00356	0.1054081
K00358	3.7908482
K00359	2.021808
K00360	0
K00362	33.6209698
K00363	33.6156791
K00364	33.3428216
K00365	0
K00366	0
K00367	0
K00368	50.1220897
K00370	35.9159556
K00371	37.5280971
K00372	0.0052907
K00373	37.5245857
K00374	37.5263414
K00375	44.7146646
K00376	12.0110459
K00378	0.4152135
K00380	93.3668159
K00381	60.6366382
K00382	257.8098405
K00383	16.6023224
K00384	134.8661346
K00385	0.0237023
K00386	0
K00387	0
K00389	2.3622318
K00390	58.0730308
K00392	3.4004679
K00394	0
K00395	0
K00397	0
K00404	54.113195
K00405	54.113195
K00406	27.0883416
K00407	27.0883416
K00410	0
K00411	54.1608112
K00412	54.1713926
K00413	54.2137182
K00423	0
K00425	42.4779389
K00426	44.092714
K00427	0.0228244
K00428	9.251233
K00432	113.5422853
K00433	0.0386382
K00435	0
K00436	0
K00437	0
K00441	0
K00446	0.2733442
K00448	1.606628
K00449	1.8655816
K00450	1.5909363
K00451	0.0423255
K00452	0
K00453	0.0423255
K00455	0.0524837
K00456	0
K00457	1.5960466
K00459	91.0259848
K00462	0
K00464	0
K00466	0.0105814
K00467	0
K00468	0
K00469	0
K00470	0
K00471	0.0423255
K00472	0
K00476	0
K00477	0
K00478	0
K00479	0.3224418
K00480	2.655563
K00481	1.6354094
K00483	0.0577623
K00484	51.0706475
K00485	0.7821513
K00486	0
K00491	33.8468837
K00492	6.413211
K00493	0
K00494	0
K00495	0
K00496	0.5708139
K00499	0
K00500	0
K00504	0
