reactions	skin_17
K00001	17.8996285290441
K00003	20.0851590480952
K00004	0.05
K00005	0.33
K00006	18.984891780828
K00007	0.215
K00008	0.05
K00009	0.0304761904761905
K00010	0.257
K00011	20.3058785290441
K00012	4.46698944226009
K00013	4.73459751882404
K00014	20.2351590480952
K00015	0.257
K00016	19.47329029375
K00018	0.257
K00019	0.64747619047619
K00020	1.15271428571429
K00021	0.33
K00022	1.15271428571429
K00024	4.03651325178389
K00025	4.03651325178389
K00026	4.03651325178389
K00027	2.97244047619048
K00028	2.97244047619048
K00029	1.91215704263357
K00030	0.0304761904761905
K00031	4.39353309305374
K00033	17.8619596774194
K00034	0
K00036	15.5357096774194
K00039	0.165
K00040	0.292714285714286
K00041	0.0857142857142857
K00042	0.57547619047619
K00043	0.19547619047619
K00045	0.215
K00046	0.495
K00048	0.0857142857142857
K00049	0.257
K00050	0.257
K00052	2.4301993706759
K00053	4.8364493706759
K00054	0.05
K00057	18.984891780828
K00058	5.14081048178701
K00059	21.391141780828
K00060	0.23047619047619
K00066	0
K00067	4.77655557982622
K00068	0.360476190476191
K00073	0.165
K00074	0
K00075	21.391141780828
K00077	20.0851590480952
K00082	2.18273944226008
K00086	0
K00087	0.419328042328042
K00088	21.391141780828
K00090	0
K00094	0.0304761904761905
K00096	18.984891780828
K00097	1.80411510363575
K00098	0.165
K00099	5.14081048178701
K00100	0.101851851851852
K00101	19.47329029375
K00102	0.359476190476191
K00103	0
K00104	0.64747619047619
K00105	0
K00106	0.419328042328042
K00110	0.567
K00111	0
K00112	0
K00113	0
K00116	0.072
K00121	17.8996285290441
K00122	0.64747619047619
K00123	0
K00125	0
K00126	0
K00128	15.8961858678955
K00130	0.567
K00132	0.668042328042328
K00133	20.3895201592064
K00134	21.391141780828
K00135	0.452
K00137	15.8961858678955
K00139	0.38
K00140	0.617
K00145	2.4301993706759
K00146	0
K00147	4.80597318019971
K00149	15.8961858678955
K00150	21.391141780828
K00151	0.05
K00156	0
K00158	0.33
K00160	3.02325
K00161	20.0851590480952
K00162	20.0851590480952
K00163	20.0851590480952
K00164	3.02325
K00165	0.33
K00166	0.33
K00167	0.33
K00169	3.28124167444756
K00170	3.28124167444756
K00171	3.28124167444756
K00172	3.28124167444756
K00174	3.52198944226008
K00175	3.52198944226008
K00176	3.52198944226008
K00177	3.52198944226008
K00179	0
K00199	0
K00207	0.19547619047619
K00208	19.2565284847588
K00209	0.617
K00210	17.3683208128011
K00211	17.3683208128011
K00215	0.566190476190476
K00216	0
K00220	17.6789090480952
K00226	0.566190476190476
K00228	1.15271428571429
K00229	0
K00231	0
K00238	4.10851325178389
K00239	4.10851325178389
K00240	4.10851325178389
K00241	4.10851325178389
K00242	4.10851325178389
K00244	4.10851325178389
K00245	4.10851325178389
K00246	4.10851325178389
K00247	4.10851325178389
K00248	1.38685714285714
K00249	0.617
K00252	0.545
K00253	0.617
K00254	21.391141780828
K00259	2.44825
K00260	1.31704499781564
K00261	20.3358534925397
K00262	2.42841762464415
K00263	0
K00264	1.84129723000311
K00265	1.84129723000311
K00266	1.84129723000311
K00271	0
K00273	0
K00274	0
K00275	0.767
K00276	0
K00278	1.30204499781564
K00281	19.3888565270868
K00282	19.3888565270868
K00283	19.3888565270868
K00284	0.38
K00285	0.617
K00286	4.09754723000311
K00287	20.18729029375
K00288	21.391141780828
K00294	0.659
K00297	18.7812251141613
K00299	0
K00301	0.545
K00302	0.545
K00303	0.545
K00304	0.545
K00305	0.545
K00306	0.545
K00318	0.617
K00319	0
K00320	0
K00322	3.17325
K00323	3.17325
K00324	3.17325
K00325	3.17325
K00329	3.94698944226008
K00357	15.2487096774194
K00360	0.617
K00361	0.64747619047619
K00362	0.64747619047619
K00364	15.2987096774194
K00365	0
K00366	0
K00368	0
K00370	0.617
K00371	0.617
K00372	0.617
K00374	0.617
K00376	0.165
K00380	0.617
K00381	0.617
K00382	20.3904781487085
K00383	0.617
K00384	21.3374751141613
K00385	0.617
K00390	0.617
K00392	0
K00394	0
K00395	0
K00399	0
K00401	0
K00402	0
K00411	0
K00432	0.05
K00436	0
K00440	0
K00441	0
K00442	0
K00443	0
K00448	0.567
