reactions	GI_6
K00001	99.8172132391459
K00003	91.6151184379227
K00004	0
K00005	61.611977690381
K00006	104.013769231573
K00007	0
K00008	0
K00009	0
K00010	0
K00011	99.8172132391459
K00012	69.3085336828085
K00013	89.5940145418188
K00014	92.1865470093513
K00015	0.5
K00016	85.4642720626753
K00018	0.5
K00019	61.3262634046667
K00020	75.1834062618095
K00021	60.3262634046667
K00022	75.1834062618095
K00024	65.5228193970942
K00025	65.5228193970942
K00026	65.5228193970942
K00027	13.8571428571429
K00028	13.8571428571429
K00029	76.5761573989616
K00030	0.285714285714286
K00031	79.8514629757378
K00033	2.53896103896104
K00034	0
K00036	2.25324675324675
K00039	0
K00040	13.8571428571429
K00041	13.1428571428571
K00042	64.611977690381
K00043	0
K00045	0
K00046	60.3262634046667
K00048	12.8571428571429
K00049	0.5
K00050	0.5
K00052	91.5615470093513
K00053	91.5615470093513
K00054	0
K00057	104.013769231573
K00058	104.013769231573
K00059	102.831951049755
K00060	1.19642857142857
K00066	0
K00067	82.6656765399514
K00068	60.3262634046667
K00073	1
K00074	0
K00075	104.013769231573
K00077	91.5615470093513
K00082	69.1835336828085
K00086	0
K00087	3.28571428571429
K00088	104.013769231573
K00090	0
K00094	0
K00096	104.013769231573
K00097	65.0228193970942
K00098	1
K00099	102.831951049755
K00100	0.857142857142857
K00101	85.4642720626753
K00102	0.571428571428571
K00103	0
K00104	64.611977690381
K00105	0
K00106	3.28571428571429
K00110	64.8976919760952
K00111	0
K00112	0
K00113	0
K00116	0
K00121	99.8172132391459
K00122	62.111977690381
K00123	0
K00125	0
K00126	0
K00128	62.111977690381
K00130	61.3262634046667
K00132	15.038961038961
K00133	104.013769231573
K00134	104.013769231573
K00135	61.3262634046667
K00137	62.111977690381
K00139	61.3262634046667
K00140	61.3262634046667
K00145	91.0615470093513
K00146	1
K00147	90.9901184379227
K00149	62.111977690381
K00150	104.013769231573
K00151	1
K00156	0.571428571428571
K00158	61.3262634046667
K00160	61.8262634046667
K00161	91.5615470093513
K00162	91.5615470093513
K00163	91.5615470093513
K00164	61.8262634046667
K00165	61.3262634046667
K00166	61.3262634046667
K00167	61.3262634046667
K00169	39.5194491129785
K00170	39.5194491129785
K00171	39.5194491129785
K00172	39.5194491129785
K00174	6.69655599242755
K00175	6.69655599242755
K00176	6.69655599242755
K00177	6.69655599242755
K00179	0
K00199	0
K00207	0
K00208	65.8839305082053
K00209	61.3262634046667
K00210	80.3660733653482
K00211	80.3660733653482
K00215	16.8571428571429
K00216	0
K00220	91.900832723637
K00226	14.1428571428571
K00228	75.4691205475238
K00229	0
K00231	0
K00238	65.5228193970942
K00239	69.7046375789124
K00240	69.7046375789124
K00241	69.7046375789124
K00242	69.7046375789124
K00244	69.7046375789124
K00245	69.7046375789124
K00246	69.7046375789124
K00247	69.7046375789124
K00248	85.8538824522857
K00249	61.3262634046667
K00252	61.3262634046667
K00253	61.3262634046667
K00254	104.013769231573
K00259	0.571428571428571
K00260	61.8125019367768
K00261	94.2004358982401
K00262	94.2004358982401
K00263	0
K00264	101.013641810574
K00265	101.013641810574
K00266	101.013641810574
K00271	0
K00273	0
K00274	0
K00275	61.8262634046667
K00276	0
K00278	5.96838138925295
K00281	66.5089305082053
K00282	66.5089305082053
K00283	66.5089305082053
K00284	61.3262634046667
K00285	61.3262634046667
K00286	100.942213239146
K00287	87.5357006341039
K00288	104.013769231573
K00294	61.8976919760952
K00297	93.5754358982401
K00299	0
K00301	61.611977690381
K00302	61.611977690381
K00303	61.611977690381
K00304	61.611977690381
K00305	61.611977690381
K00306	61.611977690381
K00318	61.3262634046667
K00319	0
K00320	0
K00322	61.8262634046667
K00323	61.8262634046667
K00324	61.8262634046667
K00325	61.8262634046667
K00329	68.5228193970942
K00357	0.5
K00360	61.8262634046667
K00361	61.3262634046667
K00362	61.3262634046667
K00364	0
K00365	0
K00366	0
K00368	0
K00370	61.8262634046667
K00371	61.8262634046667
K00372	61.8262634046667
K00374	61.8262634046667
K00376	1
K00380	61.3262634046667
K00381	61.3262634046667
K00382	67.9764629757378
K00383	61.8262634046667
K00384	90.9147216125259
K00385	61.3262634046667
