function.	skin_19
K00001	46.118959
K00002	0.3058805
K00003	83.1798966
K00004	12.352102
K00005	40.0729158
K00007	5.2551587
K00008	19.1644047
K00009	33.0492999
K00010	17.6289602
K00011	0.3556666
K00012	59.9671835
K00013	51.8355434
K00014	125.2594215
K00015	1.8705143
K00016	103.382274
K00018	8.6825536
K00019	29.6530192
K00020	30.778406
K00021	0.0517412
K00023	17.766633
K00024	28.4596829
K00027	49.1912932
K00028	3.4683739
K00029	31.4561941
K00030	1.4255616
K00031	64.7789893
K00032	0.3556666
K00033	76.721407
K00034	5.4814277
K00035	0.4720532
K00036	81.3814838
K00038	3.2963588
K00039	0.5334698
K00040	7.7517938
K00041	2.7745658
K00042	15.7014729
K00043	3.4762096
K00045	1.0627668
K00046	42.8576122
K00048	3.2391112
K00050	5.7686061
K00052	74.471854
K00053	78.1357135
K00054	61.638066
K00055	2.0639715
K00057	99.6487646
K00058	78.2701726
K00059	243.798076
K00060	8.3049745
K00064	6.4455879
K00065	5.4759388
K00066	0.0062731
K00067	68.5410543
K00068	8.623065
K00073	1.1510857
K00074	33.026602
K00075	98.8765219
K00076	1.637372
K00077	103.0234933
K00082	0
K00086	0.0206422
K00087	1.5776578
K00088	115.0070302
K00090	5.2818586
K00091	7.0323097
K00094	0.4504665
K00096	3.7662142
K00097	26.3954565
K00098	5.4550313
K00099	35.1937773
K00100	18.4304433
K00101	27.0694803
K00102	9.3873828
K00103	0.3180078
K00104	16.2979815
K00105	20.5462511
K00106	0
K00108	36.3160398
K00111	45.7720348
K00112	8.0091026
K00113	7.7372853
K00114	5.7744406
K00116	52.041514
K00117	3.4539756
K00118	0
K00119	12.1504079
K00121	27.8817593
K00122	14.4727474
K00123	48.533642
K00124	20.4817678
K00126	7.3239577
K00127	15.9532679
K00128	106.5876701
K00129	0
K00130	35.9912645
K00131	26.7795199
K00132	0
K00133	90.2814018
K00134	132.0776441
K00135	72.4336395
K00137	1.5900389
K00138	0
K00140	32.4675364
K00141	6.7388287
K00145	55.1549996
K00146	8.333762
K00147	73.0700115
K00148	6.6471857
K00150	1.0348381
K00151	7.5755444
K00152	0.0062731
K00153	4.6133305
K00154	9.3131324
K00155	4.1202208
K00156	15.8280988
K00158	34.4967301
K00161	84.8798588
K00162	84.9145379
K00163	37.4069151
K00164	48.666996
K00166	23.329463
K00167	23.3278796
K00169	3.8033259
K00170	3.800159
K00171	0.0158919
K00172	3.8033259
K00174	22.4725799
K00175	22.5043638
K00176	2.0090577
K00177	2.0870275
K00179	2.325554
K00180	2.325554
K00184	0.6676394
K00185	0.6708063
K00194	0.1467521
K00196	0.089268
K00197	0.1467521
K00198	0.2769915
K00200	0.9540233
K00201	0.9540233
K00202	0.9540233
K00207	0.1778233
K00208	46.5739499
K00209	5.2805658
K00210	1.8334971
K00211	0
K00214	0
K00215	86.0816908
K00216	2.8807948
K00217	1.4767017
K00218	0.6360155
K00219	11.0008307
K00220	1.1846114
K00221	0.6240895
K00224	0.8957044
K00226	130.7810574
K00228	8.8650513
K00230	5.1184818
K00231	29.0662877
K00232	2.6383385
K00239	48.0930018
K00240	50.1406119
K00241	46.0946842
K00242	21.4876432
K00243	66.4655404
K00244	34.2557867
K00245	6.6401104
K00246	6.6401104
K00247	6.3123393
K00248	5.1272533
K00249	51.5721253
K00252	33.119093
K00253	10.1341409
K00254	0
K00255	1.3367192
K00256	2.1047093
K00257	45.4878787
K00258	0
K00259	59.4133882
K00260	29.134782
K00261	9.4722157
K00262	60.5335091
K00263	4.4197487
K00265	33.7742946
K00266	42.3999078
K00270	0.0015834
K00271	0
K00273	0
K00274	5.9362395
K00275	23.9930496
K00276	2.242834
K00278	24.316888
K00279	0
K00280	0.1064192
K00281	23.344368
K00282	20.6954925
K00283	21.0977571
K00284	1.6120857
K00285	43.5370789
K00286	94.2971479
K00287	101.4855982
K00290	9.0685772
K00292	0
K00293	0.0188194
K00294	19.9610548
K00297	57.3154902
K00298	0.1516957
K00299	28.8191234
K00301	2.1795377
K00302	7.3237264
K00303	12.9135706
K00304	7.0776335
K00305	7.2429105
K00309	0.2049223
K00311	19.5491932
K00313	3.1703717
K00314	0.2174686
K00315	2.8853073
K00316	1.8193043
K00317	16.7382979
K00318	20.9271452
K00320	0.2483115
K00322	1.8059296
K00324	43.5765327
K00325	33.0790927
K00329	6.6882461
K00330	21.1291091
K00331	22.5309543
K00332	21.9010036
K00333	21.4943358
K00334	24.2094071
K00335	26.2122379
K00336	21.4439825
K00337	21.2651963
K00338	22.4342242
K00339	21.0857068
K00340	21.2210581
K00341	21.2447106
K00342	24.7570087
K00343	21.1061925
K00344	39.6825345
K00346	16.1639013
K00347	19.1008053
K00348	19.1008053
K00349	19.1008053
K00350	19.1008053
K00351	19.1008053
K00353	0.0054468
K00354	0.6565012
K00355	17.5125976
K00356	14.9280018
K00358	5.4273529
K00359	15.716565
K00360	0.5621772
K00362	33.0536777
K00363	29.9601305
K00364	55.7260543
K00365	0.0703045
K00366	0.0999292
K00367	0
K00368	15.266883
K00370	26.574306
K00371	27.5346722
K00372	5.8918441
K00373	27.6426749
K00374	27.5362557
K00375	76.3464524
K00376	3.867425
K00378	7.5986346
K00380	35.2794869
K00381	25.4655485
K00382	163.5675579
K00383	67.3146956
K00384	178.7263656
K00385	0.1051599
K00386	0.2049223
K00387	0
K00389	2.7315494
K00390	22.8378035
K00392	2.2699547
K00394	0
K00395	0
K00397	0
K00404	11.5173859
K00405	11.5299321
K00406	7.251396
K00407	6.3793604
K00410	0
K00411	17.257053
K00412	16.8725501
K00413	16.5231566
K00423	0.4770117
K00425	58.445624
K00426	58.9497198
K00427	0.3185009
K00428	16.6530455
K00432	90.8485873
K00433	15.0139562
K00435	0.7113332
K00436	1.3850075
K00437	0
K00441	0.4223909
K00446	3.8153642
K00448	8.5604002
K00449	8.5862707
K00450	5.4527431
K00451	9.0348315
K00452	1.428901
K00453	8.2573069
K00455	5.4825911
K00456	0
K00457	20.3381461
K00459	57.2249444
K00462	0.5663193
K00464	0
K00466	1.2917766
K00467	0
K00468	0
K00469	0
K00470	0.6799475
K00471	3.0712589
K00472	3.712256
K00476	3.6570894
K00477	5.3681352
K00478	0
K00479	6.5220198
K00480	7.7934913
K00481	8.7762362
K00483	3.9976382
K00484	14.1300121
K00485	0.441538
K00486	0
K00491	17.0012035
K00492	12.3196189
K00493	1.1129679
K00494	0
K00495	0
K00496	5.5778896
K00499	4.9667793
K00500	6.6788328
K00504	0.2049223
K00505	0.8481484
K00507	10.1595856
K00508	3.2759715
K00510	15.8940625
K00514	0
K00517	9.3487399
K00518	0
K00520	11.0608349
K00523	10.5379769
K00524	0
K00525	125.9485687
K00526	115.0500324
K00527	81.8780185
K00528	38.9409017
K00529	16.3046985
K00530	0.0517412
K00531	0.0746241
K00532	0.0158919
K00533	0
K00534	0.0125463
K00535	0
K00537	44.6329524
K00538	0
K00539	0
K00540	98.234527
K00543	1.7490427
K00547	39.7139539
K00548	23.1492979
K00549	86.3039533
K00554	99.6120834
K00555	0
K00556	0.3103894
K00557	11.3616858
K00558	110.5710455
K00559	0
K00560	97.4911551
K00561	13.4124376
K00563	31.4915934
K00564	56.5246654
K00566	98.8724198
K00567	95.9030902
K00568	20.7059581
K00569	0.4894237
K00570	0.0564582
K00571	41.2336745
K00573	27.3990165
K00574	23.9881554
K00575	13.1075729
K00577	0
K00584	0
K00587	0
K00588	0.558786
K00590	0.7515545
K00594	0.0655542
K00595	10.469309
K00596	2.4478793
K00598	5.7838308
K00599	75.3444573
K00600	106.9770102
K00602	96.4487405
K00603	13.0927108
K00604	106.8623036
K00605	45.7310946
K00606	43.9154277
K00607	0.1794896
K00608	0.0415922
K00609	97.3442561
K00610	13.2790773
K00611	106.8968562
K00612	7.5677281
K00613	2.4326037
K00614	9.2514818
K00615	178.7638951
K00616	88.6392825
K00617	0
K00619	6.1360635
K00620	47.2808871
K00624	0.1868689
K00625	77.4680907
K00626	151.1032562
K00627	106.1014645
K00631	7.829956
K00632	20.541177
K00633	1.8556799
K00634	1.9710904
K00635	0.0735002
K00638	3.6061978
K00639	28.2136737
K00640	109.5935971
K00641	46.4049874
K00643	3.6781466
K00645	98.9481851
K00646	2.2098888
K00647	19.3534961
K00648	112.6159318
K00651	34.684477
K00652	41.154522
K00653	0
K00654	0
K00655	119.7156083
K00656	107.2245509
K00657	24.7425687
K00658	48.917413
K00661	30.3162014
K00662	1.7404788
K00663	0.2772506
K00666	57.6091325
K00672	0.9540233
K00673	11.9364497
K00674	63.5549897
K00675	7.5269337
K00676	5.5555672
K00677	24.6051588
K00680	57.3752357
K00681	56.3266135
K00683	3.1124389
K00684	19.1625282
K00685	8.9660883
K00686	0.1013399
K00687	34.6673551
K00688	80.9151332
K00689	6.0762961
K00690	22.9701567
K00691	9.7505998
K00692	6.1876947
K00693	0
K00694	14.4908773
K00695	0
K00696	0
K00697	21.9217838
K00698	0
K00700	57.1722748
K00701	1.7341869
K00702	0
K00703	47.7266369
K00705	73.4426815
K00712	32.407837
K00713	0
K00720	12.3585244
K00721	13.4394475
K00737	0.4993458
K00745	0.9050174
K00748	24.8462936
K00752	14.0021259
K00754	16.6560396
K00756	46.7281103
K00757	25.9215346
K00758	10.6690154
K00759	98.9996403
K00760	102.848231
K00761	101.9018192
K00762	99.8219646
K00763	99.5415953
K00764	97.7322006
K00765	51.9579418
K00766	67.4534515
K00767	48.7239325
K00768	12.2435794
K00769	8.7561367
K00772	1.0321002
K00773	98.4219147
K00776	0.1810942
K00777	0.35725
K00782	34.1797111
K00783	89.7275535
K00784	66.0227991
K00785	12.6771093
K00786	15.5166317
K00788	93.0777216
K00789	111.6190438
K00790	164.3962227
K00791	101.0285051
