function.	air_8
K00493	0
K00496	22.43
K00499	0.2
K00500	2.81
K00504	0
K00505	1.07
K00507	3.06
K00508	124.95
K00510	180.62
K00514	2
K00517	44.78
K00518	0
K00520	17.29
K00523	12.83
K00525	341.34
K00526	439.23
K00527	185.39
K00528	231.39
K00529	39.44
K00531	0
K00532	0
K00533	0
K00534	0
K00537	207.12
K00543	0
K00544	0
K00547	162.14
K00548	89.32
K00549	364.52
K00554	281.26
K00556	0.03
K00557	13.37
K00558	116.19
K00560	278.28
K00561	0.98
K00563	191.18
K00564	63.47
K00566	280.61
K00567	284.08
K00568	14.54
K00569	0
K00570	0.4
K00571	128.08
K00573	51.25
K00574	343.07
K00575	3.72
K00577	0
K00584	0
K00587	0
K00588	0
K00590	0
K00594	2
K00595	82.98
K00596	0
K00598	0.33
K00600	280.28
K00602	280.61
K00603	2.66
K00604	318.76
K00605	263.16
K00606	194.37
K00608	0
K00609	279.94
K00610	12.83
K00611	325.5
K00612	1.19
K00613	0.2
K00615	288.88
K00616	280.91
K00619	3.33
K00620	294.29
K00621	0
K00624	4.32
K00625	77.28
K00626	546.29
K00627	135.79
K00631	0.87
K00632	60.78
K00633	0.2
K00634	14.09
K00635	0.2
K00638	0.2
K00639	73.81
K00640	285.01
K00641	348.77
K00643	0.4
K00645	96.2
K00646	0
K00647	2.1
K00648	98.34
K00651	4.46
K00652	161.44
K00655	305.34
K00656	186.61
K00657	31.49
K00658	272.19
K00661	126.61
K00662	0
K00663	0
K00666	485.63
K00672	0.2
K00673	0.4
K00674	378.32
K00675	0
K00677	16.38
K00680	153.61
K00681	106.54
K00683	13.2
K00684	15.71
K00685	0.73
K00686	0.33
K00687	60.4
K00688	189.69
K00689	1.2
K00690	2.33
K00691	13.1
K00692	0.2
K00693	0
K00694	3.62
K00695	0
K00696	0.2
K00697	191.56
K00698	0
K00700	192.43
K00701	0
K00702	0.66
K00703	30.33
K00705	174.29
K00709	0
K00712	144.86
K00713	0
K00720	4.4
K00721	192.79
K00728	0
K00737	0
K00745	0
K00748	16.38
K00752	0
K00754	78.31
K00756	79.15
K00757	2.35
K00758	122.54
K00759	279.93
K00760	280.53
K00761	311.38
K00762	280.94
K00763	279.46
K00764	280.94
K00765	261.67
K00766	278.16
K00767	103.99
K00768	193.01
K00769	0.69
K00772	2.2
K00773	280.61
K00782	189.34
K00783	93.33
K00784	114.71
K00785	13.01
K00786	2.87
K00788	246.99
K00789	281.74
K00790	361.029999999999
K00791	280.61
K00793	277.24
K00794	277.91
K00795	13.7
K00796	442.04
K00797	24.36
K00798	84.16
K00799	29.11
K00800	280.61
K00801	0
K00803	24.97
K00805	261.33
K00806	280.81
K00808	0.2
K00809	2.48
K00812	8.1
K00813	13.17
K00817	624.31
K00818	192.89
K00819	114.62
K00820	284.61
K00821	16.01
K00822	0.53
K00823	76.2
K00824	72.05
K00826	281.28
K00830	1.4
K00831	203.92
K00832	15.03
K00833	183.17
K00835	12.5
K00836	37.75
K00839	0.17
K00840	0.4
K00841	76.47
K00842	0.33
K00844	0
K00845	397.49
K00847	118.89
K00848	4.33
K00849	209.58
K00850	268.04
K00851	347.5
K00852	292
K00853	64.56
K00854	96.9
K00855	0.2
K00856	0.33
K00857	118.52
K00858	280.61
K00859	280.41
K00860	16.7
K00862	0
K00863	26.18
K00864	267.92
K00865	424.39
K00867	192.92
K00868	275.23
K00869	101.9
K00870	0
K00872	264.72
K00873	371.74
K00874	21.04
K00875	0
K00876	82.77
K00878	152.87
K00879	0.34
K00880	0.32
K00881	0
K00882	275.82
K00883	0.33
K00884	0.34
K00885	0.34
K00886	190.39
K00887	20.99
K00891	256.28
K00892	0
K00895	2
K00897	1.4
K00899	0
K00901	70.67
K00906	0.33
K00912	16.38
K00917	75.52
K00918	0
K00919	275.8
K00924	2.56
K00925	293.03
K00926	123.97
K00927	280.61
K00928	352.29
K00929	0.58
K00930	262.2
K00931	206.45
K00932	0
K00936	46.7
K00937	33.95
K00938	101.42
K00939	280.61
K00940	279.38
K00941	203.41
K00942	280.74
K00943	280.13
K00945	275.4
K00946	203.66
K00947	0
K00948	287.74
K00949	76.98
K00950	273.43
K00951	280.94
K00952	0
K00954	280.61
K00955	0.33
K00956	139.99
K00957	140.32
K00958	15.71
K00960	0
K00962	280.61
K00963	333.9
K00965	109
K00966	184.61
K00968	0
K00969	335.77
K00970	202.98
K00971	5.81
K00972	55.63
K00973	218.27
K00974	90.68
K00975	199.63
K00978	2
K00979	16.38
K00980	107.47
K00981	281.61
K00982	202.18
K00983	12.03
K00984	0.2
K00986	0.25
K00988	0
K00989	203.51
K00990	176.22
K00991	293.53
K00992	13.23
K00995	468.08
K00996	0.17
K00997	275.95
K00998	0.67
K00999	0
K01000	280.61
K01002	22.78
K01003	0
K01004	0.53
K01006	20.39
K01007	46.14
K01008	77.32
K01011	451.52
K01012	335.73
K01014	0
K01015	0
K01023	0
K01026	0.53
K01027	0.41
K01028	112.42
K01029	102.26
K01031	1.26
K01032	1.26
K01034	1.82
K01035	1.82
K01039	0.33
K01040	0.33
K01042	79.27
K01046	156.89
K01048	0.42
K01051	0.66
K01053	2.37
K01055	98.33
K01056	460.38
K01057	202.98
K01058	5.62
K01060	2.53
K01061	6.06
K01066	171.73
K01067	0
K01069	67.55
K01070	13.59
K01071	4.77
K01073	0
K01075	0.99
K01077	144.3
K01078	0.33
K01079	203.45
K01081	113.36
K01082	191.13
K01083	0
K01085	0.34
K01086	0
K01087	211.06
K01089	0.82
K01090	202.83
K01091	133.69
K01092	500.61
K01093	2
K01095	15.7
K01096	0.87
K01101	3.77
K01104	514.12
K01113	166.64
K01114	79.25
K01115	0
K01117	0
K01118	75.4
K01119	3.94
K01120	0
K01121	0
K01126	651.09
K01128	2
K01129	191.49
K01130	35.55
K01133	0
K01135	0
K01137	0
K01138	0
K01139	23.77
K01141	1
K01142	427.18
K01143	0
K01144	0.65
K01146	0
K01147	15.5
K01150	0
K01151	76.67
K01153	300.38
K01154	242.59
K01155	28.2
K01156	42.01
K01158	0
K01159	204.32
K01160	69.2
K01163	0.33
K01166	1.07
K01167	0.33
K01169	0
K01173	0.76
K01174	128.39
K01175	0.67
K01176	7.17
K01178	2
K01179	5.52
K01181	2.86
K01182	0.5
K01183	58.36
K01184	2.33
K01185	1.31
K01186	80.12
K01187	109.49
K01190	8.68
K01191	4.73
K01192	0
K01193	269.83
K01194	0.33
K01195	3.95
K01197	0
K01198	7.1
K01200	65.63
K01201	2.48
K01205	0
K01206	8.5
K01207	200.85
K01208	12.76
K01209	4.86
K01210	0
K01212	0
K01215	3.97
K01216	0
K01218	0.33
K01219	0
K01220	77.32
K01222	0.17
K01223	100.58
K01224	1.33
K01226	75.11
K01227	3.2
K01230	0
K01232	0
K01233	0.18
K01235	0.53
K01236	59.61
K01239	426.81
K01240	0
K01241	157.9
K01243	213.09
K01246	293.72
K01247	3.19
K01250	55.63
K01251	142.3
K01252	24.98
K01253	0
K01255	326.22
K01256	248.56
K01258	149.64
K01259	148.05
K01261	76.29
K01262	99.8800000000001
K01263	0.2
K01264	0
K01265	469.19
K01266	0.33
K01267	186.29
K01269	0
K01270	2.01
K01271	186.69
K01273	2.53
K01274	79.41
K01277	0.48
K01278	2.48
K01281	4.6
K01283	0
K01284	184.16
K01286	16.83
K01295	2.88
K01297	15.31
K01299	0.2
K01301	2
K01303	0
K01304	78.27
K01305	0.33
K01308	0.33
K01318	113.24
K01322	141.17
K01325	0
K01338	19.71
K01342	0
K01347	33.76
K01350	0.2
K01354	188.21
K01355	0
K01356	263.63
K01358	467.89
K01361	0.2
K01372	181.57
K01387	0
K01389	0
K01390	2
K01392	2.2
K01399	0
K01400	0
K01401	58.01
K01406	0.2
K01407	0.65
K01409	282.27
K01414	13.7
K01415	4
K01416	0
K01417	0
K01419	74.89
K01420	58.31
K01421	390.45
K01424	339.71
K01425	122.62
K01426	199.82
K01427	24.78
K01428	234.95
K01429	210.02
K01430	213.02
K01432	0
K01433	76.01
K01434	2.7
K01436	168.53
K01437	0
K01438	22.61
K01439	353.69
K01442	85.65
K01443	203.76
K01444	0.48
K01446	56.83
K01447	1.59
K01448	337.09
K01449	0.99
K01451	375.97
K01452	0
K01453	0.33
K01455	3.04
K01457	0.81
K01458	0
K01459	0
K01460	0
K01461	0
K01462	542.089999999999
K01464	0
K01465	283.35
K01466	22.78
K01467	4.8
K01468	103.87
K01469	0.03
K01470	32.87
K01471	0
K01473	74.26
K01474	74.26
K01476	62.54
K01477	22.31
K01478	116.77
K01479	140.08
K01480	16.59
K01482	0
K01483	0.73
K01484	0.2
K01485	34.23
K01486	0.57
K01487	23.51
K01488	120.73
K01489	204.15
K01491	280.41
K01492	0
K01493	79.43
K01494	201.69
K01495	195.57
K01496	198.04
K01497	15.72
K01499	0.2
K01501	12.83
K01502	0.53
K01505	1.21
K01507	206.74
K01512	265.18
K01515	278.95
K01518	0
K01520	299.84
K01521	0
K01523	200.71
K01524	428.04
K01525	13.7
K01531	1.77
K01533	130.69
K01534	66.37
K01535	0
K01537	27.54
K01539	0
K01545	0.2
K01546	76.42
K01547	76.42
K01548	76.42
K01551	83.03
K01555	3.01
K01556	3.01
K01560	59.79
K01561	1.2
K01563	0
K01567	0.66
K01568	0
K01569	0.2
K01571	64.48
K01572	2.14
K01573	0.65
K01574	0.73
K01575	266.16
K01576	0
K01577	0.2
K01578	0.2
K01579	147.28
K01580	24.18
K01581	13.93
K01582	56.29
K01583	2.33
K01584	0.33
K01585	12.98
K01586	524.459999999999
K01588	279.94
K01589	279.28
K01590	0.2
K01591	280.61
K01593	0
K01594	0
K01595	197.46
K01596	186.14
K01597	101.9
K01598	4.6
K01599	275.36
K01601	0
K01602	0
K01607	139.35
K01608	0.66
K01609	276.97
K01610	74.04
K01611	0.66
K01613	16.55
K01615	0.33
K01616	184.28
K01617	0
K01619	417.86
K01620	110.44
K01621	5.01
K01622	0
K01623	77.38
K01624	276.75
K01625	38.49
K01626	267.62
K01627	16.38
K01628	5.07
K01629	0
K01630	0
K01631	0.33
K01633	272.11
K01635	93.41
K01637	85.45
K01638	82.3
K01639	87.13
K01640	5.17
K01641	101.39
K01643	0.5
K01644	208.8
K01646	0.5
K01647	329.43
K01649	337.94
K01652	403.1
K01653	222.35
K01654	11.7
K01655	0
K01657	278.64
K01658	304.3
K01659	131.51
K01661	260.76
K01662	201.64
K01664	46.92
K01665	78.05
K01666	4.57
K01667	37.23
K01668	0
K01669	107.98
K01671	0
K01673	267.67
K01674	0.74
K01676	13.03
K01677	0.33
K01678	0.33
K01679	275.88
K01681	278.85
K01682	13.35
K01683	0
K01684	27.35
K01685	0.66
K01686	2.04
K01687	317.3
K01689	283.01
K01690	13.23
K01692	238.79
K01693	248.35
K01695	277.98
K01696	282.81
K01697	65.09
K01698	274.83
K01699	2
K01702	0
K01703	275.98
K01704	277.98
K01706	0.66
K01707	5.09
K01708	0.33
K01709	2
K01710	230.68
K01711	1.36
K01712	103.54
K01713	0.33
K01714	470.29
K01715	4.89
K01716	0.87
K01719	113.3
K01720	123.12
K01721	0.4
K01724	79.46
K01725	0.53
K01727	58.43
K01728	0
K01729	0.03
K01730	0.33
K01732	0
K01733	282.28
K01734	1.53
K01735	286.03
K01736	280.61
K01737	106.8
K01738	445.13
K01739	215.28
K01740	208.92
K01744	227.86
K01745	103.87
K01746	0.33
K01749	275.02
K01750	340.57
K01751	1
K01752	414.47
K01753	3.85
K01754	352.69
K01755	277.61
K01756	280.28
K01758	2
K01759	21
K01760	89.65
K01761	0.48
K01766	0.67
K01768	85.68
K01769	0
K01770	178.54
K01771	55.63
K01772	299.43
K01775	367.02
K01776	281.14
K01777	0
K01778	203.34
K01779	3.27
K01781	0
K01782	27.36
K01783	280.78
K01784	438.319999999999
K01785	188.64
K01787	0.33
K01788	188.49
K01790	217.96
K01791	276.19
K01792	118.56
K01795	0
K01796	33.22
K01799	0.66
K01800	0.73
K01801	0.53
K01802	127.04
K01803	283.78
K01804	2.5
K01805	1.07
K01807	90.1900000000001
K01808	194.42
K01809	338.35
K01810	292.58
K01811	4.33
K01812	53.75
K01813	0.53
K01814	129.14
K01815	0.33
K01816	53.15
K01817	311.03
K01818	2.34
K01819	151.84
K01820	2
K01821	91.1
K01822	0
K01823	261.96
K01825	0.2
K01826	0.53
K01829	0
K01834	352.72
K01835	251.63
K01838	13.1
K01839	76
K01840	395.27
K01841	0
K01843	0.86
K01844	0
K01845	345.93
K01846	0
K01847	166.92
K01848	4
K01849	2
K01851	0
K01854	189.28
K01856	52.08
K01857	65.32
K01858	152.71
K01865	0
K01866	280.61
K01867	280.81
K01868	294.45
K01869	280.61
K01870	280.61
K01872	282.61
K01873	280.61
K01874	281.27
K01875	280.61
K01876	281.94
K01878	21
K01879	21
K01880	259.61
K01881	280.94
K01883	280.61
K01884	0.33
K01885	395.47
K01886	15.98
K01887	280.99
K01889	280.61
K01890	280.61
K01892	280.61
K01893	80.1
K01894	13.23
K01895	183.09
K01896	0
K01897	556.74
K01902	175.01
K01903	175.01
K01904	0
K01905	0
K01906	148.62
K01907	0.77
K01908	1.53
K01909	0
K01910	1.3
K01911	260.35
K01912	46.99
K01914	4.86
K01915	515.12
K01916	255.1
K01918	353.29
K01919	16.25
K01920	13.23
K01921	281.12
K01922	4.6
K01923	280.61
K01924	280.61
K01925	280.61
K01926	76.95
K01928	210.33
K01929	280.61
K01933	280.61
K01934	222.12
K01935	246.84
K01937	178.74
K01938	240.78
K01939	280.11
K01940	277.61
K01941	1.14
K01945	281.28
K01947	12.5
K01950	26.84
K01951	412.36
K01952	777.52
K01953	194.39
K01955	280.59
K01956	280.26
K01958	255.55
K01959	0
K01960	0
K01961	166.85
K01962	92.67
K01963	173.45
K01965	0.53
K01966	408.26
K01968	0.53
K01969	24.84
K01971	26.44
K01972	280.61
K01974	0.53
K01975	53.91
K01989	94.38
K01990	2306.96
K01991	22.28
K01992	1780.94
K01993	2.53
K01994	0
K01995	11.13
K01996	10.21
K01997	10.21
K01998	12.41
K01999	11.7
K02000	56.57
K02001	55
K02002	128.47
K02003	1167.12
K02004	955.62
K02005	86.56
K02006	3.23
K02007	3.23
K02008	3.23
K02009	2.86
K02010	56.91
K02011	120.31
K02012	176.62
K02013	1692.81
K02014	68.39
K02015	2309.69
K02016	2004.84
K02017	75.25
K02018	195.39
K02019	0.75
K02020	193.61
K02021	131.97
K02022	0.6
K02024	0.5
K02025	191.29
K02026	191.34
K02027	194.75
K02028	391.2
K02029	265.6
K02030	592.98
K02031	182.3
K02032	1083.87
K02033	772.61
K02034	786.58
K02035	1107
K02036	274.3
K02037	269.29
K02038	270.19
K02039	273.76
K02040	271
K02041	115.44
K02042	191.74
K02043	0
K02044	129.65
K02045	37.34
K02046	37.01
K02047	37.01
K02048	37.21
K02049	160.27
K02050	111.9
K02051	70.5
K02052	63.43
K02053	2.91
K02054	2.5
K02055	23.16
K02056	153.79
K02057	162.79
K02058	147.82
K02062	0.67
K02063	13.17
K02064	13.17
K02065	18.71
K02066	16.71
K02067	16.71
K02068	72.22
K02069	96
K02071	350.799999999999
K02072	350.799999999999
K02073	490.91
K02074	163.58
K02075	162
K02076	71.69
K02077	228.87
K02078	228.22
K02079	0
K02080	0
K02081	6
K02082	19.49
K02083	0
K02086	76.29
K02092	0
K02093	0
K02094	0
K02095	0
K02096	0
K02097	0
K02099	0.5
K02100	0
K02103	0.66
K02106	3.69
K02107	1.33
K02108	279.95
K02109	282.15
K02110	279.95
K02111	279.95
K02112	279.95
K02113	222.15
K02114	280.28
K02115	279.95
K02116	17.29
K02117	3.29
K02118	3.29
K02119	3.29
K02120	3.29
K02121	2.16
K02122	3.29
K02123	3.29
K02124	3.29
K02160	164.85
K02164	0
K02167	0.2
K02168	178.62
K02169	26.2
K02170	12.7
K02171	56.63
K02172	56.63
K02173	0
K02182	2
K02188	2.33
K02189	0.53
K02190	0
K02191	0
K02192	5.75
K02193	0.87
K02194	2.87
K02195	2.87
K02196	0.87
K02197	2.87
K02198	2.87
K02199	1.54
K02200	3.37
K02203	2.2
K02204	13.23
K02205	0
K02217	257.13
K02221	262.3
K02224	69.39
K02225	0.53
K02226	0.73
K02227	70.13
K02228	67.06
K02229	156.37
K02230	67.39
K02231	83.51
K02232	69.8
K02233	83.51
K02234	0.53
K02236	76.29
K02237	316.6
K02238	287.36
K02239	0
K02240	76.49
K02241	0.33
K02242	76.29
K02243	76.29
K02244	76.29
K02245	76.29
K02246	75.32
K02247	0
K02248	4.77
K02249	0
K02250	71.52
K02251	0
K02253	0
K02254	0
K02255	0
K02258	0.53
K02259	259.81
K02274	234.38
K02275	193.15
K02276	193.63
K02277	2
K02278	3.34
K02279	3.67
K02280	3.34
K02281	0.2
K02282	3.67
K02283	195.28
K02284	0
K02285	0
K02286	0
K02287	0
K02288	0
K02289	0
K02290	0
K02291	15.96
K02292	0
K02293	0
K02294	0
K02297	1.06
K02298	56.69
K02299	59.27
K02300	56.69
K02302	100.03
K02303	214.49
K02304	73.88
K02305	0
K02313	280.61
K02314	281.32
K02315	5.45
K02316	280.61
K02317	0
K02334	18.16
K02335	281.71
K02336	0
K02337	298.69
K02338	280.61
K02339	13.9
K02340	280.61
K02341	280.61
K02342	797.89
K02343	280.41
K02344	0.67
K02345	0
K02346	284.82
K02347	73.52
K02348	162.63
K02351	37.88
K02352	71.14
K02355	285.6
K02356	282.61
K02357	280.61
K02358	297.64
K02361	206.74
K02362	0
K02363	25.31
K02364	0
K02371	7.22
K02372	93.15
K02377	1.56
K02379	192.25
K02380	0.67
K02381	0
K02383	0
K02385	2.33
K02386	0.73
K02387	3.26
K02388	3.06
K02389	3.06
K02390	3.06
K02391	2.73
K02392	5.39
K02393	2.73
K02394	2.73
K02395	0.66
K02396	3.39
K02397	2.86
K02398	2.66
K02399	0.33
K02400	3.06
K02401	3.06
K02402	0.33
K02403	0.33
K02404	0.66
K02405	2.66
K02406	3.06
K02407	2.66
K02408	3.06
K02409	3.06
K02410	3.06
K02411	2.86
K02412	3.06
K02413	0.66
K02414	0.66
K02415	0.73
K02416	3.06
K02417	5.26
K02418	0.33
K02419	3.06
K02420	3.06
K02421	3.06
K02422	2.66
K02423	0.66
K02424	90.35
K02425	0
K02426	2.35
K02427	13.9
K02428	409.35
K02429	18.25
K02430	0.34
K02431	3.92
K02433	345.6
K02434	279.46
K02435	279.46
K02436	0
K02437	260.67
K02438	192.45
K02439	0.67
K02440	190.23
K02441	0.02
K02442	0.2
K02443	73.85
K02444	74.55
K02445	202.01
K02446	185.95
K02448	0
K02450	0
K02451	0
K02452	0.33
K02453	3.19
K02454	1.59
K02455	1.39
K02456	6.91
K02457	0.53
K02458	0.53
K02459	0.53
K02460	0.73
K02461	0.73
K02462	0.53
K02463	0.33
K02464	0
K02465	0
K02466	0.17
K02467	0
K02468	0.17
K02469	283.94
K02470	284.14
K02471	25.55
K02472	145.9
K02473	0.45
K02474	1.42
K02475	15.8
K02476	37.83
K02477	6.6
K02478	2
K02479	2
K02480	0.66
K02481	0
K02482	0.2
K02483	142.92
K02484	244.3
K02485	0
K02486	0.33
K02487	0.34
K02488	0.2
K02490	0
K02491	0
K02492	274.63
K02493	281.61
K02494	13.7
K02495	328.17
K02496	13.17
K02497	15.89
K02498	13.7
K02499	72.35
K02500	259
K02501	261.67
K02502	14.36
K02503	94.98
K02504	0.67
K02505	0.67
K02506	0.67
K02507	0.67
K02508	0
K02509	41.68
K02510	46.63
K02511	0
K02517	215.89
K02518	282.27
K02519	280.61
K02520	280.61
K02521	0.34
K02523	16.38
K02525	0
K02526	38.46
K02527	16.38
K02528	280.61
K02529	376.9
K02530	75.72
K02531	3.18
K02532	14.51
K02533	15.03
K02535	15.9
K02536	18.86
K02538	70.54
K02545	55.63
K02547	55.63
K02548	260.35
K02549	261.87
K02550	0
K02551	260.35
K02552	77.59
K02553	81.71
K02554	3.66
K02556	5.06
K02557	6.55
K02558	16.18
K02560	0.67
K02562	0.17
K02563	280.61
K02564	242.81
K02565	0
K02566	160.27
K02567	0.67
K02568	0.67
K02569	0.67
K02570	0.67
K02571	0.17
K02572	0.67
K02573	0.67
K02574	0.67
K02575	57.17
K02584	0
K02585	0.33
K02586	0.33
K02587	0
K02588	0.66
K02589	0
K02590	0
K02591	0.33
K02592	0
K02593	0
K02594	0
K02595	0
K02596	0
K02597	0
K02598	0.33
K02600	280.61
K02601	281.14
K02609	46.33
K02610	46.33
K02611	46.33
K02612	46.33
K02613	46.81
K02614	51.61
K02615	0
K02616	0.4
K02617	0.2
K02618	46
K02619	200.54
K02621	90.6700000000001
K02622	90.6700000000001
K02623	0
K02624	52.86
K02625	0
K02626	2
K02634	0
K02635	0
K02636	0
K02637	0
K02638	0
K02639	0
K02640	0
K02641	0
K02642	0
K02643	0
K02647	0.85
K02650	12.4
K02651	4.66
K02652	15.49
K02653	15.49
K02654	142.05
K02655	26.72
K02656	13.7
K02657	0.53
K02658	0.53
K02659	0.53
K02660	0.53
K02661	0
K02662	2.86
K02663	15.36
K02664	13.03
K02665	13.03
K02666	13.03
K02667	1.53
K02668	1.53
K02669	13.36
K02670	25.53
K02671	13.69
K02672	14.02
K02673	13.16
K02674	15.02
K02676	13.03
K02679	0.67
K02680	0.67
K02681	0.67
K02682	0.67
K02686	1
K02687	91.3300000000001
K02688	0.33
K02689	0
K02690	0
K02691	0
K02692	0
K02693	0
K02694	0
K02696	0
K02697	0
K02698	0
K02699	0
K02700	0
K02702	0
K02703	0
K02704	0
K02705	0
K02706	0
K02707	0
K02708	0
K02709	0
K02710	0
K02711	0
K02712	0
K02713	0
K02714	0
K02715	0
K02716	0
K02717	0
K02718	0
K02719	0
K02720	0
K02722	0
K02723	0
K02724	0
K02742	0.67
K02744	3.8
K02745	2.8
K02746	2.8
K02747	2.8
K02750	84.85
K02753	0
K02755	56.03
K02756	0.2
K02757	214.96
K02759	13.74
K02760	12.08
K02761	17.45
K02763	0
K02765	127.33
K02768	0
K02769	0
K02770	433.49
K02771	0
K02773	61.6
K02774	61.6
K02775	59.6
K02777	134.73
K02778	0
K02779	6.89
K02781	0.34
K02783	0.34
K02784	0.67
K02786	75.52
K02788	77.72
K02791	69.71
K02793	21.86
K02794	28.45
K02795	26.28
K02796	25.28
K02798	57.41
K02799	0
K02800	60.07
K02802	0
K02803	0.17
K02804	174.16
K02805	0.65
K02806	13.7
K02810	201.11
K02812	0
K02813	0
K02814	0
K02815	0
K02819	74.71
K02821	106.78
K02822	89.37
K02823	5.04
K02824	90.12
K02825	265.86
K02826	15.89
K02827	71.52
K02828	15.89
K02829	15.89
K02834	280.61
K02835	280.61
K02836	280.61
K02837	275.08
K02838	280.61
K02839	0
K02840	0
K02841	15.33
K02843	13.95
K02844	0
K02846	0
K02847	0.67
K02848	0
K02849	0
K02850	0
K02851	261.9
K02852	0.65
K02853	0.65
K02854	0
K02855	0
K02856	2
K02858	1.55
K02859	0.17
K02860	280.61
K02862	0
K02863	280.61
K02864	280.61
K02867	280.61
K02871	280.61
K02874	282.01
K02876	269.11
