reactions	air_12
K00001	67.1212138839843
K00003	442.392048281191
K00004	1.73333333333333
K00005	0
K00006	447.801395128038
K00007	0.4
K00008	0.4
K00009	0
K00010	0.4
K00011	442.933713881484
K00012	380.112358014101
K00013	5.63461291856192
K00014	442.392048281191
K00015	6.51841846804762
K00016	67.3174113629759
K00018	6.51841846804762
K00019	2.09333333333333
K00020	2.37904761904762
K00021	0
K00022	2.37904761904762
K00024	10.0117288656011
K00025	10.0117288656011
K00026	10.0117288656011
K00027	2.93154761904762
K00028	2.93154761904762
K00029	6.98815043422859
K00030	0
K00031	379.164024680768
K00033	439.903268695962
K00034	0
K00036	439.350768695962
K00039	1.33333333333333
K00040	0
K00041	0
K00042	2.01904761904762
K00043	0
K00045	0.4
K00046	0
K00048	0
K00049	6.51841846804762
K00050	6.51841846804762
K00052	382.821483765062
K00053	384.133983765062
K00054	0.4
K00057	447.801395128038
K00058	385.342317098395
K00059	449.113895128038
K00060	0.4
K00066	0
K00067	384.871728863101
K00068	0
K00073	0
K00074	0
K00075	449.113895128038
K00077	67.8920482836909
K00082	383.559228863101
K00086	0
K00087	2.09333333333333
K00088	449.113895128038
K00090	0
K00094	0
K00096	447.801395128038
K00097	4.55985801660113
K00098	0
K00099	10.8423171008953
K00100	0
K00101	67.3174113629759
K00102	1.26
K00103	0
K00104	2.09333333333333
K00105	0
K00106	2.09333333333333
K00110	1.69333333333333
K00111	0
K00112	0
K00113	0
K00116	374.8599999975
K00121	67.1212138839843
K00122	6.59270418233333
K00123	0
K00125	0
K00126	0
K00128	439.636482981677
K00130	0.36
K00132	0.5
K00133	443.600381614524
K00134	449.113895128038
K00135	2.09333333333333
K00137	439.636482981677
K00139	1.73333333333333
K00140	2.59333333333333
K00145	3.82211291856192
K00146	0
K00147	384.133983765062
K00149	439.636482981677
K00150	449.113895128038
K00151	1.73333333333333
K00156	1.33333333333333
K00158	0
K00160	382.405204179833
K00161	442.392048281191
K00162	442.392048281191
K00163	442.392048281191
K00164	8.19091846804762
K00165	0
K00166	0
K00167	0
K00169	2.99142156862745
K00170	2.99142156862745
K00171	2.99142156862745
K00172	2.99142156862745
K00174	4.82664373088685
K00175	4.82664373088685
K00176	4.82664373088685
K00177	4.82664373088685
K00179	0
K00199	0
K00207	0
K00208	67.4214600483968
K00209	2.37904761904762
K00210	66.1089600483968
K00211	66.1089600483968
K00215	0
K00216	0
K00220	441.079548281191
K00226	1.33333333333333
K00228	376.879047616548
K00229	0.5
K00231	374.4999999975
K00238	384.871728863101
K00239	384.871728863101
K00240	384.871728863101
K00241	384.871728863101
K00242	384.871728863101
K00244	384.871728863101
K00245	384.871728863101
K00246	384.871728863101
K00247	384.871728863101
K00248	2.37904761904762
