function.	skin_28
K00001	0
K00002	0
K00003	0
K00004	0
K00005	0
K00007	0
K00008	0
K00009	0
K00010	0
K00011	0
K00012	0
K00013	0
K00014	0
K00015	0
K00016	0
K00018	0
K00019	0
K00020	0
K00021	0
K00023	0
K00024	0
K00027	0
K00028	0
K00029	0
K00030	0
K00031	0
K00032	0
K00033	0
K00034	0
K00035	0
K00036	0
K00038	0
K00039	0
K00040	0
K00041	0
K00042	0
K00043	0
K00045	0
K00046	0
K00048	0
K00050	0
K00052	0
K00053	0
K00054	0
K00055	0
K00057	0
K00058	0
K00059	0
K00060	0
K00064	0
K00065	0
K00066	0
K00067	0
K00068	0
K00073	0
K00074	0
K00075	0
K00076	0
K00077	0
K00082	0
K00086	0
K00087	0
K00088	0
K00090	0
K00091	0
K00094	0
K00096	0
K00097	0
K00098	0
K00099	0
K00100	0
K00101	0
K00102	0
K00103	0
K00104	0
K00105	0
K00106	0
K00108	0
K00111	0
K00112	0
K00113	0
K00114	0
K00116	0
K00117	0
K00118	0
K00119	0
K00121	0
K00122	0
K00123	0
K00124	0
K00126	0
K00127	0
K00128	0
K00129	0
K00130	0
K00131	0
K00132	0
K00133	0
K00134	0
K00135	0
K00137	0
K00138	0
K00140	0
K00141	0
K00145	0
K00146	0
K00147	0
K00148	0
K00150	0
K00151	0
K00152	0
K00153	0
K00154	0
K00155	0
K00156	0
K00158	0
K00161	0
K00162	0
K00163	0
K00164	0
K00166	0
K00167	0
K00169	0
K00170	0
K00171	0
K00172	0
K00174	0
K00175	0
K00176	0
K00177	0
K00179	0
K00180	0
K00184	0
K00185	0
K00194	0
K00196	0
K00197	0
K00198	0
K00200	0
K00201	0
K00202	0
K00207	0
K00208	0
K00209	0
K00210	0
K00211	0
K00214	0
K00215	0
K00216	0
K00217	0
K00218	0
K00219	0
K00220	0
K00221	0
K00224	0
K00226	0
K00228	0
K00230	0
K00231	0
K00232	0
K00239	0
K00240	0
K00241	0
K00242	0
K00243	0
K00244	0
K00245	0
K00246	0
K00247	0
K00248	0
K00249	0
K00252	0
K00253	0
K00254	0
K00255	0
K00256	0
K00257	0
K00258	0
K00259	0
K00260	0
K00261	0
K00262	0
K00263	0
K00265	0
K00266	0
K00270	0
K00271	0
K00273	0
K00274	0
K00275	0
