KO	GI_11
K00001	0.000708242494317155
K00002	0.000119027867664604
K00003	0.000342863719189718
K00004	0.000223251770073304
K00005	0.000265257902857878
K00007	1.64924138502903e-06
K00008	0.000332748958236464
K00009	6.62808252835025e-06
K00010	0.00022974729866506
K00012	0.000155715774869192
K00013	0.000344739708903542
K00014	0.000493824045358888
K00015	0.000601949567996627
K00016	0.000291869992416846
K00018	0.000480686451176885
K00019	0.000173555395175427
K00020	0.000144126974450888
K00021	0
K00023	8.00726540315084e-05
K00024	0.000135628609574509
K00027	0.000522002616805159
K00029	0.000457714254828398
K00030	0.000160186582367487
K00031	0.000300492445941587
K00032	1.10897151117272e-05
K00033	0.000204215277945832
K00034	0.000298340737622789
K00035	1.3187758532075e-06
K00036	0.000166531799288942
K00038	5.72088438107378e-05
K00039	2.43942293619459e-06
K00040	0.00022085044375367
K00041	8.28419101288412e-05
K00042	0.000176210049232769
K00043	0.000154617896965998
K00045	7.82304240435179e-06
K00046	0.000561817544290025
K00048	0.000546601409803365
K00050	1.49505851701516e-06
K00052	0.000435693591108118
K00053	0.000306234548380873
K00054	8.32416873827472e-06
K00055	5.13591990774804e-05
K00057	0.000243872522417064
K00058	0.000971655284334787
K00059	0.00186603745015111
K00060	0.000223393479141568
K00064	1.55269108468582e-05
K00065	0.000293560166922419
K00066	1.30807630967427e-05
K00067	0.000279337995402271
K00068	0.000124972323342439
K00073	2.59265656690677e-05
K00074	0.000312084946720325
K00075	0.000328011774139533
K00076	0.000124800700041519
K00077	0.000272027435641546
K00082	4.01178492937877e-08
K00086	0.000260266800308213
K00087	0.000265562255723315
K00088	0.000591040282723851
K00090	0.000241285461359532
K00091	2.45244524112512e-05
K00094	3.26765363078406e-06
K00096	0.000321240299751408
K00097	0.000168043109262723
K00098	1.33234898394993e-05
K00099	0.000317081811538129
K00100	0.000283373864102514
K00101	0.000163568688780723
K00102	0.000115768466086989
K00103	5.19851230380551e-06
K00104	0.000365117474407692
K00105	9.39613128122483e-07
K00108	1.01862182179232e-05
K00111	0.000428219665136958
K00112	1.84133474669e-05
K00113	5.84361415724156e-06
K00114	1.17740644094838e-06
K00116	5.45220709497203e-06
K00117	4.92747439513809e-06
K00118	1.29420416689533e-05
K00121	3.21606899250904e-05
K00122	4.1534576391755e-06
K00123	0.000769331072051176
K00124	0.000502431414356975
K00125	2.33267536562541e-05
K00126	5.45754348825743e-07
K00127	1.34095886131291e-05
K00128	0.000251619841157599
K00129	1.51678768560179e-08
K00130	5.43570594938101e-05
K00131	5.43883433993372e-05
K00132	0.000261320620923212
K00133	0.000342123962479184
K00134	0.000402881299959935
K00135	0.000121651438634366
K00137	4.68170683858028e-05
K00138	4.64840609045596e-05
K00140	4.05856634168323e-05
K00141	3.55911062906109e-05
K00145	0.000288541219707979
K00146	5.85680904489701e-05
K00147	0.00030971344631841
K00148	1.13421067189439e-05
K00150	0.000102288442807584
K00151	2.68675568497548e-05
K00152	0
K00153	3.57032969003021e-06
K00154	0.000139004902216715
K00156	2.45968615932067e-05
K00158	3.35393167232176e-05
K00161	0.000183759403409225
K00162	0.000374733178328312
K00163	1.92987004007446e-05
K00164	5.48584186190024e-06
K00166	9.22537592645927e-05
K00167	0.000116220413280824
K00169	0.000211831738098121
K00170	0.00016638427655608
K00171	0.000168788223397038
K00172	0.00021169704735164
K00174	0.000379308119962552
K00175	0.00041134731665292
K00176	0.00039960149069004
K00177	0.000396787015300021
K00179	0.000233630098042077
K00180	0.000211544822345053
K00183	4.68681706897129e-06
K00184	0.000219679312221237
K00185	4.81919281824758e-05
K00186	0.000158484381291208
K00187	7.35579839221755e-05
K00188	0
K00193	8.58653508819168e-07
K00194	7.89484198386513e-05
K00196	0.000177088582584718
K00197	8.3742568596225e-05
K00198	0.00045129300194844
K00200	2.85974453759219e-06
K00201	0
K00202	8.66524499316678e-05
K00205	9.19965859040407e-06
K00208	0.000285106251313228
K00209	2.65332867633273e-05
K00210	9.65985197421565e-06
K00214	0
K00215	0.000393623885391739
K00216	8.21493409366569e-06
K00217	1.31449576863435e-07
K00218	2.44310063028137e-06
K00219	0.000475206490499631
K00220	9.33187382369541e-05
K00221	3.68680010866094e-08
K00226	1.19968025782321e-05
K00228	4.46022794858846e-06
K00230	8.09042417198506e-05
K00231	6.32650569033219e-06
K00232	0
K00239	0.000240612062979812
K00240	4.64116689448999e-05
K00241	1.60043473449351e-05
K00242	4.46022794858846e-06
K00243	0.000203080959995968
K00244	0.000534077655159443
K00245	1.98875527966782e-05
K00246	1.97967336755531e-05
K00247	2.67136647188186e-06
K00248	0.000437321701313328
K00249	0.000422809412196462
K00252	0.000270692193910685
K00253	0.000290516398539632
K00254	3.77396207520186e-05
K00255	7.62147892322755e-07
K00256	1.1925743178044e-06
K00257	0
K00259	4.53677259913227e-05
K00260	0.000163048760730218
K00261	0.000175871455229558
K00262	0.000282253212758582
K00263	5.00881213477848e-06
K00265	0.000352234068487162
K00266	0.00125122957605438
K00271	3.81623781697408e-06
K00273	0
K00274	0.000116475287001366
K00275	1.46768547624964e-05
K00276	1.0017624269557e-06
K00278	0.000458620114487193
K00281	0.000263523326580341
K00282	0.000198888861113918
K00283	0.000200468112494427
K00284	0.00022728586676817
K00285	5.13079758951702e-05
K00286	0.000347458913328995
K00287	0.000215523368728973
K00288	5.3665844301198e-06
K00290	0.000181860644402525
K00293	0
K00294	3.2362836656719e-05
K00297	0.000584014214155427
K00298	1.45649927970107e-05
K00299	1.67245481482416e-05
K00301	0
K00302	6.15410255514352e-05
K00303	2.90054093598684e-05
K00304	1.64863292874443e-06
K00305	1.80402935356262e-06
K00311	6.86504569226937e-05
K00313	2.50929542056532e-05
K00315	8.66524499316678e-05
K00316	1.18499037937639e-06
K00317	0.000193520860323627
K00318	2.02131240305831e-08
K00320	0
K00322	2.90332464856965e-05
K00324	3.02891722624215e-05
K00325	9.34109904208644e-06
K00329	0.000103826154780864
K00330	2.44856552874381e-05
K00331	6.70367069466992e-05
K00332	1.66623677626413e-05
K00333	4.69580504204113e-05
K00334	0.00049487118652677
K00335	0.00077466436448442
K00336	0.000686653047677181
K00337	3.77709331877791e-05
K00338	2.48510115212075e-05
K00339	2.32930809696337e-05
K00340	2.32930809696337e-05
K00341	4.64767257077513e-05
K00342	3.23207082092863e-05
K00343	2.51274219754091e-05
K00344	0.000204113668603203
K00346	1.26412877687267e-05
K00347	4.19908959598883e-05
K00348	2.5838366232156e-05
K00349	2.97542613919989e-05
K00350	4.29803784136706e-05
K00351	1.32137234412728e-05
K00354	0.000245605585348222
K00355	2.52667816418507e-05
K00356	0.000103826154780864
K00360	1.51717013890352e-05
K00362	0.000333501294410618
K00363	5.60437881953002e-06
K00364	2.75007637685695e-05
K00365	0
K00366	0.000114755458844559
K00367	6.92014683095117e-05
K00368	1.20268087981969e-06
K00370	3.06374383104279e-05
K00371	7.72509058521103e-06
K00372	0.00014553469168581
K00373	7.52904007282551e-06
K00374	2.38579030665108e-05
K00375	0.000871663124608131
K00376	3.51203632568862e-06
K00380	2.03009035386024e-05
K00381	1.5431911672389e-05
K00382	0.000571244454767169
K00383	0.00013058843091772
K00384	0.00112128145449083
K00385	0.000164449605754399
K00387	0
K00389	2.21794484860235e-05
K00390	8.93061919506132e-05
K00392	6.34382659374904e-05
K00394	0.000114352771136083
K00395	0.000105313057807126
K00400	9.82096869572474e-05
K00404	4.96558368573883e-06
K00405	3.44758256998857e-06
K00406	7.64447818057046e-06
K00407	4.80252900953664e-06
K00410	1.1925743178044e-06
K00411	5.7720596981733e-06
K00412	3.5777229534132e-06
K00413	1.7888614767066e-06
K00423	0
K00424	3.79446219274767e-06
K00425	4.03437606872319e-05
K00426	4.02988390597182e-05
K00427	1.82331029046266e-05
K00428	2.76750246155558e-05
K00432	0.000235951744758968
K00433	0.000143711544761355
K00435	2.0691352517111e-08
K00436	1.72446246354516e-05
K00437	3.58964869659125e-05
K00441	4.00704970782279e-06
K00442	3.9831982214667e-06
K00443	0
K00446	1.51678768560179e-08
K00448	2.80073046567759e-06
K00449	3.081895020943e-06
K00450	1.95032352583891e-06
K00451	1.76357900400221e-06
K00452	0
K00453	1.7888614767066e-06
K00455	3.40933959640537e-06
K00457	5.18085996406933e-06
K00459	0.000356044052260252
K00462	0
K00464	1.01065620152915e-08
K00466	5.35833908228194e-05
K00467	4.14772774714231e-05
K00469	0
