function.	skin_14
K00001	37.2937889
K00002	1.008929
K00003	96.6615353
K00004	0.2732516
K00005	14.5721304
K00007	0
K00008	54.2428466
K00009	63.6151354
K00010	20.5375146
K00011	0
K00012	35.6346686
K00013	82.9448001
K00014	102.0692352
K00015	0
K00016	180.9111452
K00018	2.1710754
K00019	8.0899688
K00020	3.3579681
K00021	0.0420387
K00023	1.1930586
K00024	32.9750217
K00027	116.0203301
K00028	0.7901544
K00029	5.6796819
K00030	1.5304892
K00031	88.1464452
K00032	0
K00033	90.395817
K00034	11.5437454
K00035	0
K00036	87.4829766
K00038	0.0420387
K00039	0
K00040	10.5342559
K00041	2.7906896
K00042	0.9713184
K00043	0.2386117
K00045	0.1261161
K00046	13.8937618
K00048	3.187515
K00050	1.3979272
K00052	94.1248562
K00053	94.3528524
K00054	73.4607802
K00055	0.1403252
K00057	103.0347322
K00058	100.149169
K00059	226.1637694
K00060	11.7498193
K00064	0
K00065	1.6389491
K00066	0
K00067	17.6442549
K00068	3.8741525
K00073	5.7354612
K00074	8.3207079
K00075	100.4470495
K00076	0
K00077	164.3402152
K00082	0
K00086	0
K00087	0
K00088	128.8615554
K00090	0
K00091	0.1975386
K00094	0
K00096	24.6468532
K00097	9.8999759
K00098	0.7288671
K00099	27.2859047
K00100	5.0011958
K00101	4.2416141
K00102	0.7158352
K00103	0
K00104	4.6510827
K00105	4.6725332
K00106	0
K00108	62.1812923
K00111	89.1002031
K00112	12.3644252
K00113	12.3085519
K00114	0
K00116	139.6674831
K00117	0.1193059
K00118	0
K00119	0
K00121	5.9470202
K00122	47.6696621
K00123	65.2594597
K00124	2.040001
K00126	0.835141
K00127	2.1399461
K00128	204.3600301
K00129	0
K00130	63.1612146
K00131	7.3384967
K00132	0.9038322
K00133	98.6463012
K00134	166.8083365
K00135	33.5034249
K00137	0
K00138	0
K00140	16.7000531
K00141	0.1193059
K00145	78.9871519
K00146	0.0630581
K00147	32.537622
K00148	0.0210194
K00150	1.8076645
K00151	0.5192621
K00152	0
K00153	1.1560645
K00154	0
K00155	0
K00156	14.8521318
K00158	70.1875124
K00161	99.4019034
K00162	101.4084109
K00163	16.5582068
K00164	79.9677141
K00166	65.5206072
K00167	65.5206072
K00169	4.6878766
K00170	3.5550735
K00171	4.6035189
K00172	4.6878766
K00174	86.3082323
K00175	86.3082323
K00176	3.6032779
K00177	4.109424
K00179	5.7242708
K00180	5.7242708
K00184	0
K00185	0
K00194	0.3012774
K00196	2.3138105
K00197	0.3012774
K00198	3.5189201
K00200	0
K00201	0
K00202	0
K00207	0
K00208	85.4013013
K00209	0
K00210	0.5732879
K00211	0
K00214	0
K00215	107.7671178
K00216	0.0840774
K00217	0.2244026
K00218	0
K00219	0.4630143
K00220	0
K00221	1.5571738
K00224	0
K00226	122.6067088
K00228	1.1930586
K00230	1.6422358
K00231	95.6667696
K00232	0.1261161
K00239	95.672451
K00240	95.5531451
K00241	94.6282935
K00242	1.1930586
K00243	80.0229465
K00244	14.8936664
K00245	0.7339118
K00246	0.7339118
K00247	0.7339118
K00248	0.6929381
K00249	2.4559855
K00252	57.9086772
K00253	0.835141
K00254	0
K00255	0
K00256	0
K00257	27.3431896
K00258	0
K00259	149.3391884
K00260	67.0428328
K00261	2.4402069
K00262	30.9643402
K00263	4.7768986
K00265	79.2335451
K00266	91.4783199
K00270	0
K00271	0
K00273	0
K00274	12.7729573
K00275	3.9471728
K00276	0
K00278	10.2009591
K00279	0
K00280	0.9038323
K00281	16.2370311
K00282	67.0462759
K00283	68.6034497
K00284	1.3979272
K00285	7.0162607
K00286	101.5826584
K00287	105.8086851
K00290	6.3462956
K00292	0
K00293	0
K00294	66.4564609
K00297	26.461333
K00298	0
K00299	53.3706755
K00301	0.1050968
K00302	0.835141
K00303	1.2689804
K00304	0.835141
K00305	0.835141
K00309	0
K00311	1.3123645
K00313	10.845987
K00314	0
K00315	0
K00316	0
K00317	28.0522641
K00318	77.6572666
K00320	0
K00322	0
K00324	15.3595151
K00325	14.3702143
K00329	0.4772234
K00330	15.1843818
K00331	14.9932858
K00332	23.7888649
K00333	24.6926971
K00334	22.1585234
K00335	21.8830698
K00336	21.5215369
K00337	15.1843818
K00338	25.1265366
K00339	15.1843818
K00340	15.1843818
K00341	15.1843818
K00342	15.1843818
K00343	15.1843818
K00344	1.6418639
K00346	2.4584237
K00347	2.4584237
K00348	2.4584237
K00349	2.4584237
K00350	2.4584237
K00351	2.4584237
K00353	0
K00354	0
K00355	3.1960626
K00356	2.0575322
K00358	6.8140112
K00359	8.5136348
K00360	0
K00362	64.005472
K00363	64.9093043
K00364	73.4700341
K00365	0
K00366	1.2292118
K00367	0
K00368	13.3611247
K00370	73.0755397
K00371	76.1898874
K00372	0.1193059
K00373	77.0937196
K00374	76.1898874
K00375	90.5956872
K00376	0.1193059
K00378	8.5476705
K00380	65.0582054
K00381	13.7697552
K00382	192.192619
K00383	35.29503
K00384	183.5292868
K00385	0.3856351
K00386	0
K00387	0
K00389	0.7624621
K00390	17.4353905
K00392	2.0809161
K00394	1.5666425
K00395	1.5666425
K00397	0
K00404	0.5965293
K00405	1.0737527
K00406	0.835141
K00407	1.0737527
K00410	0
K00411	1.1930586
K00412	1.1930586
K00413	1.1930586
