reactions	GI_12
K00001	5.57254397759104
K00003	6.00127501734639
K00004	0
K00005	0.322857142857143
K00006	6.54715279512417
K00007	0
K00008	0.333333333333333
K00009	0.322857142857143
K00010	0.0242857142857143
K00011	5.79129397759104
K00012	1.47488262705694
K00013	5.70270358877496
K00014	6.00127501734639
K00015	0
K00016	1.29125476190476
K00018	0
K00019	0.0242857142857143
K00020	1.1852380952381
K00021	0
K00022	1.1852380952381
K00024	1.07288262705694
K00025	1.07288262705694
K00026	1.07288262705694
K00027	0.32875
K00028	0.32875
K00029	5.39823930306067
K00030	0
K00031	1.93799770642202
K00033	0.243035714285714
K00034	0
K00036	0.0242857142857143
K00039	0
K00040	0.408571428571429
K00041	0.0857142857142857
K00042	1.05819047619048
K00043	0
K00045	0
K00046	0.0242857142857143
K00048	0.11
K00049	0
K00050	0
K00052	5.78252501734639
K00053	5.22460835067972
K00054	0
K00057	6.54715279512417
K00058	5.9892361284575
K00059	6.46733136655274
K00060	0.656190476190476
K00066	0
K00067	2.03869215086646
K00068	0.0242857142857143
K00073	0.0242857142857143
K00074	0
K00075	6.43256946179083
K00077	6.00127501734639
K00082	0.95756119848551
K00086	0
K00087	0.700571428571429
K00088	6.46733136655274
K00090	0.0242857142857143
K00094	0.0242857142857143
K00096	6.54715279512417
K00097	0.854132627056939
K00098	0.0242857142857143
K00099	6.76590279512417
K00100	1.11
K00101	1.29125476190476
K00102	0.357619047619048
K00103	0
K00104	0.735333333333333
K00105	0
K00106	0.700571428571429
K00110	0.724857142857143
K00111	0
K00112	0
K00113	0
K00116	0
K00121	5.57254397759104
K00122	1.09952380952381
K00123	0
K00125	0
K00126	0
K00128	0.800952380952381
K00130	0
K00132	0.11
K00133	6.76590279512417
K00134	6.46733136655274
K00135	0.322857142857143
K00137	0.800952380952381
K00139	0.0242857142857143
K00140	0.0242857142857143
K00145	5.78252501734639
K00146	0
K00147	5.70270358877496
K00149	0.800952380952381
K00150	6.46733136655274
K00151	0.0242857142857143
K00156	0.357619047619048
K00158	0
K00160	0.874940476190476
K00161	6.00127501734639
K00162	6.00127501734639
K00163	6.00127501734639
K00164	0.576369047619048
K00165	0
K00166	0
K00167	0
K00169	6.37008366013072
K00170	6.37008366013072
K00171	6.37008366013072
K00172	6.37008366013072
K00174	0.818692150866463
K00175	0.818692150866463
K00176	0.818692150866463
K00177	0.818692150866463
K00179	0
K00199	0
K00207	0
K00208	1.85228342070773
K00209	0.800952380952381
