function.	skin_14
K00001	39.5833333
K00002	0.8928571
K00003	100
K00004	0
K00005	4.1666667
K00007	0
K00008	70.5357143
K00009	80.0595238
K00010	14.2857143
K00011	0
K00012	14.5833333
K00013	91.6666667
K00014	100.8928571
K00015	0
K00016	197.6190476
K00018	0
K00019	4.1666667
K00020	0.8928571
K00021	0
K00023	0
K00024	31.25
K00027	131.547619
K00028	0
K00029	0
K00030	0
K00031	100
K00032	0
K00033	101.7857143
K00034	14.5833333
K00035	0
K00036	100
K00038	0
K00039	0
K00040	8.9285714
K00041	0.8928571
K00042	0
K00043	0
K00045	0
K00046	0
K00048	0
K00050	0
K00052	98.2142857
K00053	100
K00054	83.3333333
K00055	0
K00057	103.8690476
K00058	104.4642857
K00059	223.8095238
K00060	11.6071429
K00064	0
K00065	0.8928571
K00066	0
K00067	0.8928571
K00068	2.9761905
K00073	4.1666667
K00074	2.0833333
K00075	100
K00076	0
K00077	196.1309524
K00082	0
K00086	0
K00087	0
K00088	125
K00090	0
K00091	0
K00094	0
K00096	23.2142857
K00097	3.5714286
K00098	0
K00099	16.6666667
K00100	0
K00101	0.8928571
K00102	0
K00103	0
K00104	2.0833333
K00105	0
K00106	0
K00108	81.25
K00111	100.8928571
K00112	11.6071429
K00113	11.6071429
K00114	0
K00116	185.4166667
K00117	0
K00118	0
K00119	0
K00121	2.0833333
K00122	62.5
K00123	83.3333333
K00124	0
K00126	0
K00127	0
K00128	262.5
K00129	0
K00130	83.0357143
K00131	0
K00132	0
K00133	100
K00134	187.5
K00135	24.702381
K00137	0
K00138	0
K00140	12.5
K00141	0
K00145	84.5238095
K00146	0
K00147	12.5
K00148	0
K00150	0
K00151	0
K00152	0
K00153	0.8928571
K00154	0
K00155	0
K00156	10.7142857
K00158	88.3928571
K00161	112.5
K00162	112.5
K00163	12.5
K00164	100
K00166	87.5
K00167	87.5
K00169	0
K00170	0
K00171	0
K00172	0
K00174	100
K00175	100
K00176	0
K00177	0
K00179	0
K00180	0
K00184	0
K00185	0
K00194	0
K00196	0
K00197	0
K00198	0
K00200	0
K00201	0
K00202	0
K00207	0
K00208	100
K00209	0
K00210	0
K00211	0
K00214	0
K00215	109.8214286
K00216	0
K00217	0
K00218	0
K00219	0
K00220	0
K00221	2.0833333
K00224	0
K00226	113.3928571
K00228	0
K00230	0.8928571
K00231	110.7142857
K00232	0
K00239	112.5
K00240	112.5
K00241	112.5
K00242	0
K00243	87.5
K00244	8.3333333
K00245	0
K00246	0
K00247	0
K00248	0
K00249	0
K00252	72.9166667
K00253	0
K00254	0
K00255	0
K00256	0
K00257	30.0595238
K00258	0
K00259	183.0357143
K00260	89.5833333
K00261	0
K00262	11.6071429
K00263	6.25
K00265	97.0238095
K00266	99.1071429
K00270	0
K00271	0
K00273	0
K00274	11.6071429
K00275	0.8928571
