function.	skin_18
K00001	16.4596273
K00002	3.4161491
K00003	98.9130435
K00004	0
K00005	1.6563147
K00007	0
K00008	34.1614907
K00009	34.8861284
K00010	54.6583851
K00011	0
K00012	51.9151138
K00013	81.4699793
K00014	89.6480331
K00015	0
K00016	196.5320911
K00018	0
K00019	1.6563147
K00020	3.4161491
K00021	0
K00023	0
K00024	55.2795032
K00027	149.2753624
K00028	0
K00029	0
K00030	1.0869565
K00031	84.7826087
K00032	0
K00033	89.4409938
K00034	5.7971015
K00035	0
K00036	82.6086957
K00038	0
K00039	0
K00040	37.4223602
K00041	5.5900621
K00042	0
K00043	0
K00045	0
K00046	2.8985507
K00048	2.173913
K00050	0
K00052	77.9503106
K00053	84.7826087
K00054	33.126294
K00055	0
K00057	107.6604555
K00058	101.8633541
K00059	197.3084886
K00060	44.4099379
K00064	0
K00065	3.4161491
K00066	0
K00067	20.8074534
K00068	4.2443064
K00073	1.6563147
K00074	6.2629399
K00075	100
K00076	0
K00077	152.0703934
K00082	0
K00086	0
K00087	1.0869565
K00088	194.9275363
K00090	0
K00091	0
K00094	0
K00096	90.2691512
K00097	13.6645963
K00098	0
K00099	51.6563147
K00100	0
K00101	3.4161491
K00102	0
K00103	0
K00104	1.9151139
K00105	0
K00106	0
K00108	32.2981367
K00111	91.0973084
K00112	44.4099379
K00113	44.4099379
K00114	0
K00116	73.7060042
K00117	0
K00118	0
K00119	0
K00121	0.8281574
K00122	24.8447205
K00123	47.2567288
K00124	0
K00126	0
K00127	0
K00128	119.5652174
K00129	0
K00130	39.1304348
K00131	0
K00132	0
K00133	98.9130435
K00134	134.7826087
K00135	58.7991719
K00137	0
K00138	0
K00140	47.826087
K00141	0
K00145	75.5693582
K00146	0
K00147	50
K00148	0
K00150	0
K00151	0
K00152	0
K00153	3.4161491
K00154	0
K00155	0
K00156	40.9937889
K00158	38.1987578
K00161	87.5776398
K00162	87.5776398
K00163	47.826087
K00164	82.6086957
K00166	34.7826087
K00167	34.7826087
K00169	16.3043478
K00170	14.1304348
K00171	0
K00172	16.3043478
K00174	82.6086957
K00175	82.6086957
K00176	0
K00177	0
K00179	0
K00180	0
K00184	0
K00185	0
K00194	0
K00196	0
K00197	0
K00198	0
K00200	0
K00201	0
K00202	0
K00207	0
K00208	82.6086957
K00209	0
K00210	0
K00211	0
K00214	0
K00215	122.3602485
K00216	0
K00217	0
K00218	0
K00219	0
K00220	0
K00221	0.8281574
K00224	0
K00226	151.2422361
K00228	0
K00230	3.4161491
K00231	123.6024846
K00232	0
K00239	130.4347827
K00240	130.4347827
K00241	130.4347827
K00242	0
K00243	52.173913
K00244	4.3995859
K00245	0
K00246	0
K00247	0
K00248	2.5362318
K00249	0
K00252	28.9855073
K00253	0
K00254	0
K00255	0
K00256	0
K00257	15.010352
K00258	0
K00259	144.2546584
K00260	50.8281573
K00261	0
K00262	46.5838509
K00263	2.4844721
K00265	78.3643893
K00266	84.6273291
K00270	0
K00271	0
K00273	0
K00274	44.4099379
K00275	3.4161491
K00276	0
K00278	13.2505176
K00279	0
K00280	3.4161491
K00281	47.826087
K00282	48.9130435
K00283	49.7412008
K00284	0.7246377
K00285	3.4161491
K00286	88.1987578
K00287	103.3126294
K00290	0.7246377
K00292	0
K00293	0
K00294	34.7826087
K00297	50
K00298	0
K00299	32.505176
K00301	0
K00302	0
K00303	0
K00304	0
K00305	0
K00309	0
K00311	0
K00313	37.5776398
K00314	0
K00315	0
K00316	0
K00317	14.078675
K00318	79.1925466
K00320	0
K00322	0
K00324	47.826087
K00325	47.826087
K00329	0
K00330	47.826087
K00331	47.826087
K00332	85.4037268
K00333	88.8198759
K00334	63.0434783
K00335	63.0434783
K00336	48.9130435
K00337	47.826087
K00338	85.4037268
K00339	47.826087
K00340	47.826087
K00341	47.826087
K00342	47.826087
K00343	47.826087
K00344	0
K00346	0
K00347	14.1304348
K00348	14.1304348
K00349	14.1304348
K00350	14.1304348
K00351	14.1304348
K00353	0
K00354	0
K00355	0
K00356	0
K00358	3.3126294
K00359	1.6563147
K00360	0
K00362	35.0414079
K00363	37.3706004
K00364	33.9544514
K00365	0
K00366	0
K00367	0
K00368	47.826087
K00370	73.2919255
K00371	74.9482402
K00372	0
K00373	78.3643893
K00374	74.9482402
K00375	97.1532091
K00376	0
K00378	22.9813664
K00380	33.9544514
K00381	6.6252588
K00382	188.5610767
K00383	49.378882
K00384	135.8695652
K00385	0
K00386	0
K00387	0
K00389	0
K00390	14.9068323
K00392	6.8322981
K00394	0
K00395	0
K00397	0
K00404	0
K00405	0
K00406	0
K00407	0
K00410	0
K00411	0
K00412	0
K00413	0
K00423	0
K00425	80.952381
K00426	82.6086957
K00427	0
K00428	0
K00432	68.8923395
K00433	0
K00435	0
K00436	0
K00437	0
K00441	0
K00446	0
K00448	0
K00449	0
K00450	0
K00451	0
K00452	0
K00453	0
K00455	0
K00456	0
K00457	0
K00459	29.8136646
K00462	0
K00464	0
K00466	0
