reactions	skin_28
K00001	7.43029434964919
K00003	7.12880765653405
K00004	0.5
K00005	0
K00006	7.91653288175928
K00007	0
K00008	0
K00009	0
K00010	0
K00011	7.86779434964919
K00012	1.70945281782438
K00013	1.70945281782438
K00014	7.12880765653405
K00015	0.285714285714286
K00016	7.5820800639349
K00018	0.285714285714286
K00019	0
K00020	0.785714285714286
K00021	0
K00022	0.785714285714286
K00024	1.70945281782438
K00025	1.70945281782438
K00026	1.70945281782438
K00027	0.723214285714286
K00028	0.723214285714286
K00029	0.771952817824377
K00030	0
K00031	1.70945281782438
K00033	6.35685483870968
K00034	0
K00036	5.91935483870968
K00039	0
K00040	0
K00041	0
K00042	0.285714285714286
K00043	0
K00045	0
K00046	0
K00048	0
K00049	0.285714285714286
K00050	0.285714285714286
K00052	1.27195281782438
K00053	1.70945281782438
K00054	0
K00057	7.91653288175928
K00058	1.70945281782438
K00059	8.35403288175928
K00060	0
K00066	0
K00067	1.70945281782438
K00068	0
K00073	0
K00074	0
K00075	8.35403288175928
K00077	7.12880765653405
K00082	1.27195281782438
K00086	0
K00087	0
K00088	8.35403288175928
K00090	0
K00094	0
K00096	7.91653288175928
K00097	0.771952817824377
K00098	0
K00099	1.70945281782438
K00100	0
K00101	7.5820800639349
K00102	0
K00103	0
K00104	0
K00105	0
K00106	0
K00110	0
K00111	0
K00112	0
K00113	0
K00116	0.5
K00121	7.43029434964919
K00122	0
K00123	0
K00125	0
K00126	0
K00128	6.20506912442396
K00130	0
K00132	0
K00133	7.12880765653405
K00134	8.35403288175928
K00135	0.5
K00137	6.20506912442396
K00139	0.5
K00140	0.5
K00145	1.27195281782438
K00146	0
K00147	1.70945281782438
K00149	6.20506912442396
K00150	8.35403288175928
K00151	0.5
K00156	0.5
K00158	0
K00160	0.9375
K00161	7.12880765653405
K00162	7.12880765653405
K00163	7.12880765653405
K00164	1.22321428571429
K00165	0.5
K00166	0.5
K00167	0.5
K00169	0.4375
K00170	0.4375
K00171	0.4375
K00172	0.4375
K00174	0.923738532110092
K00175	0.923738532110092
K00176	0.923738532110092
K00177	0.923738532110092
K00179	0
K00199	0
K00207	0
K00208	7.12880765653405
K00209	0.785714285714286
K00210	6.19130765653405
K00211	6.19130765653405
K00215	0.5
K00216	0
K00220	6.69130765653405
K00226	0
K00228	0.785714285714286
K00229	0
K00231	0.5
K00238	1.70945281782438
K00239	1.70945281782438
K00240	1.70945281782438
K00241	1.70945281782438
K00242	1.70945281782438
K00244	1.70945281782438
K00245	1.70945281782438
K00246	1.70945281782438
K00247	1.70945281782438
K00248	0.785714285714286
K00249	0.785714285714286
K00252	0.5
K00253	0.5
K00254	8.35403288175928
K00259	0.9375
K00260	0.986238532110092
K00261	7.12880765653405
K00262	1.27195281782438
K00263	0
K00264	0.785714285714286
K00265	0.785714285714286
K00266	0.785714285714286
K00271	0
K00273	0
K00274	0
K00275	0
K00276	0
K00278	0.771952817824377
K00281	6.84309337081977
K00282	6.84309337081977
K00283	6.84309337081977
K00284	0.785714285714286
K00285	0.285714285714286
K00286	1.22321428571429
K00287	7.86779434964919
K00288	8.35403288175928
K00294	0.785714285714286
K00297	7.41653288175928
K00299	0
K00301	0
K00302	0
K00303	0
K00304	0
K00305	0
K00306	0
K00318	0.785714285714286
K00319	0
K00320	0
K00322	0.723214285714286
K00323	0.723214285714286
K00324	0.723214285714286
K00325	0.723214285714286
K00329	1.70945281782438
K00357	5.41935483870968
K00360	0.285714285714286
K00361	0.285714285714286
K00362	0.285714285714286
K00364	5.41935483870968
K00365	0
K00366	0
K00368	0
K00370	0.285714285714286
K00371	0.285714285714286
K00372	0.285714285714286
K00374	0.285714285714286
K00376	0
K00380	0.285714285714286
K00381	0.285714285714286
K00382	8.35403288175928
K00383	0
K00384	8.35403288175928
K00385	0.285714285714286
K00390	0.785714285714286
K00392	0.5
K00394	0
K00395	0
K00399	0
K00401	0
K00402	0
K00411	0
K00432	0.285714285714286
K00436	0
K00440	0
K00441	0
K00442	0
K00443	0
K00448	0
K00449	0
K00451	0
K00453	0
K00455	0
K00457	0
K00463	0
K00466	0
K00472	0
K00480	0
K00483	0
K00484	0
K00491	0
K00500	0
K00518	6.69130765653405
K00522	5.91935483870968
K00524	7.43029434964919
K00525	7.43029434964919
K00526	7.43029434964919
K00527	1.71146375733532
K00528	0.785714285714286
K00529	0.5
K00531	0
K00540	0
K00547	0
K00548	0
K00549	5.91935483870968
K00560	7.86779434964919
K00568	0
K00577	0
K00578	0
K00579	0
K00580	0
K00581	0
K00582	0
K00583	0
K00584	0
K00589	0
K00591	0
K00593	0.4375
K00595	0
K00598	0.5
K00599	6.20506912442396
K00600	0.785714285714286
K00601	8.35403288175928
K00602	8.35403288175928
K00603	5.91935483870968
K00605	7.12880765653405
K00606	6.69130765653405
K00607	0.771952817824377
K00608	8.35403288175928
K00609	8.35403288175928
K00610	8.35403288175928
K00611	1.22321428571429
K00615	7.12880765653405
K00616	6.20506912442396
K00618	0.785714285714286
K00620	0.785714285714286
K00625	7.91653288175928
K00626	0.785714285714286
K00627	0.285714285714286
K00629	7.43029434964919
K00632	0.785714285714286
K00634	0
K00639	0.486238532110092
K00640	8.35403288175928
K00641	1.22321428571429
K00643	0
K00645	8.35403288175928
K00647	8.35403288175928
K00648	8.35403288175928
K00651	0
K00652	0.771952817824377
K00655	8.35403288175928
K00656	1.71146375733532
K00657	0
K00658	0
K00661	0
K00665	8.35403288175928
K00667	8.35403288175928
K00668	8.35403288175928
K00672	0
K00673	0
K00674	1.22321428571429
K00677	1.27195281782438
K00681	0
K00688	0
K00690	0
K00691	0
K00697	0
K00703	0
K00705	2.64896375733532
K00713	0.5
K00748	1.27195281782438
K00756	8.06831859604499
K00757	8.06831859604499
K00758	7.63081859604499
K00759	8.35403288175928
K00760	8.35403288175928
K00761	6.20506912442396
K00762	8.06831859604499
K00763	7.5820800639349
K00764	8.35403288175928
K00765	1.70945281782438
K00766	0.785714285714286
K00767	6.69130765653405
K00768	6.64256912442396
K00769	7.5820800639349
K00772	0
K00777	0.5
K00787	8.35403288175928
K00788	1.70945281782438
K00790	8.35403288175928
K00793	0.785714285714286
K00794	1.27195281782438
K00795	8.35403288175928
K00796	1.70945281782438
K00797	0.5
K00798	7.12880765653405
K00800	1.70945281782438
K00804	8.35403288175928
K00805	5.91935483870968
