KO	oral_15
K00001	0.000168514547401793
K00002	1.45720370269709e-05
K00003	0.000465937566754987
K00004	0.000269784192982251
K00005	4.90080726380213e-05
K00007	3.21087805628321e-06
K00008	6.12301314397357e-05
K00009	2.70107469697673e-05
K00010	7.93582872753046e-05
K00012	0.000266787570511556
K00013	0.000396804844590604
K00014	0.000560186148771676
K00015	8.27957222400771e-05
K00016	0.000219676754423565
K00018	0.000430356442086763
K00019	3.92205369307129e-05
K00020	0.000291145219660275
K00021	0
K00023	0.000132054908700507
K00024	0.0002265609190595
K00027	0.000480730297216048
K00029	0.000723411745418981
K00030	0.000120138719660552
K00031	0.000524101552119416
K00032	0
K00033	0.000395715245227177
K00034	5.05207944208753e-05
K00035	6.30108323809095e-06
K00036	0.00039828855430985
K00038	5.00154278241943e-05
K00039	3.1729942596781e-06
K00040	1.86604565468363e-05
K00041	4.2673167490182e-06
K00042	9.00628587740445e-06
K00043	5.83010427564725e-05
K00045	1.34890272407293e-05
K00046	0.000121953957835775
K00048	1.98241090488569e-05
K00050	0
K00052	0.000539532252209255
K00053	0.000498729833690058
K00054	0.000161422362955705
K00055	0.000737107103525444
K00057	0.000544954491750806
K00058	0.000786640587678026
K00059	0.00174662155342863
K00060	1.6029501679344e-05
K00064	2.16156474807181e-05
K00065	6.16287178545094e-05
K00066	2.11942833156783e-06
K00067	0.000472645622679648
K00068	3.23670273999633e-05
K00073	3.28095652860524e-06
K00074	8.74333045519939e-05
K00075	0.000546395687210078
K00076	8.57570677518524e-05
K00077	0.0001513576586591
K00082	7.53428119031134e-06
K00086	3.38368599357842e-05
K00087	1.62383138001032e-05
K00088	0.000625025875486152
K00090	2.25862042344345e-05
K00091	3.45854483508712e-05
K00094	2.2698316313939e-06
K00096	2.09308676119717e-06
K00097	0.000399185811108487
K00098	7.59400120026864e-06
K00099	0.000388069385910388
K00100	1.24128033863632e-05
K00101	0.000319195542301271
K00102	0.000261374950604233
K00103	0
K00104	0.000602415696180924
K00105	0.000103180175021125
K00108	1.14350710375907e-06
K00111	0.000140681742002994
K00112	2.04535319267566e-05
K00113	1.9197818395038e-05
K00114	0
K00116	0.000398265492114509
K00117	2.25192901354638e-05
K00118	5.17511428234359e-06
K00121	0.000272658664004021
K00122	0
K00123	0.000295392484173105
K00124	0.000445888950933953
K00125	0
K00126	0
K00127	0.000123846421306863
K00128	0.00050966269691757
K00129	0
K00130	0.000307902392277566
K00131	0.000384857779199687
K00132	0.000113874357334071
K00133	0.000551513688689035
K00134	0.000851537370391474
K00135	0.000774006511461004
K00137	1.01050278636234e-05
K00138	2.71579363149066e-05
K00140	0.000134541504314164
K00141	9.17601706916464e-05
K00145	0.000406067581276891
K00146	2.76156168033346e-05
K00147	0.000485946410202883
K00148	4.41631676785827e-06
K00150	2.22594402303092e-05
K00151	3.2967588017521e-05
K00152	7.45652413777657e-07
K00153	2.4733119708401e-06
K00154	3.72492569934388e-05
K00156	3.44381995183529e-05
K00158	1.51022975509282e-05
K00161	0.000164177499794992
K00162	0.000298604194047827
K00163	0.000283692335463463
K00164	0.000336153153474033
K00166	6.55491809832903e-07
K00167	7.86656890321683e-05
K00169	2.34100879841817e-06
K00170	2.07192732733562e-06
K00171	4.83785694105619e-06
K00172	2.07192732733562e-06
K00174	0.000127051410423149
K00175	0.000126133379992766
K00176	0.000103574048405313
K00177	0.000118642610785935
K00179	3.39019297603386e-05
K00180	2.28624576699919e-05
K00183	5.1840121646237e-06
K00184	0.000109265349745075
K00185	6.59573941814286e-05
K00186	1.09280675698912e-05
K00187	8.16213795617062e-06
K00188	0
K00193	1.5696419146482e-06
K00194	8.02459733153434e-06
K00196	1.21546087033508e-05
K00197	9.59423924618253e-06
K00198	1.79743312334704e-05
K00200	0
K00201	5.02285412687422e-07
K00202	0
K00205	5.27735667715769e-06
K00208	0.000405660926666329
K00209	3.44453490520467e-05
K00210	1.1301421785467e-05
K00214	1.00457082537484e-06
K00215	0.000540560754254296
K00216	1.77252448716127e-05
K00217	6.40498177252418e-07
K00218	1.54871335578622e-05
K00219	0.000354366454510689
K00220	9.19271247015967e-05
K00221	0
K00226	0.000141186154955002
K00228	1.92945226198952e-05
K00230	3.84411555045504e-05
K00231	1.72588284451827e-05
K00232	2.2602843570934e-06
K00239	0.000507940705772265
K00240	0.000450221408361643
K00241	0.000369610898310937
K00242	0.000253326215606893
K00243	0.000140243128790252
K00244	0.000516093237981275
K00245	0.000108887676741786
K00246	0.000108385391329098
K00247	2.53272127685511e-05
K00248	0.000134377036539957
K00249	0.000128355108531939
K00252	0.000118710725212216
K00253	9.55373260802864e-05
K00254	0.000408940778846891
K00255	2.13970435931162e-06
K00256	0
K00257	0
K00259	8.87632513654669e-05
K00260	0.000281709823153953
K00261	0.000294352204508862
K00262	0.000679474027596512
K00263	9.09764879369782e-05
K00265	0.000129473891658578
K00266	0.000183532197983481
K00271	8.00744860806036e-07
K00273	0
K00274	2.84469073832864e-06
K00275	0.000356487141891648
K00276	0
K00278	0.000449922628369723
K00281	0.000339373434147853
K00282	0.000309489842147957
K00283	3.44451268789491e-05
K00284	0.00012050633232929
K00285	0.000362947327592992
K00286	0.000509615637410518
K00287	0.00046227434953052
K00288	1.17759873972846e-06
K00290	0.000102290642846035
K00293	6.80178371862126e-06
K00294	5.98903998973596e-05
K00297	0.000578626863306086
K00298	7.35253317914155e-07
K00299	7.51557222337315e-06
K00301	0
K00302	0
K00303	1.40813310892033e-06
K00304	0
K00305	0
K00311	0.000274443131498627
K00313	9.29228013471732e-06
K00315	0
K00316	1.00126519231325e-06
K00317	2.86975423513147e-06
K00318	5.02473698162374e-05
K00320	7.81147919901009e-08
K00322	9.87913498944621e-06
K00324	0.000320222093710591
K00325	0.000295403366144644
K00329	8.38492697925277e-06
K00330	0.000357413736350379
K00331	0.000368953941988821
K00332	0.000354747868006
K00333	0.000362575770877367
K00334	0.000396738519505251
K00335	0.00039386359323888
K00336	0.000390664037874304
K00337	0.000359452615110392
K00338	0.000363389954657746
K00339	0.000360130316253312
K00340	0.000357413736350379
K00341	0.000358041593116238
K00342	0.00037072107192238
K00343	0.00038404620647803
K00344	0.000171754844489349
K00346	0.000305500132920464
K00347	0.000330016683914164
K00348	0.00032721103932138
K00349	0.000314447248254853
K00350	0.000338181732195048
K00351	0.000326111521678766
K00354	6.25560000943695e-05
K00355	9.47526580604614e-05
K00356	8.38492697925277e-06
K00360	0
K00362	6.51586321832276e-05
K00363	6.52418791283317e-06
K00364	0.000119408131580273
K00365	0
K00366	2.76592961372058e-06
K00367	9.76357765664907e-06
K00368	0.00033286541188978
K00370	1.88830665679884e-05
K00371	1.3525298432619e-05
K00372	4.69933096795524e-05
K00373	1.35084432174281e-05
K00374	1.35084432174281e-05
K00375	0.000167452920183377
K00376	2.99073753524942e-05
K00380	0.000340718454166644
K00381	0.000263653652202794
K00382	0.00209159303911959
K00383	0.000525956938449484
K00384	0.000867788161336325
K00385	9.00861974283568e-06
K00387	0
K00389	5.39025738046052e-06
K00390	0.000311045512287351
K00392	1.24558300897679e-05
K00394	7.17550589553461e-07
K00395	7.17550589553461e-07
K00400	3.61515230012952e-05
K00404	0.00035709812724923
K00405	0.00035709812724923
K00406	0.000852598412735388
K00407	0.000324928950119782
K00410	0
K00411	0.000329906077743596
K00412	0.000328357843155622
K00413	0.00032724052130943
K00423	0
K00424	9.41785148788917e-06
K00425	0.00015344648968638
K00426	0.00015344648968638
K00427	9.04623641582909e-05
K00428	0.000238826236320936
K00432	0.000467160593306475
K00433	3.69353789524477e-05
K00435	0
K00436	1.21900856936241e-06
K00437	1.52191645634453e-06
K00441	1.28228597708879e-06
K00442	0
K00443	1.5696419146482e-06
K00446	3.03056769131539e-06
K00448	4.04525164580478e-07
K00449	5.70603477805202e-06
K00450	4.2138037977133e-07
K00451	2.24697795429591e-05
K00452	9.37438571931862e-06
K00453	1.06300992510372e-05
K00455	2.80486893131882e-06
K00457	2.39298464997821e-05
K00459	0.000516370728897049
K00462	0
K00464	0
K00466	0
K00467	1.64774017029243e-05
K00469	3.51599788881196e-06
K00471	0
K00472	0
K00476	0
K00477	5.02285412687422e-07
K00479	3.35533120758174e-07
K00480	1.29537092909956e-05
K00481	4.2138037977133e-07
K00483	7.1404404596876e-06
K00484	0.000274560196177702
K00486	9.70991884007679e-06
K00491	0
K00493	8.35534354701707e-08
K00494	1.6577854332137e-07
K00496	8.95726239294797e-06
K00499	0
K00500	9.36718790824342e-06
K00505	1.00457082537484e-06
K00507	3.82779588278722e-06
K00508	2.32785554270016e-05
K00514	0
K00518	0
K00520	5.40441315480579e-05
K00523	0.00025938723217862
K00525	0.000596163304784984
K00526	0.000561126282207881
K00527	0
K00528	0.000647260480911458
K00529	6.37565596853243e-05
K00531	0
K00532	7.17250600643961e-06
K00533	2.43197154022774e-05
K00534	7.17550589553461e-07
K00537	0.000833429723812184
K00542	0
K00547	0.000173957861893818
K00548	0.000112045341533597
K00549	0.000607158238119444
K00554	0.000564619937874589
K00556	6.05701870139557e-05
K00557	0.000464966171699991
K00558	0.00240712401744695
K00560	0.000443708551132533
K00561	0.000185938996287997
K00563	0.00010506952365454
K00564	0.000214067337074859
K00566	0.000711375099379527
K00567	0.00056739338443488
K00568	0.000280165291649526
K00569	1.84155237987615e-06
K00570	4.1857117723952e-07
K00571	0.000823277102761248
K00573	0.000398839536610964
K00574	8.16017612304774e-05
K00575	0.000134287874989001
K00577	0
K00584	0
K00588	0.00024918106690246
K00590	1.25316911984219e-05
K00594	0
K00595	1.51838144222399e-05
K00596	6.72523086115042e-07
K00598	7.27484657898866e-06
K00600	0.00060273161340371
K00602	0.000559657863851285
