function.	skin_16
K00001	41.1255411
K00002	0.6493506
K00003	100
K00004	0
K00005	4.3290043
K00007	0
K00008	72.7272727
K00009	82.9004329
K00010	10.3896104
K00011	0
K00012	11.2554113
K00013	91.3419913
K00014	100.6493507
K00015	0
K00016	195.021645
K00018	0
K00019	4.3290043
K00020	0.6493506
K00021	0
K00023	0
K00024	28.5714286
K00027	129.4372294
K00028	0
K00029	0
K00030	0
K00031	100
K00032	0
K00033	101.2987013
K00034	15.1515152
K00035	0
K00036	100
K00038	0
K00039	0
K00040	6.4935065
K00041	0.6493506
K00042	0
K00043	0
K00045	0
K00046	0
K00048	0
K00050	0
K00052	98.7012987
K00053	100
K00054	86.5800866
K00055	0
K00057	103.4632035
K00058	103.2467533
K00059	224.4588745
K00060	8.4415585
K00064	0
K00065	0.6493506
K00066	0
K00067	0.6493506
K00068	2.8138528
K00073	4.3290043
K00074	2.1645022
K00075	100
K00076	0
K00077	198.4848485
K00082	0
K00086	0
K00087	0
K00088	118.1818182
K00090	0
K00091	0
K00094	0
K00096	16.8831169
K00097	2.5974026
K00098	0
K00099	13.4199134
K00100	0
K00101	0.6493506
K00102	0
K00103	0
K00104	2.1645022
K00105	0
K00106	0
K00108	84.4155844
K00111	100.6493507
K00112	8.4415585
K00113	8.4415585
K00114	0
K00116	192.6406926
K00117	0
K00118	0
K00119	0
K00121	2.1645022
K00122	64.9350649
K00123	86.5800866
K00124	0
K00126	0
K00127	0
K00128	272.7272727
K00129	0
K00130	85.7142857
K00131	0
K00132	0
K00133	100
K00134	190.9090909
K00135	21.2121212
K00137	0
K00138	0
K00140	9.0909091
K00141	0
K00145	84.1991342
K00146	0
K00147	9.0909091
K00148	0
K00150	0
K00151	0
K00152	0
K00153	0.6493506
K00154	0
K00155	0
K00156	7.7922078
K00158	91.5584416
K00161	112.987013
K00162	112.987013
K00163	9.0909091
K00164	100
K00166	90.9090909
K00167	90.9090909
K00169	0
K00170	0
K00171	0
K00172	0
K00174	100
K00175	100
K00176	0
K00177	0
K00179	0
K00180	0
K00184	0
K00185	0
K00194	0
K00196	0
K00197	0
K00198	0
K00200	0
K00201	0
K00202	0
K00207	0
K00208	100
K00209	0
K00210	0
K00211	0
K00214	0
K00215	107.1428572
K00216	0
K00217	0
K00218	0
K00219	0
K00220	0
K00221	2.1645022
K00224	0
K00226	109.7402598
K00228	0
K00230	0.6493506
K00231	107.7922078
K00232	0
K00239	109.0909091
K00240	109.0909091
K00241	109.0909091
K00242	0
K00243	90.9090909
K00244	8.6580087
K00245	0
K00246	0
K00247	0
K00248	0
K00249	0
K00252	75.7575758
K00253	0
K00254	0
K00255	0
K00256	0
K00257	30.952381
K00258	0
K00259	183.7662338
K00260	93.0735931
K00261	0
K00262	8.4415585
K00263	6.4935065
K00265	97.1861472
