function	FOCUS_401	FOCUS_402	FOCUS_410	FOCUS_413	FOCUS_414	FOCUS_417	FOCUS_428	FOCUS_431	FOCUS_433	FOCUS_444	FOCUS_445	FOCUS_450	FOCUS_454	FOCUS_457	FOCUS_461	FOCUS_463	FOCUS_488	FOCUS_498	FOCUS_509	FOCUS_528	FOCUS_541	FOCUS_546	FOCUS_547	FOCUS_551	FOCUS_554	FOCUS_558	FOCUS_562	FOCUS_564	FOCUS_570	FOCUS_579	FOCUS_582	FOCUS_586	FOCUS_592	FOCUS_597	FOCUS_609	FOCUS_610	FOCUS_621	FOCUS_625	FOCUS_626	FOCUS_632	FOCUS_659	FOCUS_665	FOCUS_667	FOCUS_672	FOCUS_676	FOCUS_679	FOCUS_688	FOCUS_697	FOCUS_698	FOCUS_701	FOCUS_711	FOCUS_713	FOCUS_725	FOCUS_733	FOCUS_754	FOCUS_763	FOCUS_780	FOCUS_784	FOCUS_786	FOCUS_795	FOCUS_796	FOCUS_804	FOCUS_805	FOCUS_806	FOCUS_812	FOCUS_827	FOCUS_831	FOCUS_832	FOCUS_833	FOCUS_838	FOCUS_846	FOCUS_848	FOCUS_857	FOCUS_871	FOCUS_874	FOCUS_885	FOCUS_889	FOCUS_900	FOCUS_905	FOCUS_911	FOCUS_921	FOCUS_925	FOCUS_930	FOCUS_931	FOCUS_939	FOCUS_940	FOCUS_957
K06370	0	0	0	0	0	0	0	0.08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K06371	0	0	0	0	0	0	0	0.08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K06372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K06373	645.56	1052.85	722.45	532	883.05	418.78	990.96	634.08	442.25	745.08	674.64	425.72	499.89	596.8	758.35	1024.91	406.33	513.29	784.31	713.92	1041.1	428.9	1041.51	823.25	917.98	1008.33	416.07	946.47	521.11	875.04	699.79	193.87	508.57	531.99	533.79	448.27	535.58	814.78	963.3	384.49	933.12	1115.25	492.94	1228.64	781.77	340.82	767.61	935.9	488.96	658.03	740.87	626.84	1055.61	257.66	692.84	761.76	1070.1	669.8	708.75	547.46	972.66	449.07	892.71	311.01	848.48	597.87	954.92	488.16	752.89	644.86	1206.87	478.06	523.99	635.04	641.95	549.13	907.47	543.47	688.69	621.15	457.84	1004.56	377.21	372.53	437.37	834.48	329.19
K06374	667.67	1055.51	722.45	606.33	903.05	419.45	993.74	671.52	451.14	765.3	686.75	426.72	648.14	600.13	762.78	1027.36	412.77	520.7	785.31	712.89	1069.1	431.23	1044.5	825.58	918.98	1011.55	418.52	960.14	521.55	889.6	724.9	193.87	508.9	533.1	535.9	454.04	576.36	834.88	968.63	386.16	934.1	1116.25	492.94	1230.76	794.88	344.29	769.05	936.46	489.07	677.53	741.2	648.51	1062.28	261.42	694.5	763.43	1070.43	678.35	724.52	548.79	1011	454.85	899.37	317.34	849.7	601.09	960.43	490.16	759.78	645.19	1221.76	490.73	533.21	643.9	645.62	552.18	908.8	664.31	695.13	623.48	461.73	1005.89	378.65	373.42	437.37	837.26	329.19
K06375	0	0	0	0	0	0	0	0.08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K06376	0	0	0	0	0	0	0	0.08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K06377	0	0	0	0	0	0	0	0.12	0	0	0	0	0	0	0	0.25	0	0	0	0	0	0	0.38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0	0	0	0.12	0	0	0	0	0	0	0.62	0	0	0.45	0.84	0.38	0	0.25	0	0	0	0	0	0	0	0	1.32	0	0	0	0	0	0	0	0	0.25	0	0	0	0	0	0.12	0	0	0	0	0.25	0	0
K06378	736.01	1133.13	864.1	681.49	966.46	509.84	1397.47	2380.65	549.96	849.89	833.9	686.16	726.87	733.6	845.14	1576.11	739.86	584.84	845.35	828.83	1265.62	711.59	1483.37	980.29	1036.22	1318.41	517.47	1070.24	1288.7	1337.79	777.62	614.9	555.2	568.09	948	1087.82	704.14	1275.69	1084.84	541	1439.03	1256.21	853.59	1301.89	870.3	935.11	1007.88	1236.52	750.91	761.81	1167.89	749.86	1127.09	334.67	823.36	1141.57	1165.7	759	804.3	600.85	1142.95	502.32	1006.66	392.29	997.9	677.68	1072.68	986.16	776.71	713.21	1343.74	1313.8	623.03	719.64	1031.56	841.49	1051.84	888.76	758.55	658.89	544.64	1324.42	576.15	457.93	642.95	1038.12	484.18
K06379	711.86	1092.77	844.54	666.92	943.76	482.58	1346.33	2371.74	529.39	838.74	783.62	656.73	685.13	719.6	842.37	1548.11	732.43	568.79	801.3	763.99	1257.91	711.59	1446.52	945.29	1001.66	1203.27	490.87	1047.67	1240.98	1305.07	755.76	606.33	541.63	568.09	929.01	980.63	644.57	1231.43	1069.41	496.77	1386.37	1248.21	797.34	1284.75	870.3	925.68	982.39	1227.66	741.23	714.38	1128.46	742.72	1100.51	320.27	780.51	870.71	1159.14	746.28	726.73	594.99	1120.24	477.18	989.37	392.29	960.47	641.75	1026.88	938.16	776.11	708.93	1313.02	1258.08	562.64	691.04	981.56	730.98	1021.13	873.61	751.98	641.63	530.78	1313.56	509.51	439.78	525.48	983.72	459.75
K06380	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K06381	1391.46	1684.77	1377.98	984.92	1499.48	950.84	2029.04	2644.83	837.55	1192.34	1292.07	992.2	738.3	1154.17	1463.77	2126.09	1000.92	912.34	1110.28	1159.36	1966.27	889.36	2125.83	1241.11	1494.57	1925.63	824.36	1590.54	1746.59	1915.22	1299.89	739.5	679.41	736.65	1260.49	1326.87	1033.52	1767.32	1854.21	942.48	1948.44	1896.04	1015.63	1432.91	1276.72	1236.13	1556.36	1902.02	974.46	1288.48	1664.25	1175.4	1902.58	1261.73	1171.93	1201.52	1824.32	1207.02	1107.45	924.73	1729.78	409.86	1647.66	556.86	1550.27	865.61	1641.24	1414.25	1333.5	1298.81	2108.04	1570.26	1014.75	1159.87	1386.18	1231.72	1654.87	1090.49	1333.57	872.01	856.35	1827.62	767.94	728.67	873.48	1514.15	564.4
K06382	685.02	1064.81	750.06	634.17	912.59	460.64	1323.85	2273.43	526.16	790.19	762.43	651.71	483.36	713.52	830.34	1516.04	721.41	532.49	797.51	689.17	1188.64	695.56	1399.66	836.55	995.32	1196.46	475.26	1038.68	1236	1277.29	726.41	597.22	539.2	430.82	913.47	971.89	597.59	1204.57	1049.47	492.5	1376.52	1232.84	774.65	1257.88	841.98	910.6	971.7	1220.37	699.5	702.48	1125.89	694.37	1095	314.79	776.85	795.73	1141.32	731.57	703.91	562.73	1095.23	466.17	956.84	385.52	919.32	633.83	1007.53	935.74	765.82	704.79	1293.95	1206.8	540.13	683.34	972.01	727.55	1007.96	749.38	741	634.48	523.44	1297.07	493.85	436.67	516.52	970.19	457.26
K06383	599.77	766.62	560.77	416.54	765.62	358.89	768.34	258.5	343.87	610.84	428.66	282.06	274.98	430.87	536.23	1254.4	280.42	408.42	618.6	508.26	576.87	403.59	763.57	708.94	607.11	777.61	261.44	625.24	883.27	791.36	530.88	160.92	216.2	448.94	465.88	529.61	467.91	635.5	856.15	369.09	667.06	870.09	636.14	1062.45	534.84	364.89	663.3	846.92	423.24	490.38	880.83	387.73	984.67	216.19	382.61	438.75	839.51	579.82	334.99	352.24	757.78	384.46	750.89	253.21	755.27	473.52	811.09	426.06	571.31	464.41	1073.1	940.62	321.85	414.09	567.71	578.38	758.03	545.28	592.07	421.25	243.72	619.46	362.17	248.77	326.93	777.14	198.28
K06384	253.83	375.22	115.19	150.1	428.39	69.86	264.48	59.1	119.24	152.35	209.71	83.51	122.53	78.59	265.64	520.03	127.18	37.77	106.84	162	83.17	70.36	263.33	191.93	125.94	558.33	137.6	334.72	77.73	100.79	475.78	43.89	167.01	288.82	134.43	93.22	180.37	374.76	402.52	180.41	223.66	570.38	124.09	521.82	176.15	99.98	172.09	548.29	127.62	241.75	177.29	178.13	160.11	26.44	75.33	148.87	385.78	129.24	181.88	191.42	547.5	228.65	403.99	69.21	144.32	258.31	302.16	107.59	308.44	128.83	323.31	157.59	172.1	33.47	218.05	404.16	193.66	234.39	464.89	266.22	176.8	495.53	174.13	163.25	53.78	385.7	22.46
K06385	710.33	1088.07	846.14	664.72	943.36	477.78	1335.13	2337.5	529.28	846.3	783.49	653.31	681.99	715.18	836.23	1540.98	727.83	562.93	800.5	762.59	1249.24	709.12	1424.48	944.69	1001.06	1201.94	488.47	1026.45	1240.98	1305.13	755.45	603.13	541.1	568.69	929.48	979.19	644.17	1228.21	1067.65	496.1	1385.77	1244.26	787.63	1283.84	870.52	919.45	979.94	1221.7	726.52	711.38	1125.68	716.05	1100.55	318.98	777.67	858.49	1159.14	745.95	725	584.35	1120.24	476.18	984.17	390.33	950.14	639.42	1024.82	939.21	772.71	708.6	1302.22	1255.53	557.84	689.9	980.16	727.93	1021.13	872.99	747.09	638.81	530.56	1310.56	498.42	438.78	524.2	980.14	458.98
K06386	21.21	6.24	89.08	28.22	25.48	0.28	3.67	43.85	1	12.66	12.11	3.22	106.35	0.22	0.72	8.11	6.44	3.1	1	55.37	28.67	2.33	19.73	2.33	1.32	3.55	3.31	1.14	1.12	13.23	25.22	0	1.1	1.33	2.11	1.23	40.78	13.58	3.67	0.67	6.78	1.66	3	4.46	25.4	7.25	3.32	4.23	8.18	5.35	0.97	25.56	1.99	2.45	2.88	39.77	0	2.22	7.77	17.62	13.01	6.91	1.33	4.2	9.4	3.66	3.91	0.22	6.89	0.44	2.22	11.83	9.51	5.36	4.45	2.45	1.33	121.9	8.11	0.14	4.11	1.44	2.44	1.11	0.25	2.78	0.87
K06387	683.18	1060.42	725.22	608.13	908.9	460.18	1316.71	2228.65	521.43	793.95	744.7	641.79	455.8	692.35	814.34	1534.93	425.24	549.87	793.8	698.03	1162.85	679.68	1403.08	914.81	931.26	1194.4	468.39	934.05	1227.24	1275.95	722.78	589.03	535.01	550.34	899.23	972.74	579.79	1181.02	941.11	466.85	1346.05	1192.36	780.58	1272.43	838.7	911.38	941.4	1165.89	696.7	696.37	1125.41	670.29	1088.05	315.05	761.32	797.84	1150.54	723.11	703.76	520.34	1076.9	455	913.81	337.87	922.07	616.59	947.47	932.71	735.32	670.7	1273	1202.6	535.44	636.32	957.91	720.65	1002.2	749.46	739.74	632.75	506.76	1107.87	478.58	412.32	518.5	963.8	454.67
K06388	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K06390	689.45	1084.93	752.26	637.5	917.88	477.5	1330.66	2308.97	528.39	826.08	771.51	652.31	575.78	718.58	833.74	1539.2	723.19	562.2	800.3	707.22	1219.84	709.26	1423.33	942.36	1000.34	1198.72	484.36	1046.33	1239.72	1291.5	730.34	602.13	540.53	566.36	926.7	978.29	603.39	1215.85	1063.74	493.53	1378.99	1243.75	784.63	1280.09	843.9	916.83	977.07	1221.03	719.14	707.03	1126.4	711.47	1097.32	316.42	777.23	830.94	1159.14	744.06	718.96	577.17	1107.23	469.87	987.04	387.09	949.07	637.09	1020.37	936.54	765.82	708.49	1303	1245.45	548.33	685.54	975.71	727.93	1019.8	750	743.27	638	526.67	1311.32	496.98	437.67	524.06	979.94	457.88
K06391	214.12	323.35	83.8	199.87	405.9	114.91	514.47	352.84	116.34	116.31	265.74	84.24	102.53	156.99	286.47	476.15	133.35	65	74.36	156.91	426.66	119.5	289.48	74.45	114.72	561.17	161.54	336.2	78.8	209.99	383.26	83.73	125.55	54.73	131.16	93.94	79.98	397.16	406.94	261.87	204.12	477.79	162.21	61.11	189.96	86.33	149.25	562.43	222.6	273.65	151.47	263.21	157.4	60.16	81.56	216.19	243.2	72.62	211.81	210.43	478.97	72.04	365.97	70.69	147.75	190.76	318.78	54.57	404.58	108.39	440.94	153.66	223.9	89.32	297.02	444.03	196.32	158.1	498.32	143.74	191.8	472.41	230.93	211.08	115.18	409.21	47.46
K06392	689.45	1084.93	752.26	637.5	917.88	477.5	1330.66	2308.97	528.39	826.08	771.51	652.31	575.78	718.58	833.74	1539.2	723.19	562.2	800.3	707.22	1219.84	709.26	1423.33	942.36	1000.34	1198.72	484.36	1046.33	1239.86	1291.5	730.34	602.13	540.53	566.36	926.7	978.29	603.39	1215.85	1063.74	496.1	1378.99	1243.75	784.63	1280.09	843.9	916.83	977.07	1221.03	719.14	707.03	1126.69	711.47	1098.14	316.42	777.23	830.94	1159.14	744.06	718.96	577.17	1107.23	469.87	987.04	387.09	949.07	637.09	1020.37	936.54	765.82	708.49	1303	1245.45	548.33	685.54	975.71	727.93	1019.8	750.71	743.27	638	526.67	1311.32	496.98	437.67	524.06	979.94	457.88
K06393	689.45	1084.93	752.26	637.5	917.88	477.5	1330.66	2308.97	528.39	826.08	771.51	652.31	575.78	718.58	833.74	1539.2	723.19	562.2	800.3	707.22	1219.84	709.26	1423.33	942.36	1000.34	1198.72	484.36	1046.33	1239.72	1291.5	730.34	602.13	540.53	566.36	926.7	978.29	603.39	1215.85	1063.74	493.53	1378.99	1243.75	784.63	1280.09	843.9	916.83	977.07	1221.03	719.14	707.03	1126.4	711.47	1097.32	316.42	777.23	830.94	1159.14	744.06	718.96	577.17	1107.23	469.87	987.04	387.09	949.07	637.09	1020.37	936.54	765.82	708.49	1303	1245.45	548.33	685.54	975.71	727.93	1019.8	750	743.27	638	526.67	1311.32	496.98	437.67	524.06	979.94	457.88
K06394	634.54	1018.58	645.78	577.73	879.98	401.82	963.88	537.92	440.92	753.08	683.21	427.98	511.4	606.91	733.2	955.51	696.39	517.15	768.11	662.55	1037.12	451.13	1035.21	831.55	934.72	1005.25	420.25	984.53	512.11	864.91	589.35	176.82	475.87	544.41	538.35	447.62	499.64	791.95	930.84	397.98	930.38	1050.07	459.46	821.9	753.08	330.24	707.06	905.88	469.84	653.47	734.93	630.91	1061.45	247.18	714.89	738.27	1073.15	684.25	711.34	527.59	970.96	271.6	888.08	293.29	847.18	469.69	964.7	489.54	749.49	678.72	1218.35	481.41	512.96	644.74	566.84	549.64	900.43	438.18	692.62	431.77	462.43	1157.65	373.07	384.91	431.78	818.91	330.42
K06395	118.18	105.64	67.07	89.4	54.62	65.23	319.55	210.86	81.92	219.99	149.33	76.39	39.68	96.82	59.37	109.46	62.32	82.02	71.81	73.27	394.9	114.93	290.61	420.74	59.67	115.72	137.99	105.76	92.87	213.56	41.07	103.09	48.52	272.6	145.08	149.21	188.85	113.5	88.26	51.43	120.32	208.49	72.64	275.93	224.92	70.03	97.35	113.01	129.31	94.19	167.54	248.89	223.11	59.5	119.04	161.24	146.35	198.48	36.11	46.6	183.22	51.19	107.72	55.89	131.7	105.4	261.87	224.69	189.32	205.91	129.36	147.49	126.29	90.12	255.93	89.9	138.86	136.92	39.57	111.69	36.94	41.87	100.72	87.95	96.34	179.18	60.46
K06396	688.45	1084.93	749.93	637.5	904.88	446.16	1330.66	2308.97	528.39	826.08	771.51	649.31	575.78	682.91	824.41	1539.2	718.52	561.87	797.63	691.22	1219.84	698.59	1423.33	940.03	1000.34	1195.39	484.36	1046.33	1238.86	1271.17	730.34	602.13	540.53	566.36	925.7	978.29	603.39	1215.85	1063.74	439.77	1367.66	1241.42	711.96	1278.09	843.9	916.83	977.07	1221.03	719.14	699.37	1126.69	711.47	1098.14	316.42	777.23	814.61	1159.14	744.06	718.96	577.17	1103.9	469.87	981.04	387.09	949.07	637.09	1018.7	936.54	765.82	702.16	1153	1245.45	548.33	685.54	975.71	727.93	1019.8	709.04	717.27	637	526.67	1311.32	496.98	437.67	524.06	860.6	457.88
K06397	689.45	1084.93	752.26	637.5	917.88	477.5	1330.26	2300.37	528.39	826.08	771.51	652.31	575.78	718.58	833.74	1539.2	723.19	562.2	800.3	707.22	1219.84	709.26	1423.33	942.36	1000.34	1198.72	484.36	1046.33	1239.86	1291.5	730.34	602.13	540.53	566.36	926.7	978.29	603.39	1215.85	1063.74	496.1	1378.99	1243.75	784.63	1280.09	843.9	916.83	977.07	1221.03	719.14	707.03	1126.69	711.47	1098.14	316.42	777.23	830.94	1159.14	744.06	718.96	577.17	1107.23	469.87	987.04	387.09	949.07	637.09	1020.37	936.54	765.82	708.49	1303	1245.45	548.33	685.54	975.71	727.93	1019.8	750.71	743.27	638	526.67	1311.32	496.98	437.67	524.06	979.94	457.88
K06398	711.86	1092.77	844.54	666.92	943.76	482.58	1346.33	2371.74	529.39	838.74	783.62	656.73	685.13	719.6	842.37	1548.11	732.43	568.79	801.3	763.99	1257.91	711.59	1446.52	945.29	1001.66	1203.27	490.87	1047.67	1240.98	1305.07	755.76	606.33	541.63	568.09	929.01	980.63	644.57	1231.43	1069.41	496.77	1386.37	1248.21	797.34	1284.75	870.3	925.68	982.39	1227.66	741.23	714.38	1128.46	742.72	1100.51	320.27	780.51	870.71	1159.14	746.28	726.73	594.99	1120.24	477.18	989.37	392.29	960.47	641.75	1026.88	938.16	776.11	708.93	1313.02	1258.08	562.64	691.04	981.56	730.98	1021.13	873.61	751.98	641.63	530.78	1313.56	509.51	439.78	525.48	983.72	459.75
K06399	711.86	1092.77	844.54	666.92	943.76	482.58	1345.93	2363.14	529.39	838.74	783.62	656.73	685.13	719.6	842.37	1548.44	732.43	568.79	801.3	763.99	1257.91	711.59	1467.52	945.29	1001.66	1203.27	490.87	1047.67	1240.98	1305.07	755.76	606.33	541.63	568.09	929.01	980.63	644.57	1231.43	1069.41	496.77	1386.37	1248.21	797.34	1284.75	870.3	925.68	982.81	1227.66	741.73	714.38	1128.46	742.8	1100.51	320.27	780.51	874.96	1159.14	746.28	726.73	594.99	1120.24	477.18	989.37	392.29	960.47	641.75	1026.88	938.16	776.11	708.93	1313.02	1258.08	562.64	691.04	981.56	730.98	1021.88	873.61	751.98	641.63	530.78	1313.56	509.51	439.78	525.48	983.72	459.75
K06400	504.94	769.28	535.69	321.52	643.51	308.59	820.82	671.77	275.41	558.5	576.4	337.91	439.27	476.8	576.17	749.65	331.24	466.3	447.09	519.29	867.99	298.78	789.93	466.17	617.74	934.75	348.25	650.53	467.35	625.54	541.28	143.69	307.67	415.33	603.46	357.63	390.74	671.98	724.19	303.66	721.84	906.65	266.58	702.8	625.7	279.4	626.91	812.23	384.38	618.56	676.59	515.46	842.62	211.13	493.48	520.88	676.47	463.39	336.09	446.03	787.36	135.25	736.53	203.98	745.35	379.72	798.85	419.91	584.25	535.04	848.3	333.11	450.58	598.18	458.55	527.05	734.89	332.67	660.52	369.85	415.09	829.34	316.52	326.62	385.33	575.33	181.11
K06401	0	0	0	0	0	0	0	0.08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K06402	333.62	337.82	305.84	65.25	376.02	76.91	197.77	203.9	103.15	223.61	97.12	49.55	192.45	33.99	87.31	259.48	42.29	55.75	95.19	150.46	390.61	66.64	214.7	178.58	275.23	57.94	43.6	74.49	136.72	209.89	174.77	91.96	72.79	341.21	202.59	89.39	231.34	108.97	241.59	67.21	261.91	191.75	161.27	602.94	109.95	117.35	138.33	85.04	146.83	160.63	121.06	84.64	408.91	79.93	74.76	147.16	519.82	148.54	131.58	42.37	222.34	238.43	283.44	90.65	560.28	185.19	87.97	63.57	198.32	95.14	468.28	165.46	129.95	116.4	345.79	46.95	239.29	381.36	57.9	261.56	12.82	60.8	93	14.58	75.37	160.99	32.31
K06403	60.17	219.85	90.92	160.24	110.15	77.5	362.52	470.35	183.07	175.55	351.41	189.19	303.29	215.67	119.95	184.92	390.44	96.43	150.17	149.56	541.53	230.04	208.98	95.61	282.41	313.38	215.06	362.31	65.25	179.81	187.25	61.46	313.31	46.46	79.14	136.91	75.15	255.89	107.21	102.11	243.09	255.14	72.34	180.53	288.95	65.34	122.47	217.8	171.42	224.02	146.96	339.54	96.5	104.1	278.7	352.36	71.33	104.17	86.36	224.28	290.64	75.8	153.1	103.18	112.27	159.35	164.47	68.2	202.96	194.91	124.95	89.61	194.65	252.4	66.31	90.96	151.84	49.17	81.34	189.92	238.5	547.21	132.11	132.53	305.97	142.18	112.05
K06404	60.17	219.85	90.92	160.24	110.15	77.5	362.52	470.35	183.07	175.55	351.41	189.19	303.29	215.67	119.95	184.92	390.44	96.43	150.17	149.56	541.53	230.04	208.98	95.61	282.41	313.38	215.06	362.31	65.25	179.81	187.25	61.46	313.31	46.46	79.14	136.91	75.15	255.89	107.21	102.11	243.09	255.14	72.34	180.53	288.95	65.34	122.47	217.8	171.42	224.02	146.96	339.54	96.5	104.1	278.7	352.36	71.33	104.17	86.36	224.28	290.64	75.8	153.1	103.18	112.27	159.35	164.47	68.2	202.96	194.91	124.95	89.61	194.65	252.4	66.31	90.96	151.84	49.17	81.34	189.92	238.5	547.21	132.11	132.53	305.97	142.18	112.05
K06405	711.86	1126.1	844.54	666.92	943.76	482.58	1346.33	2371.74	529.39	838.74	783.62	656.73	685.13	719.6	842.37	1548.11	732.43	568.99	803.63	764.65	1257.91	711.59	1446.52	945.29	1001.66	1203.27	490.87	1047.67	1240.98	1305.07	755.76	606.33	541.63	568.09	929.01	980.63	644.57	1231.43	1069.41	496.77	1386.57	1248.21	797.34	1284.75	870.3	925.68	982.39	1227.66	741.23	714.78	1128.46	742.72	1100.51	322.47	780.51	870.71	1159.14	746.28	726.73	594.99	1120.24	477.18	989.37	392.29	960.47	641.75	1027.28	938.16	776.11	708.93	1313.02	1258.08	562.64	691.04	981.56	731.58	1021.13	873.61	751.98	641.63	530.78	1313.56	509.51	439.78	525.48	983.72	459.75
K06406	711.86	1126.1	844.54	666.92	943.76	482.58	1346.33	2371.74	529.39	838.74	783.62	656.73	685.13	719.6	842.37	1548.11	732.43	568.79	803.63	764.65	1257.91	711.59	1446.52	945.29	1001.66	1203.27	490.87	1047.67	1240.98	1305.07	755.76	606.33	541.63	568.09	929.01	980.63	644.57	1231.43	1069.41	496.77	1386.37	1248.21	797.34	1284.75	870.3	925.68	982.39	1227.66	741.23	714.38	1128.46	742.72	1100.51	320.27	780.51	870.71	1159.14	746.28	726.73	594.99	1120.24	477.18	989.37	392.29	960.47	641.75	1026.88	938.16	776.11	708.93	1313.02	1258.08	562.64	691.04	981.56	730.98	1021.13	873.61	751.98	641.63	530.78	1313.56	509.51	439.78	525.48	983.72	459.75
K06407	711.86	1126.7	844.54	666.92	943.76	482.98	1346.33	2372.02	529.39	838.74	783.62	656.73	686.73	719.6	843.57	1548.11	732.43	568.99	803.63	765.25	1257.91	711.59	1446.52	945.29	1001.66	1203.27	490.87	1047.67	1240.98	1305.07	755.76	606.33	541.63	568.09	929.01	982.43	644.57	1231.83	1069.41	500.57	1387.17	1249.21	798.74	1284.75	870.3	925.68	982.59	1227.66	741.63	735.38	1128.46	742.72	1100.51	334.67	780.51	870.71	1159.14	746.28	726.73	594.99	1120.24	477.18	989.37	392.29	960.47	642.55	1027.68	938.16	776.11	708.93	1313.02	1258.08	564.04	704.64	981.56	732.78	1021.13	873.61	751.98	642.03	530.78	1313.56	518.71	439.78	528.68	985.12	459.75
K06408	85.85	151.46	196.09	149.29	117.44	53	354.69	268.59	76.14	115.04	303.29	178.17	211.77	143.28	118.98	171.27	94.89	70.46	130.43	187.31	492.95	192.43	281.01	82	253.02	335.92	147.58	228.4	45.02	175.48	170.02	58.17	171	27.56	65.12	130.66	208.48	198.78	70.04	68.05	254.17	205.37	56.63	173.25	325.69	72.53	114.59	215.13	128.14	206.72	173.27	328.34	91.92	95.83	262	276.14	50.3	117.34	63.27	171.66	152.53	72.17	132.87	100.83	108.73	110.34	136.14	140.91	180.16	195.29	90.57	86.23	197.28	229.2	82.03	90.27	119.68	198.6	82.76	166.44	227.96	301.98	133.29	116.64	246.82	170.61	99.99
K06409	1445.57	1619.23	1156.15	1018.39	1529.85	1041.2	2004.94	2863.04	953.46	1126.54	1649.93	1245.97	1092.63	1121.67	1449.87	2209.12	1239.21	760.44	1167.08	1122.8	1898.44	1018.79	1895.28	1324.49	1414.83	2068.31	957.96	1751.2	1645.07	1692.5	1641.12	708.16	962.38	909.04	1352.89	1404.31	735.89	1802.2	1607.76	1189.05	1820.39	1971.72	1007.15	1131.72	1282.23	1238.38	1250.44	1997.5	1035.21	1247.86	1437.96	1247.54	1345.07	2125.27	1452.53	1458.86	1886.98	947.2	1072.88	1017.27	1959.08	419.76	1547.46	533.88	1327.03	815.68	1599.6	1070.05	1289.77	1371.1	1837.32	1498.43	1059.06	991.33	1033.51	1223.95	1459.01	1005.32	1419.08	1079.8	1131.17	2329.29	793.75	719.6	1067.45	1364.56	595.43
K06410	604.89	826.95	679.18	480	681.07	419.51	1003.73	1922.96	453.66	600.78	433.57	445.99	286.21	533.11	605.07	1322.51	295.32	446.19	620.58	569.73	715.99	454.47	1094.26	513.93	668.97	883.59	302.99	733.1	1153.52	1090.51	571.8	558.17	373.81	314.68	759.43	853.82	540.21	1004.71	927.48	407.89	1139.17	963.12	684.08	1068.93	571.78	848.84	844.49	1013.42	611.78	494.01	965.03	415.74	996.54	240.43	434.95	564.86	741.29	622.76	338.62	410.71	885.36	394.03	813.62	285.87	780.59	513	726.43	847.44	697.39	472.91	1086.16	1105.84	381.89	390.37	1078.7	640.51	802.49	679.79	621.9	467.89	273.5	744.67	394.45	300.41	276.8	868.8	275.58
