KOs	FOCUS_401	FOCUS_402	FOCUS_410	FOCUS_413	FOCUS_414	FOCUS_417	FOCUS_428	FOCUS_431	FOCUS_433	FOCUS_444	FOCUS_445	FOCUS_450	FOCUS_454	FOCUS_457	FOCUS_461	FOCUS_463	FOCUS_488	FOCUS_498	FOCUS_509	FOCUS_528	FOCUS_541	FOCUS_546	FOCUS_547	FOCUS_551	FOCUS_554	FOCUS_558	FOCUS_562	FOCUS_564	FOCUS_570	FOCUS_579	FOCUS_582	FOCUS_586	FOCUS_592	FOCUS_597	FOCUS_609	FOCUS_610	FOCUS_621	FOCUS_625	FOCUS_626	FOCUS_632	FOCUS_659	FOCUS_665	FOCUS_667	FOCUS_672	FOCUS_676	FOCUS_679	FOCUS_688	FOCUS_697	FOCUS_698	FOCUS_701	FOCUS_711	FOCUS_713	FOCUS_725	FOCUS_733	FOCUS_754	FOCUS_763	FOCUS_780	FOCUS_784	FOCUS_786	FOCUS_795	FOCUS_796	FOCUS_804	FOCUS_805	FOCUS_806	FOCUS_812	FOCUS_827	FOCUS_831	FOCUS_832	FOCUS_833	FOCUS_838	FOCUS_846	FOCUS_848	FOCUS_857	FOCUS_871	FOCUS_874	FOCUS_885	FOCUS_889	FOCUS_900	FOCUS_905	FOCUS_911	FOCUS_921	FOCUS_925	FOCUS_930	FOCUS_931	FOCUS_939	FOCUS_940	FOCUS_957
K00150	4796.952422	2826.905826	2442.773088	4538.563868	3840.682026	5749.893003	4092.320793	5776.236903	3942.526879	2170.557514	3068.88357	3600.932686	2158.649651	4725.533675	4767.802016	2433.492537	3166.420868	4434.100827	2887.439685	2346.500321	2988.184485	2946.605193	4303.445675	2868.912286	2121.942679	4129.306682	4673.274966	4162.67314	4846.41888	4255.658062	5539.94078	5437.214732	2622.794563	1558.813384	3774.766306	5237.39389	4511.47979	4692.811323	3783.052794	4512.471039	3668.498847	4357.849126	3671.594927	3370.377284	3479.241091	4214.071868	3864.690474	4734.454785	4610.119325	5485.720171	4142.199176	3266.018389	3638.208657	6793.52343	2097.743671	3605.653017	1530.620022	3843.005244	3890.912558	2440.677445	4292.43792	6879.562718	4148.501108	5380.02328	3776.660458	4527.862223	3923.00048	4650.260316	5287.016154	4726.000197	3170.911743	3477.351001	3797.227291	3880.37275	4865.533221	4813.346096	2146.312607	2454.872521	2296.063138	4407.906716	4994.016172	4308.142757	4847.399437	2250.732839	3673.794397	4258.290202	1882.541476
K00151	0	0	21.2	22.35294118	0.6	0	0	4	0	0	0	0	29.4	0	1.4	0	0	5	0.8	0	12.2	58.4	18	0	0	0	13.92727273	0	2	0	0	0	0	89.6	0	0	81.58823529	2	35	1	2	0	1.2	0	0	0	0	0	2	26	0	0.2	12.8	2.617647059	0	0	0.6	177.2	0	0	8.6	0	0	0	2.2	2.6	0	0	0	0.8	31.4	17.8	0.352941176	5	33.4	0	1	1	67.76470588	1	0	0	3.4	2	0	0	41.6
K00156	103.7261905	80.9047619	32.91428571	42.10294118	48.5047619	66.67857143	14.35714286	178.9047619	194.297619	113.2857143	58.85714286	19.71428571	48.25714286	21.35714286	55.56666667	10	30.07142857	66.75	144.9547619	29.04761905	39.15238095	77.54285714	21.10714286	40.14285714	94.32142857	32.98809524	42.52489177	4	118.4047619	110.25	3.357142857	0	0.25	131.0047619	66.4047619	14.71428571	192.6596639	30.36904762	91.41666667	24.42857143	106	9.916666667	62.61666667	61.91666667	20.85714286	41.38095238	49.03571429	3.571428571	9.857142857	220.7142857	33.80952381	34.84285714	63.8	123.3795518	34.58333333	19	34.21904762	465.8547619	10.61904762	6	33.45714286	42.10714286	81.8452381	74.38095238	54.39047619	79.54047619	42.41666667	151.1309524	24.21428571	23.47619048	116.0190476	180.7761905	18.63865546	149.4285714	56.4	22	22.67857143	68.29761905	72.40756303	150.952381	4	0	47.79285714	7.857142857	25.5	86.17857143	96.98095238
K00158	0	0	0	0.25	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	10	0	0	0	6	0	0	0	0	0	0	0	0	0	1.75	2	0.5	1	1	0.25	0	0	0.5	0.25	0	0	3.75	1.25	0	1.75	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0.25	0.5	0	0	0	5.75	1	0	1.5	1.75	0	8.75	0	0	0	2	0	0.25	0
K00160	39.58333333	31.33333333	21.7	23.85294118	32.77454545	0	0.75	186.0261905	43.33333333	40.50793651	1	1	37.3875	32.25	40.06666667	11.7	83.20714286	8.275	114.1333333	7.333333333	42.11666667	71.4	33.36571429	7	88	3.966666667	37.7508658	18	76.15416667	79	0	0	0	93.93333333	38.33333333	0	81.58823529	5.333333333	55.95238095	1	28	9.666666667	57.86666667	36.33333333	27.75	17.66666667	45.2	106.4285714	5.5	51	13.16666667	12.76607143	44.3	37.04621849	65.33333333	26.5	19.93333333	412.1047619	0.333333333	190	9.6	0	9.666666667	43.11111111	50.94583333	28.03333333	3.416666667	136.6666667	0	46.1452381	89.91190476	68.73333333	0.352941176	143.5	33.4	15	163.9444444	7.836904762	74.26470588	146.0952381	1.5	1.5	3.4	398.9722222	0.6	10	91.68095238
K00161	4291.637858	2325.233604	2011.383245	3871.325279	1201.259353	3929.151336	3993.391814	6080.383225	1786.015768	1776.931313	2831.075762	2639.170599	1665.332985	3649.214231	4282.611625	2289.161306	1534.403547	2954.150602	1664.956126	2037.072318	3012.83914	2355.83088	3007.971318	2673.847721	2042.909871	3746.356682	3967.654545	3581.672239	4212.067314	3761.528182	3445.174113	5041.079972	1445.252671	1195.012408	3326.876216	4794.368139	2772.028889	4447.279309	3502.507148	4188.545288	3339.480003	3725.660613	3597.732089	2862.623004	2584.833284	3789.656478	3074.598807	4491.381212	4556.299505	4502.630307	3548.602254	3064.806602	2456.404077	6266.494194	1982.17235	3194.283872	1381.610487	2795.562601	3004.517663	2117.087355	3782.833941	6222.923379	3560.767775	3115.295503	2948.464813	4112.387523	3069.931336	4135.433514	4223.983347	4357.378258	2706.900632	2593.302277	3419.577291	3227.277855	4159.490653	4384.746096	1930.443764	2103.766065	2147.631156	4086.173383	4802.220751	4212.787051	4701.293806	1981.660767	3642.030283	3159.908896	1756.764341
K00162	4291.637858	2325.233604	2011.383245	3871.325279	1201.259353	3929.151336	3993.391814	6080.383225	1786.015768	1776.931313	2831.075762	2639.170599	1665.332985	3649.214231	4282.611625	2289.161306	1534.403547	2954.150602	1664.956126	2037.072318	3012.83914	2355.83088	3007.971318	2673.847721	2042.909871	3746.356682	3967.654545	3581.672239	4212.067314	3761.528182	3445.174113	5041.079972	1445.252671	1195.012408	3326.876216	4794.368139	2772.028889	4447.279309	3502.507148	4188.545288	3339.480003	3725.660613	3597.732089	2862.623004	2584.833284	3789.656478	3074.598807	4491.381212	4556.299505	4502.630307	3548.602254	3064.806602	2456.404077	6266.494194	1982.17235	3194.283872	1381.610487	2795.562601	3004.517663	2117.087355	3782.833941	6222.923379	3560.767775	3115.295503	2948.464813	4112.387523	3069.931336	4135.433514	4223.983347	4357.378258	2706.900632	2593.302277	3419.577291	3227.277855	4159.490653	4384.746096	1930.443764	2103.766065	2147.631156	4086.173383	4802.220751	4212.787051	4701.293806	1981.660767	3642.030283	3159.908896	1756.764341
K00163	4291.637858	2325.233604	2011.383245	3871.325279	1201.259353	3929.151336	3993.391814	6080.383225	1786.015768	1776.931313	2831.075762	2639.170599	1665.332985	3649.214231	4282.611625	2289.161306	1534.403547	2954.150602	1664.956126	2037.072318	3012.83914	2355.83088	3007.971318	2673.847721	2042.909871	3746.356682	3967.654545	3581.672239	4212.067314	3761.528182	3445.174113	5041.079972	1445.252671	1195.012408	3326.876216	4794.368139	2772.028889	4447.279309	3502.507148	4188.545288	3339.480003	3725.660613	3597.732089	2862.623004	2584.833284	3789.656478	3074.598807	4491.381212	4556.299505	4502.630307	3548.602254	3064.806602	2456.404077	6266.494194	1982.17235	3194.283872	1381.610487	2795.562601	3004.517663	2117.087355	3782.833941	6222.923379	3560.767775	3115.295503	2948.464813	4112.387523	3069.931336	4135.433514	4223.983347	4357.378258	2706.900632	2593.302277	3419.577291	3227.277855	4159.490653	4384.746096	1930.443764	2103.766065	2147.631156	4086.173383	4802.220751	4212.787051	4701.293806	1981.660767	3642.030283	3159.908896	1756.764341
K00164	431.5833333	31.33333333	29.98571429	490.3529412	172.9174026	0	0.75	189.097619	65.33333333	39.22222222	4.285714286	14	32.45892857	38.25	633.0666667	11.7	84.20714286	27.275	115.1333333	12.33333333	113.9738095	80.4	46.65142857	44	95	12.10952381	63.7508658	38	99.5827381	292	29	171	0.285714286	143.9333333	893.3333333	0.285714286	93.58823529	6.333333333	178.6666667	1	65	10.52380952	105.8666667	38.33333333	27.75	20.66666667	131.2	112	110.1428571	2070.714286	31.16666667	120.6232143	65.8	388.6652661	65.33333333	30.21428571	101.9333333	471.1047619	34.33333333	190	14.6	4553	210.6666667	43.11111111	744.9458333	394.0333333	569.4166667	136.6666667	836	1747.502381	89.41190476	637.7333333	18.35294118	143	38.68571429	15	176.9444444	110.4083333	173.2647059	608.7380952	1.5	1.5	719.4	412.9722222	622.6	60	86.3952381
K00165	0	0	0	0	2.121212121	0	0	1.192857143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	8.121212121	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00166	0	0	0	0	2.121212121	0	0	1.192857143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	8.121212121	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00167	0	0	0	0	2.121212121	0	0	1.192857143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	8.121212121	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00169	2673.212037	1992.297386	1720.865476	2036.460825	3151.273764	3551.024471	2321.055423	5970.099074	2789.134127	1174.540344	2426.923413	2969.304365	1262.877447	2197.374206	3370.736376	2168.655026	2175.63082	2114.807275	2138.849339	1768.091799	1320.190873	1679.237857	3598.79488	841.7919312	853.284127	3360.165476	2281.395948	2413.474074	3534.979881	2632.878478	4765.930688	2038.65873	1902.830688	874.2291005	2854.645635	3130.225	2473.676595	2923.962566	2178.085185	1987.792989	2599.962302	2854.480952	1299.635529	1116.665344	1864.071561	2944.719444	2048.803042	3126.310053	1570.310317	4503.810317	2497.979894	1153.09795	2478.763889	5502.554922	1539.669312	2117.861376	970.0373016	2333.248942	1773.934921	1567.419312	2771.143915	5592.719577	2237.286905	2872.236376	2335.057474	1577.11918	2846.174868	2427.520899	3288.574339	3553.050218	1709.703945	2681.422884	1645.004264	1380.730159	2435.156614	2437.983069	1062.401587	1593.682143	2125.254918	2139.317063	1853.804365	2748.329233	2092.978439	1018.498545	1980.702513	2437.793254	967.3571693
K00170	2673.212037	1992.297386	1720.865476	2036.460825	3151.273764	3551.024471	2321.055423	5970.099074	2789.134127	1174.540344	2426.923413	2969.304365	1262.877447	2197.374206	3370.736376	2168.655026	2175.63082	2114.807275	2138.849339	1768.091799	1320.190873	1679.237857	3598.79488	841.7919312	853.284127	3360.165476	2281.395948	2413.474074	3534.979881	2632.878478	4765.930688	2038.65873	1902.830688	874.2291005	2854.645635	3130.225	2473.676595	2923.962566	2178.085185	1987.792989	2599.962302	2854.480952	1299.635529	1116.665344	1864.071561	2944.719444	2048.803042	3126.310053	1570.310317	4503.810317	2497.979894	1153.09795	2478.763889	5502.554922	1539.669312	2117.861376	970.0373016	2333.248942	1773.934921	1567.419312	2771.143915	5592.719577	2237.286905	2872.236376	2335.057474	1577.11918	2846.174868	2427.520899	3288.574339	3553.050218	1709.703945	2681.422884	1645.004264	1380.730159	2435.156614	2437.983069	1062.401587	1593.682143	2125.254918	2139.317063	1853.804365	2748.329233	2092.978439	1018.498545	1980.702513	2437.793254	967.3571693
K00171	2673.212037	1992.297386	1720.865476	2036.460825	3151.273764	3551.024471	2321.055423	5970.099074	2789.134127	1174.540344	2426.923413	2969.304365	1262.877447	2197.374206	3370.736376	2168.655026	2175.63082	2114.807275	2138.849339	1768.091799	1320.190873	1679.237857	3598.79488	841.7919312	853.284127	3360.165476	2281.395948	2413.474074	3534.979881	2632.878478	4765.930688	2038.65873	1902.830688	874.2291005	2854.645635	3130.225	2473.676595	2923.962566	2178.085185	1987.792989	2599.962302	2854.480952	1299.635529	1116.665344	1864.071561	2944.719444	2048.803042	3126.310053	1570.310317	4503.810317	2497.979894	1153.09795	2478.763889	5502.554922	1539.669312	2117.861376	970.0373016	2333.248942	1773.934921	1567.419312	2771.143915	5592.719577	2237.286905	2872.236376	2335.057474	1577.11918	2846.174868	2427.520899	3288.574339	3553.050218	1709.703945	2681.422884	1645.004264	1380.730159	2435.156614	2437.983069	1062.401587	1593.682143	2125.254918	2139.317063	1853.804365	2748.329233	2092.978439	1018.498545	1980.702513	2437.793254	967.3571693
K00172	2673.212037	1992.297386	1720.865476	2036.460825	3151.273764	3551.024471	2321.055423	5970.099074	2789.134127	1174.540344	2426.923413	2969.304365	1262.877447	2197.374206	3370.736376	2168.655026	2175.63082	2114.807275	2138.849339	1768.091799	1320.190873	1679.237857	3598.79488	841.7919312	853.284127	3360.165476	2281.395948	2413.474074	3534.979881	2632.878478	4765.930688	2038.65873	1902.830688	874.2291005	2854.645635	3130.225	2473.676595	2923.962566	2178.085185	1987.792989	2599.962302	2854.480952	1299.635529	1116.665344	1864.071561	2944.719444	2048.803042	3126.310053	1570.310317	4503.810317	2497.979894	1153.09795	2478.763889	5502.554922	1539.669312	2117.861376	970.0373016	2333.248942	1773.934921	1567.419312	2771.143915	5592.719577	2237.286905	2872.236376	2335.057474	1577.11918	2846.174868	2427.520899	3288.574339	3553.050218	1709.703945	2681.422884	1645.004264	1380.730159	2435.156614	2437.983069	1062.401587	1593.682143	2125.254918	2139.317063	1853.804365	2748.329233	2092.978439	1018.498545	1980.702513	2437.793254	967.3571693
K00174	3791.049789	1202.199869	1003.789832	3005.967788	2496.966383	4262.85877	2090.054543	320.1907201	2278.067038	1103.433191	1964.964788	2455.552741	1049.163297	3502.623733	3176.794139	568.4462793	1636.352727	3034.910347	2300.787509	1095.468644	1656.031586	1833.454292	2393.634382	2165.679758	754.8560616	1460.889777	3732.946563	1747.203721	2485.504385	2224.400815	2406.667235	3870.04498	1088.711825	1143.249181	1337.529787	3358.283832	2651.590389	1991.173886	1997.954027	3620.545315	1520.530479	1704.3408	2822.363226	2275.734327	2656.618866	1944.240713	2521.278145	1699.572703	3330.52014	2208.299989	2420.266328	2313.541749	2349.512411	6107.257208	1426.506371	2154.6671	529.7666776	2097.635882	2396.387345	720.3180428	2428.129391	1832.036501	2572.452068	3767.818261	2300.639673	3305.73882	2018.678135	2981.010234	3282.974607	2462.713343	2127.264941	1858.990028	2722.804853	3143.705712	3300.340749	2957.933028	1067.554081	1315.855647	397.4290957	3139.86971	3759.388609	1598.337819	2992.558224	1053.207143	2409.787971	2586.474214	1182.873045
K00175	3791.049789	1202.199869	1003.789832	3005.967788	2496.966383	4262.85877	2090.054543	320.1907201	2278.067038	1103.433191	1964.964788	2455.552741	1049.163297	3502.623733	3176.794139	568.4462793	1636.352727	3034.910347	2300.787509	1095.468644	1656.031586	1833.454292	2393.634382	2165.679758	754.8560616	1460.889777	3732.946563	1747.203721	2485.504385	2224.400815	2406.667235	3870.04498	1088.711825	1143.249181	1337.529787	3358.283832	2651.590389	1991.173886	1997.954027	3620.545315	1520.530479	1704.3408	2822.363226	2275.734327	2656.618866	1944.240713	2521.278145	1699.572703	3330.52014	2208.299989	2420.266328	2313.541749	2349.512411	6107.257208	1426.506371	2154.6671	529.7666776	2097.635882	2396.387345	720.3180428	2428.129391	1832.036501	2572.452068	3767.818261	2300.639673	3305.73882	2018.678135	2981.010234	3282.974607	2462.713343	2127.264941	1858.990028	2722.804853	3143.705712	3300.340749	2957.933028	1067.554081	1315.855647	397.4290957	3139.86971	3759.388609	1598.337819	2992.558224	1053.207143	2409.787971	2586.474214	1182.873045
K00176	3791.049789	1202.199869	1003.789832	3005.967788	2496.966383	4262.85877	2090.054543	320.1907201	2278.067038	1103.433191	1964.964788	2455.552741	1049.163297	3502.623733	3176.794139	568.4462793	1636.352727	3034.910347	2300.787509	1095.468644	1656.031586	1833.454292	2393.634382	2165.679758	754.8560616	1460.889777	3732.946563	1747.203721	2485.504385	2224.400815	2406.667235	3870.04498	1088.711825	1143.249181	1337.529787	3358.283832	2651.590389	1991.173886	1997.954027	3620.545315	1520.530479	1704.3408	2822.363226	2275.734327	2656.618866	1944.240713	2521.278145	1699.572703	3330.52014	2208.299989	2420.266328	2313.541749	2349.512411	6107.257208	1426.506371	2154.6671	529.7666776	2097.635882	2396.387345	720.3180428	2428.129391	1832.036501	2572.452068	3767.818261	2300.639673	3305.73882	2018.678135	2981.010234	3282.974607	2462.713343	2127.264941	1858.990028	2722.804853	3143.705712	3300.340749	2957.933028	1067.554081	1315.855647	397.4290957	3139.86971	3759.388609	1598.337819	2992.558224	1053.207143	2409.787971	2586.474214	1182.873045
K00177	3791.049789	1202.199869	1003.789832	3005.967788	2496.966383	4262.85877	2090.054543	320.1907201	2278.067038	1103.433191	1964.964788	2455.552741	1049.163297	3502.623733	3176.794139	568.4462793	1636.352727	3034.910347	2300.787509	1095.468644	1656.031586	1833.454292	2393.634382	2165.679758	754.8560616	1460.889777	3732.946563	1747.203721	2485.504385	2224.400815	2406.667235	3870.04498	1088.711825	1143.249181	1337.529787	3358.283832	2651.590389	1991.173886	1997.954027	3620.545315	1520.530479	1704.3408	2822.363226	2275.734327	2656.618866	1944.240713	2521.278145	1699.572703	3330.52014	2208.299989	2420.266328	2313.541749	2349.512411	6107.257208	1426.506371	2154.6671	529.7666776	2097.635882	2396.387345	720.3180428	2428.129391	1832.036501	2572.452068	3767.818261	2300.639673	3305.73882	2018.678135	2981.010234	3282.974607	2462.713343	2127.264941	1858.990028	2722.804853	3143.705712	3300.340749	2957.933028	1067.554081	1315.855647	397.4290957	3139.86971	3759.388609	1598.337819	2992.558224	1053.207143	2409.787971	2586.474214	1182.873045
K00179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00207	24.125	33.75	1.5	2.25	5.25	3	31.125	41.5	34	42.75	46.875	0	0	0	1.125	14.5	0	1.125	15	6.375	94.125	16.75	358.125	1.125	15.125	8.625	16.125	9	27.5	30.25	2.25	23.625	0	2.625	31.875	2.25	0	31.5	6	0.75	0.75	4.125	0	1.875	25.125	0	53.25	7	51.25	29.125	4.875	10	1.5	6.375	2.25	66.375	0.375	180	7.5	0.75	205.875	6	7.125	2.625	10.5	3.75	5.625	3.375	1.875	0.75	5.625	40.75	4.5	0	7.875	15	26.375	9.75	2	3.375	0.75	1.875	7.5	1.875	7.875	11.75	2.375
K00208	2614.327567	917.2832023	799.8838794	3226.765174	1698.883785	3511.48377	2059.804543	471.0516904	2749.650371	1192.232795	931.1671691	898.2610747	991.3013925	2933.4154	2675.583028	355.8351682	1949.945981	3327.507569	1071.184731	992.6769768	1772.255395	1372.229292	854.154858	2048.457536	785.6477283	1140.999301	3244.069651	2233.564832	1640.099623	2056.178593	1772.417235	3639.392202	1529.275317	954.9741809	1822.75201	2425.388991	3699.261957	1963.132219	1717.100852	2708.920315	1324.474924	1759.017388	2690.938226	1901.192661	1852.424421	1501.226824	2000.303145	1702.445719	3328.49633	3377.105941	1980.224661	2430.841787	1954.0763	1784.589141	704.7285933	2113.70083	719.0750109	2212.129533	3102.392901	1105.451376	1827.354391	5732.286501	2193.257623	3420.096039	2326.871932	3314.686042	1761.511468	2657.718567	3082.599607	2935.755407	1600.926846	1662.548362	2589.171683	2885.580712	2920.984797	2720.433028	1069.901303	1051.950885	472.6938016	2664.980821	3324.096942	1566.115596	3758.083224	1329.596032	2822.299083	2453.599214	1184.203997
K00209	1172.75	1.75	24.48571429	28.93627451	108.8340693	1095.25	54.5	27.76428571	16.25	12.95238095	889.6190476	768.25	45.72142857	293.5	660.9	153.9166667	5.357142857	26.75	413.2166667	13	21.05714286	65.4	384.1871429	1.75	14.41666667	57.02619048	473.4175325	10	610.7619048	15.5	1146.5	9.25	42.95238095	93.76666667	10.75	540.2857143	166.0882353	23.5	230.0357143	417	30	15.85714286	158.95	6.583333333	16.83333333	436.25	62.25	15.17857143	30.14285714	56.71428571	25	58.91428571	40.56666667	4301.998599	738.5833333	68.54761905	1.6	376.0214286	18.25	3.75	545.6	37.25	3.5	33.25	24.45	21.76666667	6.75	48.25	3.5	930.5142857	313.6285714	43.71666667	2.852941176	5.5	47.43571429	12.25	20.58333333	188.0119048	190.2647059	871.5	460	3.25	43.9	10.91666667	25.75	5.75	76.31428571
K00210	4705.307858	2562.100663	2140.606102	4347.986946	3829.168177	5683.596336	4074.213935	6098.168225	3729.897197	2044.623932	3008.161217	3558.217027	1988.63003	4669.088019	4716.966625	2212.134639	2549.833547	4394.764844	2064.187641	2308.893379	2927.149443	2908.97588	4225.552609	2679.517721	2093.288204	4112.043349	4822.774545	3968.272239	4773.867996	4183.527006	4936.874113	5433.648154	2236.056005	1514.420742	3713.759549	5227.855261	4330.178889	4589.804309	3525.611434	4500.440288	3511.265003	4186.631673	3616.257089	2811.191338	3436.99995	4167.487538	3729.268093	4549.866883	4635.549505	5320.035307	4118.867254	3230.14053	3489.962411	6784.137527	2056.384017	3544.095539	1517.415487	3685.987601	3769.697663	2358.862355	4157.118941	6616.060046	3961.315957	5261.423685	3612.008373	4288.075857	3812.961336	4637.158514	5230.170771	4703.930275	3106.965338	3366.00061	3780.712291	3808.512855	4625.524744	4810.366096	2015.23543	2205.801281	2287.741156	4055.266932	4969.745751	4258.392051	4830.168806	2204.554101	3653.462707	4122.063896	1854.078627
K00211	4439.057858	2284.300663	2043.106102	4266.886946	3699.918177	5638.546336	4011.663935	5711.368225	3699.547197	1840.923932	2931.661217	3488.767027	1865.43003	4661.088019	4660.766625	2150.234639	2511.833547	4330.614844	2049.487641	2068.793379	2893.399443	2873.52588	4141.852609	2586.267721	1913.388204	4073.243349	4659.374545	3936.372239	4696.617996	3790.777006	4923.974113	5345.398154	2221.706005	1474.370742	3595.559549	5162.255261	4292.728889	4546.804309	3388.011434	4261.240288	3456.765003	4147.181673	3554.907089	2673.791338	3320.09995	4116.387538	3651.718093	4501.366883	4545.299505	5202.435307	3968.917254	3149.44053	3149.812411	6725.787527	1852.634017	3468.195539	1377.765487	3412.287601	3706.147663	2309.912355	4016.118941	6601.610046	3839.965957	5242.373685	3515.058373	4257.975857	3779.411336	4586.558514	5216.870771	4609.980275	2845.865338	3265.75061	3750.062291	3699.662855	4569.724744	4794.216096	1915.63543	2175.201281	2259.941156	4011.166932	4959.995751	4235.542051	4791.518806	2180.304101	3622.012707	4046.763896	1832.428627
K00215	1638.315476	636.7619048	1028.235714	382.0571429	350.5047619	1444.785714	1292.446429	5332.511905	259.2190476	454.9	1317.160714	1654.314286	258.197619	903.797619	997.5845238	841.047619	216.3714286	314.5535714	550.4547619	1064.465476	969.527381	952.9	1816.184524	447.375	1219.982143	1114.660714	664.5784632	872.45	2682.830952	1761.059524	1423.764286	1295.839286	355.0714286	295.2011905	1369.363095	2224.952381	373.3095238	1507.583333	821.8333333	893.2857143	1656.142857	938.8392857	679.5690476	519.4940476	598.6607143	2265.619048	939.3214286	1298.67381	879.7142857	538.5654762	1594.575	456.6166667	962.0333333	4486.958333	1242.261905	675.6845238	580.0654762	655.4904762	77.6547619	625.0952381	1323.082143	185.6142857	612.7916667	366.2202381	432.7952381	313.9333333	558.9702381	1760.346429	169.3035714	1388.02381	1018.894048	975.4309524	533.5952381	427.6071429	1079.513095	604.6071429	460.6369048	871.4761905	438.8214286	1157.470238	1047.27381	1183.260714	647.3642857	271.7321429	462.4654762	525.7785714	693.6488095
K00216	0	0	0	22.35294118	0	0	0	0	0	0	0	0	0	0	0	0	0.857142857	0	0	0	0	0	8	0	0	0	6.285714286	0	40	0	0	0	0	0	0	0	76.58823529	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	22	35.54621849	0	0	0	215.5714286	0	0	0	0	0	0	0	0	0	0	0	0	3.428571429	0	0.352941176	0	0	0	0	0	67.76470588	0	0	0	0	0	0	0	27.42857143
K00220	4730.387858	2624.733604	2151.526102	4461.700279	3837.009353	5704.276336	4092.891814	6106.258225	3767.337197	2136.056313	3050.575762	3584.617027	2131.395485	4714.755898	4764.486625	2347.161306	2556.153547	4405.150602	2199.956126	2326.697318	3015.08914	2953.45588	4294.721318	2836.847721	2130.034871	4119.856682	4823.654545	4126.672239	4793.629814	4218.278182	5089.674113	5434.829972	2286.002671	1524.887408	3780.626216	5246.243139	4402.778889	4684.904309	3777.507148	4507.920288	3567.105003	4353.785613	3678.107089	3353.498004	3469.833284	4194.281478	3873.188093	4696.631212	4639.299505	5361.505307	4127.227254	3271.369102	3508.029077	6789.494194	2082.79735	3591.908872	1529.735487	3728.187601	3782.017663	2448.462355	4260.958941	6875.340046	4076.017775	5373.045503	3662.402313	4496.512523	3895.931336	4641.558514	5286.608347	4717.098846	3157.400632	3417.427277	3789.952291	3877.652855	4758.615653	4811.246096	2097.568764	2391.391065	2290.381156	4303.923383	4998.345751	4294.912051	4830.168806	2227.660767	3682.780283	4227.033896	1865.514341
K00226	2028.315476	606.7619048	1066.092857	864.8571429	363.0047619	1354.785714	1292.196429	5332.761905	323.047619	658.5	1301.160714	1568.142857	629.197619	763.797619	1506.584524	753.047619	182.5714286	721.3035714	535.4547619	912.8154762	1036.277381	929.9	1438.184524	477.125	1218.982143	1116.660714	721.9117965	487.25	2688.464286	1948.809524	1956.964286	1466.839286	332.0714286	327.2011905	2257.363095	2212.952381	390.3095238	1377.083333	914.5833333	821.2857143	1670.142857	790.8392857	727.3190476	492.1607143	597.1607143	2226.619048	1039.607143	1204.27381	974.9642857	2369.815476	1587.375	414.6166667	954.6333333	4830.708333	1200.261905	976.6845238	627.6654762	1073.890476	108.6547619	385.0952381	1170.082143	4681.214286	662.7916667	285.2202381	1127.795238	653.6833333	899.7202381	1665.946429	965.3035714	3067.02381	962.8940476	1481.430952	159.5952381	471.6071429	1084.513095	604.6071429	515.6369048	977.4761905	522.8214286	1599.970238	1039.27381	965.6607143	1256.364286	283.7321429	1034.065476	523.9285714	632.4988095
