KOs	FOCUS_401	FOCUS_402	FOCUS_410	FOCUS_413	FOCUS_414	FOCUS_417	FOCUS_428	FOCUS_431	FOCUS_433	FOCUS_444	FOCUS_445	FOCUS_450	FOCUS_454	FOCUS_457	FOCUS_461	FOCUS_463	FOCUS_488	FOCUS_498	FOCUS_509	FOCUS_528	FOCUS_541	FOCUS_546	FOCUS_547	FOCUS_551	FOCUS_554	FOCUS_558	FOCUS_562	FOCUS_564	FOCUS_570	FOCUS_579	FOCUS_582	FOCUS_586	FOCUS_592	FOCUS_597	FOCUS_609	FOCUS_610	FOCUS_621	FOCUS_625	FOCUS_626	FOCUS_632	FOCUS_659	FOCUS_665	FOCUS_667	FOCUS_672	FOCUS_676	FOCUS_679	FOCUS_688	FOCUS_697	FOCUS_698	FOCUS_701	FOCUS_711	FOCUS_713	FOCUS_725	FOCUS_733	FOCUS_754	FOCUS_763	FOCUS_780	FOCUS_784	FOCUS_786	FOCUS_795	FOCUS_796	FOCUS_804	FOCUS_805	FOCUS_806	FOCUS_812	FOCUS_827	FOCUS_831	FOCUS_832	FOCUS_833	FOCUS_838	FOCUS_846	FOCUS_848	FOCUS_857	FOCUS_871	FOCUS_874	FOCUS_885	FOCUS_889	FOCUS_900	FOCUS_905	FOCUS_911	FOCUS_921	FOCUS_925	FOCUS_930	FOCUS_931	FOCUS_939	FOCUS_940	FOCUS_957
K01857	0	0	0	22.35294118	0.72	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19.08	0	0	0	3.2	0	0	0	0	0	0	0	0	0	76.58823529	2	0	0	1	0	0	0	0	0	0	0	2	1	0	0	0	2.784313725	0	0	0	164	0	0	0	0	0	0	0	0	0	0	0	0.8	0	0	0.352941176	5	1	0	1	1	67.76470588	1	0	0	0	2	0	0	0
K01858	0	156	19.5	92.5	1.5	0	0.25	2.75	0	0	0	0	4	0	0	0	0	0.25	0	0.25	3.25	0	1	0.25	0	0	0	20	4.5	1.25	429.5	0	333.5	0	0	0	12.5	0.5	0.25	0	0	0	0.25	0	0.5	0	1	0	0.75	0.75	0	0	0	4.916666667	0	0	0	0	0	0	38.5	0	4	0	1	0.25	1.75	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0.25	0.75
K01885	4799.202422	2837.705826	2452.673088	4582.663868	3841.432026	5753.943003	4109.620793	6138.186903	3952.876879	2218.257514	3136.38357	3610.382686	2264.849651	4725.533675	4775.002016	2443.392537	3166.420868	4455.000827	2890.139685	2349.850321	3021.684485	2965.055193	4342.145675	2870.912286	2131.842679	4140.106682	4828.074966	4190.57314	4857.16888	4261.158062	5549.84078	5448.464732	2624.144563	1562.863384	3808.966306	5258.99389	4520.92979	4719.311323	3804.402794	4519.671039	3681.998847	4367.299126	3681.694927	3375.777284	3542.641091	4222.171868	3878.640474	4738.954785	4652.119325	5512.870171	4147.149176	3331.718389	3645.858657	6800.12343	2104.493671	3678.553017	1547.270022	3845.705244	3915.662558	2474.427445	4319.43792	6889.012718	4158.851108	5384.07328	3844.610458	4535.712223	3931.30048	4662.860316	5293.316154	4730.950197	3174.511743	3490.401001	3804.877291	3904.22275	4894.333221	4816.496096	2149.912607	2458.472521	2297.863138	4424.506716	5000.766172	4313.992757	4864.049437	2252.982839	3693.144397	4273.340202	1884.041476
K01895	23.5	30	117.4857143	26.55294118	106.0840693	114.6666667	0.25	28.51428571	131.6	6.685714286	56.95238095	84.6	38.47142857	0	584.7333333	110.6666667	52.99047619	216.25	0.8	119.65	18.30714286	71.4	33.10380952	0.25	20	1.142857143	248.0008658	63.86666667	74.7952381	107.9166667	58.8	0	0.285714286	91.6	29	0.285714286	81.58823529	2.5	59.86904762	2	26.66666667	0.857142857	1.45	0.666666667	5	2	44	174.1619048	10.89285714	54.46428571	140.2	7.414285714	384.7	45.74859944	0	3.714285714	24	463.3714286	5.5	0	76.6	38.4	0	32	23.7	2.85	0.25	77.4	0	3.514285714	37.82857143	55.3	0.352941176	129.6666667	34.68571429	15	15	74.76190476	95.76470588	6	40.66666667	1.1	5.4	2	2.4	41.85	190.797619
K01897	4694.80508	2638.183996	1601.188245	4363.224168	3765.084843	5708.163003	4007.54348	5637.902096	3830.475768	1959.959646	2880.574095	3518.112265	1887.629651	4672.042564	4692.244403	2202.712417	3095.364102	4416.490602	2762.572237	1905.212318	2788.260807	2869.15588	3633.620142	2694.309388	1994.129871	4081.701682	4637.016212	3919.472239	4769.069537	4155.293673	5301.224113	5407.10775	2544.189338	1439.279075	3651.767883	5194.059806	4406.562222	4516.620976	3491.980482	4453.590288	3414.070558	4124.000613	3550.997089	2775.649671	3301.27495	4152.364811	3618.020474	4517.304545	4452.099505	5346.926973	4072.608921	3125.915294	3543.756855	6686.915861	2017.703461	3199.820539	1485.557154	3710.607046	3737.930996	2259.292911	3938.910607	6581.510046	4012.633886	5242.947169	3504.049221	4298.892523	3801.294669	4624.683514	5187.753347	4647.438258	2986.823671	3379.65061	3723.520625	3756.321188	4602.95732	4773.966096	1908.927097	2249.109398	2233.357823	4025.975049	4842.079085	4030.919829	4781.968806	2196.545767	3586.511949	4129.263896	1843.969341
K01902	434.8333333	31.33333333	80.65238095	491.1029412	174.9174026	14.25	5.037878788	189.097619	109.5833333	46.50793651	45.40692641	59.66666667	48.31688312	40.53787879	639.5666667	12.7	88.70714286	44.72575758	125.5651515	13.72727273	115.9435065	81.4	52.36896104	44	96.75	45.72619048	79.5008658	38	106.8270563	303.25	31.5	172.1818182	0.535714286	144.4333333	902.5	10.07359307	123.0882353	23.08333333	187.702381	9	65	18.16774892	106.6166667	43.58333333	27.75	30.06060606	183.95	117.004329	110.1428571	2213.047619	48.16666667	135.3642857	65.8	465.3319328	66.58333333	30.21428571	102.9333333	539.1880952	34.33333333	190	14.6	4588.25	319.5984848	44.29292929	740.5272727	407.7833333	597.5	147.4166667	839.2575758	1751.930952	105.4119048	661.2333333	18.35294118	143	53.77662338	22	215.5277778	111.9997835	186.7647059	612.9545455	27.5	1.5	754.65	417.9722222	650.8575758	64.75	93.68095238
K01903	434.8333333	31.33333333	80.65238095	491.1029412	174.9174026	14.25	5.037878788	189.097619	109.5833333	46.50793651	45.40692641	59.66666667	48.31688312	40.53787879	639.5666667	12.7	88.70714286	44.72575758	125.5651515	13.72727273	115.9435065	81.4	52.36896104	44	96.75	45.72619048	79.5008658	38	106.8270563	303.25	31.5	172.1818182	0.535714286	144.4333333	902.5	10.07359307	123.0882353	23.08333333	187.702381	9	65	18.16774892	106.6166667	43.58333333	27.75	30.06060606	183.95	117.004329	110.1428571	2213.047619	48.16666667	135.3642857	65.8	465.3319328	66.58333333	30.21428571	102.9333333	539.1880952	34.33333333	190	14.6	4588.25	319.5984848	44.29292929	740.5272727	407.7833333	597.5	147.4166667	839.2575758	1751.930952	105.4119048	661.2333333	18.35294118	143	53.77662338	22	215.5277778	111.9997835	186.7647059	612.9545455	27.5	1.5	754.65	417.9722222	650.8575758	64.75	93.68095238
K01905	418.75	30	29.2	495.3029412	49.94121212	14.25	3.75	27.94285714	100.85	12.68571429	3	98.6	37.9	7.5	600.9	75	11.15714286	124	11.05	125.65	88.45	81.4	48.11571429	37.25	28.75	7.75	74.41753247	19.2	96.53333333	253.5	34.3	171	0.25	142.1	884.5	9	123.0882353	20.25	168.2857143	10	39	7.25	50.2	7.916666667	5	14	130.75	89.82857143	113.75	2089.75	141.2	131.6285714	402.7	465.4628852	1.25	0	107	523.1214286	39.5	0	13.6	4626.65	202.75	32	717.7	382.6	571	88.15	836.5	1712.228571	54.82857143	647.8	18.35294118	5	34.4	22	31.25	155.6785714	170.2647059	472.4285714	0	1.1	756.65	21	649.9	97.6	143.4642857
K01906	264	268.75	66	38.5	107.25	41	45	22	52	156	9	61.25	17	8	49	63.25	38	46	16.5	208	0	19	45.5	92.75	170	62.66666667	8	5	72.5	390.25	3	86.25	13.75	36	91.25	44	28	20.75	116	46	41	37.75	51	132	55	49.25	44.5	48.75	47	177.3333333	145	15	332	48	197	3.5	123	272.5	19.75	11.75	114	6	112.75	16.25	29.75	25.75	50.33333333	49.5	10	89	256	78.25	25.5	85.5	27.75	18.25	96	27	38	27	3	19.75	25.25	25.25	7.25	60	17
K01907	916.9761905	473.6547619	415.6071429	1019.708333	2041.638831	1019.470238	161.5238095	351.2940476	1146.47619	213.5853175	338.8928571	914.7678571	145.4660714	906.4821429	1880.125	132.0833333	324.047619	612.75	791.0714286	309.422619	146.5595238	650.0178571	1386.710952	270.8928571	171.8630952	385.2642857	786.7497835	581.1666667	626.4375	868.9166667	660.1071429	619.75	383.702381	536.4464286	1326.654762	499.375	528.3214286	350.9940476	573.2857143	485.3035714	421.0416667	501.8988095	199.7916667	613.625	1111.690476	319.5059524	801.1964286	372.8333333	334.25	3230.553571	600.6845238	439.7946429	805.3916667	905.5357143	184.7916667	129.172619	173.2440476	708.7083333	121.1190476	515.625	573.9821429	5245.357143	977.3452381	1534.325397	1466.502976	888.7321429	1693.416667	696.2559524	2212.089286	2182.57381	477.9904762	1633.517857	720.1607143	842.6369048	873.5607143	361.25	296.8313492	611.0178571	221.1428571	953.452381	137.7916667	276.875	919.5178571	630.7460317	957.5	792.5535714	189.5714286
K01908	23.5	30	21.2	26.55294118	6.941212121	0	0.25	25.94285714	67.6	6.685714286	0	84.6	37.9	0	1.4	74	5.657142857	88.25	0.8	119.65	17.45	71.4	29.86571429	0.25	20	0	34.66753247	1.2	70.03333333	29.25	2.8	0	0	91.6	29	0	81.58823529	2.5	36.53571429	2	2	0	1.45	0.666666667	5	2	44	80.82857143	9.75	52.75	106.2	7.128571429	382.7	41.46288515	0	0	24	463.3714286	5.5	0	8.6	38.4	0	32	23.7	2.85	0.25	77.4	0	3.228571429	37.82857143	55.3	0.352941176	5	34.4	15	15	51.42857143	69.76470588	5.428571429	0	1.1	5.4	2	2.4	41.85	141.4642857
K01909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K01911	75.13888889	46.33333333	143.075	76.36683007	65.30454545	176.6666667	52.75	193.8333333	247.5833333	104.7579365	106.6666667	24	55.7	61.33333333	706.5527778	120.0611111	715.9710317	181.9	777.0361111	69.83333333	53.61666667	85.65	20.45238095	59.5	75.25	29.91666667	235.0508658	94.41666667	114.7722222	167.1666667	56.5	0.402777778	2.75	221.9333333	24.08333333	28.75	185.5882353	59.83333333	168.2857143	58.75	158.1805556	58.41666667	71.61666667	121.4166667	221	36.66666667	38.45	204.7619048	30	176	91.16666667	64.23134921	256.7444444	48.04621849	77.65277778	45.5	34.93333333	517.0075397	15.58333333	209.4305556	100.85	5.083333333	127.7777778	43.11111111	51.13333333	89.28333333	54.91666667	200.9166667	0	87.8452381	99.41190476	173.7333333	0.352941176	306.4166667	56.4	3.25	164.1944444	171.7952381	105.7647059	158.0952381	52.66666667	1.902777778	3.4	410.9722222	217.1	46	151.0142857
K01912	0	0	21.2	10	0.6	0	0	0	0	0	0	0	29.4	0	1.4	0	0	5	0.8	0	12.2	58.4	8	0	0	0	20.26060606	0	2.333333333	0	0	0	0	89.6	0	0	32	0	35	0	1	0	1.2	0.666666667	0	0	0	0	0	25	0	0.2	12.8	0.5	0	0	0.6	177.2	0	0	8.6	0	0	0	2.2	2.6	0	0	0	0.8	31.4	17.8	0	0	32.4	0	0	0	0	0	0	0	3.4	0	0	0	41.6
K01914	2578.451376	2105.12844	1908.748165	3242.588983	960.0090234	2681.119484	3825.125972	5742.616514	1516.352752	1732.580414	1722.083836	1644.07536	1816.040083	3138.463019	2762.059218	1860.116121	1437.931695	3257.06114	1036.95616	1794.300786	2672.9173	2239.536435	2675.83081	2447.957536	1187.038204	3547.308825	3390.145842	2933.914832	3545.521647	3390.388117	2543.48152	4826.356488	1270.844364	999.717038	2370.023438	4174.305657	2546.021481	4064.077457	2849.315138	3446.806029	3027.342781	3289.191197	3245.673941	2194.895042	2487.226802	3258.612538	2635.774574	4188.790957	4311.267759	1765.398799	3407.991328	2643.279249	2322.642966	1483.581998	1123.240498	3416.862735	1080.84882	2906.753342	2897.230996	1748.046614	2709.961533	1288.900786	2949.190957	2891.307944	2110.855745	3426.136042	2130.015039	3847.656662	3239.328178	1615.827676	2307.179227	1810.795981	2769.391921	2926.812855	3974.887178	4286.19017	1690.179875	1643.523504	1834.81523	2246.042726	4126.370751	3712.051311	3791.49751	1916.086508	2458.189559	2842.977785	1638.137331
K01915	4798.396867	2837.705826	2427.298088	4580.649979	3842.932026	5753.943003	4109.870793	6138.936903	3952.876879	2218.257514	3136.38357	3610.382686	2264.249651	4725.533675	4774.099238	2386.198093	2596.490312	4455.250827	2266.236907	2346.700321	3021.934485	2965.055193	4341.720675	2871.162286	2131.842679	4132.856682	4828.074966	4190.57314	4856.863325	4262.408062	5549.84078	5448.061954	2624.144563	1562.863384	3808.966306	5258.99389	4520.92979	4719.811323	3804.652794	4519.671039	3636.059958	4367.299126	3681.944927	3375.777284	3543.141091	4222.171868	3878.640474	4738.954785	4652.869325	5513.620171	4147.149176	3331.315611	3574.164213	6803.87343	2101.674227	3678.553017	1547.270022	3765.552466	3915.662558	2462.74689	4319.43792	6889.012718	4149.989997	5384.07328	3844.610458	4535.962223	3928.57548	4662.860316	5293.316154	4730.950197	3174.511743	3490.401001	3804.452291	3903.79775	4891.933221	4816.496096	2149.912607	2458.472521	2297.863138	4425.006716	5000.766172	4313.589979	4864.049437	2252.982839	3693.144397	4273.590202	1884.791476
K01916	4797.952422	2837.705826	2452.173088	4565.663868	3842.932026	5753.943003	4109.120793	6137.936903	3952.876879	2217.035292	3127.38357	3610.382686	2256.849651	4703.283675	4769.002016	2436.892537	3084.670868	4450.250827	2890.139685	2350.100321	3019.684485	2965.055193	4340.145675	2871.162286	2131.842679	4139.606682	4825.324966	4172.57314	4852.41888	4262.408062	5549.84078	5448.464732	2624.144563	1562.863384	3808.966306	5258.99389	4520.92979	4716.811323	3804.652794	4519.671039	3681.998847	4359.299126	3681.944927	3375.777284	3525.391091	4207.171868	3878.640474	4632.954785	4652.869325	5512.620171	4145.649176	3322.968389	3645.858657	6802.87343	2072.493671	3652.053017	1547.270022	3845.705244	3915.662558	2284.427445	4319.43792	6889.012718	4158.851108	5373.628836	3844.610458	4535.462223	3928.80048	4662.860316	5293.316154	4699.396276	3174.261743	3490.401001	3804.877291	3904.22275	4894.333221	4816.496096	1999.968163	2455.472521	2293.363138	4423.506716	4999.266172	4312.492757	4864.049437	1856.010617	3693.144397	4273.590202	1883.291476
K01917	0	0	21.2	10	0.6	0	0	0	0	0	0	0	29.4	0	1.4	0	0.857142857	5	0.8	0	12.2	58.4	8	0	0	0	10.28571429	0	42	0	0	0	0	89.6	0	0	32	0	35	0	1	0	1.2	0	0	2	0	0	0	25	0	0.2	34.8	33.42857143	0	0	0.6	373.7714286	0	0	8.6	0	0	32	2.2	2.6	0	0	0	0.333333333	34.82857143	17.8	0	0	32.4	0	0	0	0	0	0	0	3.4	0	0	0	69.02857143
K01918	4244.452567	1338.283202	1009.805308	3533.30684	2709.883785	4368.35877	2152.179543	593.7883392	2417.328943	1240.718906	2060.375502	2448.564646	1137.447226	3670.873733	3922.083028	538.5018349	1180.9936	3082.910347	1826.018065	1167.426977	1888.380395	1950.961435	2555.125096	2223.804758	1578.231062	1516.124301	3835.322429	2213.453721	2614.71371	2542.400815	2527.667235	4059.267202	1135.747539	1306.807514	2252.988121	3377.569546	2763.928624	2169.685791	2228.156407	3738.545315	1671.26659	1865.73961	2939.979893	2382.942661	2706.243866	1997.157379	2640.81386	1737.001274	3535.662997	4527.889275	2478.057995	2604.615757	2382.617966	6590.392713	1506.77026	2241.756386	776.0750109	2485.754533	2432.470679	981.8874873	2844.354391	6415.536501	2838.632623	3890.859928	3040.610507	3735.672153	2832.469801	3130.5519	4167.349607	4256.340374	2295.551846	2563.123362	3178.157794	3343.205712	3347.651464	2992.433028	1108.845748	1448.242551	620.6938016	3788.911377	3837.638609	1953.060041	3841.958224	1074.832143	3096.912971	2686.724214	1298.657569
K01919	0.5	0	23.48571429	22.35294118	5.441212121	0	0	14	0	0.222222222	0	0	38.15	0	1.4	0	3.142857143	6.5	0.8	0	13.2	59.54285714	15.15142857	0	0	0	34.66753247	0	43.47619048	0	0	0	0	89.6	2	0	81.58823529	0.571428571	35	2	1	0	1.2	0.666666667	1.5	2	0	0	0	25	0	6.7	35.3	36.11764706	0	0	0.6	373.7714286	4	0	8.6	0	0	32.44444444	7.2	2.6	0	0	0	1.133333333	34.82857143	18.3	0.352941176	0	32.4	0	1.444444444	49.5	67.76470588	0	0	0	3.4	3.222222222	0	0	69.6
K01920	23	30	23.48571429	22.35294118	3.441212121	0	0	5	28	0.222222222	0	0	29.65	0	1.4	2	3.142857143	5	0.8	6	12.2	72.54285714	26.65142857	0	14	1.8	34.66753247	0	69.47619048	28	0	0	0	89.6	27	0	81.58823529	2.571428571	35	1	2	0	1.2	0.666666667	0	2	44	0	2	51	0	0.2	34.8	36.11764706	0	0	0.6	408.7714286	0	0	8.6	0	0	32.44444444	2.2	2.6	0	0	0	1.133333333	34.82857143	54.8	0.352941176	5	33.4	15	16.44444444	1	69.76470588	1	0	0	3.4	5.222222222	0	8	71.6
K01921	2737.551046	2082.577386	1897.874923	2150.984969	3257.987072	3571.704471	2338.990059	5991.12039	2850.574127	1263.285037	2471.209258	2997.235897	1430.46433	2266.625418	3418.868988	2309.190702	2286.815363	2126.168258	2182.176382	1792.870964	1418.888614	1738.761615	3705.173198	1002.547607	1533.283046	3381.088333	2310.818085	2628.774975	3607.549614	2701.096136	4917.730688	2043.82253	1953.621627	884.5606321	2950.269058	3149.204899	2551.177496	3044.71958	2432.487656	1996.579296	2654.09059	3035.005548	1363.073367	1686.584623	1961.407146	2987.125996	2232.723042	3409.0924	1582.272994	4571.776135	2509.984038	1253.048664	2517.299024	5511.937651	1603.181745	2224.699806	1111.114058	2404.980473	1800.038704	1843.776069	2877.740672	5854.783361	2351.988723	3026.302638	2379.573761	1786.283324	2933.789012	2441.722701	3345.930833	3607.739188	1756.153945	2769.795496	1654.244264	1468.653943	2576.434138	2453.863069	1352.967653	1738.839494	2138.3769	2503.878276	1885.435897	2802.277161	2123.60907	1457.982839	2011.245314	2551.81956	986.7089068
K01922	4694.061576	2579.955424	2392.636818	4306.849873	3820.806458	5696.075437	4002.358522	5628.783147	3854.690054	1996.558996	2886.516644	3492.8184	1994.951393	4451.151511	4620.49564	2071.905288	2551.680365	4338.010572	2160.715512	2195.82998	2618.875741	2807.680749	4020.049453	2672.869323	2049.005536	3667.957634	4584.992849	3732.754622	4812.437221	4176.680695	5251.833901	5419.249184	2358.906098	1429.500157	3651.328211	5136.720297	4360.329525	4411.692805	3480.952053	4483.446065	3448.446545	3859.203123	3591.227731	2772.488606	3361.585007	4150.54777	3638.880526	4290.224848	4580.182817	5201.25414	4016.579917	3152.089685	3460.669768	6726.601949	2027.23047	3349.733863	1471.109545	3657.202731	3848.465574	2176.672022	4130.33337	6592.309173	4010.604846	5202.898817	3711.40091	4218.238519	3746.555612	4623.103702	5122.557415	4533.495647	3067.412957	3401.180419	3736.632794	3620.875607	4698.019031	4742.683028	1870.550703	2297.657341	2178.925784	4040.69471	4595.559029	3761.637969	4758.388855	2139.843104	3304.627086	4057.03052	1712.854703
K01923	4799.202422	2837.705826	2452.673088	4582.663868	3842.932026	5753.943003	4109.870793	6138.936903	3952.876879	2218.257514	3136.38357	3610.382686	2264.849651	4725.533675	4774.502016	2443.392537	3166.420868	4455.250827	2890.139685	2350.100321	3024.934485	2965.055193	4342.145675	2871.162286	2131.842679	4140.106682	4828.074966	4190.57314	4857.66888	4262.408062	5549.84078	5448.464732	2624.144563	1562.863384	3808.966306	5258.99389	4520.92979	4719.811323	3804.652794	4519.671039	3681.998847	4367.299126	3681.944927	3375.777284	3543.141091	4221.171868	3878.640474	4738.954785	4652.869325	5513.620171	4147.149176	3331.718389	3645.858657	6803.87343	2104.493671	3678.553017	1547.270022	3845.705244	3915.662558	2474.427445	4319.43792	6889.012718	4158.851108	5384.07328	3844.610458	4535.962223	3931.55048	4662.860316	5293.316154	4730.950197	3174.511743	3490.401001	3804.877291	3904.22275	4894.333221	4816.496096	2149.912607	2458.472521	2297.863138	4425.006716	5000.766172	4313.992757	4864.049437	2252.982839	3693.144397	4272.590202	1884.791476
K01924	4799.202422	2837.705826	2452.673088	4582.663868	3842.932026	5753.943003	4109.870793	6132.936903	3952.876879	2218.257514	3136.38357	3610.382686	2264.849651	4725.533675	4774.502016	2443.392537	3166.420868	4455.250827	2890.139685	2350.100321	3023.934485	2965.055193	4341.145675	2871.162286	2131.842679	4140.106682	4828.074966	4190.57314	4857.66888	4262.408062	5549.84078	5448.464732	2624.144563	1560.863384	3808.966306	5258.99389	4520.92979	4719.811323	3804.652794	4519.671039	3681.998847	4367.299126	3681.944927	3375.777284	3540.141091	4222.171868	3878.640474	4738.954785	4648.869325	5512.620171	4147.149176	3331.718389	3645.858657	6802.87343	2104.493671	3678.553017	1547.270022	3845.705244	3915.662558	2474.427445	4319.43792	6889.012718	4158.851108	5384.07328	3833.610458	4535.962223	3931.55048	4662.860316	5293.316154	4730.950197	3171.511743	3490.401001	3804.877291	3904.22275	4894.333221	4816.496096	2149.912607	2458.472521	2297.863138	4425.006716	5000.766172	4313.992757	4864.049437	2252.982839	3693.144397	4273.590202	1884.791476
K01925	4799.202422	2837.705826	2452.673088	4582.663868	3842.932026	5753.943003	4109.870793	6137.936903	3952.876879	2218.257514	3136.38357	3610.382686	2264.849651	4725.533675	4774.502016	2443.392537	3166.420868	4454.750827	2890.139685	2350.100321	3024.934485	2965.055193	4342.145675	2871.162286	2131.842679	4140.106682	4828.074966	4190.57314	4857.66888	4262.408062	5548.84078	5448.464732	2624.144563	1562.863384	3808.966306	5258.99389	4520.92979	4719.811323	3804.652794	4519.671039	3681.998847	4367.299126	3681.944927	3375.777284	3543.141091	4222.171868	3878.640474	4738.954785	4652.869325	5513.620171	4147.149176	3331.718389	3645.858657	6803.87343	2104.493671	3678.553017	1547.270022	3845.705244	3914.162558	2474.427445	4319.43792	6889.012718	4158.851108	5384.07328	3839.110458	4535.962223	3931.55048	4662.860316	5293.316154	4730.950197	3174.511743	3490.401001	3804.877291	3904.22275	4893.333221	4816.496096	2149.912607	2457.972521	2297.863138	4424.506716	5000.766172	4313.492757	4862.049437	2252.982839	3693.144397	4273.590202	1884.791476
K01928	4784.193413	2837.705826	2286.65507	4563.159724	3840.481576	5753.943003	4106.326157	6126.036003	3952.876879	2214.500757	3122.343439	3608.851154	2240.304197	4723.412463	4767.889403	2439.716861	3145.592039	4446.949844	2887.732641	2348.481157	3017.063887	2954.034292	4322.035929	2867.48661	2130.92376	4140.106682	4826.543434	4151.672239	4837.893909	4254.750405	5548.84078	5443.300932	2622.919338	1559.331853	3797.542883	5257.899705	4516.028889	4693.225738	3801.896037	4519.364733	3677.710558	4360.391673	3672.547089	3375.164671	3482.555506	4221.165316	3878.640474	4707.36101	4643.049505	5510.08864	4145.005032	3282.70938	3624.723522	6797.874512	2098.061239	3642.408872	1544.513265	3844.173712	3900.378774	2471.670688	4316.681163	6885.228935	4157.66929	5382.891462	3813.626429	4533.818079	3929.406336	4653.058514	5289.63966	4723.598846	3171.511743	3489.788388	3804.877291	3890.438966	4868.341411	4816.496096	2099.290986	2449.283742	2293.881156	4310.385504	4999.23464	4297.564829	4831.418806	2234.910767	3689.161596	4273.283896	1879.476881
K01929	4799.202422	2837.705826	2452.673088	4582.663868	3842.932026	5753.943003	4109.870793	6137.936903	3952.876879	2218.257514	3136.38357	3610.382686	2264.849651	4725.533675	4774.502016	2443.392537	3166.420868	4454.750827	2890.139685	2350.100321	3024.934485	2965.055193	4342.145675	2871.162286	2131.842679	4140.106682	4828.074966	4190.57314	4857.66888	4262.408062	5548.84078	5448.464732	2624.144563	1562.863384	3808.966306	5258.99389	4520.92979	4719.811323	3804.652794	4519.671039	3681.998847	4367.299126	3681.944927	3375.777284	3543.141091	4222.171868	3878.640474	4738.954785	4652.869325	5513.620171	4147.149176	3331.718389	3645.858657	6803.87343	2104.493671	3678.553017	1547.270022	3845.705244	3914.162558	2474.427445	4319.43792	6889.012718	4158.851108	5384.07328	3839.110458	4535.962223	3931.55048	4662.860316	5293.316154	4730.950197	3174.511743	3490.401001	3804.877291	3904.22275	4893.333221	4816.496096	2149.912607	2457.972521	2297.863138	4424.506716	5000.766172	4313.492757	4862.049437	2252.982839	3693.144397	4273.590202	1884.791476
K01930	4795.202422	2830.705826	2391.173088	4575.663868	3840.932026	5709.943003	3994.370793	5948.936903	3952.876879	2205.257514	3136.38357	3610.382686	2263.849651	4721.533675	4740.502016	2439.392537	3151.420868	4409.250827	2887.139685	2349.100321	2968.934485	2965.055193	4330.145675	2868.162286	2131.842679	4132.106682	4806.574966	4189.57314	4848.66888	4262.408062	5546.84078	5388.464732	2621.144563	1558.863384	3806.466306	5232.99389	4467.92979	4706.811323	3802.652794	4476.671039	3668.498847	4358.299126	3681.944927	3373.777284	3532.641091	4218.171868	3860.640474	4725.954785	4539.869325	5495.620171	4134.149176	3306.718389	3588.858657	6786.87343	2102.493671	3656.553017	1540.270022	3843.705244	3894.662558	2473.427445	4319.43792	6881.012718	4153.851108	5336.07328	3821.110458	4518.962223	3912.55048	4655.860316	5006.816154	4730.950197	3171.511743	3486.401001	3696.377291	3895.22275	4549.333221	4799.496096	2149.912607	2436.472521	2293.863138	4342.006716	5000.766172	4309.992757	4784.049437	2243.982839	3661.144397	4261.590202	1876.791476
K01933	4799.202422	2837.705826	2452.673088	4582.663868	3842.932026	5753.943003	4109.870793	6138.936903	3952.876879	2218.257514	3136.38357	3610.382686	2264.849651	4725.533675	4774.502016	2443.392537	3166.420868	4455.250827	2890.139685	2350.100321	3024.934485	2965.055193	4342.145675	2871.162286	2131.842679	4140.106682	4828.074966	4190.57314	4857.66888	4262.408062	5549.84078	5448.464732	2624.144563	1562.863384	3808.966306	5258.99389	4520.92979	4719.811323	3804.652794	4519.671039	3681.998847	4367.299126	3681.944927	3375.777284	3543.141091	4221.171868	3878.640474	4738.954785	4652.869325	5513.620171	4147.149176	3331.718389	3645.858657	6803.87343	2104.493671	3678.553017	1547.270022	3845.705244	3915.662558	2474.427445	4319.43792	6889.012718	4158.851108	5384.07328	3844.610458	4535.962223	3931.55048	4662.860316	5293.316154	4730.950197	3174.511743	3490.401001	3804.877291	3904.22275	4894.333221	4816.496096	2149.912607	2458.472521	2297.863138	4425.006716	5000.766172	4313.992757	4864.049437	2252.982839	3693.144397	4272.590202	1884.791476
