KO	FOCUS_401	FOCUS_402	FOCUS_410	FOCUS_413	FOCUS_414	FOCUS_417	FOCUS_428	FOCUS_431	FOCUS_433	FOCUS_444	FOCUS_445	FOCUS_450	FOCUS_454	FOCUS_457	FOCUS_461	FOCUS_463	FOCUS_488	FOCUS_498	FOCUS_509	FOCUS_528	FOCUS_541	FOCUS_546	FOCUS_547	FOCUS_551	FOCUS_554	FOCUS_558	FOCUS_562	FOCUS_564	FOCUS_570	FOCUS_579	FOCUS_582	FOCUS_586	FOCUS_592	FOCUS_597	FOCUS_609	FOCUS_610	FOCUS_621	FOCUS_625	FOCUS_626	FOCUS_632	FOCUS_659	FOCUS_665	FOCUS_667	FOCUS_672	FOCUS_676	FOCUS_679	FOCUS_688	FOCUS_697	FOCUS_698	FOCUS_701	FOCUS_711	FOCUS_713	FOCUS_725	FOCUS_733	FOCUS_754	FOCUS_763	FOCUS_780	FOCUS_784	FOCUS_786	FOCUS_795	FOCUS_796	FOCUS_804	FOCUS_805	FOCUS_806	FOCUS_812	FOCUS_827	FOCUS_831	FOCUS_832	FOCUS_833	FOCUS_838	FOCUS_846	FOCUS_848	FOCUS_857	FOCUS_871	FOCUS_874	FOCUS_885	FOCUS_889	FOCUS_900	FOCUS_905	FOCUS_911	FOCUS_921	FOCUS_925	FOCUS_930	FOCUS_931	FOCUS_939	FOCUS_940	FOCUS_957
K01670	0	0	0	0	0	0	3.41E-07	2.45E-07	0	0	0	2.93E-06	2.72E-07	1.64E-07	0	8.01E-06	0	0	0	5.70E-06	0	0	0.000131833	0	0	4.21E-07	0	0	3.91E-07	7.86E-08	0	0	3.38E-06	0	1.96E-07	6.30E-07	3.89E-07	0	1.21E-06	0	9.60E-08	2.09E-06	7.96E-07	4.44E-07	0	5.86E-07	2.35E-06	3.21E-06	3.06E-06	1.20E-07	1.68E-07	2.65E-06	5.17E-07	0	1.98E-05	2.97E-05	0	2.72E-07	0	4.14E-06	0	0	4.84E-07	1.38E-07	6.23E-06	0	2.59E-06	1.08E-06	0	8.51E-07	0	1.02E-07	2.74E-06	1.58E-06	6.19E-08	0	5.92E-06	0	0	0	2.52E-07	0	0	0	3.87E-07	0	0
K01672	0.000648583	0.000202183	0.000112304	0.000218838	0.000482239	0.000606856	0.00016693	4.19E-05	0.000565129	0.00025394	0.00059429	0.000434815	0.000309764	0.0002821	0.000409041	0.000186546	0.000603675	0.000252745	0.00022669	0.000290096	0.000181464	0.00017229	0.000291295	0.000134646	0.000268264	0.000167111	0.000301657	0.000240535	0.000356996	0.000266087	0.000653074	9.93E-05	0.000522197	0.000362623	0.000412041	0.000248442	0.000739313	0.000124559	0.000284748	0.0002077	0.000128091	0.000162466	0.000349024	0.000115306	7.63E-05	0.000264941	0.00017824	0.000188581	9.32E-05	0.00063095	0.000115452	0.000168608	0.000320751	0.001085996	0.000839624	0.000340508	0.000335081	0.000395588	0.000389531	0.000523913	0.000447392	0.000987592	0.000127321	0.000288745	0.000293792	0.000202695	0.000340143	0.000143787	0.000320827	0.000888743	0.000343286	0.000493902	0.000360578	7.14E-05	0.000137328	0.000227081	0.000539476	0.00023625	0.000355758	0.000414868	0.000161402	4.83E-05	0.000367548	0.000829655	0.000599035	0.000288224	0.000225834
K01673	0.000648583	0.000202183	0.000112304	0.000218838	0.000482239	0.000606856	0.00016693	4.19E-05	0.000565129	0.00025394	0.00059429	0.000434815	0.000309764	0.0002821	0.000409041	0.000186546	0.000603675	0.000252745	0.00022669	0.000290096	0.000181464	0.00017229	0.000291295	0.000134646	0.000268264	0.000167111	0.000301657	0.000240535	0.000356996	0.000266087	0.000653074	9.93E-05	0.000522197	0.000362623	0.000412041	0.000248442	0.000739313	0.000124559	0.000284748	0.0002077	0.000128091	0.000162466	0.000349024	0.000115306	7.63E-05	0.000264941	0.00017824	0.000188581	9.32E-05	0.00063095	0.000115452	0.000168608	0.000320751	0.001085996	0.000839624	0.000340508	0.000335081	0.000395588	0.000389531	0.000523913	0.000447392	0.000987592	0.000127321	0.000288745	0.000293792	0.000202695	0.000340143	0.000143787	0.000320827	0.000888743	0.000343286	0.000493902	0.000360578	7.14E-05	0.000137328	0.000227081	0.000539476	0.00023625	0.000355758	0.000414868	0.000161402	4.83E-05	0.000367548	0.000829655	0.000599035	0.000288224	0.000225834
K01674	0.000648583	0.000202183	0.000112304	0.000218838	0.000482239	0.000606856	0.00016693	4.19E-05	0.000565129	0.00025394	0.00059429	0.000434815	0.000309764	0.0002821	0.000409041	0.000186546	0.000603675	0.000252745	0.00022669	0.000290096	0.000181464	0.00017229	0.000291295	0.000134646	0.000268264	0.000167111	0.000301657	0.000240535	0.000356996	0.000266087	0.000653074	9.93E-05	0.000522197	0.000362623	0.000412041	0.000248442	0.000739313	0.000124559	0.000284748	0.0002077	0.000128091	0.000162466	0.000349024	0.000115306	7.63E-05	0.000264941	0.00017824	0.000188581	9.32E-05	0.00063095	0.000115452	0.000168608	0.000320751	0.001085996	0.000839624	0.000340508	0.000335081	0.000395588	0.000389531	0.000523913	0.000447392	0.000987592	0.000127321	0.000288745	0.000293792	0.000202695	0.000340143	0.000143787	0.000320827	0.000888743	0.000343286	0.000493902	0.000360578	7.14E-05	0.000137328	0.000227081	0.000539476	0.00023625	0.000355758	0.000414868	0.000161402	4.83E-05	0.000367548	0.000829655	0.000599035	0.000288224	0.000225834
K01676	0.001901474	0.001981624	0.001742515	0.002026466	0.002220768	0.002010017	0.001915497	0.001750606	0.00201499	0.001988869	0.001836396	0.001959433	0.001867793	0.002019872	0.001819238	0.001952541	0.002209142	0.002017651	0.002251883	0.001912405	0.001905639	0.001900778	0.001906128	0.002046796	0.001938904	0.001941967	0.001992255	0.00196582	0.001845635	0.001904642	0.001921542	0.00198753	0.002004394	0.001771942	0.001845547	0.001927011	0.001992997	0.001923164	0.001925799	0.001978547	0.001903874	0.002025056	0.001933981	0.002205029	0.002076052	0.00189399	0.002032923	0.001906871	0.00198951	0.001825618	0.001953945	0.001995726	0.001968693	0.001763593	0.001803158	0.001862803	0.00192828	0.001845332	0.001999437	0.001880262	0.001928185	0.001745627	0.001996465	0.002155229	0.001951433	0.002033164	0.001949057	0.001936423	0.001904444	0.001771454	0.001882684	0.00184883	0.00193667	0.002044453	0.001936343	0.001975665	0.001886408	0.001958865	0.001815715	0.001948103	0.002002908	0.00195994	0.00189356	0.001800475	0.001871223	0.002041982	0.001808351
K01677	0.001901474	0.001981624	0.001742515	0.002026466	0.002220768	0.002010017	0.001915497	0.001750606	0.00201499	0.001988869	0.001836396	0.001959433	0.001867793	0.002019872	0.001819238	0.001952541	0.002209142	0.002017651	0.002251883	0.001912405	0.001905639	0.001900778	0.001906128	0.002046796	0.001938904	0.001941967	0.001992255	0.00196582	0.001845635	0.001904642	0.001921542	0.00198753	0.002004394	0.001771942	0.001845547	0.001927011	0.001992997	0.001923164	0.001925799	0.001978547	0.001903874	0.002025056	0.001933981	0.002205029	0.002076052	0.00189399	0.002032923	0.001906871	0.00198951	0.001825618	0.001953945	0.001995726	0.001968693	0.001763593	0.001803158	0.001862803	0.00192828	0.001845332	0.001999437	0.001880262	0.001928185	0.001745627	0.001996465	0.002155229	0.001951433	0.002033164	0.001949057	0.001936423	0.001904444	0.001771454	0.001882684	0.00184883	0.00193667	0.002044453	0.001936343	0.001975665	0.001886408	0.001958865	0.001815715	0.001948103	0.002002908	0.00195994	0.00189356	0.001800475	0.001871223	0.002041982	0.001808351
K01678	0.001901474	0.001981624	0.001742515	0.002026466	0.002220768	0.002010017	0.001915497	0.001750606	0.00201499	0.001988869	0.001836396	0.001959433	0.001867793	0.002019872	0.001819238	0.001952541	0.002209142	0.002017651	0.002251883	0.001912405	0.001905639	0.001900778	0.001906128	0.002046796	0.001938904	0.001941967	0.001992255	0.00196582	0.001845635	0.001904642	0.001921542	0.00198753	0.002004394	0.001771942	0.001845547	0.001927011	0.001992997	0.001923164	0.001925799	0.001978547	0.001903874	0.002025056	0.001933981	0.002205029	0.002076052	0.00189399	0.002032923	0.001906871	0.00198951	0.001825618	0.001953945	0.001995726	0.001968693	0.001763593	0.001803158	0.001862803	0.00192828	0.001845332	0.001999437	0.001880262	0.001928185	0.001745627	0.001996465	0.002155229	0.001951433	0.002033164	0.001949057	0.001936423	0.001904444	0.001771454	0.001882684	0.00184883	0.00193667	0.002044453	0.001936343	0.001975665	0.001886408	0.001958865	0.001815715	0.001948103	0.002002908	0.00195994	0.00189356	0.001800475	0.001871223	0.002041982	0.001808351
K01679	0.001901474	0.001981624	0.001742515	0.002026466	0.002220768	0.002010017	0.001915497	0.001750606	0.00201499	0.001988869	0.001836396	0.001959433	0.001867793	0.002019872	0.001819238	0.001952541	0.002209142	0.002017651	0.002251883	0.001912405	0.001905639	0.001900778	0.001906128	0.002046796	0.001938904	0.001941967	0.001992255	0.00196582	0.001845635	0.001904642	0.001921542	0.00198753	0.002004394	0.001771942	0.001845547	0.001927011	0.001992997	0.001923164	0.001925799	0.001978547	0.001903874	0.002025056	0.001933981	0.002205029	0.002076052	0.00189399	0.002032923	0.001906871	0.00198951	0.001825618	0.001953945	0.001995726	0.001968693	0.001763593	0.001803158	0.001862803	0.00192828	0.001845332	0.001999437	0.001880262	0.001928185	0.001745627	0.001996465	0.002155229	0.001951433	0.002033164	0.001949057	0.001936423	0.001904444	0.001771454	0.001882684	0.00184883	0.00193667	0.002044453	0.001936343	0.001975665	0.001886408	0.001958865	0.001815715	0.001948103	0.002002908	0.00195994	0.00189356	0.001800475	0.001871223	0.002041982	0.001808351
K01680	0.000954956	0.000656285	0.000958124	0.001298583	0.000578099	0.000941552	0.001108539	0.000177585	0.000813032	0.001199453	0.000625088	0.000500977	0.00114973	0.001191009	0.000602551	0.000171197	0.000626726	0.001411004	0.000745891	0.000875504	0.001053091	0.000903143	0.000551092	0.001547135	0.000959324	0.000609142	0.001223048	0.000922899	0.000665009	0.000988565	0.000445803	0.001383514	0.000532834	0.000977037	0.000610008	0.001099101	0.001002746	0.000698309	0.000922298	0.001390189	0.00077636	0.000802566	0.001562227	0.001023667	0.001158452	0.000805981	0.001137003	0.000644576	0.001534914	0.000594277	0.000988102	0.001466103	0.000776919	0.000539018	0.000681021	0.001131708	0.000785341	0.001127247	0.00149446	0.000574013	0.000822771	0.000481489	0.001191689	0.001061691	0.001039456	0.0013638	0.000835757	0.001132988	0.000590321	0.00049386	0.001188659	0.000720384	0.001245983	0.001504034	0.001235207	0.001362074	0.000731712	0.000856536	0.000299655	0.001156468	0.001356877	0.00072603	0.001359426	0.000485153	0.001069187	0.001128505	0.001135096
K01681	0.000954956	0.000656285	0.000958124	0.001298583	0.000578099	0.000941552	0.001108767	0.00017783	0.000813032	0.001199453	0.00062944	0.000500977	0.00116089	0.001191664	0.000602551	0.000171197	0.000626726	0.001412352	0.00074624	0.000876156	0.00105529	0.000903143	0.000551635	0.001547135	0.000959324	0.000609142	0.001223048	0.000922899	0.000665244	0.000988565	0.00044599	0.00138431	0.000532834	0.000977037	0.000614584	0.001099605	0.001002746	0.000698309	0.000922298	0.001390189	0.00077636	0.000802672	0.001562227	0.001023667	0.001158452	0.000806316	0.001137003	0.000645744	0.001534914	0.000594277	0.000988102	0.001466103	0.000776919	0.000539018	0.000681021	0.001131708	0.000785341	0.001127247	0.001494929	0.000574013	0.000822771	0.000481489	0.001192657	0.001061898	0.001041646	0.0013638	0.000835757	0.001132988	0.000592384	0.00049386	0.001188659	0.000720384	0.001245983	0.001504034	0.001242062	0.001362074	0.000731712	0.000857103	0.000299655	0.001157123	0.001356877	0.000726195	0.00135995	0.000485153	0.001070424	0.001128505	0.001135096
K01682	0.000954956	0.000808105	0.00105429	0.001348102	0.000578099	0.000987393	0.001108767	0.00017783	0.000848375	0.001199453	0.000664673	0.000500977	0.001165245	0.001191664	0.000871101	0.000205101	0.00065938	0.0014699	0.00074624	0.000876156	0.00105529	0.000903143	0.000552721	0.001547135	0.000959324	0.000609142	0.001307503	0.000966977	0.000668375	0.001025679	0.000708948	0.00138431	0.000908216	0.000977037	0.000614584	0.001099605	0.00101248	0.000698309	0.000935288	0.001390189	0.000790566	0.000802672	0.001562227	0.001023667	0.001158452	0.000806316	0.001137003	0.000686597	0.001534914	0.000594277	0.001005194	0.001466103	0.000776919	0.000539018	0.000681021	0.001131708	0.000785341	0.001127247	0.001494929	0.000574013	0.000876168	0.000481489	0.001195239	0.001061898	0.001041646	0.0013638	0.000836791	0.001132988	0.000592384	0.00049386	0.001188659	0.000720384	0.001245983	0.001563072	0.001242062	0.001362074	0.000731712	0.000876948	0.000325601	0.001157123	0.001372255	0.000726195	0.00135995	0.000485153	0.001070424	0.001128505	0.0011757
K01684	0	0	5.57E-05	3.51E-06	6.00E-07	0	0	1.47E-06	0	0	0	0	8.00E-05	0	2.15E-06	0	0	7.49E-06	1.86E-06	0	2.68E-05	0.000134995	3.62E-06	0	0	0	1.01E-05	0	3.13E-06	0	0	0	0	0.000298631	0	0	3.42E-05	7.15E-07	6.49E-05	8.95E-07	2.30E-06	0	1.91E-06	0	0	0	0	0	5.21E-07	3.02E-05	0	3.66E-07	2.65E-05	8.74E-07	0	0	1.43E-06	2.39E-05	0	0	1.28E-05	0	0	0	3.71E-06	3.88E-06	0	0	0	0	6.31E-05	3.62E-05	9.43E-08	1.58E-06	4.04E-05	0	5.38E-07	5.67E-07	8.52E-05	2.81E-07	0	0	4.45E-06	9.32E-07	0	0	0.000106173
K01685	9.10E-05	0.000155469	0.000132162	1.71E-05	6.28E-05	5.36E-05	4.75E-05	4.31E-05	5.41E-05	0.000135207	5.68E-05	0.000116627	0.000137189	5.60E-05	6.05E-05	0.000121438	7.59E-05	0.000110599	3.02E-05	0.000297267	5.98E-05	0.000159498	6.86E-05	4.28E-05	0.000128385	1.61E-05	3.57E-05	0.000145061	4.56E-05	0.000138548	1.98E-05	2.65E-05	3.21E-05	0.000337293	4.43E-05	2.55E-05	7.87E-05	8.81E-05	0.000133606	4.83E-05	3.69E-05	7.13E-05	1.91E-05	8.17E-05	2.42E-05	4.22E-05	5.63E-05	6.67E-05	2.42E-05	0.000109757	0.000133382	0.00010911	0.000410015	8.15E-05	0.000164923	3.98E-05	0.000175507	0.000213649	3.12E-06	0.000148158	0.000104558	4.75E-05	0.000142005	2.83E-05	1.75E-05	4.00E-05	9.82E-05	7.32E-05	2.29E-05	4.07E-05	0.000215279	0.000132954	0.000166798	3.49E-05	5.15E-05	1.23E-05	0.000109711	2.04E-05	3.89E-05	2.08E-05	1.26E-05	7.97E-05	8.67E-05	2.33E-05	5.43E-05	6.00E-05	0.000178602
K01686	0.000120267	0.000641828	0.000355697	0.000221761	0.000102523	0.00015338	0.000719126	0.0013148	0.000166594	0.000245986	0.000556053	0.000434328	0.000404217	0.000371003	0.000512318	0.001112897	0.00024617	0.000207186	0.000154033	0.000487948	0.000627814	0.000618423	0.000743555	0.000255756	0.000376044	0.001109813	0.000231788	0.00070335	0.000729463	0.000515033	0.000460666	0.000360764	0.000474219	0.000384954	0.000546276	0.00054099	0.000272645	0.000898711	0.000579238	0.000299166	0.000804791	0.000748395	0.000450564	0.000158365	0.000208879	0.000677478	0.00034777	0.000910443	0.000300315	0.000268407	0.000541569	0.000255475	0.000254656	3.40E-05	0.000338587	0.000605409	0.00052676	0.00034807	0.000317724	0.00060847	0.000413384	7.73E-05	0.000362598	0.000154506	0.000182272	0.00025473	0.000544211	0.000531502	0.000468021	0.000177351	0.000307547	0.000520127	0.000458128	0.000157698	0.000457555	0.000616077	0.000402607	0.00051795	0.001234593	0.000111001	0.000364589	0.000989485	0.000380899	0.00038169	0.000364617	0.000414896	0.000656108
K01687	0.001671757	0.001568338	0.001539148	0.001751436	0.001035188	0.001683668	0.001874754	0.001720307	0.00163339	0.001660793	0.001680647	0.001402951	0.001460582	0.001797696	0.001593349	0.001628609	0.001455571	0.001693047	0.001053454	0.001693692	0.001847715	0.001454183	0.001425876	0.001810641	0.001821297	0.001753998	0.001783979	0.001862261	0.00157691	0.001650088	0.001389908	0.001827899	0.001553457	0.001408986	0.001567207	0.001756825	0.001752362	0.001778987	0.001635391	0.001816207	0.001687906	0.001788585	0.001853131	0.001344508	0.001621125	0.001747256	0.001611947	0.00177575	0.001947055	0.001456611	0.001662383	0.001922223	0.001362256	0.001634265	0.001710801	0.001651224	0.001858838	0.001398628	0.001969965	0.001760615	0.001705645	0.001478622	0.001743922	0.001527962	0.001553366	0.001719914	0.001529776	0.001700675	0.001561678	0.00160037	0.001610513	0.001394672	0.001869558	0.001793674	0.001680539	0.001858658	0.001685272	0.001486655	0.00174586	0.001701387	0.001964968	0.001903791	0.001873051	0.001645171	0.001837102	0.001721968	0.001716444
K01689	0.00186393	0.001948292	0.001598177	0.001979445	0.002195986	0.001967374	0.001588128	0.000568484	0.001990323	0.00192297	0.001755361	0.001709407	0.001865343	0.001959621	0.001817704	0.001625829	0.001551385	0.001999667	0.001525429	0.001859601	0.001682813	0.001580704	0.001498657	0.001933954	0.001828588	0.001746513	0.001954156	0.001915164	0.001244077	0.001532875	0.001900349	0.001682247	0.001958245	0.001751945	0.001393301	0.001536611	0.00192148	0.001523278	0.001821512	0.001907523	0.001359155	0.001898623	0.001816207	0.002143769	0.002010171	0.00131966	0.001818498	0.00166788	0.001821857	0.001802757	0.001574579	0.001961064	0.001886359	0.001748476	0.001690351	0.00181247	0.001708539	0.001721278	0.001999437	0.001812031	0.00186196	0.001735531	0.001907495	0.002098943	0.001865351	0.002003643	0.001902866	0.001520678	0.001910632	0.001750097	0.001854883	0.001587801	0.00192082	0.002041612	0.001698067	0.001846835	0.001811654	0.001624151	0.001723906	0.001956809	0.001963582	0.001829022	0.001812406	0.001735248	0.001853904	0.00193119	0.001611
K01690	0	0	5.57E-05	4.40E-06	2.80E-06	0	0	1.22E-06	0	0	0	0	8.00E-05	0	2.15E-06	0	6.90E-07	7.49E-06	1.86E-06	0	2.68E-05	0.000134995	7.48E-06	0	0	1.01E-06	2.06E-05	0	2.52E-05	0	0	0	0	0.000298631	0	0	3.77E-05	7.15E-07	6.49E-05	0	2.30E-06	0	1.91E-06	8.88E-07	0	1.17E-06	0	0	5.21E-07	3.02E-05	0	3.66E-07	4.24E-05	1.32E-05	0	0	1.43E-06	0.000185657	0	0	1.28E-05	0	0	1.32E-05	3.71E-06	3.88E-06	0	0	0	3.10E-07	6.55E-05	3.62E-05	9.43E-08	1.58E-06	4.04E-05	0	5.38E-07	5.67E-07	8.52E-05	2.81E-07	0	0	4.45E-06	9.32E-07	0	0	0.000132511
K01692	0.00050509	5.22E-05	0.000203367	0.000189095	0.000399968	0.000577007	8.64E-05	5.74E-05	0.000636185	0.000110495	0.000435951	0.000345949	9.50E-05	0.000220375	0.000388554	0.000120199	0.000408634	0.000212207	0.00023924	8.21E-05	0.000177067	0.000168744	4.24E-05	1.96E-05	2.66E-05	6.32E-05	0.000248639	0.000183655	0.000251269	8.09E-05	0.000607948	7.71E-05	0.000488644	0.000338293	0.000362516	0.000147755	0.000596069	7.16E-05	0.000186678	0.000131006	3.53E-05	0.000119697	6.75E-05	2.22E-05	3.94E-05	0.000207636	0.000107547	2.08E-05	8.60E-05	0.000571404	2.18E-05	0.000111215	0.000137258	0.001011944	0.000513901	1.88E-05	0.00019263	0.000267634	0.000267393	0.000130613	0.000402421	0.000924357	8.04E-05	0.000285491	0.000260942	0.000121811	0.000216592	3.43E-05	0.000423019	0.000815026	0.000177807	0.000289694	0.000118717	3.39E-05	0.000156077	3.17E-05	3.44E-05	0.000204022	0.000295384	0.000396917	0.000147474	1.28E-05	0.000233079	4.74E-05	0.000208543	0.000166186	0.000142388
K01693	0.001651554	0.001208739	0.001482132	0.001636807	0.000731616	0.001396052	0.001589665	0.001511065	0.001219207	0.001774697	0.001484692	0.001322112	0.001565286	0.001619889	0.001375132	0.001143781	0.000809239	0.001632951	0.001092515	0.001523872	0.001745168	0.001416505	0.001337837	0.001932784	0.001806081	0.001202372	0.001509231	0.001465892	0.00155014	0.001659367	0.001051241	0.00179153	0.000949159	0.001406986	0.001576618	0.001695644	0.001262137	0.001384642	0.001435353	0.001682864	0.001600367	0.00134363	0.00182979	0.001855671	0.001498045	0.001623109	0.001622223	0.001266835	0.001846732	0.00127065	0.00162887	0.001754805	0.001348292	0.00160988	0.001577543	0.001651552	0.001544922	0.001526491	0.001565618	0.001043951	0.001475797	0.001567971	0.001583036	0.001255174	0.001472	0.001736714	0.001315652	0.001673884	0.001236914	0.001544683	0.001592785	0.001385524	0.001664144	0.001738134	0.001671186	0.001524552	0.001405886	0.001639176	0.000818793	0.001772531	0.001805772	0.001456324	0.00173448	0.000691236	0.001636445	0.00143258	0.001699708
K01694	0.001581745	0.000968601	0.001271845	0.001558088	0.001000051	0.001610507	0.001230144	0.0002339	0.001541257	0.001507077	0.001238549	0.001024401	0.001173955	0.001525174	0.001331013	0.000718895	0.001294445	0.001587693	0.000943164	0.001290765	0.001249393	0.000987977	0.000807219	0.00176531	0.001616781	0.000695431	0.001538225	0.001394703	0.000940466	0.001242176	0.001065275	0.001485008	0.001133333	0.001270002	0.001046309	0.00127376	0.001620103	0.000907723	0.001257984	0.001582669	0.000996167	0.001138662	0.001696552	0.001691087	0.001258609	0.001107313	0.001375383	0.000972815	0.001654728	0.001187824	0.001137738	0.001696772	0.001154042	0.00159134	0.001487495	0.001144475	0.001356573	0.001281226	0.001777319	0.001275325	0.001421033	0.001546584	0.001465856	0.001418921	0.001323814	0.001637488	0.001186958	0.001229828	0.001045029	0.001420233	0.001431618	0.001041994	0.00169122	0.001658679	0.001441106	0.00140627	0.001420094	0.001154872	0.000647264	0.00173022	0.001609853	0.001021533	0.001627846	0.001296448	0.001487871	0.001416973	0.00129367
K01695	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K01696	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K01697	0	0	0	4.40E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.33E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	2.80E-05	0	0	0	0	0	0	0	0	0	0	0	7.81E-07	0	0	0	0	1.31E-06	0	0	0	2.30E-06	0	0	0	0	0	0	0	0	0	0	0	6.19E-07	0	0	9.43E-08	0	0	0	0	0	8.52E-05	0	0	0	0	0	0	0	0
K01698	0.000507581	4.36E-05	0.000240939	0.000193578	0.000419086	0.000592731	9.82E-05	0.000114853	0.000673859	0.000154523	0.000463101	0.000435467	0.00013365	0.00022807	0.000409016	0.000202185	0.000425191	0.000298228	0.000243811	0.000206053	0.000202641	0.00016181	0.000210766	2.66E-05	7.54E-05	6.77E-05	0.000275902	0.000190892	0.000263349	0.000106177	0.00061292	7.89E-05	0.000495397	0.000341513	0.000358332	0.000159474	0.000648246	0.000103901	0.000211142	0.000141153	4.42E-05	0.000137139	8.76E-05	4.74E-05	4.23E-05	0.000222835	0.000125304	8.33E-05	9.63E-05	0.000585049	0.000108974	0.000158356	0.000380019	0.001082499	0.000560297	0.000108836	0.000261435	0.000325338	0.000266403	0.000145965	0.000414055	0.000966255	0.000138833	0.000286363	0.000278405	0.000150088	0.000225613	0.0001322	0.000425269	0.000828103	0.000224477	0.000317781	0.00026259	7.82E-05	0.000158203	3.62E-05	0.000148432	0.000146472	0.000298045	0.000441665	0.000157558	1.83E-05	0.000271823	5.63E-05	0.000380259	0.000197407	0.00021683
K01699	0	0	6.20E-05	4.05E-06	6.00E-07	6.66E-06	2.01E-05	2.42E-05	0	0	0	0	8.00E-05	0	5.22E-06	0	1.15E-06	1.59E-05	3.26E-06	0	3.34E-05	0.000134995	2.53E-06	0	0	6.73E-07	1.07E-05	0	2.72E-05	0	5.58E-07	1.17E-05	1.69E-06	0.000298631	0	6.05E-06	5.41E-05	1.79E-06	6.57E-05	7.16E-06	4.61E-06	3.22E-07	1.91E-06	4.44E-07	6.81E-07	2.51E-06	2.35E-06	5.84E-07	2.42E-05	3.11E-05	1.68E-06	2.93E-06	5.85E-05	1.63E-05	0	1.31E-06	4.28E-06	0.000149445	5.62E-06	0	1.28E-05	1.21E-06	0	1.18E-05	5.39E-06	7.45E-06	3.10E-06	0	0.000102755	0	6.55E-05	3.62E-05	3.48E-05	2.84E-06	0.000124134	3.51E-06	0	9.64E-06	8.52E-05	1.88E-05	0	3.31E-07	1.62E-05	2.33E-06	8.97E-06	2.60E-06	0.000134157
K01702	0.00168862	0.001590235	0.001541776	0.001755719	0.001075158	0.001696195	0.001878339	0.001722327	0.00167941	0.001700844	0.001699196	0.001407632	0.001467115	0.001800643	0.001596111	0.001636623	0.001462318	0.001705635	0.001128552	0.001705426	0.001848705	0.001456957	0.001425062	0.001822628	0.001821931	0.001758624	0.001784978	0.001863577	0.001588182	0.001656064	0.001390326	0.001827899	0.00155416	0.001433983	0.001571325	0.001756888	0.001781565	0.001781847	0.001642814	0.001818296	0.001709791	0.001788826	0.001854086	0.00135161	0.001627594	0.001753614	0.001611277	0.00177575	0.001949138	0.001492399	0.001662383	0.001924146	0.001372909	0.001640439	0.001712121	0.001665339	0.001867399	0.001407696	0.001969965	0.001763539	0.00171012	0.001478924	0.0017649	0.001527962	0.001554882	0.001729805	0.001539428	0.001700675	0.001561678	0.001602305	0.00161555	0.00142232	0.001869558	0.0017962	0.001686548	0.001858658	0.001686347	0.001547323	0.00174586	0.001702229	0.001964968	0.001903791	0.001873051	0.001645637	0.001836793	0.001736928	0.001723028
K01703	0.00168862	0.001590235	0.001541776	0.001755719	0.001075158	0.001696195	0.001878339	0.001722327	0.00167941	0.001700844	0.001699196	0.001407632	0.001467115	0.001800643	0.001596111	0.001636623	0.001462318	0.001705635	0.001128552	0.001705426	0.001848705	0.001456957	0.001425062	0.001822628	0.001821931	0.001758624	0.001784978	0.001863577	0.001588182	0.001656064	0.001390326	0.001827899	0.00155416	0.001433983	0.001571325	0.001756888	0.001781565	0.001781847	0.001642814	0.001818296	0.001709791	0.001788826	0.001854086	0.00135161	0.001627594	0.001753614	0.001611277	0.00177575	0.001949138	0.001492399	0.001662383	0.001924146	0.001372909	0.001640439	0.001712121	0.001665339	0.001867399	0.001407696	0.001969965	0.001763539	0.00171012	0.001478924	0.0017649	0.001527962	0.001554882	0.001729805	0.001539428	0.001700675	0.001561678	0.001602305	0.00161555	0.00142232	0.001869558	0.0017962	0.001686548	0.001858658	0.001686347	0.001547323	0.00174586	0.001702229	0.001964968	0.001903791	0.001873051	0.001645637	0.001836793	0.001736928	0.001723028
