KO	FOCUS_401	FOCUS_402	FOCUS_410	FOCUS_413	FOCUS_414	FOCUS_417	FOCUS_428	FOCUS_431	FOCUS_433	FOCUS_444	FOCUS_445	FOCUS_450	FOCUS_454	FOCUS_457	FOCUS_461	FOCUS_463	FOCUS_488	FOCUS_498	FOCUS_509	FOCUS_528	FOCUS_541	FOCUS_546	FOCUS_547	FOCUS_551	FOCUS_554	FOCUS_558	FOCUS_562	FOCUS_564	FOCUS_570	FOCUS_579	FOCUS_582	FOCUS_586	FOCUS_592	FOCUS_597	FOCUS_609	FOCUS_610	FOCUS_621	FOCUS_625	FOCUS_626	FOCUS_632	FOCUS_659	FOCUS_665	FOCUS_667	FOCUS_672	FOCUS_676	FOCUS_679	FOCUS_688	FOCUS_697	FOCUS_698	FOCUS_701	FOCUS_711	FOCUS_713	FOCUS_725	FOCUS_733	FOCUS_754	FOCUS_763	FOCUS_780	FOCUS_784	FOCUS_786	FOCUS_795	FOCUS_796	FOCUS_804	FOCUS_805	FOCUS_806	FOCUS_812	FOCUS_827	FOCUS_831	FOCUS_832	FOCUS_833	FOCUS_838	FOCUS_846	FOCUS_848	FOCUS_857	FOCUS_871	FOCUS_874	FOCUS_885	FOCUS_889	FOCUS_900	FOCUS_905	FOCUS_911	FOCUS_921	FOCUS_925	FOCUS_930	FOCUS_931	FOCUS_939	FOCUS_940	FOCUS_957
K00001	0.000279965	0.000486398	0.001048909	0.000378203	0.000201021	0.000187073	0.000530462	0.00166516	0.000411175	0.000706031	0.000572156	0.000509414	0.000912779	0.0003322	0.000634108	0.00090493	0.000222567	0.000419408	0.000284853	0.000806976	0.000845623	0.000660664	0.000965701	0.000332493	0.000827274	0.000616694	0.00036915	0.000578485	0.000728652	0.000601889	0.000475771	0.000414813	0.000455214	0.000636478	0.000994224	0.000495485	0.000355836	0.000794163	0.000479115	0.000353487	0.000836017	0.000577052	0.000255585	0.000786197	0.000366347	0.000677	0.000541365	0.000647182	0.000366074	0.000884776	0.000654531	0.000382446	0.000630054	0.000257783	0.000331845	0.000867333	0.000700727	0.000650708	0.000157493	0.000593752	0.000502743	0.001123	0.000343556	0.000213498	0.000580653	0.000402456	0.000498448	0.000575891	0.000708444	0.000748289	0.000339107	0.000700745	0.000325041	0.000343374	0.000522628	0.000204022	0.000629117	0.00070859	0.000557172	0.000501386	0.000353056	0.000744355	0.000454404	0.000228432	0.000595751	0.0003481	0.00072114
K00003	0.001880583	0.00178074	0.001711595	0.001916007	0.00188109	0.001717292	0.001893874	0.00175791	0.0015211	0.001919942	0.001820301	0.001921043	0.00194138	0.001894621	0.001816169	0.001864082	0.001140985	0.001819232	0.00153558	0.001834614	0.001908422	0.00188768	0.001895512	0.002031916	0.001932988	0.001908437	0.001895365	0.001785563	0.001797964	0.001905743	0.001412774	0.001988061	0.001168085	0.001748278	0.001842218	0.001923061	0.001449166	0.001882888	0.001917942	0.001974668	0.001833163	0.0019144	0.001932285	0.002181275	0.002067312	0.001823608	0.001994393	0.001896317	0.001988036	0.001790549	0.00195294	0.001943734	0.001833814	0.001761298	0.001784687	0.001869805	0.001811275	0.001712152	0.001799009	0.001739902	0.001834268	0.001746031	0.001958437	0.001888103	0.002011293	0.002022328	0.001935727	0.001921764	0.00191188	0.001769287	0.001933452	0.001812172	0.001868049	0.002012724	0.001940555	0.001953358	0.001883273	0.001934394	0.001767595	0.001943798	0.001970976	0.001950353	0.001870347	0.001774929	0.001874934	0.001876125	0.001796186
K00004	0	0	0	4.40E-06	0	0	0	0	0	1.70E-06	0	0	0	6.55E-07	0	0	0	0	0	0	0	0	9.29E-06	0	0	1.01E-06	1.07E-06	0	0	0	0	0	0	0	0	0	2.80E-05	0	1.11E-06	0	0	0	0	0	0	0	3.35E-07	2.92E-07	2.60E-07	0	0	3.66E-07	0	1.97E-06	0	0	0	2.30E-06	0	0	0	4.04E-07	0	0	3.37E-07	0	0	0	0	1.24E-06	0	0	9.43E-08	0	0	0	0	5.67E-07	8.52E-05	2.25E-06	0	0	0	0	0	0	9.33E-06
K00005	2.23E-06	4.28E-05	0.00058032	7.21E-05	0.000363128	0.000293967	8.74E-05	7.32E-05	0.000626613	0.00024485	0.000107356	7.52E-05	0.000283905	0.000124268	1.53E-05	3.39E-05	0.000439601	0.000349781	2.88E-05	0.000335566	0.000160471	0.000152411	0.000163806	4.13E-06	2.03E-05	4.52E-05	0.000133744	0.000177626	6.71E-05	3.54E-06	0.00043529	3.27E-05	0.000476122	0.00030463	2.84E-05	1.50E-05	0.000578547	7.30E-05	7.32E-05	1.19E-05	3.53E-05	0.000119617	3.34E-06	3.15E-05	3.51E-05	6.47E-05	9.38E-05	2.77E-05	6.35E-05	8.25E-05	4.27E-05	6.60E-05	0.000267586	2.42E-05	4.82E-05	0.000298382	0.000114627	0.000437302	0.000248075	0.000178618	0.000240737	4.85E-06	6.76E-05	0.000285444	2.44E-05	1.40E-05	2.43E-05	1.94E-05	0.000111005	3.33E-06	7.18E-05	4.24E-05	0.000117174	5.40E-05	0.000153929	2.66E-05	8.98E-05	2.75E-05	0.000157671	2.72E-05	4.16E-05	1.26E-05	5.31E-05	3.26E-05	1.74E-05	0.00014895	0.000144764
K00006	0.001408029	0.001957051	0.001843867	0.001847752	0.001873068	0.001443404	0.001882095	0.001758662	0.001563439	0.001960351	0.001476236	0.001629542	0.001955714	0.00180097	0.001437252	0.001875178	0.001819332	0.001825466	0.002125518	0.001843825	0.001880139	0.001887773	0.00190059	0.002031668	0.001924702	0.001905635	0.001785777	0.001798852	0.00164256	0.001850198	0.001326051	0.001943622	0.001521293	0.001740279	0.001520937	0.001790963	0.001467155	0.001891968	0.001816892	0.001858642	0.001885137	0.001915665	0.001868792	0.002190335	0.002085926	0.001694017	0.001949163	0.001912074	0.001962761	0.001342426	0.001946707	0.001912074	0.001913389	0.000774089	0.001306542	0.001889588	0.001749729	0.001784212	0.001796197	0.001757837	0.001703647	0.00082903	0.001926698	0.001901493	0.001784693	0.001926015	0.001757881	0.001917035	0.001609343	0.000961705	0.001833528	0.001618255	0.001869686	0.002021627	0.001947939	0.001953358	0.001901897	0.00185883	0.001627773	0.001608401	0.001856442	0.001954164	0.00169184	0.001779183	0.001682513	0.001884749	0.001809684
K00007	0	0	0	4.40E-06	0	0	0	4.90E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.66E-07	0	0	0	1.07E-06	0	0	0	0	0	0	0	0	0	2.80E-05	0	0	0	0	0	0	0	0	0	0	0	7.81E-07	0	0	0	0	8.74E-07	0	0	0	2.30E-06	0	0	0	0	0	0	0	0	0	0	0	3.10E-07	0	0	9.43E-08	0	0	0	0	0	8.52E-05	0	0	0	0	0	0	0	0
K00008	8.89E-05	0.00012984	3.70E-05	1.05E-05	5.43E-05	1.55E-05	3.55E-05	7.33E-05	1.30E-05	0.000110779	5.39E-06	2.73E-05	5.50E-05	5.89E-06	2.97E-05	3.33E-05	1.79E-05	2.13E-05	5.78E-05	0.000135811	1.74E-05	7.86E-06	2.03E-05	4.03E-05	0.000147405	1.07E-05	5.68E-06	1.32E-06	2.30E-05	0.00013037	1.39E-06	3.21E-05	9.57E-06	2.69E-05	3.89E-05	1.71E-05	3.43E-05	8.52E-06	5.26E-05	2.09E-05	2.80E-05	1.20E-05	3.40E-05	7.49E-05	2.28E-05	1.66E-05	1.64E-05	1.33E-05	3.72E-05	1.38E-05	5.42E-05	8.06E-06	0.000157634	1.36E-05	0.000151947	3.06E-06	0.000138247	0.00010253	7.91E-06	8.29E-06	3.51E-05	2.22E-06	3.89E-05	1.61E-05	2.81E-05	1.89E-05	1.20E-05	5.49E-05	0.00010538	2.69E-05	0.000124634	3.67E-05	4.34E-05	7.21E-05	9.07E-05	6.77E-06	5.11E-05	2.71E-05	1.63E-05	6.53E-05	7.56E-07	5.95E-06	1.75E-05	1.26E-05	1.10E-05	2.20E-05	1.68E-05
K00009	9.55E-07	6.33E-06	5.94E-05	6.28E-06	1.08E-05	2.93E-06	2.83E-05	2.64E-05	2.36E-05	6.59E-05	5.18E-05	5.27E-06	8.41E-05	1.64E-07	3.07E-06	1.77E-05	6.90E-07	8.39E-06	2.05E-05	1.79E-06	0.000137464	0.000139619	4.23E-05	1.24E-06	1.90E-06	2.57E-05	2.06E-05	7.89E-06	2.67E-05	3.22E-06	1.67E-06	1.67E-05	3.38E-06	0.000303297	5.29E-06	2.14E-06	3.90E-05	3.00E-05	7.43E-05	5.97E-07	3.84E-06	5.74E-06	2.71E-06	2.66E-06	2.35E-05	2.09E-06	2.51E-06	5.33E-06	3.33E-05	7.72E-05	4.52E-06	1.23E-05	4.54E-05	1.69E-05	2.37E-05	2.11E-05	2.38E-06	0.000185929	6.25E-06	5.12E-06	0.0001766	3.23E-06	7.05E-06	3.16E-06	2.07E-05	6.86E-06	1.84E-05	3.87E-06	1.65E-05	3.64E-06	0.000125106	4.04E-05	6.23E-06	9.47E-07	4.54E-05	0	1.40E-05	2.32E-05	9.78E-05	1.12E-05	7.56E-07	1.65E-06	1.18E-05	9.09E-06	6.88E-06	3.36E-06	0.00013306
K00010	5.63E-05	4.96E-05	7.17E-05	3.26E-05	5.66E-05	4.58E-05	0.000150142	6.91E-05	6.30E-05	0.000136911	0.000249115	0.000100635	0.000155154	7.86E-05	3.83E-05	4.60E-05	5.65E-05	5.12E-05	6.50E-05	0.000105771	0.000139148	1.94E-05	0.000155148	8.15E-05	0.000155888	0.000104707	5.25E-05	0.000181984	8.17E-05	6.90E-05	6.00E-05	5.23E-05	4.93E-05	1.67E-05	3.44E-05	9.75E-05	0.000164983	0.000122475	6.05E-05	9.13E-05	0.000105055	7.68E-05	0.000263877	4.16E-05	2.66E-05	2.79E-05	0.000103862	1.83E-05	7.79E-05	8.26E-05	3.02E-05	9.57E-05	8.82E-05	8.52E-06	0.000123857	0.000257788	4.45E-05	9.26E-05	0.000149658	0.000157661	0.000230967	4.56E-05	0.000119736	3.71E-05	3.57E-05	7.51E-05	0.000204068	0.000100736	0.00012113	1.57E-05	6.64E-05	0.000166599	0.000329539	2.57E-05	0.000145629	0.000197255	0.000100095	8.50E-05	0.000130561	5.20E-05	2.38E-05	9.98E-05	0.000160737	3.93E-05	0.00026635	0.000124802	6.68E-05
K00011	0.00029818	0.000541058	0.001049608	0.000448667	0.000550328	0.000483705	0.000566994	0.001665527	0.000916386	0.000782299	0.00060656	0.000555799	0.000924756	0.000464081	0.000659505	0.00093667	0.000637484	0.000622623	0.000312748	0.000918125	0.000850239	0.000689753	0.000984644	0.000357223	0.000831237	0.000640075	0.000463597	0.00074923	0.000782794	0.000616933	0.000754485	0.000418086	0.000919939	0.000721801	0.001007458	0.000509032	0.00090875	0.000853202	0.000512146	0.000370721	0.000859437	0.000708341	0.00026028	0.000841575	0.000441393	0.000748275	0.00059405	0.000667125	0.000373107	0.000920923	0.000674974	0.000447161	0.000752831	0.00026004	0.000361202	0.000875942	0.00082439	0.000716997	0.000402313	0.000724242	0.000573816	0.001124025	0.000388175	0.000470926	0.000585033	0.00042231	0.000517348	0.000619227	0.000709944	0.000762424	0.00034354	0.000761124	0.000393473	0.000386573	0.000552361	0.000229232	0.000638394	0.000763589	0.000612723	0.000506722	0.000386711	0.000755047	0.000478054	0.000263067	0.000663735	0.000503879	0.00073449
K00012	0.001325273	0.001008746	0.001539937	0.001688266	0.001778631	0.001344748	0.001470108	0.001351057	0.001396293	0.001207451	0.000869366	0.001393297	0.001111257	0.001452889	0.001274464	0.000643696	0.001371485	0.001544082	0.001787348	0.001273379	0.001303324	0.001641189	0.001393121	0.001777987	0.001516977	0.000994219	0.001543333	0.001033833	0.001525717	0.001698761	0.000623898	0.001891875	0.000948597	0.001441315	0.001596354	0.001657713	0.001263305	0.001197866	0.001286624	0.001633028	0.001486912	0.00109624	0.001737958	0.001447051	0.001717989	0.001510926	0.001709333	0.001040173	0.001771327	0.00144504	0.001695393	0.001581529	0.001405905	0.000755565	0.000851222	0.001045487	0.001300448	0.001358818	0.00152875	0.000660398	0.001070243	0.001579077	0.001605951	0.001715392	0.001742882	0.001695415	0.001478528	0.001831686	0.001241789	0.001220442	0.001502129	0.001660072	0.001471025	0.001762681	0.00167769	0.001602377	0.00094069	0.001502434	0.000541039	0.001384554	0.001453472	0.000889181	0.001649399	0.000707077	0.001498284	0.001525755	0.001517814
K00013	0.001635327	0.001142075	0.001340774	0.001583407	0.000726819	0.001383526	0.00158329	0.00150678	0.001047827	0.001665622	0.001445522	0.001290907	0.001416393	0.001590582	0.00135104	0.000967172	0.00080487	0.001627107	0.00105078	0.001497796	0.001701204	0.001380675	0.001304901	0.001788114	0.00176281	0.001198335	0.001508964	0.001395828	0.001539103	0.001641911	0.000955036	0.001790734	0.000886127	0.001394321	0.001534987	0.001685311	0.001212102	0.00132423	0.00131084	0.001677492	0.001572915	0.001251436	0.001785227	0.001311215	0.001481191	0.001603868	0.001539301	0.001200303	0.001846732	0.001251619	0.001623005	0.00172588	0.001333604	0.00160977	0.001547527	0.001628136	0.001523519	0.001500918	0.001555386	0.000988392	0.001405396	0.001454492	0.001532527	0.001211979	0.001457007	0.001607598	0.001280578	0.001670942	0.001211975	0.001539576	0.001553098	0.001358181	0.001660182	0.001711614	0.001605774	0.001524302	0.001311771	0.001434395	0.000814801	0.001618632	0.001796066	0.001431364	0.00173448	0.000676094	0.001616962	0.001361845	0.001696965
K00014	0.001899883	0.001950564	0.001712825	0.001963564	0.001885751	0.001730975	0.001889948	0.001742894	0.001571538	0.001945126	0.001840334	0.001927674	0.00195027	0.001896259	0.001816476	0.001854225	0.001150648	0.001804845	0.001542872	0.001853734	0.001894942	0.001889067	0.001871864	0.002043353	0.001935734	0.001917745	0.001895011	0.001793349	0.001810905	0.001908156	0.001650636	0.001982929	0.001540653	0.001772942	0.001845221	0.001922978	0.001486157	0.001876933	0.001929325	0.001979144	0.001864616	0.00190871	0.001935891	0.002191046	0.002068674	0.00183041	0.001990708	0.00189437	0.001984908	0.001826217	0.001953945	0.001933969	0.001834228	0.001763702	0.001782048	0.001848066	0.00181508	0.001731616	0.001795781	0.001733079	0.00185495	0.001746974	0.001980919	0.001900484	0.002014437	0.002032568	0.001949633	0.001912987	0.001918507	0.001771763	0.001938287	0.001847814	0.001869181	0.002016724	0.001943365	0.001950017	0.001886677	0.001970301	0.001765819	0.001955405	0.001972153	0.001948257	0.001869648	0.001774459	0.001871121	0.001892164	0.001804236
K00015	6.40E-05	3.99E-05	7.46E-05	2.43E-05	7.61E-05	1.76E-05	0.000100976	2.51E-05	6.33E-05	4.54E-05	0.000147666	6.75E-05	0.000233275	5.76E-05	1.04E-05	4.29E-05	0.000172813	2.96E-05	3.75E-05	7.45E-05	5.33E-05	0.000141006	0.000102035	7.78E-05	0.000145744	9.60E-05	5.22E-05	5.60E-05	8.61E-05	6.74E-05	4.29E-05	2.02E-05	2.41E-05	0.000299964	3.04E-05	8.58E-05	0.000119881	3.10E-05	0.000105029	6.39E-05	8.70E-05	2.52E-05	0.000265787	2.70E-05	2.59E-05	3.26E-05	7.74E-05	0.000136494	1.98E-05	7.02E-05	2.68E-05	3.18E-05	9.19E-05	1.26E-06	0.000175313	0.000255272	2.59E-05	7.12E-05	0.000134036	0.000384284	2.30E-05	3.59E-05	1.13E-05	2.67E-05	3.03E-05	6.43E-05	0.000115823	9.49E-05	3.00E-06	4.21E-05	9.93E-05	0.000189775	0.000139627	1.66E-05	9.54E-05	0.00019525	0.000376523	6.21E-05	4.27E-05	2.96E-05	1.29E-05	2.81E-05	0.000118851	0.000777008	0.000230475	0.000103338	0.00017627
K00016	0.000681545	0.000883952	0.000866473	0.000365042	0.000171579	0.00038043	0.000457055	0.000442495	0.000316436	0.000639564	0.000939507	0.000533858	0.000831119	0.000392451	0.000717383	0.001117903	0.000301286	0.000301316	0.000377928	0.000872277	0.000635507	0.000347909	0.000597651	0.000140838	0.000373648	0.000949261	0.000388444	0.000687143	0.000304967	0.000261992	0.000940433	0.000152888	0.00053499	0.000653256	0.000548841	0.000259771	0.000223058	0.000647005	0.000636967	0.000531495	0.000430957	0.000733777	0.000194257	0.000213921	0.000360957	0.000286825	0.000254907	0.00069295	0.000280772	0.000947614	0.000259524	0.000396084	0.000556305	0.001099148	0.000826397	0.00087999	0.000589115	0.000615585	0.000313297	0.000725583	0.000740497	0.000977482	0.000404176	0.000137885	0.00051299	0.000326865	0.000657069	9.39E-05	0.000984456	0.001041064	0.000514324	0.000430434	0.000412719	0.000234716	0.00025621	0.000349477	0.00056969	0.000312737	0.001379458	0.000579178	0.000507715	0.001039362	0.000441665	0.000345299	0.000561525	0.000324684	0.000428771
K00018	6.40E-05	3.99E-05	7.46E-05	2.43E-05	7.61E-05	1.76E-05	0.000100976	2.51E-05	6.33E-05	4.54E-05	0.000147666	6.75E-05	0.000233275	5.76E-05	1.04E-05	4.29E-05	0.000172813	2.96E-05	3.75E-05	7.45E-05	5.33E-05	0.000141006	0.000102035	7.78E-05	0.000145744	9.60E-05	5.22E-05	5.60E-05	8.61E-05	6.74E-05	4.29E-05	2.02E-05	2.41E-05	0.000299964	3.04E-05	8.58E-05	0.000119881	3.10E-05	0.000105029	6.39E-05	8.70E-05	2.52E-05	0.000265787	2.70E-05	2.59E-05	3.26E-05	7.74E-05	0.000136494	1.98E-05	7.02E-05	2.68E-05	3.18E-05	9.19E-05	1.26E-06	0.000175313	0.000255272	2.59E-05	7.12E-05	0.000134036	0.000384284	2.30E-05	3.59E-05	1.13E-05	2.67E-05	3.03E-05	6.43E-05	0.000115823	9.49E-05	3.00E-06	4.21E-05	9.93E-05	0.000189775	0.000139627	1.66E-05	9.54E-05	0.00019525	0.000376523	6.21E-05	4.27E-05	2.96E-05	1.29E-05	2.81E-05	0.000118851	0.000777008	0.000230475	0.000103338	0.00017627
K00019	0	0	0	8.91E-07	1.60E-06	0	0	2.20E-06	0	0	1.66E-06	3.51E-06	4.57E-05	0	0	0	0	0	0	0	1.32E-06	0	6.40E-06	0	0	0	1.57E-05	0	1.57E-07	0	0	0	5.63E-07	0	1.57E-06	0	3.50E-06	7.15E-07	1.86E-06	8.95E-07	7.68E-07	1.29E-06	0	8.88E-07	6.81E-07	6.69E-07	3.35E-07	0	5.21E-07	2.39E-07	0	0	4.14E-07	0	0	4.38E-07	3.81E-06	2.30E-06	0	4.39E-06	1.49E-06	0	0	0	2.02E-06	1.49E-06	0	1.24E-06	0	3.10E-07	0	0	0	1.58E-06	2.48E-07	0	5.38E-07	5.67E-07	0	2.81E-07	0	0	0	9.32E-07	0	0	0
K00020	7.06E-05	0.000240868	0.000554397	0.000122892	0.000107519	8.26E-05	0.000416538	0.001303383	0.000119285	0.000364434	0.000253985	0.000298393	0.000352771	0.000239695	3.50E-05	0.000442602	7.36E-05	0.000265858	0.000159264	0.000529996	0.000629462	0.000570804	0.000524588	0.000157897	0.000585816	0.000524377	0.000112763	0.000254597	0.000667389	0.000424922	0.000248319	0.00033528	0.000273657	0.000371622	0.000523678	0.000431292	0.00023356	0.000539415	0.000228244	9.64E-05	0.000613253	0.000321687	0.000131461	0.00014871	0.000169044	0.000610302	0.000274396	0.000433336	0.000237283	0.000128787	0.000508726	0.000117989	0.000273171	0.000109111	0.000163604	0.000540196	0.000416176	0.000449726	2.91E-05	0.000267074	0.000270866	5.02E-05	0.000118123	0.000113718	0.000124322	0.000116145	0.000137195	0.00044238	0.000151507	0.000153596	0.00020158	0.000383412	6.31E-05	0.000101343	0.00038279	0.000150385	0.000306007	0.00044906	0.000318004	5.87E-05	0.000223859	0.000448624	0.000179324	0.000169821	0.000120302	0.000156755	0.000553364
K00021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00022	7.06E-05	0.000240868	0.000554397	0.000122892	0.000107519	8.26E-05	0.000416538	0.001303383	0.000119285	0.000364434	0.000253985	0.000298393	0.000352771	0.000239695	3.50E-05	0.000442602	7.36E-05	0.000265858	0.000159264	0.000529996	0.000629462	0.000570804	0.000524588	0.000157897	0.000585816	0.000524377	0.000112763	0.000254597	0.000667389	0.000424922	0.000248319	0.00033528	0.000273657	0.000371622	0.000523678	0.000431292	0.00023356	0.000539415	0.000228244	9.64E-05	0.000613253	0.000321687	0.000131461	0.00014871	0.000169044	0.000610302	0.000274396	0.000433336	0.000237283	0.000128787	0.000508726	0.000117989	0.000273171	0.000109111	0.000163604	0.000540196	0.000416176	0.000449726	2.91E-05	0.000267074	0.000270866	5.02E-05	0.000118123	0.000113718	0.000124322	0.000116145	0.000137195	0.00044238	0.000151507	0.000153596	0.00020158	0.000383412	6.31E-05	0.000101343	0.00038279	0.000150385	0.000306007	0.00044906	0.000318004	5.87E-05	0.000223859	0.000448624	0.000179324	0.000169821	0.000120302	0.000156755	0.000553364
K00024	0.001283275	0.000988673	0.000889899	0.001685477	0.002036038	0.001560026	0.001122708	0.000131351	0.001624922	0.001155186	0.000798071	0.001105923	0.001021975	0.001538681	0.001250678	0.000351351	0.001903069	0.00164584	0.001768748	0.000832693	0.001065476	0.001328818	0.000892211	0.001665558	0.000998524	0.000814577	0.001579833	0.001172233	0.000951008	0.001310324	0.000877189	0.001575709	0.001361686	0.001416651	0.001135611	0.001261516	0.001656576	0.000797416	0.00116378	0.001362958	0.000962829	0.001064258	0.001594322	0.001368923	0.001645469	0.001003187	0.001495411	0.000888505	0.00157051	0.001370532	0.001238947	0.00156908	0.001207724	0.000676012	0.000845944	0.000919219	0.001021729	0.001316741	0.001726133	0.001046875	0.001066664	0.001524558	0.001524297	0.001922265	0.001643491	0.001646014	0.001409844	0.00137258	0.001212163	0.001228747	0.001341768	0.001345983	0.001511592	0.001784938	0.00145238	0.00148633	0.001171406	0.00113852	0.000502453	0.001381021	0.001446665	0.000768016	0.001531334	0.001389623	0.00143736	0.001525755	0.00126651
K00025	0.001283275	0.000988673	0.000889899	0.001685477	0.002036038	0.001560026	0.001122708	0.000131351	0.001624922	0.001155186	0.000798071	0.001105923	0.001021975	0.001538681	0.001250678	0.000351351	0.001903069	0.00164584	0.001768748	0.000832693	0.001065476	0.001328818	0.000892211	0.001665558	0.000998524	0.000814577	0.001579833	0.001172233	0.000951008	0.001310324	0.000877189	0.001575709	0.001361686	0.001416651	0.001135611	0.001261516	0.001656576	0.000797416	0.00116378	0.001362958	0.000962829	0.001064258	0.001594322	0.001368923	0.001645469	0.001003187	0.001495411	0.000888505	0.00157051	0.001370532	0.001238947	0.00156908	0.001207724	0.000676012	0.000845944	0.000919219	0.001021729	0.001316741	0.001726133	0.001046875	0.001066664	0.001524558	0.001524297	0.001922265	0.001643491	0.001646014	0.001409844	0.00137258	0.001212163	0.001228747	0.001341768	0.001345983	0.001511592	0.001784938	0.00145238	0.00148633	0.001171406	0.00113852	0.000502453	0.001381021	0.001446665	0.000768016	0.001531334	0.001389623	0.00143736	0.001525755	0.00126651
K00026	0.001283275	0.000988673	0.000889899	0.001685477	0.002036038	0.001560026	0.001122708	0.000131351	0.001624922	0.001155186	0.000798071	0.001105923	0.001021975	0.001538681	0.001250678	0.000351351	0.001903069	0.00164584	0.001768748	0.000832693	0.001065476	0.001328818	0.000892211	0.001665558	0.000998524	0.000814577	0.001579833	0.001172233	0.000951008	0.001310324	0.000877189	0.001575709	0.001361686	0.001416651	0.001135611	0.001261516	0.001656576	0.000797416	0.00116378	0.001362958	0.000962829	0.001064258	0.001594322	0.001368923	0.001645469	0.001003187	0.001495411	0.000888505	0.00157051	0.001370532	0.001238947	0.00156908	0.001207724	0.000676012	0.000845944	0.000919219	0.001021729	0.001316741	0.001726133	0.001046875	0.001066664	0.001524558	0.001524297	0.001922265	0.001643491	0.001646014	0.001409844	0.00137258	0.001212163	0.001228747	0.001341768	0.001345983	0.001511592	0.001784938	0.00145238	0.00148633	0.001171406	0.00113852	0.000502453	0.001381021	0.001446665	0.000768016	0.001531334	0.001389623	0.00143736	0.001525755	0.00126651
K00027	0.000150811	0.000293908	0.000143723	0.000259759	0.00045386	0.000315288	0.000108573	0.000111344	0.000472905	0.000179519	0.000182484	9.43E-05	0.000142633	0.00035021	0.00024369	0.000235479	0.000500158	0.000258964	8.28E-05	0.000359687	0.000441149	0.000278775	0.000306978	5.87E-05	0.0005706	0.000366181	0.000135409	0.000520707	9.24E-05	0.000109533	0.000392347	7.06E-05	0.000713198	0.000371956	0.000387612	3.67E-05	0.000583348	0.00020733	0.000172667	0.000238139	0.000152425	0.00036435	3.36E-05	9.99E-05	0.000116782	9.95E-05	0.000150767	0.000216814	9.80E-05	0.000636396	0.000104058	0.000207906	0.000195078	0.000133589	0.000127321	0.000283611	0.000389541	0.000307444	0.000308688	0.000435944	0.000330528	0.000936102	0.000141305	0.000328364	0.000274756	0.000176827	0.000358671	3.55E-05	0.000371642	0.00068681	0.000127523	0.000328624	0.000264725	0.000129442	7.22E-05	4.69E-05	0.000203826	0.000100358	0.000384532	0.000192093	0.000265958	0.000489949	0.000303149	0.000122998	0.000281503	0.00019784	0.000383816
K00028	0.000150811	0.000293908	0.000143723	0.000259759	0.00045386	0.000315288	0.000108573	0.000111344	0.000472905	0.000179519	0.000182484	9.43E-05	0.000142633	0.00035021	0.00024369	0.000235479	0.000500158	0.000258964	8.28E-05	0.000359687	0.000441149	0.000278775	0.000306978	5.87E-05	0.0005706	0.000366181	0.000135409	0.000520707	9.24E-05	0.000109533	0.000392347	7.06E-05	0.000713198	0.000371956	0.000387612	3.67E-05	0.000583348	0.00020733	0.000172667	0.000238139	0.000152425	0.00036435	3.36E-05	9.99E-05	0.000116782	9.95E-05	0.000150767	0.000216814	9.80E-05	0.000636396	0.000104058	0.000207906	0.000195078	0.000133589	0.000127321	0.000283611	0.000389541	0.000307444	0.000308688	0.000435944	0.000330528	0.000936102	0.000141305	0.000328364	0.000274756	0.000176827	0.000358671	3.55E-05	0.000371642	0.00068681	0.000127523	0.000328624	0.000264725	0.000129442	7.22E-05	4.69E-05	0.000203826	0.000100358	0.000384532	0.000192093	0.000265958	0.000489949	0.000303149	0.000122998	0.000281503	0.00019784	0.000383816
K00029	0.001677115	0.001559944	0.001633385	0.001671826	0.001816939	0.00165255	0.001731469	0.001386151	0.001441025	0.001530795	0.001483104	0.001788814	0.001503862	0.001638718	0.001487463	0.001344425	0.001029074	0.00173306	0.001370852	0.001559674	0.001372054	0.001696666	0.001400241	0.001831858	0.001306438	0.001495916	0.001718727	0.001333521	0.001750945	0.001765387	0.001401851	0.001888777	0.001150076	0.001464646	0.001361018	0.001833967	0.001314247	0.001546781	0.001653978	0.001896682	0.001582064	0.001484069	0.00182117	0.001534053	0.001849411	0.001746894	0.001768634	0.001597942	0.00180749	0.001055386	0.001814532	0.001673247	0.001664906	0.00160795	0.001608219	0.001461786	0.001416027	0.001569326	0.001682235	0.001307857	0.001499712	0.000678882	0.001782705	0.001753016	0.001578692	0.001692132	0.001509348	0.001881501	0.001328167	0.001059443	0.00174267	0.001511806	0.001577821	0.001806353	0.00171857	0.001892953	0.001462984	0.001630768	0.001435621	0.001526402	0.001683716	0.001343041	0.001560044	0.001640283	0.001349632	0.001693733	0.001540037
