function	10928	12691	13024	19125	23331	23746	24961	26768	27437	29766	33159	35018	38109	39623	40971	41582	43782	46150	46345	49180	52875	54149	54209	55560	56918	57103	58794	62480	62534	65639	74025	74711	76691	80294	82117	82152	82903	83162	83381	84589	89296	89929	92107	96529	97356	97618	99403	18956	19405	67615	252097	252258	252262	252278	252478	252584	252700	252969	252982	253012	253124	253210	253252	253257	253260	253385	253406	253724	253794	253835	253955	254000	254022	254349	254358	254392	254395	254473	254637	254686	254779	255064	255210	255243	255513	255526	255535	255676	255686	255702	255922	256022	256301	256383	256416	256592	256718	256721	256736	256975
K00001	17.3455333	5.4834055	8.8383838	7.8849722	20.3900094	6.5268065	8.7301587	4.456328	4.6831956	12.2710622	9.021645	17.4190888	9.7017798	14.7092039	11.6506682	13.0788403	13.8023088	3.4965035	18.45274	11.038961	3.2698527	0	9.410879	3.6890646	1.2987013	13.8203463	5.2631579	5.6103896	8.4670231	13.011063	10.4935065	15.9632035	10.6404684	12.816945	20.9090909	4.9853373	18.125	9.304384	13.3515607	16.1302466	15.0873817	11.6883117	11.5523622	3.5902503	7.8817734	16.3184642	13.1868131	11.6883118	9.2226614	10.2518693	20.2346041	7.8282828	14.9437229	14.8024019	2.5252525	12.3232323	4.9785867	16.409632	8.8888889	21.7893218	8.3070083	6.6666667	16.4502165	9.6320346	7.8605605	7.3773449	14.3312828	13.973064	19.6137196	9.2825312	12.7705628	7.0880059	14.7186147	10.4493208	16.017316	9.4319888	5.9323393	15.5844156	59.3438334	12.3376624	7.2310406	8.7352476	10.479176	7.1721959	8.9015152	8.3825266	8.5399449	12.3617124	36.2943723	14.7303848	17.0174653	14.6737712	9.1836735	16.4848485	2.6155522	4.0798065	12.5541125	8.353375	19.7733639	8.953168
K00002	0	1.4245014	0	0	0.0617284	0	0	0	0.6993007	0	0.3076923	0	0	0	0	0	0	0	0	0	1.7938583	1.5384615	0	0.3344482	1.6483516	0.3846154	0	0.3076923	0	0	0.7692308	0	0.3945755	0	0.7692308	0.9925558	0.9615385	0.7692308	0.2024291	0	0.5698006	0	0	1.1538462	0.795756	0	0	0	0	0.3496503	0.248139	0	0	0	0.3205128	0	0.248139	0	0	0	0.2079002	1.0989011	0.4807692	0	0	0	0.4048583	0.8547009	0	0.722725	0	1.4167108	0	0.265252	0	1.0079007	0	0	0.4273504	0	0.2849003	0.9049774	0	0	0	0.6993007	0	0.4273504	0	0	0	0	0	0	0.5494505	0	0	0	0	0.6993007
K00003	68.3195593	102.9396528	86.6161618	104.6536798	77.4466894	121.9114218	63.8888889	72.1033867	94.7764355	96.1538459	98.1864802	86.5800865	74.4107745	84.5849803	98.8142292	104.1322312	92.9292928	57.3426574	80.4545455	75.3246752	81.9411814	101.5384615	102.3715416	97.5017738	89.8518145	103.490676	69.2982457	94.4895105	36.8983956	87.8787882	91.0722611	83.5227273	99.7003826	102.2727275	111.6783217	104.9026246	38.4615385	113.8880478	100.5214081	104.7430831	102.2533022	104.9728052	84.6889953	73.7296037	105.96817	99.3412386	82.6923071	106.3973067	81.6864297	101.7270605	100.052636	52.2727272	91.5151515	106.3538615	75.0679877	105.6565658	116.9636817	100.1893939	41.6666666	89.0909091	101.4364013	117.2893774	94.6095571	101.8939395	84.6889953	95.0757577	94.1847627	103.716654	65.0349651	101.1980665	105.6277053	85.691732	86.5612649	103.2433085	67.8030303	123.1355121	103.815937	72.7272728	93.609169	82.5757577	106.4577397	95.0226243	93.7304075	30.0000001	102.6515152	100.4238187	91.873278	89.9054654	101.8181818	88.5167465	103.5527692	61.6883115	85.7142856	97.8181818	84.2615717	102.2144523	61.8538323	107.2951739	96.5240644	103.5918623
K00004	0	0	0	0	0.2469136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.059761	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1086563	0	0	0	0.2656042	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00005	16.3223141	25.4856255	14.0151515	21.1038961	19.6939379	34.9650349	0	16.3101604	16.1474888	23.076923	16.5594406	16.8831169	25.4545455	21.1462451	9.486166	21.4876033	23.7878788	10.4895105	6.4821198	11.6883117	11.6338207	4.6153846	21.027668	8.5922773	19.5554444	12.972028	5.2631579	13.4685315	7.7540106	13.6363637	37.2167832	6.8181818	9.6987574	12.1753247	20.034965	11.4820663	64.7596154	28.1761709	6.8273831	14.229249	12.3154623	16.2004662	28.000635	16.1888112	23.0769231	19.7628459	11.5384614	24.7474748	8.1027668	14.2720915	6.6095196	6.8181818	8.5454545	22.2873901	8.537296	10.3030303	39.6771629	17.7556818	11.6666666	47.2727273	12.4173124	27.5824176	18.2036713	24.4318182	5.6220096	16.4772728	14.1332352	8.3721834	10.4895105	33.1530234	13.3116882	48.5792032	11.8577075	14.902339	9.6590909	45.9187884	24.4107744	18.1818182	11.5147097	6.0606061	21.2250712	32.4054813	26.0188088	6.8246446	14.2045455	23.9987286	13.8016529	8.6052837	17.4545455	18.3065376	17.5548589	35.5727211	21.4285714	11.4545455	18.8561439	22.2102542	6.1497326	25.5892256	7.2192514	26.6846789
K00007	0	0	0	0	4.0679305	0	0	0	0	0	0	0	1.1111111	0	0	0	0	0	1.1611374	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	7.5	0	0	0	0	0	2.4444999	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7491209	0	1.6666667	0	0	0	0	0	0	0	0	0	0	1.6666667	0	11.2020681	0	0	0	0	0	0	1.2901527	0	0	2.7320881	0	1.5481833	0	0	0	0	0	1.2222499	0	4.9763033	0	0	0	1.7863653	0	0	0	0
K00008	2.2727273	5.6980057	0	0	2.7397461	0	0	0	2.7972028	0	1.2307692	0	0	0	0	0	0	0	0.521327	0	5.5944056	6.1538462	0	1.3377926	6.5934066	1.5384615	0	1.2307692	0	0	3.0769231	0	3.1619675	0	3.0769231	3.9702233	6.9711538	3.0769231	0.8097166	0	2.2792023	0	1.0975306	4.6153846	3.1830239	0	0	0	0	1.3986014	0.9925558	0	0	0	1.2820513	0	1.3288959	0	0	13.3333333	0.8316008	4.3956044	1.9230769	0	0.2392345	0	1.6194332	3.4188034	0	5.505279	0	10.504203	0	1.061008	0	14.5559541	0	0	2.288654	0	1.1396011	4.8465613	0	0.6951027	0	2.7972028	0	1.7094017	0	0.5487653	0	2.2342586	0	0	2.1978022	0.8020416	0	0	0	2.7972028
K00009	6.8181818	1.4245014	0	0	4.8183255	0	0	0	0.6993007	0	0.3076923	0	4.4444445	2.173913	4.3478261	0	0	0	4.3364929	0	1.7938583	1.5384615	0	0.3344482	1.6483516	0.3846154	0	0.3076923	0	0	8.7692308	0	2.3766473	0	5.7692308	2.6054591	34.0865385	1.6283373	0.2024291	4.3478261	0.5698006	1.2820513	11.7610377	13.7987737	0.795756	0	0	8.3333334	0	4.8951049	1.8610422	0	0	0	0.3205128	0	3.0458764	0	6.6666666	13.3333333	0.2079002	1.0989011	0.4807692	0	3.1100479	0	3.0364373	0.8547009	3.8461539	8.5331825	0	26.5413737	0	5.4376658	0	11.3421628	0	0	8.0234537	0	0.2849003	14.0496665	1.7241379	5.7819906	0	0.6993007	0	3.2051282	0	4.5647294	3.4482759	18.5849695	0	0	6.7606307	6.6715275	0	0	0	0.6993007
K00010	4.6831956	19.3214193	7.449495	11.7965368	12.5198271	21.9114219	0	10.3386809	11.9093028	7.6923077	9.7249417	5.6277056	7.7441077	6.3241107	3.1620553	7.1625344	9.5959596	3.4965035	3.2981474	3.8961039	10.8709472	9.2307692	6.7193676	5.6957535	15.9507159	7.9137529	3.5087719	8.027972	1.6042781	4.5454546	14.9184149	2.2727273	7.3804317	5.8441559	15.5244755	9.8654034	5.7692308	18.3527584	4.1651331	9.0909091	8.8060088	7.5369075	11.7281571	18.5568055	15.1193634	8.0368907	3.8461538	11.952862	3.42556	8.0207671	4.5191368	2.2727273	3.5151515	9.5796677	5.8372183	5.6565657	26.4905711	9.5643939	0	2.4242424	5.1786052	22.7838828	9.5134033	14.3939394	4.0669857	7.5757576	6.7353699	7.9901581	3.4965035	13.3084236	5.6277056	43.1706311	3.9525692	6.2937063	5.3030303	31.5358642	14.9270482	6.0606061	7.2388118	2.020202	11.5859449	18.0030452	7.523511	3.7914692	8.9015152	13.0112312	5.5096419	5.931106	5.8181818	7.2994853	10.4493208	16.7323198	7.1428571	5.8181818	16.2790108	10.4353782	3.030303	14.7025814	2.4064171	11.6338207
