KO	ERR475468	ERR475469	ERR475470	ERR475471	ERR475473	ERR475474	ERR475476	ERR475477	ERR475478	ERR475480	ERR475481	ERR475482	ERR475483	ERR475484	ERR475485	ERR475486	ERR475487	ERR475488	ERR475491	ERR475492	ERR475493	ERR475494	ERR475495	ERR475497	ERR475499	ERR475500	ERR475501	ERR475503	ERR475504	ERR475508	ERR475509	ERR475512	ERR475513	ERR475514	ERR475515	ERR475516	ERR475517	ERR475519	ERR475520	ERR475521	ERR475522	ERR475523	ERR475524	ERR475525	ERR475526	ERR475527	ERR475529	ERR475531	ERR475532	ERR475533	ERR475534	ERR475539	ERR475540	ERR475541	ERR475545	ERR475547	ERR475548	ERR475549	ERR475550	ERR475553	ERR475555	ERR475557	ERR475560	ERR475562	ERR475563	ERR475564	ERR475565	ERR475566	ERR475567	ERR475568	ERR475569	ERR475570	ERR475571	ERR475572	ERR475573	ERR475574	ERR475575	ERR475576	ERR475577	ERR475578	ERR475579	ERR475580	ERR475581	ERR475582	ERR475585	ERR475586	ERR475588	ERR475589	ERR475591	ERR475592	ERR475594
K01421	24406.72	14547.34	9133.85	7223.74	11747.27	13555.74	18033.86	11604.79	32831.8	13432.1	14260.56	11589.34	15176.6	7688.99	6702.29	8792.6	13053.8	9379.26	3014.67	6702.66	42008.99	9402.69	15691.53	109634.61	59667.56	73272.32	16468.85	68807.86	103212.55	101150.3	37000.05	51591.35	41158.28	27363.09	49939.36	35646.99	42970.14	64349.33	17460.01	51859.26	18954.36	22080.84	33403.1	35562.4	36422.55	26696.79	14266.33	34753.81	13794.01	25103.72	37289.46	9056.19	7057.37	25767.33	17232.34	12887.86	26221.75	72608.45	54746.63	37861	33279.92	24323.49	35748.07	30521.81	37991.16	15473.34	36067.05	41802.96	16736.71	13427.93	27896.31	48878.47	55896.34	36752.88	27632.99	88463.43	43165.55	13896.95	28108.84	17050.62	20697.8	12810.73	19062.79	40215.69	27715.7	24170.74	33287.67	15458.62	34276.75	32839.54	24969.29
K01424	32545.28	20307.87	17238.91	19581.59	16135.63	13656.36	32790.02	18342.22	41553.36	10501.98	19054.45	15122.47	9642.4	17651.79	14606.25	2821.08	7510.03	13469.64	13196.8	10171.77	34738.42	12980.81	17982.03	97938.33	104311.09	63141.17	137722.11	107030.54	109628.54	123033.39	114475.6	29404.6	108974.53	40339.31	39477.65	40530.13	25534.68	70657.85	58099.04	93414.51	40568.07	44520.62	44576.58	44835.94	53729.77	55057.67	26663.07	25143.87	29560.56	32661.38	45018.81	21762.23	43872.11	37576.28	47831.95	41772.34	38544.75	25473.29	31570.32	21018.34	21875.14	36673.13	34157.38	36845.86	34152.12	39596.29	38405.31	39534.59	50159.23	28455.47	40430.5	54846.46	27341.83	22482.05	35949.18	51325.12	31813.74	47644.38	44017.6	46936.67	30656.33	20247.68	41820.2	59651.66	50766.49	37480.67	35357.78	45792.63	46166.26	62992.84	43169.33
K01425	7239.91	5752.61	3584.87	5355.54	3666	2340.61	6997.89	4758.97	10886.13	2884.12	3018.46	6316.12	1340.09	4912.12	1385.07	604.53	511.8	4400.29	4863.87	3679.19	4155.24	4859.18	2829.7	15261.18	40736.99	60441.04	57949.65	45177.61	25631.75	17629.96	38194.86	2619.28	41530.97	1581.68	7848.59	9395.33	8897.25	22994.53	22689.22	26391.24	1612.01	10138.33	22034.51	7205.25	16543.18	8484.47	17787.3	4904.51	7535.48	6201.5	6286.91	5182.16	17156.12	7983.3	10103.11	14130.16	7050.62	1141.24	2038.13	1681.07	1555.96	15759.68	5594.97	7092.78	3232	32877.74	8008.18	5274.05	19027.84	4838.96	6210.74	8167.89	3404.3	2964.77	7536.14	5172.72	2020.37	30805.72	8519.14	25013.96	11614.12	6596.4	4248.69	17863.28	14203.93	16387.94	40526.84	35246.57	23298.23	25941.38	28142.41
K01426	4039.41	2448.31	2312.58	1514.57	3617.5	2125.31	4337.45	2488.37	5148.52	4133.45	2300.4	10717.98	2398.28	773.26	3681.55	212.54	350.67	4968.72	1899.99	4188.16	2412.98	5882.78	2197.58	12079.91	33477.28	34389.51	47667.19	20541.15	9492	9765.32	14961.57	1685.47	15243.12	636.02	11027.03	7303.54	19783.14	27369.68	5984.04	20933.17	1952.57	16569.41	3398.74	2405.64	2263.54	2968	1240.46	1828.83	1891.81	1819.59	3465.5	2071.85	5194.55	4150.82	4257.66	4520.45	2811.16	2685.59	2904.56	2083.82	2136.39	2213.29	2748.47	5897.39	3748.34	53025.38	2299.75	1759.44	3087.72	4344.39	2445.83	1804.36	2901.04	4444.11	2490.44	13972.09	14364.27	4463.6	3382.77	3664.34	7276.72	1725.2	4273.29	12957.63	17610.26	9199.87	14454.21	26075.32	24330.77	12964.12	30910.17
K01427	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K01428	1001.5	960.73	557.58	481.75	1403.72	1398.87	2384.79	857.26	1933.54	1798.7	854.36	3913.8	2283.97	409.1	584.24	1709.9	525.15	1676.16	1039.78	1927.56	1464.8	2141.41	1025.24	4876.39	13664.62	2141.99	7822.83	10409.38	4706.7	6063.48	3836.8	2838.45	7787.41	581.85	5739.46	5583.55	9441.26	13145.03	3553.69	7708.76	1088.39	5310.3	3918.37	744.4	1050.86	1106.67	493.4	2101.08	618.9	687.89	847.51	2125.75	2006.09	2329.3	1048.96	1035.6	1268.28	7184.9	2577.02	4540.43	2053.4	497	2051.75	2779.02	2259.24	19721.68	2240.45	1745.8	2521.05	1030.7	1535.81	2899.18	4773.65	2282.11	2409.4	9645.43	3082.38	3176.84	1388.42	1321.24	2216.12	1231.35	1939.2	5468.49	8033.16	4810.37	2112.14	9218.97	11655.03	4839.62	10385.44
K01429	551.1	573.63	464.58	448.35	1348.42	197.27	1220.52	711.06	1585.7	1541.9	776.23	3303	607.75	222.9	325.87	61.3	71.55	1604.33	527.05	1325.83	526	1939.08	784.24	2497.92	13345.42	2139.59	7759.33	8516.65	1147.7	3651.63	3041	394.25	6165.96	82.65	3937.28	3025.45	5235.59	10542.53	2265.66	7479.03	741.99	1655.1	606.05	492.4	864.46	433.87	186	714	585.1	342.49	656.91	652.75	1850.82	1420.23	824.63	872.2	911.53	88.5	219.12	282.83	243.4	286.6	816.35	1189.92	407	18942.48	498.85	486.6	280.05	659.5	932.88	424.9	206.85	1026.08	1610.9	1434.75	761.1	3183.84	1183.42	1303.64	2153.92	449.85	1517.8	5130.69	7188.81	2638.5	2087.61	9119.1	8355.56	4357.82	10038.57
K01430	1001.5	943.23	557.58	481.75	1405.82	1401.87	2351.32	857.26	1929.1	1793.7	852.03	3910.8	2282.77	409.1	399.07	1672.3	525.15	1671.33	1016.45	1924.23	1452	2137.08	1025.24	4862.12	13643.62	2141.76	7765.93	10324.85	4531.5	6057.15	3190.8	2838.45	7710.01	581.85	5698.13	5562.65	9318.19	13034.53	3532.86	7650.23	1084.79	5290.3	3918.37	742.4	1013.86	1090.07	493.4	2076.48	618.9	687.89	832.51	2111.35	1960.82	2313.43	1016.63	1035.6	1262.68	7184.9	2559.82	4540.43	2053.4	479.8	2051.75	2730.92	2228.8	19710.48	2213.65	1681.8	2521.05	1030.7	1530.28	2899.18	4566.05	2226.48	2107.9	7907.15	3078.38	3183.84	1388.42	1312.44	2207.12	1208.85	1935.6	5421.49	7954.01	4802.7	2100.81	9133.3	11600.56	4776.95	10047.57
K01432	102	63.5	1.67	52	1.67	0	0	0	0	0	0	0	0	28	0	1.5	0	6	8.01	92.51	0	0	0	7.51	318	21	0	138	145.5	1	79	0	132	0	0	27	0	5	0	36	0	6.67	0	0	134.67	13	0	0	0	25	0	0	33	270	0	15.99	0	0	0	0	0	32	0	5.5	0	55.83	0	0	0	0	47.5	0	0	0	24	28.99	4	0	16	7	0	0	27.5	66	149	4	0	0	0	10	11.01
K01433	5555.48	3469.77	2671.58	4397.09	4568.15	2055.56	7059.2	4361.41	6848.11	4036.8	3012.46	8864.82	1827.43	2543	2043.63	364.4	517.21	5144.85	5200.46	5016.73	3972.29	5761.47	2804.24	16276.64	37900.32	38886.18	56916.78	25854.3	10871.54	14987.53	24240.95	1716.12	36414.14	633.56	10281.84	9810.71	13653.62	28693.47	22345.47	25066.38	2357.11	9893.58	10055.18	4413.13	9154.03	6124.42	9568.31	3643.61	4900.66	3857.39	4045.66	3798.7	12355.68	6820.8	5903.33	9120.67	4471.34	695.63	1251.27	1911.19	1423.54	4120.62	3339.29	7115.23	2443.92	51719.4	6287.08	3762.35	17580.34	4566.4	5937.6	2975.46	1597.21	3440.94	3782.16	4558.72	2831.46	14967.95	6504.93	14104.55	12223.65	3438.2	5090.98	17192.81	18326.79	13575.34	8096.26	27603.57	27821.38	25422.54	32370.33
K01434	492	463.92	408.25	400.5	1330.17	174.5	1074.67	675.25	1720.25	1526.9	721	3302.67	591	145.4	447.5	37.5	69.5	1625.08	496.5	1300.34	543.17	1930	616.5	2412.17	12169.83	7774.67	7277.5	7746.33	413.5	1337.67	3087.33	392	4813.17	63.89	3686.5	2968.67	5030.5	10275	1844	6598.17	614.08	1638.8	214.75	399.5	427.75	401.84	186.83	400	400	212.33	320.65	606.5	1095.5	930.5	810.5	699.33	846.33	43.5	192.67	281	243.5	80	766.33	1001.17	385.44	18859.91	172.5	390	65.5	591.5	715	126	91	978	808.33	546.11	746	775	1139.5	1147.17	2388.67	255.5	1494.5	4759.25	6533.89	2315.5	1443.83	8866.83	8102.33	4563.17	9748.17
K01436	1559.92	880.59	1052.57	472.81	248.77	1734.51	1643	790.44	2086.69	1197.68	308.28	1022.18	1841.94	846.83	2572.04	1634.13	1478.69	638.74	1078.16	842.71	1614.87	781.42	569.16	4824.87	4022.77	59121.5	18541.12	3270.44	7160.84	9253.33	6519.87	2564.26	3546.11	3698.23	3984.26	4161.19	5488.59	20014.81	2292.52	3676.75	1124.72	5361.76	5627.77	1816.69	3721.02	3399.3	968.08	2681.09	2319.82	1532.81	4405.32	7142.45	1649.07	2102.99	946.47	1585.36	2655.3	7918.58	3326.15	4881.86	2164.59	4439.05	3338.69	3058.35	3485.89	1348.35	2156.99	1822.03	3381.93	1854.13	2627.62	3678.09	5501.12	2062.45	2952.78	12230.79	5322.56	1843.2	1585.5	525.9	4188.4	1124.17	2087.46	4076.37	3498.59	4034.56	10036.91	2787.88	4426.01	1751.09	2834.14
K01437	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K01438	5015.63	5058.42	3231.56	5287.54	4875.55	2223.72	14596.26	4961.51	6741.14	3157.49	3469.13	7587.66	1354.67	4489.08	3588.68	362.17	318.3	4026.64	4933.6	3947.05	4387.13	4886.78	3214.66	17148.65	36710.5	43738.19	66557.23	48637.47	25525.01	15047.86	25261.93	1686.98	41493.54	13328.55	8657.84	9130.17	10468.88	26804.87	23222.95	29992	4391.36	8371.11	14181.07	4568.87	10270.09	16822.84	9541.61	3712.33	6959.5	6537.65	4437.5	5833.66	17502.05	11902.33	18806.74	17468.98	12529.55	1254.83	1573.79	721.94	909.41	6671.49	3149.96	13763.7	3029.27	38432.66	7963.33	4519.06	19754.13	9578.86	8887.07	5964.6	2956.83	2745.14	7685.15	2617.59	2173.95	18981.42	5849.98	15416.24	11199.48	4397.8	18136.67	17875.74	23037.43	14071.26	12635.12	25095.32	24003.23	26907.84	29555.44
K01439	25432.09	15427.79	14325.17	12176.3	14351.29	12730.48	18148.64	14066.95	37877.14	16969.57	17366.93	24018.83	14041.63	9672.75	10278.59	7105.71	9436.67	14726.56	5840.72	11709.23	29310.38	14202.66	15545.21	70261.7	114087.8	58979.64	122928.69	82477.07	72834.26	108589.73	80281.16	36553.54	70219.02	23032.41	47513.14	45343.4	47004.18	80994.63	22589.58	76903.8	18070.69	47234.02	36004.1	38960.73	42813.55	35878.56	18766.8	23633.04	19283.17	25000.15	39375.64	11801.39	17631.03	27168.21	26056.87	20567.26	27416.59	45398.14	37571.23	30455.74	25944.1	25312	31966.66	25463.34	34109.21	79653.76	25503.34	38062.93	19947.01	20845.18	32757.21	51516.42	41642.49	28742.62	28598.49	70779.11	39141.16	26742.52	41517.57	31759.87	22902.15	16165.24	22815.13	55831.65	53995.93	38702.83	48054.1	53970.63	58359.15	36846.29	59604.13
K01442	9051.7	7461.2	3983.79	6574.46	5565.73	5331.42	11096.64	6244.38	12499.36	1945.7	3353.62	2438.11	3216.77	3969.97	2142.42	3337.18	2815.27	4987.6	5030.16	4490.76	15605.29	3066.34	5605.82	47556.17	47566.89	11009.86	66536.77	54748.31	46534.14	43356	28447.64	10992.81	46554.95	10062.65	10437.23	13924.96	9182.28	20285.59	28552.9	33186.69	5075.38	11651.82	19803.83	13859.73	14599.59	12388.2	3394.76	13685.26	9422.11	8385.03	13400.22	7561.4	18929.57	12016.5	8297.31	15559.94	9431.39	17062.23	9960.69	8405.64	8534.06	13912.73	12598.81	15974.84	10306.06	1845.99	18551.75	11559.57	31607.04	4744.54	15346.15	21158.57	10760.58	7687.17	14332.86	20039.2	7325.8	21559.64	11905.52	12490.46	10794.91	6168.22	6668.64	24904.77	15108.85	12734.17	11564.24	10822.4	19037.65	28552.4	12458.3
K01443	21106.03	14968.16	11978.32	14521.45	10676.12	13510.46	18136.01	13306.77	32255.95	8258.06	8561.45	11612.86	8723.29	9706.44	11191.21	5977.03	7230.83	11385.59	9317.24	8601.93	28684.53	9212.81	11574.2	75451.76	65881.24	64432.34	95483.15	68405.79	73856.85	93001.42	64681.2	32083.03	61472.2	22942.04	34212.41	34839.57	32241.61	57655.2	39705.58	54543.49	16267.91	45646.24	39241.77	36372.42	39166.34	32273.47	17777.33	23284.3	23103.75	21866.37	37639.88	13090.32	27133.56	23904.06	21558.5	22234.25	25479.03	39506.23	35104.13	25711.35	23253.37	35494.07	29382.35	24344.57	31388.64	27425.81	21284.09	32596	32379.16	14775.08	35511.33	46127.36	32584.91	22550.45	25870.56	57859.26	33434.3	42145.56	33649.79	31936.66	28798.91	16309.08	20074.87	44326.48	38882.6	36431.91	60766.46	38773.82	39316.95	51697.05	35719.63
K01444	421.74	116.67	62.8	131.81	42.56	183.85	172.56	314.28	453.12	1.5	45.13	129.57	26.8	128.33	176.02	93.36	42.85	738.25	69.46	47.52	486.27	82.39	168.28	1018.54	784.88	5974.07	12843.58	585.95	535.32	549.32	494.49	458.05	665.44	329.2	244.85	872.15	641.79	693.49	120.4	220.9	180.29	506.31	263.81	1088.63	766.26	606.64	156.67	287.08	68.36	229.81	153.96	125.44	346.33	381.6	220.49	621.4	128.05	624.78	398.01	255.36	528.11	108.79	677.53	208.47	58.49	702.31	73.86	158.18	919.45	205.04	142.91	744.96	676.3	285.24	103.66	4827.47	357.51	703.05	114.62	96.03	732.52	83.97	308.98	148.65	760.04	806.08	346.11	347.75	816.19	369.53	2048.93
K01446	172.8	11.4	0	1.4	0	0	0	8.8	11.47	0.8	0	38.8	107.6	0	82.2	6.4	4.8	77.4	4.2	0	11.4	6	14.8	214.3	20.6	7.4	2.4	8	957	0	13.2	5.4	3.8	1	28.2	0	92.6	223	59.2	2.6	0	119.4	775.8	164.6	203	72.8	100.8	1.8	4.6	145.2	5.8	0	1.4	5.8	1.4	0	0	3	5	4.2	0	9.4	48.6	94	9.8	9.6	5.6	55.6	0	19.4	1.2	1.6	85.8	200.4	52.6	45.2	1.2	0	0	3.2	0	9.2	9.2	4.6	0	0	335.6	294.4	8.8	85.6	0
K01447	8943.93	8865.17	5459.19	6828.72	5513.26	4594.03	9313.25	5613.76	15209.09	4180.13	4359.55	10733.45	2185.99	3077.01	4754.33	217.5	775.6	5727.72	6308.44	5351.86	5664.24	8069.29	3626.84	20480.38	69773.57	40161.64	58230.17	36966.37	22894.44	25810.94	31513.43	5577.8	53244.65	2550.63	15582.85	15788.58	19017.28	42713.89	33636.36	39073.02	3247.48	20487.92	19156.84	8267.26	8094.74	8840.09	1454.54	4896.49	9941.07	7372.39	14243.84	6464.06	15050.62	13571.38	20068.61	14276.31	11104.19	3754.24	4548.11	2590.53	3515.28	22119.76	5621.54	11060.02	6373.81	52198	10688.04	8882.5	13838.03	11277.79	6713.56	10724.36	3846.96	5167.92	7533.98	15738.52	15811.34	46007.41	8433.69	19799.9	20825.87	5352.74	7084.45	25006.59	23181.08	16981.12	64508.07	53842.49	34197.31	32755.4	27864.98
K01448	69619.77	45053.72	37105.13	37381.11	30894.63	33783.96	57793.45	39454.8	94176.73	27045.61	39336.12	30809.88	35530.91	30041.28	23755.81	16794.24	22547.98	29068.83	21946.11	22582.44	77801.34	27401.37	35033.43	168215.35	203193.2	196759.76	205140.35	200127.58	231618.34	269148.65	192872	88310.15	199579.52	70501.62	107233.1	94056.6	76380.61	157327.95	85957.28	142985.88	71518.83	99771.66	94836.76	99102.02	104606.62	98231.14	51169.8	60531.44	58633	67531.93	99705.49	42890.59	66010.21	81683.84	70251.13	65648.57	77730.66	123424.36	106763.28	83109.3	68513.31	82720.9	91736.99	58237.51	80490.04	79023.34	65828.31	96967.88	94900.08	56536.06	90129.38	129615.52	106919.08	66857.43	72097.33	164549.92	60500.68	91070.49	98018.46	86174.93	61806.19	43968.82	68838.59	115666.5	90558.72	86729.4	89044.64	88892.4	95045	120840.49	79955.79
K01449	14662.21	13875.55	13394.31	9678.06	3487.92	8273.27	6395.81	8299.57	24877.55	3494.81	5224.91	6295.23	5716.86	6243.65	5847.19	4048.35	5914.31	4283.6	1507.13	3817.8	14234.8	5117.24	7161.59	21126.07	75714.18	126221.68	44175.9	46834.29	51067.4	66080.89	73315.88	17020.83	44128.07	11812.66	22449.9	26895.2	16481.78	21653.74	12035.8	31109.58	11922.54	23428.3	15758.5	21316.39	16521.09	26396.75	3699.85	12442.39	19060.95	16534.86	28460.46	7099.1	14520.99	13276.57	17667.55	19768.19	21202.36	28777.58	24019.9	18728.11	16255.12	22338.46	21857.26	9984.39	23795.7	6091.45	8085.07	26040.64	11432.15	19585.56	25611.06	42257.27	24966.53	15209.01	22765.88	36061.06	15770.89	14060.42	30132.24	19483.31	8647.15	10027.29	12780.5	41757.86	20352.73	22204.28	12791.41	29625.64	16759.23	19397.39	14860.18
K01451	4858.98	2909.79	2915.27	3248.4	6335.09	2308.47	7314.77	4254.19	10485.52	5696.5	3796.01	12916.87	2709.23	1961.06	1522.57	236.45	524.43	7640.7	2801.03	6221.93	8883.82	8360.33	5271.06	36389.88	49596.55	8956.99	41831.85	36198.11	15291.51	17712.45	22328.81	4501.09	24221.75	2736.08	15392.98	15649.61	19659.24	34658.2	9801.99	38872.04	4498.04	7078.36	6207.33	5033.36	7534.49	7431.45	2680.33	7182.67	3376.64	2644.58	3735.35	3174.42	6075.9	7623.66	9113.01	6752.04	6959.23	5810.33	2411.61	2815.24	4365.18	3314.82	5397.09	9860.09	4776.86	71096.3	9639.02	5309.28	1909.73	5499.04	5539.18	10716.49	3696.87	5079.59	6739.48	10080.43	3509.75	6167.07	7874.44	6500.36	11443.82	1943.51	8715.88	21008.23	29879.08	11815.05	8747.48	34337.75	36726.5	17702.99	37115.59
K01452	390	415	408.25	348.5	1327	174.5	1074.5	673.5	1512	1525.5	721	3299.5	591	136.5	244.5	37.5	69.5	1586	490.5	1286.5	447	1930	616.5	2401	11466.5	2015.67	7271.5	7580.5	337	1330	2363.5	392	4674	47	3683.5	2936.5	5026.5	10077.75	1841.5	6545	525.5	1621	214	397.5	282	298.5	186	400	400	122	305	606.5	1062.5	892.5	810.5	686	841.5	40.5	189	281	235.5	48	763	997.5	383	18842	172.5	326	65.5	590.5	597	126	91	978	460	520	746	775	1123.5	1138	1871.5	255.5	1468.5	4650.5	6287.67	2310	1442.5	8856.5	8079	3893.5	9743
K01453	0	28	0	0	0	0	14	0	0	17.4	8	0.45	0.18	0	0	0	0	0.75	0	30	0	0	0	12	35.36	0	65.18	40	0	0.18	0	0	0.27	0	20.55	0	154	55.5	20	18	4	12.8	0	0	0	10	0	18	0	0	0	0	0	22	0	0	2	0	0	0	0	0	1	0	0	54.5	0	0	0	0	0	0	0	12	0	0	0	0.5	0	0	6	0	0	16	18	28	0	0	16	15.09	22
K01455	0	14	0	0	2.87	0.57	50.08	0.86	12.67	30	13.32	15.12	2.78	0	7.93	18.8	0	17.32	12.67	32.99	6.4	19.82	0	52.15	103.36	1.2	227.45	169.59	115.65	21.5	26.13	0	265.89	0	96.07	14.37	171.55	508.82	50.75	171.35	12.56	28	125.85	8	0	7.47	0.83	16.8	7.5	0	2	7.2	37.48	34.78	30.12	1.33	8.13	0	8.6	1.83	4.9	8.6	2.33	34.3	14	138.43	13.4	0	35	0	10.92	0	103.8	59.22	0.5	875.33	3	51	1.17	42.22	19.17	11.25	1.8	39.83	47.79	90.98	278.65	271.84	226.71	259.44	477.45
K01457	1.5	18.37	0	18.57	2.87	0.57	9.67	218.44	70.56	14.4	6.33	6.17	4.1	2	0.67	0	0	4.58	13.14	19.33	7.15	6.83	0	20.97	37	1.2	82.87	107.6	1.62	8.33	14.83	0	64.62	25.74	35.33	14.37	109.34	179.58	21.01	54.77	5.23	9.13	0.75	34.57	80.25	492.61	0.83	16.8	0	0	2	7.7	25.45	45.36	5.73	0	6.13	0	3.67	52.01	8	0.75	13.58	3.67	0	147.68	0	0	0	1	8.43	2.71	0	38.73	99.33	1	5.38	0	22.6	12.9	11.5	20.27	86.8	18.83	50.47	21.67	18.86	79.2	68.45	70.34	92.07
K01458	110.11	10	1.67	52	1.67	4.22	6.56	0	0	0	0	0	0	0	15	1.5	0	7.5	2.67	2.67	3	6.22	0	12.23	337.5	27	37.67	141.67	5.39	0	108.53	1.11	0	0	17	8	1.5	22.5	6.5	54	2.5	0	90.42	0.44	134.67	85.67	0	2	3.89	25	0	3.44	47.44	277	0	13.33	2.5	0	1.11	0	4.17	33.89	0	57.17	10.11	47.16	0	0	55	0	15	0	0	2.5	26	98.22	4	7	16	18.5	10	7.11	29.5	66	83	30.22	287.78	12.5	5.78	19	32.67
K01459	0	28	0	0	0	0	7	0	0	8	4	0	0	0	0	0	0	0	0	15	0	0	0	6	16	0	28	20	0	0	0	0	0	0	20	0	154	0	20	18	2	6	0	0	0	5	0	18	0	0	0	0	0	11	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	3	0	0	8	9	14	0	0	8	7	11
K01460	580.14	0	261	6.72	24	0	7.29	57	126.11	0	10	3.29	2.86	1280.72	135.29	285	85.57	4.29	0	31.86	3.71	0	10.86	8.29	687.28	4142.58	2246.86	312.74	144.43	20.57	7109.07	0	2.86	15.86	1.14	251.71	21	620.67	5.71	257	1.57	319	3317.14	12	5541.24	1613.29	8595.28	281.58	56.57	490.58	4.86	25.29	157	173	0	8.86	6	19.71	1	0	2.14	36.86	54.57	3.29	340.28	35.57	6.86	0	22.42	9.57	293	10.29	75.86	0	437.29	43.43	103	28.74	2420.39	5701.57	77	1382	74	1555.17	66.19	3253	3343.53	127.14	172.86	70.43	5082.86
K01461	0	14	0	0	0	0	0.67	0	0	0	0	0	0	0	0	0	0	2	2.67	2.67	0	0	0	1.67	0	0	0	0	0	0.67	0	0	0	0	10	0	77	0	10	9	0	1.33	0	0	0	0	0	9	0	0	0	0	0	0	0	1.33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.67
K01462	49626.32	34951.94	28774.79	24683.79	26671.33	25457.8	42128.56	27195.91	70004.71	28456.4	33381.53	35473.25	24769.68	21848.89	23892.62	12510.57	17652.57	23858.68	13299.23	18520.33	56329.9	26017.03	28707.36	131517.29	189820.49	119859.17	131202.1	171768.96	157922.19	204690.8	146597.49	69477.19	148837.87	62887.48	86530.61	78710.17	73311.41	145179.65	56129.83	140280.52	55945.73	81617.79	68587.07	71729.7	71879.2	76016.78	23536.02	42790.92	42253.23	48567.37	78034.22	29484.94	45393.69	58779.33	62454.21	52383.31	62475.74	79296.25	72163.82	52454.33	45196.37	58871.72	63868.38	50496.94	63221.23	108770.1	50129.6	73172.09	43883.54	46601.97	63616.29	93362.75	71536.4	53641.51	57604.89	116217.85	69997.76	61869.49	68145.92	59213.75	40213.01	30899.58	59754.71	100279.23	92921.85	57940.88	87817.98	98753.82	87831.01	80720.73	76147.52
K01464	9070.89	7782.74	6968.73	4912.73	3019.8	6113.67	7087.23	6545.98	14210.45	3744.45	3076.06	6247.46	5760.33	5243.24	3482.8	3838.48	3513.71	4588.84	1876.78	3637.35	9425.77	4320.68	4023.8	20552.89	42117.65	41357.59	61364.61	31593.43	34982.84	28298.44	33129.99	12323.62	28400.86	7560.28	15814.62	18276.93	19123.75	27542.97	11414.46	21910.84	6771.91	25187.95	14694.37	13095.79	13653.63	15577.27	11857.75	9769.75	5641.86	11372.2	13818	11811.39	7548.18	12507.46	8774.19	7547.16	8408.6	25875.94	16592.27	15710.54	11483.45	7574.2	11785.39	11060.53	12660.76	25131.77	6474.57	13005.6	12201.94	9646.42	13682.95	23345.49	22054.39	10267.36	10787.92	31082.88	10399.25	8670.66	17071.89	13515.81	8918.01	6226.98	8235.42	18447.09	16641.75	22502.76	14506.32	15832.55	18369.59	16413.98	28702.24
K01465	35502.61	23796.1	20212.34	18660.59	20873.94	16367.49	34111.08	19495.96	54286	19636.07	21812.29	28739.6	15366.16	17573.47	16143.42	6157.62	11302.42	19941.4	13086.42	15931.85	37415.52	22871.03	19851.2	94601.61	184542.41	109828.98	126278.44	133741.2	106323.91	144127.08	122322.19	43517.31	115533.5	43635.71	60402.37	55979.1	54205.42	112832.57	44957.17	112692.58	44992.54	49355.76	52171.97	47497.82	52395.24	58683.42	21851.15	30193.67	30676.13	32453.73	51677.67	23713.22	36441.5	43688.91	49822.33	42519.56	48087.66	43940.4	42993.83	31170.38	28480.87	55165.47	44415.83	37433.3	39011.11	113286	33783.06	45371.4	34217.59	34703.6	46258.47	60873.41	40104.29	33864.69	39343.37	66805.45	40249.68	64414.27	54779.88	51639.16	35884.61	23073.79	48857.46	85796.98	78216.31	45961.31	96199.16	103759.65	79755.6	68498.18	73322.04
K01466	973.86	274.03	366.08	128.64	108.5	424.19	468.78	241.92	425.45	346.45	320.83	992.61	357.51	1446.72	507.14	384.31	637.24	189.78	1220.53	137.27	585.56	62.66	291.19	1955.77	4722.73	7236.37	30103.14	3215.73	4664	875.11	12583.62	2249.67	1612.03	753.25	1604.88	801.05	999.02	2925.52	1090.12	1265.21	731.69	878.15	6128.99	512.77	6796.4	2192.34	8820.38	1869.66	389.73	2038.96	887.31	571.31	1190.23	2207.65	1107.21	204.77	392.02	1106.48	1846.59	1698.18	2418.21	1020.26	1138.49	478.47	1948.15	203.62	813.01	915.92	1943.7	356.4	674.84	402.24	2559.53	2398.91	1318.37	3426.93	1485.57	2060.56	2979.99	6122.78	1767.06	2192.05	1200.95	2899.77	682.39	6133.71	7215.7	838.37	1254.34	1921.02	9808.27
