KO	FR-027	FR-030	FR-039	FR-040	FR-052	FR-053	FR-060	FR-105	FR-110	FR-115	FR-116	FR-125	FR-129	FR-132	FR-139	FR-142	FR-152	FR-156	FR-166	FR-169	FR-170	FR-173	FR-187	FR-194	FR-198	FR-200	FR-208	FR-212	FR-213	FR-221	FR-223	FR-276	FR-281	FR-294	FR-298	FR-302	FR-305	FR-316	FR-328	FR-344	FR-349	FR-390	FR-393	FR-399	FR-400	FR-414	FR-430	FR-450	FR-451	FR-459	FR-460	FR-503	FR-505	FR-506	FR-542	FR-551	FR-552	FR-558	FR-568	FR-617	FR-628	FR-654	FR-667	FR-682	FR-684	FR-696	FR-716	FR-719	FR-721	FR-722	FR-723	FR-726	FR-728	FR-730	FR-734	FR-751	FR-759	FR-767	FR-768	FR-770	FR-772	FR-780	FR-783	FR-788	FR-812	FR-817	FR-824	FR-825	FR-827	FR-828	FR-830
K02189	0.000274104	0.000198374	0.000251957	9.28E-05	0.000145413	0.000184467	7.05E-05	0.000218684	0.000398755	9.39E-05	0.000263565	3.27E-05	0.000247776	0.000261743	0.000223367	1.98E-05	0.000513279	0.000165463	4.06E-05	0.000215994	0.000507543	9.40E-05	0.000437798	0.000370988	5.17E-05	0.000132132	0.000145609	0.000228561	0.000338451	0.000536299	0.000152684	0.000643329	0.000319711	0.000240978	0.000305089	0.000237287	0.00031704	8.75E-05	0.000350829	0.000190531	0.00027217	3.47E-06	0.000284977	0.000348448	0.000962247	0.000225003	0.000624334	0.000456219	0.000415806	0.000823305	0.000532727	0.000210279	0.000438625	0.00029614	0.000208803	0.000230039	0.00024709	0.00076508	0.000259271	0.000376576	0.000432753	0.00016459	0.000615425	7.93E-05	0.00057636	5.33E-06	0.000374517	0.000455681	0.000110319	9.66E-05	0.000331568	0.00114087	0.000674865	0.000427864	0.000577839	0.000103585	0.000537493	7.00E-05	0.000455909	0.000356066	0.000171827	0.000381158	0.00019585	0.000503691	0.000132383	0.000262031	1.11E-05	5.37E-05	6.19E-05	0.000247271	7.44E-06
K02190	0.000533026	0.000321166	0.000464777	0.000229899	0.000397146	0.000492174	0.000282057	0.000375129	0.000777653	0.00012431	0.000423322	4.59E-05	0.000308916	0.000466506	0.00044308	5.20E-05	0.000994916	0.000310628	0.000371311	0.000338767	0.000929659	0.000222107	0.000776222	0.000843983	0.000495064	0.000794781	0.000504073	0.000406297	0.000659824	0.000908255	0.000605646	0.00087206	0.000476001	0.000595033	0.000434433	0.000545974	0.000335669	0.000193438	0.000501348	0.000714202	0.000411262	0.000631238	0.000447969	0.000590636	0.001115167	0.000474801	0.000965984	0.001021677	0.000583171	0.00099547	0.000935276	0.000785309	0.000587118	0.000553993	0.000372749	0.000365311	0.000502717	0.000896722	0.000469828	0.000512237	0.000769701	0.000615337	0.00093805	0.0005142	0.000885703	8.60E-06	0.000889186	0.000777939	0.000313711	0.00029665	0.000609708	0.00119681	0.00078229	0.000587878	0.000974337	0.000202072	0.0006394	0.000241647	0.000990629	0.000530344	0.000438815	0.000768382	0.000424173	0.000928137	0.000367811	0.000530304	0.000101444	7.36E-05	0.000184922	0.000347622	0.000112873
K02191	0.000644692	0.000510125	0.000519026	0.000295366	0.000518202	0.000897429	0.000433749	0.00046773	0.000885568	0.000373075	0.00057365	0.000368561	0.000968421	0.00053974	0.000472636	0.00153285	0.001490644	0.000456831	0.000485727	0.000547611	0.001009224	0.000404982	0.000883411	0.000937901	0.00062368	0.000835596	0.000389974	0.0006192	0.000753919	0.00100647	0.000652129	0.001176129	0.00058343	0.000678405	0.000717576	0.000833242	0.000655545	0.000482183	0.000654856	0.000794971	0.000482187	0.000300858	0.000716252	0.000695037	0.001156647	0.000554577	0.000558889	0.001176253	0.000629013	0.001150658	0.001109682	0.001063245	0.00063114	0.000564092	0.000422352	0.000438004	0.000624182	0.001383893	0.001033121	0.001357541	0.001218116	0.000673959	0.001080089	0.000660457	0.001210176	0.000234742	0.001044756	0.001153135	0.000503649	0.000362077	0.000691398	0.001383372	0.001382183	0.001008093	0.001099436	0.00120204	0.001142229	0.000187683	0.001044784	0.00057159	0.00045785	0.000994051	0.000512655	0.001063705	0.000531579	0.00071165	0.000329237	0.00022088	0.000402802	0.000532683	0.000247964
K02201	0.001688836	0.00174883	0.001696262	0.001805209	0.001579543	0.001864257	0.002022806	0.001685332	0.001706301	0.001547934	0.001612987	0.00135133	0.001717262	0.00218302	0.001613766	0.002347398	0.002019184	0.001486602	0.001641758	0.001497016	0.001910088	0.001446016	0.001729184	0.001729033	0.00160953	0.001498979	0.001654249	0.001776253	0.001972153	0.001895526	0.001667914	0.001914384	0.001720759	0.002408785	0.001592665	0.001676951	0.001469489	0.001671858	0.001777353	0.00166059	0.002343134	0.001639043	0.00192719	0.001917152	0.001867889	0.002072105	0.00176897	0.001846644	0.001821086	0.001863214	0.001856047	0.00185881	0.001840345	0.001900633	0.001996605	0.001915052	0.001998075	0.001895576	0.001960612	0.001940933	0.001862755	0.00185683	0.001758077	0.001920805	0.001884844	0.001285387	0.001902871	0.001916254	0.001985956	0.001841494	0.001893471	0.00180828	0.001885122	0.001754764	0.001876561	0.001874038	0.001600319	0.001780503	0.001704832	0.001743096	0.001684136	0.001803702	0.002061573	0.001653822	0.001594672	0.001624113	0.001677082	0.001405542	0.001484452	0.001676713	0.001344433
K02203	0.001656602	0.001699324	0.0015577	0.001732375	0.00137498	0.001597486	0.001268723	0.001660201	0.001661747	0.001481037	0.001543141	0.001321707	0.001678556	0.001305421	0.001338907	0.002344091	0.002015211	0.001465752	0.001637002	0.001460326	0.001593415	0.001385074	0.001580051	0.001718304	0.001561095	0.001487156	0.001444135	0.001758227	0.001931017	0.001848923	0.001643138	0.001873743	0.001662562	0.001054818	0.001577754	0.001591964	0.001454519	0.001586711	0.001729837	0.001585559	0.000955568	0.001018134	0.001772989	0.001776726	0.001586724	0.001304621	0.001670935	0.001769366	0.001782069	0.001612732	0.001691539	0.001818932	0.001774252	0.00146709	0.001230021	0.001496238	0.001343711	0.001782943	0.001786279	0.001901389	0.001742926	0.001808457	0.001730671	0.001465011	0.001601411	0.0012844	0.001846618	0.001864764	0.001936602	0.001161263	0.001819447	0.001773225	0.001879115	0.0016581	0.001753216	0.001850477	0.001579931	0.001608727	0.001635479	0.001581851	0.001667771	0.001783695	0.001061267	0.001634699	0.001356796	0.001509756	0.001393284	0.001392628	0.001472499	0.001661146	0.00128017
K02204	0.001174028	0.001062156	0.001151386	0.001099831	0.001045979	0.000776978	0.000730925	0.001151036	0.001262991	0.001216954	0.001140554	0.000991616	0.001001103	0.001064704	0.001177454	0.000863288	0.001125705	0.001220571	0.000957083	0.001098258	0.001229397	0.001080302	0.00126929	0.001334698	0.000944345	0.001086387	0.00075494	0.001367861	0.001276915	0.001217613	0.001095855	0.001491696	0.001038192	0.000899684	0.001196525	0.001077214	0.001125766	0.000913961	0.000728242	0.00115444	0.00076675	0.000453879	0.001035348	0.001318403	0.001350919	0.000975103	0.001438533	0.001288206	0.001259049	0.001213487	0.001055708	0.001158971	0.000999952	0.000868483	0.000849707	0.001134642	0.001050353	0.001226431	0.001098591	0.001000764	0.001160441	0.001123047	0.001347374	0.000943814	0.001115414	0.001053954	0.001213161	0.001284226	0.000384931	0.000968059	0.001077237	0.001497137	0.001165652	0.001172378	0.00132901	0.000806599	0.001011657	0.00094268	0.001226809	0.001104817	0.001019888	0.001085032	0.000862553	0.001061485	0.001054125	0.00106166	0.001106021	0.001181133	0.001071908	0.000975212	0.001006459
K02217	0.000508921	0.000476326	0.000497256	0.000363812	0.000720779	0.000327284	0.000383477	0.000466124	0.000437024	0.000910539	0.00067344	0.001086742	0.000556454	0.000134659	0.000261043	5.18E-05	0.000111022	0.000781818	0.000448926	0.000829943	0.000168896	0.000906623	0.000388523	0.000229962	0.000766426	0.000548839	0.000509666	0.000474817	8.30E-05	0.000196289	0.00050599	0.000113156	0.000452009	5.99E-05	0.000637797	0.000489205	0.000768119	0.000713919	0.000302199	0.000549953	0.000128261	0.000479907	9.76E-05	0.000128221	6.76E-05	0.000288932	0.00028107	0.0002236	0.000246391	0.000204682	0.000113866	0.000275405	0.000239703	0.000289375	0.000257702	0.000456897	0.000309463	2.90E-05	0.000265702	0.000249051	0.000285685	3.71E-05	0.000328209	0.000312648	0.0001545	0.001225893	7.35E-05	0.000122818	7.01E-05	0.000667958	0.000178749	3.97E-05	0.000128739	0.00045649	0.000176239	0.000272102	0.000240709	0.000211365	0.000436258	0.000344811	0.000597106	0.000180026	0.00044733	0.000480319	0.000774775	0.000523185	0.00022839	0.000930704	0.000902558	0.000544568	0.001081613
K02224	0.000668731	0.000526417	0.000551848	0.000308965	0.000547209	0.000917979	0.000451508	0.000521267	0.000893686	0.000383173	0.000586131	0.000369551	0.000974846	0.000555386	0.000517244	0.00153285	0.001494413	0.000466627	0.000463348	0.00056391	0.001101859	0.000408035	0.000915943	0.000980585	0.000622277	0.000842412	0.000490633	0.000614981	0.000881126	0.001012036	0.000603813	0.001201544	0.000626642	0.000690916	0.000727078	0.000841622	0.000662345	0.000454478	0.000666101	0.000820745	0.000503533	0.000914955	0.000720972	0.000709173	0.001173199	0.000569986	0.001058085	0.001202847	0.000649911	0.001155344	0.001165668	0.001089282	0.000658211	0.000714689	0.000462274	0.000442685	0.000650847	0.00141832	0.001122693	0.00136402	0.001307552	0.000678388	0.001123879	0.000690893	0.001269326	0.000238773	0.001053249	0.001158551	0.000494856	0.000388093	0.000714302	0.001393506	0.001380037	0.001029487	0.001127154	0.001202476	0.001144122	0.000244836	0.001105744	0.000600231	0.000487812	0.000999767	0.00053575	0.00103888	0.000547498	0.000664156	0.000338666	0.000210058	0.000434875	0.000530479	0.000285993
K02225	0.00056627	0.000449195	0.000526056	0.000343066	0.000509006	0.000486328	0.000343652	0.000427179	0.00091262	0.000269109	0.000536026	0.00022653	0.000382673	0.000515373	0.000659251	6.59E-05	0.001007395	0.00043149	0.000511439	0.000463977	0.000864179	0.000413548	0.00082028	0.000832573	0.000686207	0.001245493	0.000585505	0.000521553	0.000549645	0.000935013	0.000697392	0.000925351	0.000570068	0.000590865	0.000554466	0.000691576	0.000456406	0.000356036	0.000584971	0.000812943	0.00044019	0.000698475	0.000704344	0.000600472	0.001142158	0.000537054	0.000466299	0.001004799	0.000713195	0.001019956	0.001007558	0.000858991	0.000632787	0.000588579	0.000573512	0.000434882	0.00062498	0.000860455	0.000402879	0.000529151	0.000680324	0.001028904	0.000959737	0.000563946	0.000856167	0.000204354	0.000886229	0.00085402	0.00032772	0.000309165	0.000636347	0.001202991	0.000782135	0.000652435	0.000994877	0.000219326	0.000672793	0.000697997	0.000986105	0.000784299	0.000404127	0.000921418	0.000461289	0.001050979	0.000489715	0.000617956	0.000902597	0.000405433	0.000326923	0.000451353	0.00030513
K02226	0.000893654	0.000737153	0.000915724	0.000646072	0.001069879	0.000655304	0.000526094	0.00079515	0.000907043	0.001008705	0.00095807	0.001160556	0.000832181	0.000521749	0.00080267	7.07E-05	0.000691154	0.001080535	0.000608463	0.001083285	0.000993174	0.001127218	0.000986951	0.000812362	0.000898263	0.000750921	0.000782094	0.000774918	0.000514952	0.00077743	0.000869642	0.000860107	0.000819822	0.000523854	0.000980342	0.000934075	0.001097486	0.000901248	0.000735299	0.000864824	0.000486076	0.000491672	0.000556918	0.000613689	0.00133809	0.000621501	0.00046657	0.000747135	0.000787067	0.001082085	0.000788864	0.000509538	0.000792016	0.000680532	0.000559319	0.000833143	0.000658069	0.000946736	0.000581471	0.000650597	0.000739915	0.000395312	0.000980573	0.000415676	0.000997998	0.001229031	0.000601706	0.000655945	0.000326636	0.000774239	0.000692326	0.00124647	0.000834161	0.000954314	0.000824805	0.000385864	0.000792024	0.000395678	0.000954178	0.000857459	0.000781622	0.000704968	0.000774563	0.001070959	0.000999122	0.000967661	0.000266488	0.000976616	0.000959404	0.000859364	0.001122482
K02227	0.00056627	0.000449195	0.000526056	0.000343066	0.000509006	0.000486328	0.000343652	0.000427179	0.00091262	0.000269109	0.000536026	0.00022653	0.000382673	0.000515373	0.000659251	6.59E-05	0.001007395	0.00043149	0.000511439	0.000463977	0.000864179	0.000413548	0.00082028	0.000832573	0.000686207	0.001245493	0.000585505	0.000521553	0.000549645	0.000935013	0.000697392	0.000925351	0.000570068	0.000590865	0.000554466	0.000691576	0.000456406	0.000356036	0.000584971	0.000812943	0.00044019	0.000698475	0.000704344	0.000600472	0.001142158	0.000537054	0.000466299	0.001004799	0.000713195	0.001019956	0.001007558	0.000858991	0.000632787	0.000588579	0.000573512	0.000434882	0.00062498	0.000860455	0.000402879	0.000529151	0.000680324	0.001028904	0.000959737	0.000563946	0.000856167	0.000204354	0.000886229	0.00085402	0.00032772	0.000309165	0.000636347	0.001202991	0.000782135	0.000652435	0.000994877	0.000219326	0.000672793	0.000697997	0.000986105	0.000784299	0.000404127	0.000921418	0.000461289	0.001050979	0.000489715	0.000617956	0.000902597	0.000405433	0.000326923	0.000451353	0.00030513
K02229	2.83E-05	5.17E-05	4.90E-05	4.14E-05	0.000112047	2.55E-05	6.12E-05	7.28E-05	6.35E-05	0.000155658	9.30E-05	0.000179964	7.85E-05	1.59E-05	3.03E-05	1.34E-05	1.52E-05	0.000123265	4.98E-05	0.000122099	2.26E-05	0.000139326	5.59E-05	3.91E-05	0.000116027	4.68E-05	8.39E-05	9.66E-05	7.55E-06	2.44E-05	4.53E-05	1.76E-05	7.31E-05	2.71E-06	0.000111287	0.000102355	0.000130523	0.000147528	5.77E-05	9.96E-05	2.27E-05	6.69E-05	9.58E-06	2.06E-05	8.69E-06	1.04E-05	2.67E-05	2.58E-05	3.45E-05	6.25E-06	1.67E-05	4.64E-05	3.93E-05	3.56E-05	3.49E-05	2.75E-05	4.20E-05	1.85E-06	1.47E-05	1.69E-05	1.87E-05	2.46E-06	3.90E-05	4.84E-05	2.16E-05	0.00019946	9.42E-06	1.96E-05	3.23E-06	3.60E-05	2.77E-05	2.76E-06	6.45E-06	6.62E-05	2.54E-05	1.50E-05	3.77E-05	2.81E-05	6.52E-05	5.35E-05	7.73E-05	3.10E-05	5.41E-05	9.06E-05	0.000132776	7.50E-05	3.93E-05	0.000146262	0.000142898	8.63E-05	0.000192967
K02230	5.69E-05	5.18E-05	4.92E-05	4.14E-05	0.000112085	2.55E-05	6.25E-05	7.29E-05	0.000102155	0.000155658	9.30E-05	0.000180537	7.85E-05	1.59E-05	0.000305386	1.34E-05	1.52E-05	0.000123265	0.000162621	0.000122099	3.82E-05	0.000156609	5.59E-05	3.94E-05	0.000119881	5.36E-05	8.40E-05	9.67E-05	7.55E-06	2.66E-05	4.61E-05	3.72E-05	7.33E-05	4.27E-05	0.000111287	0.000102355	0.000130523	0.00014862	5.77E-05	0.000124877	4.04E-05	6.69E-05	2.68E-05	2.06E-05	8.76E-06	5.03E-05	2.73E-05	6.05E-05	6.22E-05	6.25E-06	1.67E-05	4.71E-05	3.93E-05	5.17E-05	3.49E-05	3.05E-05	5.75E-05	1.85E-06	5.34E-05	1.69E-05	2.80E-05	2.46E-06	0.000114997	4.84E-05	2.16E-05	0.000201223	1.19E-05	1.96E-05	3.23E-06	5.20E-05	2.78E-05	2.76E-06	3.07E-05	8.37E-05	2.54E-05	1.50E-05	4.43E-05	2.81E-05	7.09E-05	5.56E-05	7.73E-05	3.10E-05	7.91E-05	9.26E-05	0.000137552	7.50E-05	3.93E-05	0.000146262	0.00014522	8.79E-05	0.000192967
K02231	0.001112618	0.000974846	0.001048558	0.000727129	0.001274645	0.001204674	0.000821342	0.000972285	0.001194843	0.001155243	0.001136438	0.001288665	0.001461254	0.000755799	0.001067949	0.001572048	0.001266749	0.00122726	0.000974007	0.001279216	0.00123184	0.001256936	0.001278513	0.001368123	0.000968782	0.00116288	0.00102702	0.001035161	0.00093151	0.000964287	0.000996187	0.001392018	0.001028631	0.000728966	0.001244468	0.001289821	0.001304053	0.001107383	0.000942263	0.001245469	0.000658886	0.001334499	0.001130537	0.00077238	0.001236864	0.000863008	0.000828664	0.001372489	0.000950563	0.001336215	0.001208187	0.001302227	0.000864336	0.000996489	0.000916532	0.000856022	0.00101854	0.001487139	0.001321847	0.001562134	0.001496716	0.000935843	0.001238748	0.000975969	0.001364858	0.001260993	0.001228694	0.001314899	0.000589856	0.000979885	0.00086594	0.001455735	0.001506165	0.001417088	0.001204729	0.001463171	0.001312436	0.000847389	0.001215421	0.001001792	0.000972939	0.001224167	0.000961475	0.001191625	0.001202042	0.001276302	0.001267392	0.001176106	0.001205207	0.00102876	0.00119713
K02232	0.00056627	0.000445926	0.000526056	0.000343066	0.000509006	0.000486328	0.000343652	0.000427179	0.00091262	0.000269109	0.000536026	0.00022653	0.000382673	0.000515373	0.000387705	6.59E-05	0.001007395	0.00043149	0.000415589	0.000463977	0.000864179	0.000413548	0.00082028	0.000832573	0.000686207	0.001238766	0.000585505	0.000521553	0.000549645	0.000935013	0.000697392	0.000925351	0.000570068	0.000590865	0.000553865	0.000691576	0.000452526	0.000356036	0.000584352	0.00081267	0.000422534	0.000698475	0.000704344	0.000600472	0.001142158	0.000499081	0.000466299	0.001003688	0.000700012	0.001019956	0.001007558	0.000858991	0.000632787	0.000585172	0.000573512	0.000434882	0.00062498	0.000860455	0.000402879	0.000529151	0.000680324	0.001028904	0.000959737	0.000563946	0.000856167	0.000204354	0.000886229	0.00085402	0.00032772	0.000309165	0.000636347	0.001202991	0.000782135	0.000652435	0.000994877	0.000219326	0.000671523	0.000697997	0.000986082	0.000784299	0.000404127	0.000921418	0.000461289	0.001050979	0.000485918	0.000617956	0.000902597	0.000405433	0.000326923	0.000451353	0.00030513
K02233	0.001181768	0.000974846	0.001087075	0.000731585	0.001274645	0.001215181	0.000822324	0.000985088	0.001335247	0.001155243	0.001140598	0.001288665	0.001461254	0.000755799	0.001067949	0.001572048	0.001648069	0.00122726	0.000974007	0.001284839	0.00123184	0.00125894	0.001295516	0.001368184	0.001362617	0.001455486	0.001027089	0.001052422	0.000992131	0.001238842	0.001201271	0.00139227	0.001028631	0.000763929	0.001294365	0.001356326	0.001304109	0.001109357	0.000942263	0.001245936	0.000658886	0.001334499	0.001130537	0.000857671	0.001262242	0.000926319	0.000828664	0.001372581	0.000984426	0.001337406	0.001331457	0.001302342	0.000864336	0.000996758	0.000916532	0.000867121	0.001035853	0.001487139	0.001321847	0.001604515	0.001496716	0.001231031	0.001376747	0.000975969	0.001374013	0.001261017	0.001228694	0.001314899	0.000589856	0.000985822	0.000918691	0.001455735	0.001506165	0.001417241	0.001256088	0.001464017	0.001347983	0.000847389	0.001456397	0.0010866	0.000972939	0.001268174	0.000961475	0.001462919	0.001212043	0.001276302	0.001267392	0.001194986	0.001205207	0.001029558	0.001198764
K02274	0.000472839	0.000428243	0.000472065	0.000338566	0.000606843	0.00019765	0.000369497	0.000446482	0.000388557	0.000910323	0.000643129	0.001081213	0.000541502	0.000101293	0.000188371	5.21E-05	0.000109339	0.000775217	0.000432253	0.000826927	0.000147264	0.000887356	0.000369735	0.000227288	0.000737078	0.000546351	0.000506375	0.000458855	4.76E-05	0.000181399	0.000487221	9.16E-05	0.000437255	1.37E-05	0.000636085	0.000479493	0.000758872	0.00069011	0.000284095	0.000504559	0.000124642	0.000468159	4.47E-05	0.000119875	5.26E-05	0.00013011	0.000265232	0.000172227	0.0002049	4.74E-05	0.000104528	0.000244004	0.000220861	0.000214815	0.000237814	0.000407444	0.000272768	2.34E-05	0.000216125	0.000247363	0.00027039	3.10E-05	0.00024827	0.000296628	0.00014245	0.001223672	6.77E-05	9.71E-05	4.80E-05	0.000624566	0.000147692	3.59E-05	9.39E-05	0.000428121	0.000134295	0.000260314	0.000223161	0.000161279	0.000413045	0.000330847	0.000561602	0.000157076	0.000326175	0.000454339	0.00074445	0.000515427	0.000201187	0.000923922	0.000892889	0.00052305	0.001079954
K02275	0.000472839	0.000428243	0.000472065	0.000338566	0.000606843	0.00019765	0.000369497	0.000446482	0.000388557	0.000910323	0.000643129	0.001081213	0.000541502	0.000101293	0.000188371	5.21E-05	0.000109339	0.000775217	0.000432253	0.000826927	0.000147264	0.000887356	0.000369735	0.000227288	0.000737078	0.000546351	0.000506375	0.000458855	4.76E-05	0.000181399	0.000487221	9.16E-05	0.000437255	1.37E-05	0.000636085	0.000479493	0.000758872	0.00069011	0.000284095	0.000504559	0.000124642	0.000468159	4.47E-05	0.000119875	5.26E-05	0.00013011	0.000265232	0.000172227	0.0002049	4.74E-05	0.000104528	0.000244004	0.000220861	0.000214815	0.000237814	0.000407444	0.000272768	2.34E-05	0.000216125	0.000247363	0.00027039	3.10E-05	0.00024827	0.000296628	0.00014245	0.001223672	6.77E-05	9.71E-05	4.80E-05	0.000624566	0.000147692	3.59E-05	9.39E-05	0.000428121	0.000134295	0.000260314	0.000223161	0.000161279	0.000413045	0.000330847	0.000561602	0.000157076	0.000326175	0.000454339	0.00074445	0.000515427	0.000201187	0.000923922	0.000892889	0.00052305	0.001079954
K02276	0.000472839	0.000428243	0.000472065	0.000338566	0.000606843	0.00019765	0.000369497	0.000446482	0.000388557	0.000910323	0.000643129	0.001081213	0.000541502	0.000101293	0.000188371	5.21E-05	0.000109339	0.000775217	0.000432253	0.000826927	0.000147264	0.000887356	0.000369735	0.000227288	0.000737078	0.000546351	0.000506375	0.000458855	4.76E-05	0.000181399	0.000487221	9.16E-05	0.000437255	1.37E-05	0.000636085	0.000479493	0.000758872	0.00069011	0.000284095	0.000504559	0.000124642	0.000468159	4.47E-05	0.000119875	5.26E-05	0.00013011	0.000265232	0.000172227	0.0002049	4.74E-05	0.000104528	0.000244004	0.000220861	0.000214815	0.000237814	0.000407444	0.000272768	2.34E-05	0.000216125	0.000247363	0.00027039	3.10E-05	0.00024827	0.000296628	0.00014245	0.001223672	6.77E-05	9.71E-05	4.80E-05	0.000624566	0.000147692	3.59E-05	9.39E-05	0.000428121	0.000134295	0.000260314	0.000223161	0.000161279	0.000413045	0.000330847	0.000561602	0.000157076	0.000326175	0.000454339	0.00074445	0.000515427	0.000201187	0.000923922	0.000892889	0.00052305	0.001079954
K02291	0.00049202	0.000481917	0.000484234	0.000338566	0.000606843	0.00019765	0.000373928	0.000446482	0.000463397	0.000918112	0.000643129	0.001083063	0.000541431	0.000133992	0.000188371	5.26E-05	0.000109339	0.000775425	0.000444835	0.000828667	0.000150528	0.000941185	0.000369916	0.000227548	0.000798292	0.00064954	0.000506668	0.000470753	6.10E-05	0.00018422	0.000535658	0.000146103	0.000448455	3.41E-05	0.000654386	0.000518381	0.000759512	0.000714442	0.000284188	0.000518097	0.00012519	0.000470587	0.000298126	0.000122454	7.26E-05	0.000141764	0.000261105	0.000172227	0.000265186	4.74E-05	0.000181267	0.000242811	0.000221057	0.000261588	0.000396928	0.000407369	0.000373563	2.40E-05	0.000225988	0.000254524	0.00027039	0.00044555	0.000274915	0.000296628	0.000142416	0.001223672	6.93E-05	0.000139836	4.86E-05	0.000628382	0.000170318	4.46E-05	9.39E-05	0.000436855	0.000134295	0.0002647	0.000223246	0.000579076	0.000413022	0.000521079	0.000561602	0.00028593	0.000326175	0.000465546	0.000735734	0.000522724	0.000966149	0.001109247	0.00092251	0.000532276	0.001080182
K02302	0.000626159	0.000675938	0.000717624	0.000329591	0.000573622	0.000428909	0.000428908	0.000475376	0.000578184	0.000883303	0.000698524	0.000920052	0.000622748	0.000320705	0.000266837	0.000252458	0.000551486	0.000692458	0.000405139	0.000779614	0.00023114	0.000875998	0.000449651	0.000305614	0.001094681	0.001011909	0.000585692	0.000473076	0.000485407	0.000661748	0.000983946	0.000199093	0.000554259	0.000135794	0.000650972	0.000626748	0.00065314	0.000645714	0.000321899	0.000617928	0.000293083	0.000418607	0.000364915	0.000302538	0.000181174	0.000357595	0.000331765	0.000185574	0.000308411	0.000183868	0.00079352	0.000363836	0.000708416	0.000352345	0.000589617	0.000419681	0.000405785	0.000239118	0.00030664	0.000402378	0.000388013	0.000877661	0.000460224	0.000288721	0.000230092	0.001033026	0.000261576	0.000240038	0.000337929	0.000624306	0.000308669	0.00021655	0.000210394	0.000415571	0.000268321	0.000432661	0.000233928	0.000661208	0.000597555	0.000602445	0.000602185	0.000617195	0.000346368	0.000770953	0.000708449	0.000728251	0.000962017	0.000997726	0.000820232	0.000567689	0.000904492
K02303	8.94E-05	0.00027582	0.000189394	2.75E-05	4.86E-05	0.000222907	0.000110014	7.79E-05	0.00010602	0.000125117	0.000143945	1.44E-05	0.000158504	0.000215262	9.28E-05	0.000214002	7.45E-05	3.30E-05	1.11E-05	6.91E-05	9.67E-05	8.52E-05	9.84E-05	0.000117217	6.36E-05	0.000456228	0.000147914	9.19E-05	0.000340989	0.000265997	0.000239585	0.000107969	0.000171146	8.24E-05	7.59E-05	0.000149977	2.15E-05	6.06E-05	6.27E-05	9.31E-05	0.000183042	1.74E-05	0.000328191	0.00013162	8.09E-05	0.000157136	6.41E-05	3.67E-05	0.000103807	9.55E-05	0.000513941	0.000164479	0.000426711	0.000138252	0.000386035	2.04E-05	0.000153763	0.000217606	0.000104542	0.000128272	0.000126431	0.000505405	0.000112903	3.92E-05	8.73E-05	8.50E-06	0.000202014	0.000162699	0.000199371	2.32E-05	8.25E-05	0.000171324	0.000122956	5.35E-05	5.80E-05	0.000184338	1.27E-05	0.000485813	7.69E-06	0.000203283	5.47E-05	0.000323674	4.72E-05	8.55E-05	7.73E-05	0.000273289	0.000779052	0.000219505	6.67E-05	0.000121223	8.41E-06
K02304	0.000626159	0.000675938	0.000717624	0.000329591	0.000573622	0.000428909	0.000428908	0.000475376	0.000578184	0.000883303	0.000698524	0.000920052	0.000622748	0.000320705	0.000266837	0.000252458	0.000551486	0.000692458	0.000405139	0.000779614	0.00023114	0.000875998	0.000449651	0.000305614	0.001094681	0.001011909	0.000585692	0.000473076	0.000485407	0.000661748	0.000983946	0.000199093	0.000554259	0.000135794	0.000650972	0.000626748	0.00065314	0.000645714	0.000321899	0.000617928	0.000293083	0.000418607	0.000364915	0.000302538	0.000181174	0.000357595	0.000331765	0.000185574	0.000308411	0.000183868	0.00079352	0.000363836	0.000708416	0.000352345	0.000589617	0.000419681	0.000405785	0.000239118	0.00030664	0.000402378	0.000388013	0.000877661	0.000460224	0.000288721	0.000230092	0.001033026	0.000261576	0.000240038	0.000337929	0.000624306	0.000308669	0.00021655	0.000210394	0.000415571	0.000268321	0.000432661	0.000233928	0.000661208	0.000597555	0.000602445	0.000602185	0.000617195	0.000346368	0.000770953	0.000708449	0.000728251	0.000962017	0.000997726	0.000820232	0.000567689	0.000904492
K02312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
