KO	FR-027	FR-030	FR-039	FR-040	FR-052	FR-053	FR-060	FR-105	FR-110	FR-115	FR-116	FR-125	FR-129	FR-132	FR-139	FR-142	FR-152	FR-156	FR-166	FR-169	FR-170	FR-173	FR-187	FR-194	FR-198	FR-200	FR-208	FR-212	FR-213	FR-221	FR-223	FR-276	FR-281	FR-294	FR-298	FR-302	FR-305	FR-316	FR-328	FR-344	FR-349	FR-390	FR-393	FR-399	FR-400	FR-414	FR-430	FR-450	FR-451	FR-459	FR-460	FR-503	FR-505	FR-506	FR-542	FR-551	FR-552	FR-558	FR-568	FR-617	FR-628	FR-654	FR-667	FR-682	FR-684	FR-696	FR-716	FR-719	FR-721	FR-722	FR-723	FR-726	FR-728	FR-730	FR-734	FR-751	FR-759	FR-767	FR-768	FR-770	FR-772	FR-780	FR-783	FR-788	FR-812	FR-817	FR-824	FR-825	FR-827	FR-828	FR-830
K00820	0.001444344	0.001221014	0.00138307	0.001124182	0.001335726	0.00166259	0.000910901	0.001297745	0.001522799	0.001607498	0.001291733	0.001495234	0.00181422	0.001260694	0.001545919	0.002271661	0.002047538	0.001440311	0.001083618	0.001374072	0.001730315	0.001331826	0.001558886	0.001497214	0.001375778	0.001103043	0.000975115	0.001535377	0.001568664	0.001600878	0.001342671	0.001851259	0.001210581	0.001265692	0.001643158	0.001564833	0.001660966	0.001544253	0.000870175	0.001403903	0.001016564	0.001622205	0.00125395	0.00170027	0.001712277	0.001373918	0.001732781	0.001669993	0.001123429	0.001498479	0.001620557	0.00143463	0.00115095	0.001267896	0.000838208	0.001129352	0.00123679	0.001926987	0.001971573	0.00204084	0.001964102	0.001127372	0.001696659	0.001320593	0.001931397	0.001309623	0.001450985	0.001709531	0.000668169	0.001107898	0.00131688	0.001746079	0.001857297	0.001839188	0.001614816	0.002026316	0.002148919	0.00061647	0.001693097	0.001075219	0.001301305	0.001350418	0.001156329	0.001473563	0.001375505	0.001509361	0.00111768	0.001129578	0.00133917	0.001064323	0.001282197
K00821	0.001578575	0.001602704	0.001491727	0.001729017	0.001482976	0.001761664	0.00134346	0.001672536	0.001637131	0.00154096	0.001575922	0.001361092	0.001775416	0.001294339	0.001163329	0.00225467	0.001974301	0.001443345	0.001596581	0.001542672	0.0018534	0.001409862	0.001658075	0.00179285	0.001411816	0.001333129	0.001710395	0.001441581	0.001668436	0.001717513	0.001521041	0.001867926	0.001601887	0.001167189	0.001642016	0.001628229	0.001507309	0.001288413	0.001830624	0.001552351	0.000982186	0.001672101	0.001837322	0.001705729	0.001689288	0.001264891	0.001644804	0.001759611	0.001631483	0.001562199	0.001776217	0.001803016	0.001524363	0.001546258	0.001269177	0.00118635	0.001357009	0.001889657	0.001858885	0.001997765	0.001884827	0.001641821	0.001618595	0.001526276	0.001883071	0.00129558	0.001870121	0.001905146	0.00196882	0.001102319	0.001776443	0.001732023	0.001891812	0.001757806	0.001607858	0.001706196	0.001568192	0.001565305	0.001667834	0.001564023	0.001349699	0.00175044	0.001023726	0.001560585	0.001349955	0.001658775	0.001363514	0.001300945	0.001528636	0.001612764	0.001370709
K00822	0	9.41E-07	7.28E-07	0	0	0	0	1.99E-07	0	2.18E-07	0	3.63E-08	0	0	0	0	0	3.80E-07	5.44E-07	7.48E-07	0	0	0	5.48E-08	5.11E-08	0	0	1.20E-07	0	0	1.15E-07	0	5.86E-08	0	1.64E-07	0	1.10E-06	2.88E-06	1.51E-07	1.00E-07	0	4.23E-08	0	0	3.10E-06	0	0	2.56E-07	0	0	0	0	0	5.23E-08	0	1.26E-07	0	0	3.96E-07	0	3.35E-07	0	0	8.30E-08	0	2.12E-07	0	0	0	1.06E-07	0	0	0	0	0	1.25E-07	0	0	5.98E-08	0	8.58E-08	0	0	0	1.22E-07	0	3.27E-08	3.53E-08	8.10E-08	0	2.04E-07
K00823	2.25E-05	3.75E-05	4.19E-05	2.88E-05	8.48E-05	1.58E-05	4.39E-05	5.31E-05	5.20E-05	0.000162067	7.44E-05	0.000166261	5.59E-05	1.12E-05	8.82E-05	7.65E-06	1.27E-05	0.000100442	3.76E-05	0.000101941	1.57E-05	0.000124941	4.22E-05	2.63E-05	0.000117376	2.95E-05	6.42E-05	8.55E-05	5.66E-06	1.96E-05	4.95E-05	1.29E-05	5.87E-05	4.35E-05	9.08E-05	7.79E-05	0.000114694	0.000123098	4.19E-05	8.62E-05	1.63E-05	4.77E-05	6.93E-06	1.43E-05	7.43E-06	7.09E-06	2.12E-05	1.71E-05	2.75E-05	4.98E-06	1.19E-05	3.33E-05	2.89E-05	2.59E-05	3.23E-05	2.15E-05	3.18E-05	1.28E-06	1.28E-05	1.08E-05	1.46E-05	2.04E-06	3.04E-05	4.35E-05	1.54E-05	0.000195007	6.26E-06	1.30E-05	1.83E-06	3.77E-05	2.13E-05	2.29E-06	4.45E-06	5.36E-05	2.26E-05	9.26E-06	3.28E-05	2.21E-05	5.55E-05	4.72E-05	6.01E-05	2.30E-05	5.65E-05	8.39E-05	0.000107041	5.76E-05	3.27E-05	0.000144812	0.000121149	6.36E-05	0.000180319
K00824	2.25E-05	3.84E-05	6.25E-05	6.85E-05	8.48E-05	1.58E-05	4.39E-05	5.31E-05	5.79E-05	0.000132168	7.44E-05	0.000166613	5.60E-05	2.94E-05	7.75E-05	7.65E-06	1.27E-05	0.000187015	0.000292984	0.000102575	1.57E-05	0.000124941	4.22E-05	2.64E-05	0.000119043	0.000648491	6.43E-05	8.55E-05	5.78E-06	2.14E-05	3.99E-05	1.29E-05	8.38E-05	2.54E-05	9.08E-05	0.00016842	0.000108782	0.000131037	4.34E-05	9.93E-05	2.88E-05	4.76E-05	6.93E-06	0.000158902	8.67E-05	5.87E-05	6.64E-05	1.73E-05	2.75E-05	4.98E-06	1.19E-05	3.33E-05	3.80E-05	4.98E-05	2.66E-05	5.27E-05	3.18E-05	1.28E-06	9.45E-06	1.08E-05	1.22E-05	2.04E-06	3.04E-05	3.28E-05	1.53E-05	0.000199509	6.26E-06	1.30E-05	1.83E-06	5.79E-05	2.05E-05	2.29E-06	4.45E-06	5.26E-05	4.17E-05	0.000183966	2.80E-05	2.21E-05	5.54E-05	5.12E-05	0.000161583	2.30E-05	5.01E-05	0.000122507	0.000131806	5.74E-05	3.28E-05	0.000144921	0.000121149	6.36E-05	0.000180522
K00826	0.001694816	0.001599778	0.001514446	0.001860356	0.00159983	0.001864118	0.002037962	0.001673989	0.001691922	0.001506407	0.00150524	0.001478503	0.00178777	0.001951827	0.001737089	0.002269722	0.002025522	0.001521802	0.001647155	0.001506726	0.001879779	0.001477313	0.001695676	0.001793138	0.001536313	0.000693359	0.001482353	0.001692547	0.001756829	0.001664628	0.001464993	0.001891426	0.00156435	0.002294412	0.001675807	0.00165318	0.001658399	0.001483017	0.00177602	0.001603979	0.00213908	0.002041243	0.001950388	0.001849192	0.001790991	0.001901679	0.001714068	0.001806089	0.001810156	0.001810018	0.001467436	0.001280934	0.001315926	0.001839437	0.001884651	0.001842423	0.001988345	0.001912834	0.002019777	0.002032807	0.001877707	0.001835181	0.001654446	0.002015299	0.0019878	0.001307045	0.001834987	0.001898004	0.001878246	0.001861738	0.001880231	0.001696555	0.00196375	0.001856006	0.001859986	0.00207216	0.002163261	0.00167214	0.001692145	0.001743449	0.001618806	0.001663759	0.001999109	0.00150469	0.001556182	0.001306636	0.001719616	0.001404482	0.001550275	0.001617681	0.001368767
K00827	0.000106614	6.29E-05	4.94E-05	1.56E-05	2.31E-05	4.19E-05	2.07E-05	9.14E-05	8.00E-05	8.04E-06	1.23E-05	1.12E-05	7.91E-06	4.61E-05	3.64E-05	1.05E-06	1.07E-05	2.03E-05	1.68E-05	1.75E-05	0.000128409	7.65E-05	5.57E-05	6.25E-05	8.05E-05	0.000898559	5.64E-06	1.66E-05	0.000186383	3.36E-05	8.37E-05	6.90E-05	2.18E-05	4.02E-05	2.71E-05	4.43E-05	8.28E-06	3.39E-05	9.98E-06	3.14E-05	2.18E-05	9.34E-06	0.000197509	3.42E-05	3.72E-05	2.53E-05	0.00055975	6.32E-05	7.48E-05	1.61E-06	8.22E-05	3.80E-06	3.60E-06	0.000116667	0.000135657	0.000128976	0.000105602	4.34E-05	0.000102728	2.09E-05	0.000113685	0.000356942	9.69E-05	4.77E-05	7.02E-05	6.58E-06	1.80E-05	3.69E-05	4.42E-07	4.78E-05	5.50E-05	1.74E-05	1.50E-05	2.28E-05	2.55E-05	4.64E-06	3.72E-06	0.000331062	0.000130668	0.00017057	0.000146877	0.000128845	3.30E-05	1.31E-05	3.95E-05	5.75E-06	0.000644072	0.000186694	7.43E-05	1.56E-05	4.58E-08
K00830	0.000106614	6.29E-05	4.94E-05	1.56E-05	2.31E-05	4.19E-05	2.07E-05	9.14E-05	8.00E-05	8.04E-06	1.23E-05	1.12E-05	7.91E-06	4.61E-05	3.64E-05	1.05E-06	1.07E-05	2.03E-05	1.68E-05	1.75E-05	0.000128409	7.65E-05	5.57E-05	6.25E-05	8.05E-05	0.000898559	5.64E-06	1.66E-05	0.000186383	3.36E-05	8.37E-05	6.90E-05	2.18E-05	4.02E-05	2.71E-05	4.43E-05	8.28E-06	3.39E-05	9.98E-06	3.14E-05	2.18E-05	9.34E-06	0.000197509	3.42E-05	3.72E-05	2.53E-05	0.00055975	6.32E-05	7.48E-05	1.61E-06	8.22E-05	3.80E-06	3.60E-06	0.000116667	0.000135657	0.000128976	0.000105602	4.34E-05	0.000102728	2.09E-05	0.000113685	0.000356942	9.69E-05	4.77E-05	7.02E-05	6.58E-06	1.80E-05	3.69E-05	4.42E-07	4.78E-05	5.50E-05	1.74E-05	1.50E-05	2.28E-05	2.55E-05	4.64E-06	3.72E-06	0.000331062	0.000130668	0.00017057	0.000146877	0.000128845	3.30E-05	1.31E-05	3.95E-05	5.75E-06	0.000644072	0.000186694	7.43E-05	1.56E-05	4.58E-08
K00831	0.001657954	0.001755568	0.001653296	0.001856246	0.001634137	0.001864208	0.002063081	0.001702938	0.001645364	0.001327167	0.001672394	0.00136629	0.001792127	0.002129503	0.001568992	0.001934022	0.001648407	0.001547361	0.001664882	0.001572005	0.001909894	0.001449265	0.001756303	0.001764312	0.001282369	0.001199969	0.001712612	0.001748564	0.001868186	0.001605505	0.001453635	0.001766768	0.001740934	0.002211778	0.001639228	0.001675163	0.001510275	0.001325769	0.00182647	0.001616032	0.002334705	0.00167661	0.001838168	0.001858589	0.001772223	0.001964278	0.001698316	0.001842456	0.001815631	0.001831208	0.001699761	0.00145264	0.001767897	0.001903434	0.002040664	0.001870672	0.002027388	0.001862555	0.0019892	0.001986664	0.001902585	0.001588885	0.001679664	0.001944368	0.001885907	0.00129948	0.001927189	0.001918964	0.001945107	0.001879564	0.001826361	0.001814341	0.001907545	0.001721561	0.001783904	0.001901626	0.00152388	0.001810384	0.001587193	0.001686575	0.00153382	0.001737741	0.002082686	0.001406484	0.001618039	0.001695358	0.001298906	0.001388729	0.001517493	0.001706476	0.001365821
K00832	0.001781421	0.001807603	0.001647778	0.001860214	0.00159138	0.002025488	0.001386628	0.001756039	0.001752165	0.001549668	0.001632661	0.001496913	0.001827646	0.001442244	0.001624979	0.002271933	0.002057279	0.001563025	0.001687753	0.001575133	0.001927396	0.001481991	0.001726555	0.001813685	0.001562518	0.001374256	0.001746366	0.001771779	0.001974053	0.001854646	0.001647629	0.001938678	0.001760997	0.001290163	0.001700194	0.00174773	0.001670726	0.00170831	0.001858269	0.001681545	0.001040126	0.00204919	0.002003298	0.001951519	0.001881342	0.001547626	0.001781144	0.001904824	0.001839766	0.001782125	0.001900055	0.001904702	0.001825205	0.001687869	0.00130698	0.001538924	0.001464294	0.001964979	0.002001025	0.002037396	0.001935126	0.00188803	0.001780011	0.001670603	0.002025329	0.001310191	0.001943529	0.001991266	0.002001351	0.0012174	0.001891094	0.00183154	0.002006508	0.001894091	0.001827011	0.00206498	0.002173926	0.001816836	0.001729467	0.001743957	0.00177299	0.001872385	0.001218826	0.001646059	0.001505495	0.001713391	0.001833097	0.001414744	0.001569021	0.001756045	0.001395821
K00833	0.00015478	0.000340333	0.000458466	0.000118115	0.000189404	0.000188635	0.000105259	0.000168156	0.000197666	0.000209314	0.000295642	0.000176058	0.00010923	0.000260711	0.000637461	1.01E-05	1.67E-05	0.0001542	0.000572011	0.000182048	7.78E-05	0.00024253	0.000175449	4.57E-05	0.000244344	0.001020643	0.000280866	0.000201881	0.000280166	0.000229126	0.000611933	0.000100138	0.000311906	0.000183139	0.000132149	0.000241424	0.000130965	0.000237442	0.000191262	0.000354699	0.000243688	4.82E-05	0.000231399	0.000123465	0.00014083	0.0002778	0.000140089	0.000111175	0.000170469	0.000174269	0.000579615	0.000690234	0.000611778	0.00021449	0.000334939	0.000109981	0.000170317	5.15E-05	7.73E-05	1.90E-05	7.11E-05	0.000418914	0.000171542	0.000133511	6.71E-05	0.00019871	0.000113947	0.000156231	0.000181521	9.95E-05	0.000161839	0.000158966	3.50E-05	8.99E-05	0.000200487	1.83E-05	4.46E-05	0.00049506	0.00011862	0.00024339	0.000216775	0.000448057	0.000205995	0.00033931	0.00025526	0.000405562	0.000784084	0.000331953	0.000170706	0.000238944	0.000197055
K00835	6.58E-05	0.0002745	0.000270862	2.88E-05	0.00014142	0.000158544	7.90E-05	0.000106116	0.000113815	0.000175058	0.000248231	0.000168807	0.000104364	0.000221083	4.47E-05	9.35E-06	1.35E-05	0.000132846	3.73E-05	0.000170667	3.42E-05	0.000173213	0.000124185	2.65E-05	0.000179314	0.000337545	0.000239361	0.000167268	0.000218345	0.000198625	0.000254124	5.48E-05	0.000253311	1.69E-05	0.000128319	0.000195737	0.000117642	0.000155457	0.000106349	0.000168848	0.000219574	4.76E-05	0.000190183	0.000109407	9.11E-05	0.000159734	7.07E-05	1.73E-05	8.11E-05	9.37E-05	0.000501577	0.000211927	0.000532919	0.000138193	0.000308135	3.77E-05	0.00013994	3.30E-05	1.58E-05	1.54E-05	5.04E-05	0.000364257	6.57E-05	6.35E-05	3.90E-05	0.000195007	0.000103281	0.000129226	0.000106201	4.53E-05	6.35E-05	0.00014004	4.45E-06	5.95E-05	5.05E-05	1.35E-05	2.81E-05	0.000432567	5.55E-05	0.000215338	0.000102671	0.000306682	8.19E-05	0.000196103	0.000203178	0.00038993	0.000668994	0.0003283	0.000146261	0.00019467	0.000190035
K00838	0.001723186	0.001773079	0.001620811	0.0018578	0.001590616	0.001890246	0.001378869	0.001730011	0.001738983	0.001546949	0.001632218	0.001389448	0.001799733	0.001409512	0.001378374	0.002255895	0.002036354	0.001562139	0.001685161	0.001573968	0.001922186	0.001465712	0.001720748	0.001796224	0.001561901	0.001372355	0.001745226	0.001765773	0.001953817	0.001845851	0.001645978	0.001927456	0.001760631	0.001272558	0.001669599	0.001746285	0.001529728	0.001656793	0.001852168	0.001670342	0.001039745	0.001691226	0.001972876	0.001907419	0.001857698	0.00150507	0.001747769	0.001895588	0.001839766	0.00176106	0.001809727	0.001890739	0.001819232	0.001684965	0.001305887	0.00153854	0.001464178	0.001907252	0.001932392	0.00201032	0.001911432	0.001860205	0.001770299	0.001559854	0.001919025	0.001303529	0.001929952	0.001960751	0.001997799	0.001203498	0.00188745	0.001830293	0.001941951	0.00182907	0.001794108	0.001895815	0.001596928	0.001812666	0.001726708	0.001743677	0.001768307	0.001860141	0.001210417	0.001645398	0.001486918	0.001711677	0.001424571	0.001401448	0.001565552	0.00175284	0.001384931
K00840	0	0	0	0	0	0	3.38E-08	0	0	0	0	0	0	0	0.000406966	0	0	0	0.000171428	0	0	0	0	0	0	1.13E-05	0	0	0	0	0	0	0	0	0	0	2.66E-08	0	0	0	4.23E-06	0	0	0	0	6.91E-05	0	0	3.50E-06	0	0	0	0	1.66E-06	0	0	0	0	0	0	0	0	0	0	4.01E-08	0	0	0	0	0	0	0	0	0	0	0	2.52E-06	0	5.98E-08	2.08E-07	0	0	0	0	1.02E-06	0	0	0	0	0	0
K00841	0	0	0	0	0	3.98E-07	0	1.33E-07	2.80E-07	0	6.20E-08	0	1.89E-06	0	0	0	0	0	0	0	0	0	0	0	2.43E-08	0	0	1.56E-07	5.12E-08	0	3.77E-07	1.11E-07	0	0	0	0	2.12E-06	3.31E-07	5.39E-08	5.18E-08	0	0	0	0	0	4.83E-08	0	0	4.19E-07	0	0	0	0	0	0	7.54E-08	9.82E-08	0	0	0	0	0	0	4.73E-06	0	2.45E-08	3.44E-07	0	0	0	0	0	1.49E-07	0	0	1.69E-07	7.64E-08	0	0	7.03E-08	8.94E-08	0	0	0	5.10E-08	0	0	1.77E-07	2.23E-07	0	0
K00844	0.001568081	0.001539156	0.001315294	0.001822805	0.001577508	0.001715579	0.001996736	0.001649395	0.00156932	0.001253588	0.001494766	0.001368366	0.001759281	0.001927881	0.001322331	0.001931671	0.001608757	0.001508284	0.00130497	0.001491555	0.001832014	0.001407983	0.001636881	0.001700493	0.00124466	0.001167903	0.001530061	0.001648356	0.001564987	0.001319976	0.001075562	0.001715811	0.001525774	0.002073583	0.001610726	0.001574889	0.001500835	0.001364776	0.00175885	0.001468025	0.002081183	0.001680603	0.001799533	0.001767971	0.001715226	0.001830609	0.001656951	0.001741994	0.001764724	0.001753963	0.001241667	0.001273041	0.001189335	0.001761914	0.00178218	0.001843478	0.001964608	0.001801366	0.001933476	0.002003091	0.001842481	0.00150667	0.001561735	0.001895891	0.001863863	0.00129681	0.00176717	0.001823689	0.001838036	0.00184048	0.001786322	0.00165426	0.001872213	0.001697443	0.001710841	0.001901653	0.001522639	0.001689226	0.00154246	0.001672798	0.001451569	0.001520197	0.001908347	0.001269847	0.001500602	0.001364641	0.001597511	0.001385263	0.001497222	0.001550865	0.001355739
K00845	0.001392661	0.001533791	0.001275166	0.0017709	0.001515791	0.001714278	0.001977723	0.001548621	0.00124878	0.001211908	0.001398958	0.001334392	0.001625904	0.001855068	0.001260796	0.001924357	0.0012179	0.001396963	0.001287142	0.001354006	0.001553208	0.001326485	0.001376435	0.001481014	0.001176622	0.000482152	0.001529508	0.001497411	0.001546503	0.001033164	0.001039773	0.001274508	0.001396842	0.001939679	0.001394959	0.001455632	0.001243662	0.001302093	0.001552204	0.00138846	0.002024405	0.001671018	0.001599299	0.001608433	0.000940917	0.001778394	0.001632084	0.001459249	0.001461439	0.001140485	0.001186325	0.001230792	0.001180477	0.00164862	0.001726892	0.001666952	0.001819001	0.00131888	0.001835217	0.001783175	0.001651273	0.00139417	0.001129013	0.001895556	0.001525454	0.001296274	0.001585271	0.001579528	0.001837681	0.001802413	0.001566865	0.000792024	0.001404275	0.001367278	0.00130498	0.001850886	0.001122261	0.001686734	0.001224535	0.001363414	0.001442251	0.001389975	0.001809965	0.00086998	0.001461683	0.001364092	0.001562907	0.001360196	0.001473611	0.001444865	0.001355577
K00848	0.000208992	7.85E-05	0.000136455	0.00013466	0.00027453	8.46E-06	3.81E-05	0.000221832	0.000365233	4.83E-05	0.000126769	3.40E-05	0.000164496	8.13E-05	0.000115722	1.16E-05	0.000457765	0.000248109	0.000278421	0.000152194	0.000348991	0.000127103	0.000333752	0.00037735	6.48E-05	5.18E-05	1.99E-05	0.000227172	5.45E-05	0.000320032	1.57E-05	0.000481938	0.000156412	0.000162548	0.000276034	0.000214815	0.000271514	7.26E-05	0.000218047	0.00011583	0.000126805	8.76E-06	0.000220147	0.000217456	0.00082829	9.55E-05	3.93E-05	0.000317621	0.000407568	0.000634112	9.85E-05	7.86E-05	5.39E-05	0.000216151	8.44E-05	0.000205088	0.000227384	0.00052156	0.000181906	0.000252541	0.000191794	0.00016249	0.000502118	1.03E-05	0.000403943	2.53E-06	0.000199822	0.000297416	1.19E-05	6.57E-05	0.000248109	0.000872236	0.000463008	0.000341749	0.000533677	7.30E-05	0.000400404	7.85E-05	0.000384456	0.000379513	3.14E-05	0.000163273	0.000130878	0.000483582	6.00E-05	2.88E-05	8.49E-06	3.13E-05	3.18E-05	0.000175254	8.05E-06
K00849	0.001071889	0.001045861	0.000768615	0.001514305	0.001040619	0.001555826	0.000996468	0.001249754	0.001215326	0.000704334	0.000885917	0.000366416	0.001342087	0.001086871	0.001021505	0.00222133	0.001697129	0.000857827	0.001258277	0.000779894	0.001684059	0.000553391	0.001247979	0.001556935	0.00043493	0.000359339	0.001068338	0.000929012	0.001249199	0.001206333	0.000455557	0.001824486	0.001058437	0.00108575	0.001075059	0.001192872	0.000853255	0.000826535	0.001519308	0.000978073	0.000692197	0.001332974	0.001732191	0.001644843	0.001627532	0.001204851	0.00141388	0.001579769	0.001412206	0.001514398	0.001154194	0.001017071	0.000844298	0.001347376	0.000849499	0.000874803	0.001118291	0.001789053	0.001710907	0.001838213	0.001649525	0.001329008	0.001329472	0.001255625	0.00173506	0.000107099	0.001655779	0.001742254	0.001760854	0.000622112	0.001554183	0.001546475	0.001801266	0.001410907	0.001402511	0.001719839	0.001391546	0.001407509	0.001139696	0.001258037	0.001066482	0.001299889	0.000793452	0.000871979	0.000705354	0.000873208	0.001431681	0.000362602	0.000749773	0.001098279	0.000339841
K00850	0.001696856	0.001768364	0.001677701	0.001824596	0.001634729	0.001990789	0.002035606	0.00172707	0.001650801	0.001329972	0.001667151	0.001484901	0.001837358	0.002141457	0.001829291	0.00195057	0.001674644	0.001543588	0.001650196	0.001559201	0.0018793	0.001452053	0.001728008	0.001728554	0.001286702	0.001227836	0.001736866	0.001728276	0.001801301	0.001498337	0.001416434	0.001782956	0.001711074	0.002223756	0.001665556	0.001671197	0.00166542	0.001713745	0.00182918	0.001620768	0.002288103	0.002040549	0.001868044	0.001880764	0.001812433	0.0020063	0.001808715	0.001875508	0.001782018	0.0018584	0.001777914	0.001904631	0.001697268	0.001858263	0.001955164	0.001891779	0.002017095	0.001908341	0.002067123	0.002015828	0.001924052	0.001630745	0.001684757	0.00205372	0.002003062	0.001304931	0.001877314	0.001943214	0.001948974	0.001908568	0.001797433	0.001788654	0.001967217	0.001797187	0.001782481	0.002073923	0.002112846	0.001817144	0.00159204	0.001681538	0.00172304	0.001738731	0.002078804	0.001448216	0.001659419	0.001694301	0.001784346	0.001401321	0.00151953	0.00172029	0.001377342
K00851	0.000198834	7.14E-06	0.000126287	0.000109484	0.00025535	1.30E-06	2.89E-05	0.000203995	0.000357144	7.89E-05	9.87E-05	3.48E-05	0.000159357	6.64E-05	0.000587086	6.53E-06	0.00039513	0.000248619	0.000461878	0.000149558	0.000329466	0.000120485	0.00032095	0.000373854	7.05E-05	0.000700771	1.81E-05	0.000207253	6.19E-05	0.00030711	4.50E-05	0.000465021	0.000134047	0.000201205	0.000255685	0.000199952	0.000273236	7.30E-05	0.000209637	0.000115706	0.000122138	5.31E-06	0.000247646	0.000207554	0.000821218	0.000147069	4.08E-05	0.000299475	0.000384701	0.000618573	8.55E-05	4.61E-05	4.64E-05	0.000199825	6.82E-05	0.000164716	0.000214622	0.000510351	0.000163102	0.000221642	0.000189049	0.000143705	0.00049271	1.19E-05	0.000371037	5.41E-07	0.000197535	0.000275552	1.64E-06	6.15E-05	0.000231133	0.000869272	0.000467249	0.000352936	0.00048074	5.39E-05	0.000405619	5.70E-05	0.000372314	0.000367265	5.77E-06	0.00013155	0.000126102	0.000457792	5.49E-05	1.93E-05	5.02E-05	2.87E-05	2.71E-05	0.000151613	7.25E-06
K00852	0.001071175	0.001401681	0.001019819	0.001123726	0.000964991	0.00096497	0.00091076	0.001020426	0.000991716	0.001120125	0.001220037	0.001070519	0.000825652	0.000598409	0.00093238	0.000397724	0.000644868	0.000938742	0.001426036	0.001184118	0.000730254	0.001087616	0.000880907	0.000755846	0.001098208	0.00120974	0.001703299	0.001219596	0.000982382	0.001156863	0.001095369	0.000717363	0.001423275	0.000307032	0.000923746	0.00080275	0.000945908	0.000874636	0.001548435	0.000956911	0.000454622	0.001385714	0.001176285	0.000675718	0.001149354	0.000722249	0.000403481	0.000753445	0.001406026	0.001228884	0.001052884	0.001457247	0.001655633	0.000990407	0.000941233	0.001214195	0.000747523	0.000882535	0.000445569	0.00061454	0.000623409	0.001139519	0.000935742	0.00065766	0.000716047	0.001212176	0.000924112	0.000801667	0.001699703	0.000864338	0.001050742	0.001336725	0.00089543	0.000847038	0.000999891	0.00058404	0.000626418	0.001703734	0.000815747	0.001446795	0.001014629	0.001107499	0.000599517	0.00117425	0.000943205	0.001199427	0.001014807	0.001349726	0.001108234	0.001411447	0.001255838
K00853	0.000589495	0.000392704	0.000471042	0.00035799	0.000543245	0.000163951	0.000324797	0.000449147	0.000651349	0.000841604	0.00065049	0.001035381	0.000576918	0.00015943	0.000749922	6.38E-05	0.000642256	0.000756193	0.000777708	0.000850342	0.000409374	0.000881409	0.00057346	0.000391711	0.000812629	0.000226979	0.000652324	0.000581509	0.000128095	0.000449881	0.000467773	0.000610687	0.000574435	0.000255727	0.00082447	0.000515001	0.000920651	0.00069507	0.000502009	0.000512988	0.000191969	0.000944548	0.000267864	0.000269284	0.000857756	0.000244235	0.000522215	0.000478822	0.0005058	0.000692833	0.000194461	0.000256377	0.000228142	0.000447186	0.000269711	0.000509485	0.000377474	0.000558495	0.000344163	0.000471736	0.00052738	0.000259628	0.000761776	0.000308859	0.000522089	0.001195756	0.000274059	0.000364232	7.10E-05	0.000713934	0.000360081	0.000901038	0.000573739	0.000810483	0.0005922	0.000290239	0.00063683	0.000254444	0.000723759	0.000661245	0.000449985	0.000330779	0.000421723	0.000868021	0.000638232	0.000658757	0.000173246	0.000953174	0.000789828	0.000514648	0.001188678
K00855	0.00035431	0.000291063	0.000334147	0.000205454	0.000373818	0.00010663	0.000220248	0.000272683	0.000265746	0.000636344	0.000439422	0.000830646	0.000341405	6.02E-05	9.80E-05	2.20E-05	7.94E-05	0.000534366	0.000255424	0.000585416	8.70E-05	0.000666686	0.000236893	0.000125927	0.000625712	0.000128715	0.000320811	0.000319264	4.97E-05	0.000125803	0.000387689	5.42E-05	0.000291945	7.73E-06	0.000428681	0.000285926	0.000532692	0.000437941	0.000167136	0.000312389	7.27E-05	0.000287959	5.65E-05	7.60E-05	4.42E-05	8.25E-05	0.000161497	0.000100735	0.000135937	5.48E-05	5.43E-05	0.000140261	0.000133231	0.000129996	0.000154024	0.000296325	0.000173806	1.49E-05	0.000129149	0.0001468	0.000163383	2.40E-05	0.000162894	0.000168481	8.56E-05	0.000997142	3.85E-05	5.40E-05	2.53E-05	0.000476119	8.85E-05	2.74E-05	6.48E-05	0.000297957	8.98E-05	0.000150452	0.000137211	0.000104944	0.000294949	0.000243998	0.000348554	9.36E-05	0.000209031	0.000337742	0.000485762	0.00033599	0.000177467	0.00077395	0.000634729	0.000320797	0.000827637
K00856	0.00053746	0.000355081	0.000514956	0.000369999	0.000756539	0.000244741	0.000320598	0.000501637	0.000434987	0.000777931	0.00053936	0.001018762	0.000418568	0.000133513	0.00066109	2.99E-05	0.000135709	0.000791906	0.000487499	0.000720449	0.000223544	0.000900509	0.000401888	0.000388	0.00083665	0.00082269	0.000467679	0.000491673	0.000206787	0.000245567	0.000552142	0.000149366	0.000390453	0.000124984	0.000564476	0.00048806	0.000667081	0.00069315	0.000266319	0.000454125	0.000158906	0.000351223	0.000166025	0.00015997	0.000100095	0.000342643	0.000227187	0.000230639	0.000314229	0.00021093	0.000104297	0.000195355	0.000227686	0.000318008	0.000263106	0.000472973	0.000317385	8.82E-05	0.000258149	0.000174875	0.000210379	0.000186203	0.000377304	0.000261502	0.000146427	0.001197036	0.000140972	0.000107548	5.22E-05	0.000568462	0.000202542	5.94E-05	0.000124841	0.000390384	0.000189379	0.00017251	0.000189132	0.000255592	0.000457001	0.000368572	0.000569963	0.000143045	0.000429597	0.000470385	0.000699377	0.000503455	0.000219408	0.000933272	0.000788727	0.000484135	0.001035176
