KO	FR-027	FR-030	FR-039	FR-040	FR-052	FR-053	FR-060	FR-105	FR-110	FR-115	FR-116	FR-125	FR-129	FR-132	FR-139	FR-142	FR-152	FR-156	FR-166	FR-169	FR-170	FR-173	FR-187	FR-194	FR-198	FR-200	FR-208	FR-212	FR-213	FR-221	FR-223	FR-276	FR-281	FR-294	FR-298	FR-302	FR-305	FR-316	FR-328	FR-344	FR-349	FR-390	FR-393	FR-399	FR-400	FR-414	FR-430	FR-450	FR-451	FR-459	FR-460	FR-503	FR-505	FR-506	FR-542	FR-551	FR-552	FR-558	FR-568	FR-617	FR-628	FR-654	FR-667	FR-682	FR-684	FR-696	FR-716	FR-719	FR-721	FR-722	FR-723	FR-726	FR-728	FR-730	FR-734	FR-751	FR-759	FR-767	FR-768	FR-770	FR-772	FR-780	FR-783	FR-788	FR-812	FR-817	FR-824	FR-825	FR-827	FR-828	FR-830
K00001	0.001165707	0.000820443	0.000956465	0.000871862	0.000875039	0.001157121	0.000622784	0.001049364	0.001135337	0.001567751	0.000880912	0.001478465	0.001724145	0.000804773	0.001415647	0.00226581	0.001805321	0.001200345	0.000955777	0.001129706	0.001161223	0.001253317	0.001036582	0.000925991	0.001032283	0.001163293	0.00074592	0.000925354	0.000929399	0.001008956	0.000935623	0.001701751	0.000812866	0.000961701	0.001516064	0.00117523	0.001643611	0.001375582	0.000743856	0.000717884	0.000622764	0.001618432	0.001253505	0.001344825	0.001476157	0.000852745	0.001377149	0.001016709	0.000794946	0.001123251	0.000944964	0.000643884	0.000383421	0.000994696	0.000575105	0.000833214	0.000861466	0.001765425	0.001844467	0.002017782	0.001700504	0.001053606	0.001403594	0.000752925	0.001556399	0.001306404	0.00069679	0.001242728	0.000530389	0.000991008	0.001064877	0.001482685	0.001788832	0.001785238	0.000983758	0.001994792	0.002101023	0.000626909	0.001174508	0.001010827	0.000852923	0.000976412	0.000805485	0.001042406	0.000918619	0.001161708	0.001635064	0.001206343	0.001173207	0.000750149	0.001248588
K00003	0.001717696	0.001758543	0.001601436	0.001835222	0.001493369	0.001783519	0.001375427	0.001720983	0.001732229	0.001546862	0.001621369	0.001385769	0.001786541	0.001376143	0.001348475	0.002255895	0.002033437	0.001543165	0.00162991	0.001560452	0.001898732	0.001463796	0.001691255	0.001795313	0.00151899	0.001365676	0.001742648	0.001748626	0.001923584	0.001778048	0.001635685	0.00192612	0.001732281	0.001265143	0.001664048	0.001742336	0.001528025	0.001586787	0.001835893	0.001651803	0.000991184	0.001686725	0.001925701	0.001881688	0.001835875	0.001356532	0.001732978	0.001853099	0.001828449	0.001626636	0.001799367	0.001887252	0.001732508	0.001586715	0.001286272	0.001530515	0.001437954	0.001906591	0.00192303	0.002009963	0.001911432	0.00185448	0.001765788	0.00155373	0.001914921	0.001303423	0.00192779	0.001950202	0.001990629	0.001183488	0.001862213	0.001816103	0.001932144	0.001808704	0.001731253	0.001893266	0.00159671	0.001763398	0.001732226	0.001739584	0.001626033	0.001857799	0.001109493	0.001608693	0.001438663	0.001711527	0.001413325	0.001392366	0.001560501	0.001708417	0.001382938
K00004	0.000354749	0.00029089	0.000334147	0.00020531	0.000373818	0.000107624	0.000221859	0.000271637	0.000265588	0.000636258	0.000439422	0.000831945	0.000329185	6.02E-05	0.000104396	2.20E-05	7.93E-05	0.000529125	0.000255067	0.000585756	8.65E-05	0.000667539	0.000235542	0.00012608	0.000625796	0.000749264	0.00032162	0.000319629	3.10E-05	0.000125981	0.000387776	5.86E-05	0.000291982	1.01E-05	0.000430065	0.000286188	0.000535951	0.000435488	0.000166464	0.000312519	7.27E-05	0.000287125	2.53E-05	6.92E-05	3.76E-05	8.07E-05	0.000152066	0.000101588	0.000135851	3.28E-05	5.42E-05	0.000141276	0.000133183	0.000130074	0.000153966	0.000296325	0.000173806	1.57E-05	0.000131532	0.000146752	0.000163383	2.40E-05	0.000163242	0.000168481	8.92E-05	0.000997076	3.91E-05	5.14E-05	2.60E-05	0.00047568	8.85E-05	2.76E-05	6.51E-05	0.000291808	8.76E-05	0.000154105	0.000140969	0.000104679	0.000300966	0.000243938	0.000348554	9.25E-05	0.000209007	0.000334813	0.00048437	0.000336668	0.00013446	0.000768183	0.000634969	0.000320724	0.000828063
K00005	7.64E-05	9.07E-05	5.09E-05	6.20E-05	5.61E-06	0.000178471	6.44E-05	3.32E-05	5.81E-05	0.000217994	2.72E-05	4.39E-05	0.000223317	4.46E-05	0.000335136	0.000353469	8.20E-05	0.000114076	0.000313822	6.56E-05	0.000101672	4.26E-05	4.86E-05	5.25E-05	5.03E-05	3.42E-05	7.69E-05	3.88E-05	7.30E-05	0.000170854	0.000101713	0.000207111	6.88E-05	0.000208838	6.90E-05	0.000125943	0.000161997	0.000159817	3.39E-05	4.70E-05	7.55E-05	3.46E-05	0.000106264	0.000196103	0.000120212	8.02E-05	9.25E-05	0.000109103	1.85E-05	5.02E-05	3.92E-05	4.64E-05	0.000139236	0.000109528	4.29E-05	0.000176001	4.05E-05	0.000282089	0.0001566	0.000188484	0.000163947	0.000102364	0.000166861	3.97E-05	9.98E-05	2.20E-05	4.29E-05	7.29E-05	0.000169825	0.000205637	8.42E-05	0.000138934	0.000211577	8.07E-05	6.19E-05	0.000472461	0.000149471	8.47E-05	5.50E-05	6.53E-05	0.000326986	7.55E-05	0.000126166	5.61E-05	8.00E-05	0.000103285	5.31E-05	2.93E-05	6.96E-05	8.07E-05	2.72E-05
K00006	0.00172742	0.00159216	0.001527894	0.001827822	0.001601597	0.001881165	0.002014449	0.001675175	0.001755093	0.001578464	0.001504252	0.001492926	0.001790739	0.001939955	0.00182668	0.00226612	0.002055987	0.001519582	0.001651324	0.001497706	0.001871659	0.001496566	0.001673945	0.001750047	0.001565442	0.001316667	0.00156559	0.001675528	0.001672622	0.001589132	0.001468007	0.001953302	0.001547183	0.002336442	0.00167227	0.001647811	0.001661718	0.00169912	0.001793707	0.001639457	0.002092589	0.002048975	0.00196578	0.001804416	0.001786176	0.001863361	0.001788865	0.001879633	0.00180881	0.001797002	0.001521004	0.001726949	0.001252533	0.001810626	0.001803021	0.001890388	0.002000178	0.001898419	0.00207412	0.002029941	0.001936979	0.001823856	0.001755672	0.002025473	0.001998378	0.001307303	0.001786572	0.001894188	0.001898406	0.00190348	0.001872977	0.001673027	0.001991439	0.001885053	0.001808623	0.002077072	0.002175665	0.001733613	0.001735151	0.001753066	0.001682509	0.001685297	0.002058565	0.001557505	0.001584004	0.001394637	0.00150037	0.001399514	0.001557091	0.001601474	0.001384356
K00007	2.25E-05	3.75E-05	3.88E-05	2.88E-05	8.48E-05	1.58E-05	4.39E-05	5.31E-05	5.20E-05	0.000131823	7.44E-05	0.000166205	5.59E-05	1.12E-05	1.88E-05	7.65E-06	1.27E-05	0.000100442	3.34E-05	0.000101941	1.57E-05	0.000124941	4.22E-05	2.63E-05	0.000117292	2.95E-05	6.40E-05	8.54E-05	5.66E-06	1.96E-05	3.99E-05	1.29E-05	5.87E-05	1.92E-06	9.06E-05	7.78E-05	0.000107682	0.000120152	4.18E-05	7.69E-05	1.65E-05	4.76E-05	6.93E-06	1.43E-05	7.43E-06	7.09E-06	1.70E-05	1.71E-05	2.75E-05	4.98E-06	1.19E-05	3.33E-05	2.89E-05	2.59E-05	2.66E-05	2.15E-05	3.18E-05	1.28E-06	9.45E-06	1.08E-05	1.22E-05	2.04E-06	3.04E-05	3.28E-05	1.53E-05	0.000195007	6.26E-06	1.30E-05	1.83E-06	2.91E-05	2.05E-05	2.29E-06	4.45E-06	5.26E-05	2.04E-05	9.26E-06	2.80E-05	2.21E-05	5.54E-05	4.74E-05	5.58E-05	2.30E-05	4.16E-05	8.36E-05	0.000107041	5.74E-05	3.27E-05	0.000145025	0.000121149	6.36E-05	0.000180319
K00008	2.91E-05	7.93E-05	2.08E-05	4.79E-06	1.79E-06	1.85E-05	1.10E-05	6.86E-06	6.75E-05	7.20E-06	2.89E-06	2.75E-06	1.63E-05	2.65E-05	0.000414484	5.37E-06	6.37E-05	5.36E-06	0.000196745	3.51E-06	1.76E-05	5.72E-05	6.78E-06	5.60E-06	6.53E-05	0.000266005	5.68E-05	1.63E-05	2.21E-05	1.44E-05	8.10E-05	5.97E-05	2.20E-05	1.94E-05	3.64E-05	3.99E-05	1.21E-06	2.35E-05	1.50E-05	1.47E-05	1.08E-05	0	0.000203104	1.56E-05	2.16E-05	8.86E-05	2.29E-05	2.90E-05	5.50E-05	6.57E-06	5.55E-05	4.99E-06	9.08E-06	4.21E-05	0.000124014	3.24E-06	8.60E-05	1.05E-05	2.89E-05	3.60E-05	1.37E-05	0.000368585	3.09E-05	1.47E-05	3.15E-05	2.01E-06	9.28E-06	3.35E-05	1.92E-05	9.49E-06	3.72E-05	8.10E-06	8.07E-06	1.38E-05	2.59E-05	2.72E-05	4.20E-06	0.000348891	2.80E-05	0.000174822	1.60E-05	0.000116026	6.74E-06	2.07E-05	5.00E-06	8.67E-05	0.000636459	0.00019577	3.03E-05	1.12E-05	1.57E-05
K00009	2.51E-05	6.76E-05	7.95E-07	2.44E-06	4.33E-06	0.000149338	5.50E-05	2.03E-05	4.18E-05	0.000187231	2.14E-05	3.41E-05	0.000233925	1.56E-05	2.90E-05	0.000353469	6.94E-05	1.83E-05	0.000260111	4.34E-05	6.67E-05	2.16E-05	1.60E-05	4.58E-05	3.29E-06	8.95E-07	6.22E-07	1.96E-05	5.52E-05	9.25E-05	4.74E-07	7.83E-05	6.73E-06	2.86E-05	5.96E-05	2.25E-05	2.33E-05	5.12E-05	5.32E-06	1.99E-05	1.90E-05	2.63E-05	9.51E-05	2.64E-05	2.79E-05	6.73E-06	1.39E-05	4.04E-05	7.45E-06	2.20E-05	2.86E-05	3.25E-05	1.12E-06	3.60E-05	1.10E-05	1.83E-05	3.39E-05	0.000274585	0.000136368	0.00017854	0.000141824	2.23E-05	0.000148004	2.43E-06	8.43E-05	1.72E-05	3.15E-05	6.56E-05	0.00014902	5.87E-06	2.09E-05	0.000122488	0.000206574	8.58E-05	3.11E-05	0.000291835	2.06E-05	6.12E-07	7.81E-06	3.50E-06	5.36E-07	3.62E-05	4.58E-06	3.88E-05	4.81E-06	5.96E-07	2.22E-05	1.62E-05	5.58E-05	6.32E-06	1.25E-06
K00010	0.000436295	0.000447551	0.000487934	0.000316119	0.000685421	0.000297467	0.000365553	0.00046088	0.000405382	0.00097222	0.000573705	0.001042993	0.000633911	0.00012087	0.000697013	0.000386261	0.000195574	0.000783093	0.000495091	0.000752973	0.000224145	0.000855111	0.000370119	0.000363639	0.000803995	0.000200107	0.000463853	0.000501447	0.000119769	0.000270794	0.000518106	0.000200233	0.000405874	0.000141242	0.000653041	0.000475721	0.000680936	0.000684359	0.000247719	0.000422535	0.000174369	0.000358512	0.000139348	0.000147207	0.000120358	0.000203925	0.000495615	0.000195851	0.000284723	7.45E-05	0.000160002	0.00024707	0.000221355	0.000336082	0.00022118	0.000387374	0.000311414	0.000342085	0.000346123	0.000343682	0.000370745	0.000167364	0.000503429	0.0002754	0.000225911	0.001208942	0.000118432	0.00019513	0.000206684	0.000689461	0.000187486	0.000168561	0.000274666	0.000421664	0.000180481	0.000459667	0.00022036	0.000215664	0.000471147	0.000368851	0.000439231	0.000203571	0.000356545	0.000474727	0.000639778	0.000631304	0.000189368	0.000930558	0.000825725	0.000455665	0.001115698
K00011	0.001205628	0.000833152	0.000962606	0.000893503	0.000875247	0.001167467	0.000625222	0.001056713	0.001192039	0.001567751	0.000888796	0.00148149	0.001724361	0.000823821	0.001462752	0.002267239	0.001810577	0.001213156	0.001005041	0.001143449	0.001207412	0.001279433	0.001065119	0.000929328	0.001072736	0.001164891	0.000748704	0.000946385	0.000937299	0.001075366	0.00094542	0.001726385	0.000846052	0.001013434	0.001523499	0.001181297	0.001646744	0.001395851	0.000759865	0.000762652	0.000671878	0.001620817	0.001287781	0.00136706	0.001496684	0.000866917	0.001377999	0.001086213	0.000823208	0.001134242	0.000957327	0.000650192	0.000468043	0.001067812	0.000595275	0.0008434	0.000891632	0.001768435	0.001896826	0.002018554	0.001715743	0.001063154	0.001506436	0.000759049	0.001563348	0.001309328	0.000703916	0.001253972	0.000533599	0.001022396	0.001105362	0.001496277	0.001821473	0.001814828	0.001056239	0.001996078	0.002109669	0.000675601	0.001183265	0.001018081	0.000913793	0.000985032	0.000855954	0.001048487	0.000939093	0.001162351	0.001636607	0.001209656	0.001182173	0.000799327	0.001251843
K00012	0.001137108	0.001139516	0.001080615	0.00146026	0.000979472	0.000641292	0.00155143	0.001200063	0.0010336	0.000862688	0.001078818	0.001051374	0.000580185	0.001539376	0.001288772	4.64E-05	0.000861346	0.000963063	0.001449254	0.001069467	0.000660186	0.001154032	0.000922854	0.000760575	0.001454876	0.000675422	0.00123577	0.00114623	0.000888799	0.000988991	0.001328406	0.000813812	0.001201443	0.001521003	0.000893135	0.000774822	0.00104707	0.000988916	0.001504655	0.001012761	0.001618068	0.00078524	0.001099584	0.0010506	0.001093266	0.001429184	0.000687539	0.000720449	0.001471194	0.001297257	0.000654123	0.001213421	0.001132826	0.0011194	0.001532773	0.001594508	0.001267304	0.000626741	0.000386757	0.000462276	0.000451736	0.001431211	0.000930293	0.001080261	0.000615498	0.001196889	0.00085628	0.000678308	0.001462185	0.001547902	0.001440143	0.001088746	0.000707684	0.000756982	0.001113627	0.000302525	0.00077201	0.00157417	0.000938424	0.001516984	0.001039903	0.001006228	0.001599422	0.001285668	0.001083171	0.000793643	0.001032248	0.001337025	0.001063387	0.001295922	0.001223119
K00013	0.00129983	0.001298569	0.001320237	0.001528251	0.001116045	0.000910863	0.000955631	0.001472326	0.00123883	0.001074996	0.00130116	0.001093657	0.000986898	0.000977224	0.001051453	0.000424564	0.001076099	0.001275172	0.001463449	0.001211808	0.000940723	0.001215766	0.001108198	0.001063013	0.001373076	0.001345019	0.001460074	0.001035397	0.001172521	0.001346579	0.001444391	0.001102791	0.001360269	0.000535023	0.001268346	0.001100696	0.001184867	0.001023794	0.001609035	0.001022259	0.00073643	0.000821046	0.00115492	0.001443026	0.001336114	0.00101815	0.001328404	0.000941924	0.001424424	0.001261157	0.001203232	0.001381845	0.001484417	0.001197443	0.000980068	0.001147513	0.000830555	0.0010593	0.000949944	0.000896117	0.00087709	0.001428973	0.001297244	0.000806451	0.000854059	0.001236069	0.001014645	0.001005934	0.001711355	0.000969159	0.001485959	0.001339004	0.001071071	0.001004742	0.001060942	0.000820322	0.000875034	0.001536852	0.001149381	0.001426815	0.001264897	0.0012665	0.000732866	0.001391021	0.001024448	0.001215629	0.001051055	0.00128424	0.001153836	0.001435832	0.001248248
K00014	0.00168017	0.001758468	0.001600506	0.001838383	0.001584495	0.001881689	0.001374493	0.00173991	0.0016836	0.001544652	0.001619471	0.001377635	0.001796373	0.001431249	0.001282806	0.002259055	0.002026419	0.001542991	0.001635446	0.001557433	0.001880636	0.001437621	0.001696834	0.001789761	0.001525005	0.001370965	0.00174276	0.001752279	0.001930653	0.001788589	0.001668621	0.001902974	0.00172753	0.001235032	0.001660125	0.001735788	0.001517128	0.001425728	0.001843815	0.00163108	0.00098994	0.001684025	0.00192754	0.001912842	0.001839535	0.001521777	0.001715891	0.001772422	0.001808272	0.001751171	0.001800989	0.001885007	0.001743023	0.001618867	0.00128018	0.00151292	0.001437809	0.001902071	0.001866763	0.002022528	0.001890565	0.001782996	0.001669025	0.001556245	0.001909633	0.001301755	0.001923715	0.001951931	0.001995895	0.001152382	0.001877912	0.001811501	0.001908978	0.001797232	0.001786396	0.001893166	0.001586915	0.001771833	0.001712954	0.001734202	0.001559607	0.001829779	0.001160133	0.001628186	0.00145794	0.001702196	0.001714329	0.001400208	0.001553878	0.001679042	0.001382103
K00015	2.70E-05	8.55E-05	4.77E-05	4.81E-05	0.000103348	2.33E-05	5.55E-05	6.49E-05	5.67E-05	0.000131823	0.000100077	0.000166844	5.67E-05	1.97E-05	2.22E-05	7.65E-06	1.29E-05	0.000101278	3.62E-05	0.000103819	1.75E-05	0.000126863	5.14E-05	2.67E-05	0.000129	0.000653771	8.34E-05	9.85E-05	1.78E-05	2.39E-05	5.28E-05	1.42E-05	7.17E-05	2.74E-06	9.27E-05	8.18E-05	0.000109399	0.000122265	4.73E-05	8.72E-05	1.82E-05	4.83E-05	1.04E-05	1.52E-05	1.33E-05	1.52E-05	1.93E-05	1.96E-05	5.21E-05	4.71E-05	2.03E-05	6.64E-05	7.48E-05	3.81E-05	4.70E-05	5.93E-05	3.40E-05	1.76E-06	1.23E-05	1.10E-05	1.49E-05	3.86E-06	3.38E-05	4.39E-05	2.42E-05	0.000195358	7.67E-06	3.18E-05	1.36E-05	4.06E-05	2.52E-05	7.07E-06	5.99E-06	5.26E-05	4.00E-05	1.49E-05	2.95E-05	8.87E-05	8.02E-05	0.000108717	6.99E-05	4.35E-05	5.58E-05	0.000110443	0.000112861	8.40E-05	7.51E-05	0.000145681	0.0001301	7.67E-05	0.000188873
K00016	0.000719695	0.000714876	0.000790095	0.000375608	0.000739967	0.00130613	0.000624449	0.000645145	0.00079136	0.000912018	0.000662065	0.000589614	0.001327304	0.000623075	0.000715454	0.002238291	0.001264056	0.000685773	0.000550434	0.000589127	0.001084388	0.00049366	0.000858509	0.001139394	0.00021242	0.000120089	0.000601229	0.000710956	0.001165041	0.000914041	0.00062402	0.001286593	0.000619407	0.000829841	0.000930679	0.000997745	0.000853262	0.000709043	0.000394477	0.000825792	0.00068611	0.001334986	0.000868564	0.000837648	0.000551848	0.000641753	0.00147387	0.001151284	0.00038298	0.000650581	0.001299254	0.000731587	0.000690584	0.000798298	0.00059395	0.000363429	0.000753446	0.001301081	0.001660206	0.001620625	0.001528114	0.000554573	0.000970614	0.00107903	0.001193909	0.0003116	0.001140239	0.001307709	0.000555802	0.000388115	0.000488218	0.000716523	0.001326718	0.001134078	0.000823324	0.00181092	0.001573208	0.000278634	0.000835906	0.000243883	0.000657304	0.000865134	0.000603744	0.000440544	0.000685091	0.001142268	0.000859146	0.000232502	0.000644158	0.000493386	0.000445182
K00018	2.70E-05	8.55E-05	4.77E-05	4.81E-05	0.000103348	2.33E-05	5.55E-05	6.49E-05	5.67E-05	0.000131823	0.000100077	0.000166844	5.67E-05	1.97E-05	2.22E-05	7.65E-06	1.29E-05	0.000101278	3.62E-05	0.000103819	1.75E-05	0.000126863	5.14E-05	2.67E-05	0.000129	0.000653771	8.34E-05	9.85E-05	1.78E-05	2.39E-05	5.28E-05	1.42E-05	7.17E-05	2.74E-06	9.27E-05	8.18E-05	0.000109399	0.000122265	4.73E-05	8.72E-05	1.82E-05	4.83E-05	1.04E-05	1.52E-05	1.33E-05	1.52E-05	1.93E-05	1.96E-05	5.21E-05	4.71E-05	2.03E-05	6.64E-05	7.48E-05	3.81E-05	4.70E-05	5.93E-05	3.40E-05	1.76E-06	1.23E-05	1.10E-05	1.49E-05	3.86E-06	3.38E-05	4.39E-05	2.42E-05	0.000195358	7.67E-06	3.18E-05	1.36E-05	4.06E-05	2.52E-05	7.07E-06	5.99E-06	5.26E-05	4.00E-05	1.49E-05	2.95E-05	8.87E-05	8.02E-05	0.000108717	6.99E-05	4.35E-05	5.58E-05	0.000110443	0.000112861	8.40E-05	7.51E-05	0.000145681	0.0001301	7.67E-05	0.000188873
K00019	2.94E-05	6.82E-05	4.45E-05	3.21E-05	8.61E-05	1.64E-05	4.42E-05	6.01E-05	5.55E-05	0.000132041	7.63E-05	0.00016665	7.23E-05	1.38E-05	2.63E-05	1.28E-05	7.74E-05	0.000106015	3.39E-05	0.00010356	2.90E-05	0.000131803	4.51E-05	2.64E-05	0.000118307	0.000648696	6.43E-05	8.55E-05	5.66E-06	2.92E-05	4.08E-05	3.25E-05	6.34E-05	5.85E-06	0.000111291	8.82E-05	0.000109575	0.000126739	4.38E-05	7.73E-05	2.25E-05	4.77E-05	6.93E-06	2.69E-05	1.51E-05	1.61E-05	2.63E-05	3.12E-05	2.75E-05	1.19E-05	1.54E-05	3.33E-05	2.89E-05	3.24E-05	2.90E-05	2.35E-05	4.14E-05	9.99E-06	3.10E-05	4.13E-05	1.78E-05	1.34E-05	3.67E-05	3.29E-05	4.23E-05	0.000197227	6.26E-06	1.54E-05	1.83E-06	3.25E-05	3.05E-05	2.29E-06	8.12E-06	5.85E-05	4.63E-05	2.98E-05	2.80E-05	2.21E-05	5.83E-05	4.93E-05	5.61E-05	2.83E-05	4.63E-05	8.78E-05	0.000110259	6.03E-05	3.27E-05	0.000150304	0.000121312	6.61E-05	0.000180568
K00020	0.00068831	0.000431837	0.000513874	0.000627075	0.000547026	0.000342108	0.000365295	0.000685781	0.000770164	0.001002028	0.000662279	0.001065669	0.000748094	0.000557619	0.000342471	0.000393506	0.000835978	0.000912916	0.000349752	0.000887723	0.000541821	0.000901251	0.000651857	0.000471369	0.001169741	0.000974999	0.000452127	0.000601844	0.000321179	0.000683261	0.000656255	0.000776027	0.000541923	0.00027866	0.000837332	0.000637806	0.001049911	0.000751263	0.000458289	0.000516789	0.000308308	0.000352195	0.000324156	0.000918416	0.000948996	0.00054348	0.000823704	0.000489551	0.000560851	0.000673288	0.000239661	0.000258887	0.000215076	0.000462864	0.000248932	0.000550362	0.000425233	0.000816482	0.000470215	0.000602443	0.000628747	0.000354447	0.000902695	0.000269319	0.000600285	0.001220596	0.000281944	0.000395601	0.000198422	0.000633728	0.000748924	0.001025967	0.000735589	0.000751003	0.000608822	0.000684063	0.000727657	0.00019225	0.00095364	0.000670427	0.000769906	0.000365578	0.000488308	0.001038174	0.000736083	0.000479088	0.000226677	0.000976967	0.000892517	0.000512057	0.001029107
K00021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00022	0.00068831	0.000431837	0.000513874	0.000627075	0.000547026	0.000342108	0.000365295	0.000685781	0.000770164	0.001002028	0.000662217	0.001065669	0.000748094	0.000557619	0.000342471	0.000393506	0.000835978	0.000912916	0.000349752	0.000887723	0.000541821	0.000901251	0.000651857	0.000471369	0.001169741	0.000974999	0.000452127	0.000601844	0.000321179	0.000683261	0.000656255	0.000776027	0.000541923	0.00027866	0.000837332	0.000637806	0.001049911	0.000751203	0.000458289	0.000516789	0.000308308	0.000352195	0.000324156	0.000918416	0.000948996	0.00054348	0.000823704	0.000489551	0.000560851	0.000673288	0.000239661	0.000258887	0.000215076	0.000462864	0.000248932	0.000550287	0.000425135	0.000816482	0.000470215	0.000602443	0.000628747	0.000354447	0.000902695	0.000269319	0.000600285	0.001220596	0.000281944	0.000395601	0.000198422	0.000633728	0.000748924	0.001025967	0.000735589	0.000751003	0.000608822	0.000684063	0.000727657	0.00019225	0.00095364	0.000670427	0.000769817	0.000365578	0.000488308	0.001038174	0.000736032	0.000479088	0.000226677	0.000976967	0.000892517	0.000512057	0.001029107
K00024	0.000822923	0.001094198	0.000861223	0.001141159	0.000888773	0.000624006	0.001503031	0.000880054	0.000609738	0.000776871	0.000968585	0.001001661	0.000417306	0.001081036	0.00102621	3.12E-05	0.000122961	0.000777189	0.001394582	0.000919666	0.000379037	0.001002995	0.000596989	0.000545042	0.001078304	0.001089028	0.001209771	0.000987692	0.000800903	0.000605998	0.00094278	0.000179331	0.001048846	0.001205163	0.000600845	0.000585838	0.000652056	0.0007916	0.001266287	0.00082477	0.001475956	0.000770072	0.000886129	0.000387024	0.000278765	0.0010281	0.000316621	0.000408744	0.00111692	0.000654757	0.000456489	0.001162722	0.001101415	0.000936214	0.001492376	0.0012964	0.001106636	0.000118111	0.000262272	0.000164498	0.000204686	0.000970764	0.000320474	0.001014627	0.000237473	0.001194459	0.000656766	0.000402635	0.001395279	0.001493577	0.000819712	0.000226364	0.000238062	0.000418784	0.000616368	0.000221711	0.000209082	0.001516357	0.000433707	0.00109725	0.000962557	0.00072774	0.001348695	0.00067864	0.000979876	0.000637318	0.000993405	0.001313616	0.001026312	0.001176847	0.001129015
K00025	0.000822923	0.001094198	0.000861223	0.001141159	0.000888773	0.000624006	0.001503031	0.000880054	0.000609738	0.000776871	0.000968585	0.001001661	0.000417306	0.001081036	0.00102621	3.12E-05	0.000122961	0.000777189	0.001394582	0.000919666	0.000379037	0.001002995	0.000596989	0.000545042	0.001078304	0.001089028	0.001209771	0.000987692	0.000800903	0.000605998	0.00094278	0.000179331	0.001048846	0.001205163	0.000600845	0.000585838	0.000652056	0.0007916	0.001266287	0.00082477	0.001475956	0.000770072	0.000886129	0.000387024	0.000278765	0.0010281	0.000316621	0.000408744	0.00111692	0.000654757	0.000456489	0.001162722	0.001101415	0.000936214	0.001492376	0.0012964	0.001106636	0.000118111	0.000262272	0.000164498	0.000204686	0.000970764	0.000320474	0.001014627	0.000237473	0.001194459	0.000656766	0.000402635	0.001395279	0.001493577	0.000819712	0.000226364	0.000238062	0.000418784	0.000616368	0.000221711	0.000209082	0.001516357	0.000433707	0.00109725	0.000962557	0.00072774	0.001348695	0.00067864	0.000979876	0.000637318	0.000993405	0.001313616	0.001026312	0.001176847	0.001129015
K00026	0.000822923	0.001094198	0.000861223	0.001141159	0.000888773	0.000624006	0.001503031	0.000880054	0.000609738	0.000776871	0.000968585	0.001001661	0.000417306	0.001081036	0.00102621	3.12E-05	0.000122961	0.000777189	0.001394582	0.000919666	0.000379037	0.001002995	0.000596989	0.000545042	0.001078304	0.001089028	0.001209771	0.000987692	0.000800903	0.000605998	0.00094278	0.000179331	0.001048846	0.001205163	0.000600845	0.000585838	0.000652056	0.0007916	0.001266287	0.00082477	0.001475956	0.000770072	0.000886129	0.000387024	0.000278765	0.0010281	0.000316621	0.000408744	0.00111692	0.000654757	0.000456489	0.001162722	0.001101415	0.000936214	0.001492376	0.0012964	0.001106636	0.000118111	0.000262272	0.000164498	0.000204686	0.000970764	0.000320474	0.001014627	0.000237473	0.001194459	0.000656766	0.000402635	0.001395279	0.001493577	0.000819712	0.000226364	0.000238062	0.000418784	0.000616368	0.000221711	0.000209082	0.001516357	0.000433707	0.00109725	0.000962557	0.00072774	0.001348695	0.00067864	0.000979876	0.000637318	0.000993405	0.001313616	0.001026312	0.001176847	0.001129015
K00027	0.000202907	0.00011402	0.000236022	0.000387824	0.000225511	0.000199116	0.000134007	0.000433261	0.000122535	0.000204888	5.13E-05	6.34E-05	0.000269807	0.000442962	0.000153188	0.000353469	0.000159159	0.000258444	0.000117317	0.000101969	0.000290807	0.000114738	0.0002183	0.000327525	9.38E-05	1.54E-05	3.25E-05	0.000106566	0.000359267	0.000236917	0.000242096	0.000162163	7.26E-05	0.000154904	0.000152654	0.000140399	6.12E-05	0.000165406	1.63E-05	4.60E-05	0.000260901	5.02E-05	0.000175242	0.000586042	0.000103277	0.000374442	0.000877961	0.000188	0.000168261	6.13E-05	0.000130197	4.34E-05	0.000119864	0.000334236	0.000121022	0.000158011	0.00014304	0.000404321	0.000315874	0.000219428	0.00030725	0.000184949	0.000384724	0.000106749	0.000200462	2.56E-05	0.000143784	0.000144706	0.000154725	9.49E-05	0.000455074	0.000169373	0.000235529	0.000114639	0.000128767	0.000300293	5.93E-05	6.11E-05	0.000234153	6.69E-05	0.000221517	8.36E-05	0.000148068	3.38E-05	0.000103952	0.00015011	6.97E-05	1.78E-05	0.000125512	0.000103591	9.13E-05
