KO	ERR475468	ERR475469	ERR475470	ERR475471	ERR475473	ERR475474	ERR475476	ERR475477	ERR475478	ERR475480	ERR475481	ERR475482	ERR475483	ERR475484	ERR475485	ERR475486	ERR475487	ERR475488	ERR475491	ERR475492	ERR475493	ERR475494	ERR475495	ERR475497	ERR475499	ERR475500	ERR475501	ERR475503	ERR475504	ERR475508	ERR475509	ERR475512	ERR475513	ERR475514	ERR475515	ERR475516	ERR475517	ERR475519	ERR475520	ERR475521	ERR475522	ERR475523	ERR475524	ERR475525	ERR475526	ERR475527	ERR475529	ERR475531	ERR475532	ERR475533	ERR475534	ERR475539	ERR475540	ERR475541	ERR475545	ERR475547	ERR475548	ERR475549	ERR475550	ERR475553	ERR475555	ERR475557	ERR475560	ERR475562	ERR475563	ERR475564	ERR475565	ERR475566	ERR475567	ERR475568	ERR475569	ERR475570	ERR475571	ERR475572	ERR475573	ERR475574	ERR475575	ERR475576	ERR475577	ERR475578	ERR475579	ERR475580	ERR475581	ERR475582	ERR475585	ERR475586	ERR475588	ERR475589	ERR475591	ERR475592	ERR475594
K00001	20184.81863	9077.167618	9929.703382	10565.44954	13686.74507	12805.09773	15245.45374	13315.34944	33018.1517	18142.57104	8531.231667	29350.50078	18238.59379	9827.791691	18453.66375	11101.42607	9857.455056	18953.70071	14044.36659	14256.98538	32973.12703	19360.35241	15145.81861	84534.86592	100916.6031	79426.09495	84752.50583	82347.93056	55298.40198	68504.39804	55535.5823	51758.41503	64706.74051	23512.43757	61608.08734	44341.50451	76721.97774	115196.2472	32735.30889	61082.1461	20029.99851	55109.82088	38709.20775	37504.7585	56011.72769	35909.57259	15031.68818	23839.51628	11574.43405	27522.89213	26301.71079	11738.21459	14115.2287	34241.44047	17555.75914	26525.08068	22802.77258	55755.1426	36889.57603	52303.5598	32931.26245	24831.94799	35188.09955	22867.41248	38846.13294	126227.844	19195.05815	31260.76773	18980.55794	20119.58822	31056.44571	81549.23368	36564.42693	33193.46343	22186.79241	112075.6785	55905.314	22019.32771	23812.77919	24350.10917	28622.97432	10870.00665	28440.24355	57973.00395	54006.33457	46742.85701	72089.67225	73761.51625	78237.35478	45931.03201	67463.90009
K00003	29742.8016	19456.06074	16625.57731	22239.70209	23358.23197	19737.04207	33669.79644	21837.51235	50377.12143	17900.84127	15702.22055	27510.29579	18898.64431	16805.28993	17578.03768	11052.84697	11103.02103	24366.89785	23950.1959	19693.0374	53914.8532	22611.68187	24711.44282	163896.2982	148497.3685	93244.15772	198002.0681	155611.5413	114451.5871	120722.9948	97089.03493	58582.54941	137895.0914	30931.22789	67621.67838	65738.4646	71326.55848	132883.3335	80793.16175	140545.9277	31879.51247	57435.29901	59467.13952	52476.92215	69661.00756	57124.33579	18915.59823	43450.94209	26622.25795	39857.28797	50082.75945	34405.23552	63780.45252	54621.14466	39264.97281	48723.43499	38062.2665	60213.40592	38460.84404	52100.88872	37016.01308	43707.39556	44268.29374	47188.99575	47794.47661	125939.7923	53106.47402	49057.26782	71236.80847	24027.35841	54310.21139	99887.58261	39493.79271	33629.77643	39045.1369	106371.5236	42486.24604	61936.94854	35120.3409	41905.35368	54567.50865	20682.14954	39174.24152	89466.87455	84580.14658	68865.54878	62313.24353	85135.86627	104064.7231	104605.0341	74723.07624
K00004	6142.666667	3218.333333	3469	2488	5847	1191	5431	3446.8	7723.904762	7363	4255.6	16515.77778	3482.232323	735	1360.857143	108	433	8355	3748	7392.285714	2457	10311.66667	3441.571429	11510	61178.22222	51157.45455	36542.89899	28444	1846.666667	8553.626263	23017.14286	1780.904762	23242.66667	246.4285714	17476.47619	10797.90476	25017.61905	36469.33333	7325.666667	26591.14286	2338	9777	782	1931	1426.571429	3400.142857	1659.809524	2382	1978	803	1509.428571	2575.514286	4903	4477.666667	4700	9433.4	4600.6	497	2630.666667	3804	3164	565.6666667	4092.47619	5117	2227.571429	96339.85714	1077	1292.2	931	9657.333333	2581.142857	1516.857143	1331	5425.666667	1975.066667	8658.285714	3751	3676.714286	6102	5876.285714	11697	1030	7379.666667	18620.5	28476.51429	13546.28571	5928.333333	46970.33333	42344	19637.66667	44742
K00005	1322.693182	1002.940476	528.0880952	750.9583333	87.70833333	1975.025	1577.178571	420.8409091	1689.291667	2522.708333	263.8321429	871.4404762	2362.327381	544.6904762	4368.666667	1731.833333	447.5416667	1801.285714	4611.35119	827.7202381	2886.988095	658.1785714	709.8241342	4792.619048	4916.459524	2338.425	8735.708333	3454.821429	4341.254762	11600.33333	6037.34881	6299.25	5480.202381	5105.841667	2804.255952	4751.833333	7561.839286	13383.65476	1492.255952	3995.107143	2428.85119	1177.005952	3281.505952	5468.954113	4561.37619	3379.035714	1009.410714	2558.214286	268.7083333	1230.529762	1091.02619	845.7321429	5125.835714	3770.380952	1311.02381	5602.935714	1071.516667	8908.839286	3132.029762	4885.75	3174.928571	2412.577381	4183.208333	1205.416667	2490.47619	2125.375	1181.946429	1832.857143	6077.357143	4174.880952	2454.330952	7641.529762	4324.708333	1501.065476	1396.440476	26544.83333	3977.203571	2975.607143	1114.541667	1573.066667	10973.21429	840.8392857	4454.708333	3121.928571	4705.39881	4155.797619	2339.875	1793.488095	4638.208333	4942.070887	1467.910714
K00006	29911.178	17615.24226	15862.08691	22150.02995	25051.0549	20817.62519	49312.7268	21256.24997	51042.04352	18266.54553	14567.99694	29637.57577	18943.05031	23690.50232	23811.68696	11102.94607	11226.14739	23994.52189	24264.86281	18901.17264	53146.09676	23117.89166	24458.51715	159763.9341	153038.6003	89897.93585	177884.4823	149106.4582	99519.52555	107896.2758	87136.20651	59409.29191	123160.7258	57123.17172	67955.8041	62172.02684	77567.21492	142290.4599	78936.66438	139495.435	67304.03913	69770.3803	60704.80749	50321.94822	67775.20807	78467.20702	19525.60218	44073.12287	26336.30716	44031.73939	42334.95134	31482.86137	46110.67773	62329.05678	55039.33182	60179.84756	52944.18256	59955.3345	41482.67229	52618.73723	37510.73855	42985.63577	44014.6911	61516.50329	49877.47823	126314.709	49216.21936	47648.22857	67936.49339	38644.73673	54624.14889	92018.21765	40705.79848	35049.35919	40790.05543	116698.5412	57891.42888	60890.79025	35179.64509	42230.13012	56462.77672	18761.74466	72684.28264	86620.02126	93124.86289	56115.04459	66151.04163	85572.93795	103837.331	98057.04182	74799.70929
K00007	390	415	403	348.5	1327	174.5	1074	673.5	1512	1525.5	721	3299.5	591	136.5	244.5	37.5	69.5	1586	490.5	1286.5	447	1930	616.5	2401	11466.5	2013.5	7271.5	7599	337	1330	2367	392	4674	47	3683.5	2936.5	5026.5	10062	1841.5	6545	529.5	1621	214	397.5	282	298.5	186	400	400	122	330	606.5	1062.5	892.5	810.5	686	841.5	40.5	189	281	235.5	48	763	997.5	383	18842	172.5	326	65.5	590.5	597	126	91	978	460	520	746	775	1123.5	1142	1871.5	255.5	1468.5	4650.5	6293	2310	1442.5	8867.5	8079	3893.5	9743
K00008	504	877.6666667	216	58	28	205	269.6666667	87	1962	83.33333333	28	54.66666667	172	323.3333333	5403	26.33333333	348	84.66666667	2891	44.33333333	499.6666667	883.6666667	99	511	6380.333333	18162	6449	1450.666667	1312.333333	976.3333333	4808	1816.666667	1753.666667	473.3333333	1479.333333	1505.666667	56.33333333	1968.5	660	1251.666667	347.6666667	0	6272	433.6666667	820.6666667	3731	250	679	800.6666667	161	1545.666667	91	334.3333333	1447.666667	3785.666667	103	2276.666667	331	579	932	266	8687	775.3333333	445	787	194	255.6666667	841.6666667	688	192.6666667	1084.333333	445.3333333	165	256	585	1530.666667	111.6666667	12254.33333	567	4211.333333	537	1291.666667	238	1154	294	3487.333333	28061.33333	11970.33333	2022.666667	685	847
K00009	434.875	747.75	8.25	29.625	67.70833333	1652.625	1346.577586	257.7222222	1216.791667	2166.708333	207.375	676.3333333	2474.541667	190.8333333	378	1731.833333	379.0416667	288.75	3822.125	547.2916667	1895.166667	334.25	233.7916667	4177.333333	321.8333333	61.125	70.70833333	1744.5	3286.416667	6280.833333	28.125	2382	535.75	699.375	2420.375	848.8333333	1086.866379	4290.416667	234.125	1695.666667	609.7083333	896.0416667	2937.041667	737.0833333	1059.25	283.5	151.875	947.5	108.4583333	538.5535714	797.25	592.875	41.25	1239.833333	337.25	581.5833333	896.9166667	8671.875	2727.375	4628	2746.5	526.5416667	3710.458333	73.91666667	2102.833333	1661.625	867.7083333	1650.5	5332.833333	119.0833333	608.1666667	6736.958333	4222.458333	1594.958333	700.9166667	16396.5	547.125	21.5	158.4204545	84.41666667	18	402.625	161.875	2156.583333	283.0416667	24	976.9583333	990.3333333	3723.458333	386.7916667	67.35119048
K00010	7554.675	4951.583333	5065.566667	3830.808333	10720.875	3291.875	8948.55	5848.1	11789.425	11250.875	5556.075	20705.5	6705.725	1476.05	9085.916667	1892.5	1067.875	12365.2	7274.958333	9502.575	6364.65	13209.15	5407.925	33197	78599.08333	13662.675	52703.625	44624.15	7126.166667	18385.95	30753.14167	6090.05	32308.86667	3453.191667	26537.54167	17949	31785.375	57310.71667	10901.49167	35951.98333	5608.225	12207.825	4303.175	4105.35	4566.883333	8587.4	5409.675	4592.25	4145.575	1824.958333	4453.433333	4504.175	8148.95	11569.28333	6751.766667	12331.91667	8243.05	10803.625	6922.508333	8908.7	7179.7	3944.525	12620.975	8364.3	5638.5	116810.875	3262.541667	4908.5	7396.416667	13997.53333	5467.9	9271.025	5614.275	7840.125	4070.416667	25825.98333	5863.475	7574.9	9552.358333	8885.35	14740	2266.275	12588.95833	26401.75	37613.025	25401.33333	8349.191667	56898.75	55064.925	27900.025	60283.575
K00011	20876.06863	9217.774761	9993.453382	10827.69954	13689.99507	12919.59773	15305.13231	13408.59944	34667.18742	18142.57104	8607.58881	29410.55792	18240.8795	10060.39883	19067.69947	11108.42607	9886.155056	19155.98642	14768.25945	14430.41396	34284.69846	19763.78098	15562.78289	84839.4802	104871.2817	79535.19495	85068.75583	84219.45199	55768.47341	73013.39804	56117.0823	52507.66503	67348.46908	24777.23757	61910.20162	44570.44736	76868.21881	116893.6258	33439.80889	64891.2961	21609.64137	55191.03517	39767.67203	38124.86564	56790.62054	36506.35831	15040.97389	25469.23057	11985.93405	27792.21356	26645.80365	11853.21459	17230.51442	36758.40476	18171.47342	26849.3664	23601.27258	55850.20688	37936.75461	52323.5598	33226.36959	25056.9837	37766.34955	23053.41248	39019.56151	126510.344	19391.37958	31543.62487	19095.41508	20756.83822	32237.15999	82296.80511	37231.62693	33743.64914	23821.47098	112147.9785	56135.37114	23729.57771	23990.32919	24524.85917	30665.68861	10965.97094	30222.20783	58311.18253	55209.99172	46768.71415	72157.67225	73964.08768	78835.25478	48942.17487	67639.7358
K00012	19689.61089	12607.30084	11218.58829	17695.81374	15320.20983	7096.763649	37978.24258	15227.57295	30059.40992	9983.327829	10447.85813	20871.88206	6137.398587	18798.68015	16799.78727	227.3333333	4703.142333	15206.97547	21295.59836	13496.75869	18746.11497	17826.66306	13484.10244	69433.77529	142229.5242	46115.7509	140409.8809	102003.8465	52882.75214	67148.88553	78849.9373	24751.92021	95638.69174	37186.68082	36294.19248	29234.08305	48876.11159	82815.406	66216.22026	86172.10435	52042.00491	26738.48799	33955.98546	29299.36956	41483.20657	60183.77419	7504.545187	16892.88201	21420.62311	31786.54273	18206.56435	22121.07059	41703.77331	38534.25598	46789.68164	50760.60616	33545.21236	19793.55761	7735.193873	11982.81029	8748.140389	33731.55206	23322.43059	32809.06652	15362.19767	115646.245	23588.67311	17062.82037	52325.86164	31425.74279	42000.81145	59882.19588	14465.33822	14074.80147	25115.75349	16997.1377	20542.11441	55290.58635	19026.25136	36543.06857	34897.77019	11201.94039	56472.75553	71501.9185	63680.50472	31933.26091	45511.59747	81752.07313	70913.81572	79348.33608	66087.74968
K00013	22507.22398	14367.02906	13706.26337	18519.74231	17456.39237	10079.92238	23393.37175	18682.30486	36027.97539	12440.23473	12601.14265	21711.28658	10439.74401	11933.7488	13706.21654	2080.166667	5875.739555	20135.24332	21504.18765	15293.11734	26712.01378	18780.29798	16192.20958	97043.72768	134232.7801	91833.74338	165895.6707	92140.73139	69763.96048	91427.77767	85734.44595	33541.16227	108281.7301	13080.659	51541.59328	41529.34416	55308.31527	85736.18441	70809.69446	86980.3299	23685.82832	27957.73355	35664.82078	40243.41321	50697.90078	42874.88967	14499.63447	22085.96651	20739.6489	30902.00107	33490.20523	25191.48885	54647.22966	41220.83234	29917.70919	36530.69704	21984.57427	33454.50999	18998.99244	23228.52457	16985.37039	33678.81397	32521.90678	24493.08057	21316.44172	119431.89	27951.28621	25304.23346	61242.69498	19676.01708	43337.03255	73646.61021	21893.11202	18681.47024	23927.53921	46089.09206	23283.44576	53979.8427	23303.34088	34370.9738	42448.26375	14099.44634	25876.19005	77361.09509	60228.12554	48912.40377	46340.80136	78524.50694	76945.55303	87914.86888	67445.49968
K00014	29093.01112	19455.22502	16615.92017	22278.00923	24783.5534	20823.4235	33646.92787	22077.67878	48962.87048	17875.26127	15683.83484	27348.82032	19002.65621	17478.24279	16722.01196	11068.32697	11064.69961	24364.15928	24031.5409	19654.93026	53400.99606	22207.34854	24792.9571	163389.4768	149085.3757	93605.25343	198014.8781	155936.572	114872.1609	121438.682	99043.98136	57878.56418	137516.9414	30195.04361	67462.28743	65491.42293	70817.87991	119395.6054	81141.82175	138782.6599	31839.47675	57343.33472	59523.91095	53345.76215	69799.85042	64082.88507	18729.08418	41559.2528	26328.47938	42908.7644	50127.92373	34364.30694	64167.54823	55727.95633	39079.00853	48163.29571	38058.40935	60070.66449	37335.50357	52426.57872	36611.90594	42022.62651	41842.44707	47265.38575	47662.47661	125778.6223	52994.22402	49100.76782	71425.27275	23395.83603	54768.07568	99634.43975	39020.25699	33416.47738	40288.76785	106365.9557	42225.61461	62233.24854	34729.62376	41775.71083	52338.33008	20370.20668	40962.22462	90550.92098	85713.42872	68490.08164	75584.41687	85615.35818	103623.0603	102806.4548	74678.00481
K00015	466.8	946.1666667	495.6333333	583.1	1616.5	257.7428571	1359.199015	823.8365079	1648.442857	1525.5	969.2	3312.18254	599.4989899	240.3	289.5	37.5	70.25	1599.2	532.5	1310.2	496.4	1959.685714	750.3	2436.5	12611.15556	44637.45455	9479.39899	8765.495238	1058.566667	1621.326263	3132.780952	431.3	5709.485714	67.1	3766.166667	3085.071429	5106.646141	10238.91905	2082.22381	7415.983333	585.4571429	1644.342857	322.3	424.8666667	504.602381	639.2571429	210.2285714	459.5	758.2	1153.833333	564.6333333	1211.1	2752.4	1312.461905	1434.766667	1888.166667	901.0857143	55.5	246.6333333	285.3428571	287.7	90.9	847.8857143	1331.919048	604	18876	211.1666667	800.7	485.1666667	824.2	736.2	388.9	122.4	978	903.1738095	834.9833333	785.6285714	3113.9	1626.233333	2618.914286	2346.809524	483.9	1971	6142.238095	6635.17619	3378.333333	3312.638095	8907.642857	8675.942857	4695.959524	10205.2
K00016	12461.8953	7909.195741	8202.503382	4551.716211	11574.04507	14454.08154	15286.20564	8186.225151	23014.52789	10554.19771	6411.79881	11705.01871	14040.67718	7608.922168	9326.292799	10966.59274	6902.025056	10828.50642	8088.176119	7434.833956	30791.40179	7625.708602	12543.93289	104016.6102	20766.35378	8199.273347	68312.45684	63268.47675	69318.90008	62060.0732	37039.83802	39131.4817	49306.76337	20288.6109	37819.89495	37644.99593	39829.34738	59377.79011	17359.96508	70263.58943	22067.38756	45458.09517	26821.93203	23360.50897	20939.4915	27024.58783	16087.41199	26994.99057	5576.204049	15941.11356	36162.85698	13337.06792	25423.10442	27480.64619	18131.00676	11569.64307	19943.5102	41090.35688	33204.33461	42008.71694	29592.82959	13070.4837	24333.2805	32771.6901	29798.75485	30107.52402	31411.15291	32895.3682	19889.96508	7879.57822	14238.56332	39409.49237	27118.64693	21086.25562	18568.50384	101745.0019	41860.8759	9786.641046	16947.74001	5874.977429	22058.24908	9631.194272	21317.13117	24500.70776	40277.04886	45960.63082	37879.57749	14216.27149	42956.82526	30209.63534	24054.1358
K00018	466.8	946.1666667	495.6333333	583.1	1616.5	257.7428571	1359.199015	823.8365079	1648.442857	1525.5	969.2	3312.18254	599.4989899	240.3	289.5	37.5	70.25	1599.2	532.5	1310.2	496.4	1959.685714	750.3	2436.5	12611.15556	44637.45455	9479.39899	8765.495238	1058.566667	1621.326263	3132.780952	431.3	5709.485714	67.1	3766.166667	3085.071429	5106.646141	10238.91905	2082.22381	7415.983333	585.4571429	1644.342857	322.3	424.8666667	504.602381	639.2571429	210.2285714	459.5	758.2	1153.833333	564.6333333	1211.1	2752.4	1312.461905	1434.766667	1888.166667	901.0857143	55.5	246.6333333	285.3428571	287.7	90.9	847.8857143	1331.919048	604	18876	211.1666667	800.7	485.1666667	824.2	736.2	388.9	122.4	978	903.1738095	834.9833333	785.6285714	3113.9	1626.233333	2618.914286	2346.809524	483.9	1971	6142.238095	6635.17619	3378.333333	3312.638095	8907.642857	8675.942857	4695.959524	10205.2
K00019	509	754.4133333	461.56	389.5	1347	181.5	1082.571429	763.02	1615	1528.02	739	3308.331111	764.8989899	168.5	342.5	62.5	422.5	1674	498.5	1306.94	824	2036	659.5	2411	11565.72222	44290.95455	7301.39899	7609.666667	337	1983.197691	2421.84	989	5048.333333	143	4522.5	3326.5	5114.833333	10613.58	1927.166667	6577.52	724.5	1623.582857	214	749.5	571.72	676.5	287	731	400	291.4285714	430	606.5	1062.5	1114.3	884.5	749	1096.5	315.5	620.92	1070	343.98	316	921	1000.02	1057	19056.52	172.5	387	65.5	660.66	889	126	166	1087	1045	1674	746	775	1181.5	1187	1882.38	315.5	1633.5	4884.5	6482.2	2427	1443.94	9190.326667	8089.9	4046.166667	9756.47619
K00020	11918.44643	4777.734762	5334.874286	7599.053571	8556.196429	3785.882143	8942.256158	8701.860079	22398.08929	11595.82357	6413.867857	21155.6704	7913.595418	6809.571429	4464.285714	1928	4564.625	14415.14286	5139.314286	11203.13643	15385.10714	13921.89286	9524.482143	43031.85714	114354.5865	66569.95097	51371.34542	53558.52738	19109.85	46390.94769	38953.18286	23602.71429	43138.82619	6812.889286	34026.55357	24064.45357	49008.69971	62913.45143	20168.18452	43971.65214	9916.125	11992.70786	10010.19643	25612.97143	36008.97714	22886.23929	8990.792857	11478.84643	8166.003571	16497.5	6670.621429	4719.589286	7917.778571	15933.64643	7598.928571	17520.59643	11255.81429	25785.91071	9404.366429	15616.10714	12176.05143	8353.803571	22630.55357	8179.591429	14982.5	117936.895	7766.946429	9951.321429	7100.75	12866.03857	21841.87143	56429.23214	15035.73214	13963.625	13730.82143	38433.48214	19361.95357	6752.535714	19334.76569	16150.11429	25837.02286	4069.839286	17241.27857	57737.67024	43274.90714	19276.75	9994.136429	59736.41	59519.06071	31352.86667	55604.875
K00021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00022	11918.44643	4777.734762	5334.874286	7599.053571	8556.196429	3785.882143	8942.256158	8701.860079	22398.08929	11595.82357	6413.267857	21155.6704	7913.595418	6809.571429	4464.285714	1928	4564.625	14415.14286	5139.314286	11203.13643	15385.10714	13921.89286	9524.482143	43031.85714	114354.5865	66569.95097	51371.34542	53558.52738	19109.85	46390.94769	38953.18286	23602.71429	43138.82619	6812.889286	34026.55357	24064.45357	49008.69971	62908.45143	20168.18452	43971.65214	9916.125	11992.70786	10010.19643	25612.97143	36008.97714	22886.23929	8990.792857	11478.84643	8166.003571	16497.5	6670.621429	4719.589286	7917.778571	15933.64643	7598.928571	17518.19643	11253.21429	25785.91071	9404.366429	15616.10714	12176.05143	8353.803571	22630.55357	8179.591429	14982.5	117936.895	7766.946429	9951.321429	7100.75	12866.03857	21841.87143	56429.23214	15035.73214	13963.625	13730.82143	38433.48214	19361.95357	6752.535714	19334.76569	16150.11429	25834.02286	4069.839286	17241.27857	57737.67024	43271.90714	19276.75	9994.136429	59736.41	59519.06071	31352.86667	55604.875
K00024	14249.3427	12105.9175	8940.93353	13828.86374	13901.55983	6905.463649	36793.47017	11166.98204	17732.54563	8990.227829	9380.308126	19884.98206	4414.403133	13201.48015	13377.16416	152.8333333	671.3923329	12271.97547	20492.24836	11606.25869	10762.81497	15493.56306	8722.784254	49757.50387	105415.6266	74355.50545	137455.9354	87895.4298	47653.03548	41145.08402	55960.41349	5454.320205	83491.45911	29464.78082	24416.47582	22103.72591	30437.26725	66291.42981	55726.20597	70176.66387	47471.25491	26221.98799	27364.33546	10793.40592	10577.55657	43293.87419	3455.945187	9584.117302	16262.37311	16043.43083	12705.71435	21196.81345	40547.42331	32228.27559	45556.52506	41270.4395	29292.36236	3730.157612	5245.467682	4264.010288	3963.86896	22879.50206	8034.280592	30815.68319	5927.083388	115411.445	18092.50644	10128.27037	49931.57831	30322.82851	23906.35556	12450.24588	4866.071549	7786.580046	13901.00826	12456.65437	5563.392981	53259.9792	8793.268026	26431.96857	32302.14764	8101.640389	47620.03648	37742.3185	57607.67237	25643.30377	43799.03081	80320.72313	68441.41572	72057.41148	61003.07349
K00025	14249.3427	12105.9175	8940.93353	13828.86374	13901.55983	6905.463649	36793.47017	11166.98204	17732.54563	8990.227829	9380.308126	19884.98206	4414.403133	13201.48015	13377.16416	152.8333333	671.3923329	12271.97547	20492.24836	11606.25869	10762.81497	15493.56306	8722.784254	49757.50387	105415.6266	74355.50545	137455.9354	87895.4298	47653.03548	41145.08402	55960.41349	5454.320205	83491.45911	29464.78082	24416.47582	22103.72591	30437.26725	66291.42981	55726.20597	70176.66387	47471.25491	26221.98799	27364.33546	10793.40592	10577.55657	43293.87419	3455.945187	9584.117302	16262.37311	16043.43083	12705.71435	21196.81345	40547.42331	32228.27559	45556.52506	41270.4395	29292.36236	3730.157612	5245.467682	4264.010288	3963.86896	22879.50206	8034.280592	30815.68319	5927.083388	115411.445	18092.50644	10128.27037	49931.57831	30322.82851	23906.35556	12450.24588	4866.071549	7786.580046	13901.00826	12456.65437	5563.392981	53259.9792	8793.268026	26431.96857	32302.14764	8101.640389	47620.03648	37742.3185	57607.67237	25643.30377	43799.03081	80320.72313	68441.41572	72057.41148	61003.07349
K00026	14249.3427	12105.9175	8940.93353	13828.86374	13901.55983	6905.463649	36793.47017	11166.98204	17732.54563	8990.227829	9380.308126	19884.98206	4414.403133	13201.48015	13377.16416	152.8333333	671.3923329	12271.97547	20492.24836	11606.25869	10762.81497	15493.56306	8722.784254	49757.50387	105415.6266	74355.50545	137455.9354	87895.4298	47653.03548	41145.08402	55960.41349	5454.320205	83491.45911	29464.78082	24416.47582	22103.72591	30437.26725	66291.42981	55726.20597	70176.66387	47471.25491	26221.98799	27364.33546	10793.40592	10577.55657	43293.87419	3455.945187	9584.117302	16262.37311	16043.43083	12705.71435	21196.81345	40547.42331	32228.27559	45556.52506	41270.4395	29292.36236	3730.157612	5245.467682	4264.010288	3963.86896	22879.50206	8034.280592	30815.68319	5927.083388	115411.445	18092.50644	10128.27037	49931.57831	30322.82851	23906.35556	12450.24588	4866.071549	7786.580046	13901.00826	12456.65437	5563.392981	53259.9792	8793.268026	26431.96857	32302.14764	8101.640389	47620.03648	37742.3185	57607.67237	25643.30377	43799.03081	80320.72313	68441.41572	72057.41148	61003.07349
K00027	3513.446429	1261.488095	2450.297619	4699.753571	3527.279762	2203.482143	3280.434729	5497.642857	3563.605952	2371.036905	497.1178571	1257.997619	2854.113095	5409.404762	1996.885714	1731.833333	869.0416667	4080.892857	1723.872619	1286.863095	8257.52381	1772.392857	3189.64881	29900.19048	9165.595238	1049.746429	3697.079762	9483.369048	21376.08333	16085.83333	14370.03452	4932.142857	5777.559524	3787.217857	6203.386905	5297.261905	2858.712213	13851.67143	718.4345238	3917.42381	8391.375	1709.541667	5411.613095	16343.65476	3918.77381	15767.95714	9583.017857	4408.171429	2449.886905	1502.886905	3623.854762	790.5892857	4412.678571	11505.7381	3694.345238	5030.221429	3786.230952	12769.16071	6317.529762	5687.857143	5950.071429	4358.970238	9645.029762	3242.121429	5003.333333	2477.625	3960.946429	3640.071429	5537	1927.511905	13271.93095	9315.672619	4814.315476	2131.508333	2904.088095	16871.69048	1577.803571	2145.5	4747.382359	1611.130952	7433.809524	930.3392857	5228.003571	1880.678571	6111.39881	6039.869048	3071.529762	1088.666667	8369.994048	6342.791667	4933.85119
K00028	3513.446429	1261.488095	2450.297619	4699.753571	3527.279762	2203.482143	3280.434729	5497.642857	3563.605952	2371.036905	497.1178571	1257.997619	2854.113095	5409.404762	1996.885714	1731.833333	869.0416667	4080.892857	1723.872619	1286.863095	8257.52381	1772.392857	3189.64881	29900.19048	9165.595238	1049.746429	3697.079762	9483.369048	21376.08333	16085.83333	14370.03452	4932.142857	5777.559524	3787.217857	6203.386905	5297.261905	2858.712213	13851.67143	718.4345238	3917.42381	8391.375	1709.541667	5411.613095	16343.65476	3918.77381	15767.95714	9583.017857	4408.171429	2449.886905	1502.886905	3623.854762	790.5892857	4412.678571	11505.7381	3694.345238	5030.221429	3786.230952	12769.16071	6317.529762	5687.857143	5950.071429	4358.970238	9645.029762	3242.121429	5003.333333	2477.625	3960.946429	3640.071429	5537	1927.511905	13271.93095	9315.672619	4814.315476	2131.508333	2904.088095	16871.69048	1577.803571	2145.5	4747.382359	1611.130952	7433.809524	930.3392857	5228.003571	1880.678571	6111.39881	6039.869048	3071.529762	1088.666667	8369.994048	6342.791667	4933.85119
K00029	20757.76803	15610.95287	13582.26932	16504.28993	19872.83285	11321.87	26008.28961	14660.64653	37383.60516	10522.89783	13570.87003	20736.30206	7104.420413	10094.7357	15151.27012	365.3333333	3775.094317	18999.55999	18225.13884	15975.26615	32946.56735	18400.15394	18266.84886	116846.7074	111332.1849	41336.03169	158152.6114	126712.9754	71539.75691	76573.62561	84093.83643	31398.37655	118146.4766	18135.334	39111.03137	45212.64297	49976.27658	86746.25941	70954.7897	132240.4311	18285.34499	26612.85855	35470.27197	27024.50964	51873.84363	41059.98253	7760.161854	31772.12008	22916.5239	33998.5963	33565.64332	26992.88528	59022.05466	36168.54186	32978.34847	39909.85418	27555.40284	23270.01476	10127.20911	12701.31029	14933.57872	27653.30206	24832.78059	35859.41986	24514.6691	116409.015	41296.43502	28111.11323	55827.12355	19437.81351	34814.64921	68984.70783	16151.60726	16899.275	31822.44397	30344.14444	21133.08147	56639.23913	23615.15278	35515.32499	41300.6447	15671.46896	33177.92815	71516.69628	72644.31364	39342.61925	44058.90136	81002.31647	80790.57803	88949.84983	62733.2092
K00030	946.45	47.85	390.3214286	500.5	105.3333333	54.85	117.1714286	428.25	500.2809524	365.5333333	90.1	170.3333333	14.41666667	373.5833333	2872.714286	22.83333333	91.41666667	1629.6	3910.65	160.4166667	581.6666667	422.4	312.8666667	947.6047619	742.5833333	100.5	376.2833333	709.6166667	1466.066667	2153.321429	1112.407143	3997.5	2700.857143	2887.25	154.45	3745.190476	6022.035714	7264.559524	261.9642857	3405.52381	476.9833333	319.3095238	677.0666667	4608.183333	3332.033333	2395.5	810.55	834.65	104.8333333	232.9285714	82.91666667	90.45714286	496.05	921.0833333	502.8428571	4869.233333	34.26666667	40	182.1428571	310.75	194.0714286	1623.666667	471.7333333	541.4166667	106.647619	469.5	109.3333333	184.6	410.75	858.547619	535.1666667	393.0333333	255.3	184.4047619	559.0952381	10457.2	3318.921429	138.3571429	590.7954545	156.4166667	7725	349.65	2605.869048	2452.583333	3384.316667	587.1238095	1270.733333	659.9166667	427.8333333	2557.316667	271.3761905
