	ERR475468	ERR475469	ERR475470	ERR475471	ERR475473	ERR475474	ERR475476	ERR475477	ERR475478	ERR475480	ERR475481	ERR475482	ERR475483	ERR475484	ERR475485	ERR475486	ERR475487	ERR475488	ERR475491	ERR475492	ERR475493	ERR475494	ERR475495	ERR475497	ERR475499	ERR475500	ERR475501	ERR475503	ERR475504	ERR475508	ERR475509	ERR475512	ERR475513	ERR475514	ERR475515	ERR475516	ERR475517	ERR475519	ERR475520	ERR475521	ERR475522	ERR475523	ERR475524	ERR475525	ERR475526	ERR475527	ERR475529	ERR475531	ERR475532	ERR475533	ERR475534	ERR475539	ERR475540	ERR475541	ERR475545	ERR475547	ERR475548	ERR475549	ERR475550	ERR475553	ERR475555	ERR475557	ERR475560	ERR475562	ERR475563	ERR475564	ERR475565	ERR475566	ERR475567	ERR475568	ERR475569	ERR475570	ERR475571	ERR475572	ERR475573	ERR475574	ERR475575	ERR475576	ERR475577	ERR475578	ERR475579	ERR475580	ERR475581	ERR475582	ERR475585	ERR475586	ERR475588	ERR475589	ERR475591	ERR475592	ERR475594
K11741	13359.92	8093.84	5833.73	7361.33	7695.17	3618.42	15174.42	10123.75	16360.2	7589.33	6534	16867.82	3850.75	6358.83	2753.17	764.58	744	8983.92	11124	9503.33	9182.59	13038.92	5575	34281.75	103245.83	55826.66	125781.36	80297.26	43882	29771.33	70976	4691.42	74271.72	2098.58	20430.33	18544.67	25945.35	63501.75	53153.41	58228.17	3485.25	13619.91	29949.58	6317.92	19011.75	16155.42	20379	11241.5	8657.42	12918	9369.42	9809.5	25873.41	29147.25	12371.92	22728.67	16183.58	3606.5	3476.5	4310.16	4188.15	20915.67	7076.28	24443.5	6414.84	97477.85	21549.17	7747.17	57773.25	12612.67	13659.75	14296.33	2858.5	7050.75	14762.7	11390.17	5282.33	29995.58	24182.59	34601.86	33427.8	8273.09	11637.75	31132.78	38986.91	35473.08	51734.13	67665.28	63845.04	46661.35	60988.08
K11742	1397.42	195.67	915.78	149.33	405.17	185.33	520.75	723.75	723.1	61	129.5	119.75	29	2707.75	974.92	652.25	153.75	193.5	5055	111.75	188.17	937	412.75	9.75	2168	10843.91	5801	1269.17	5015.17	1697	16076.25	636	4104	689.75	183	2679	178.08	2589.75	1514.66	7972	389.08	558.25	6275	500	11216.25	4890.42	17998.5	856.75	655	1932.5	3050.5	177	2354.08	1483.08	0	120.17	162.5	62.5	33	105	213.75	1957.17	236.5	186.75	820.92	98.25	272	51	3207.5	59.75	1263.92	1067.75	132.75	101	3778.25	101	321.25	116.75	16720	10883.08	763.75	4297.92	1530.75	7657.33	891.17	6052.75	13606.75	238.5	681.17	1161.25	9093.33
K11743	1397.42	195.67	915.78	149.33	405.17	185.33	520.75	723.75	723.1	61	129.5	119.75	29	2707.75	974.92	652.25	153.75	193.5	5055	111.75	188.17	937	412.75	9.75	2168	10843.91	5801	1269.17	5015.17	1697	16076.25	636	4104	689.75	183	2679	178.08	2589.75	1514.66	7972	389.08	558.25	6275	500	11216.25	4890.42	17998.5	856.75	655	1932.5	3050.5	177	2354.08	1483.08	0	120.17	162.5	62.5	33	105	213.75	1957.17	236.5	186.75	820.92	98.25	272	51	3207.5	59.75	1263.92	1067.75	132.75	101	3778.25	101	321.25	116.75	16720	10883.08	763.75	4297.92	1530.75	7657.33	891.17	6052.75	13606.75	238.5	681.17	1161.25	9093.33
K11744	1322.75	488.67	579.25	94	157.5	0	91.42	1201.75	2361.43	76.33	17.5	50.42	33	2593.08	340.25	639.58	149.75	14.17	114	74.08	77.17	745.67	36.75	21.75	7285.33	25881.25	3932	1478.5	867.83	194.33	14964.25	1215.67	753.67	557.08	611.33	2064.67	56.08	3692.75	61	1346.67	15.42	558.25	11462.33	173.67	10344.25	6166.75	17877.5	546.75	798.67	778.5	1417.17	181	289.08	1663.42	3695.67	15.5	2032.17	34.5	134	413	3.75	8159.5	717.83	5.75	620.25	62.25	40.67	711.67	67.5	79.42	1044.58	409.08	132.75	129	1318.25	227.67	326.92	11613.08	16730	14027.08	158.75	4172.92	638.75	3231	129.5	5924.08	39459.08	11441.83	1977.17	543.25	8895
K11745	1172.58	59	479.25	383.5	202.5	165.5	13.75	1207.75	677.43	0	28.5	32.75	42	2311.75	341.25	638.58	155.75	39.5	56	64.75	44.5	0	39.75	42.75	1273.33	8812.25	3960	726.5	289.17	107.66	12551.08	2	166.5	299.25	76	974	39.75	2079.25	71	553	794.25	586.25	5807.5	156	9710.58	5888.25	17908.5	587.75	121	1010.5	8.5	209	409.75	681.42	72	27.5	89.5	34.5	9.5	303	18.75	106.5	196.5	33.75	620.25	583.25	18	115.5	53.5	16.75	688.25	18.75	132.75	20	1349.25	102	325.25	96.75	16753.5	10023.75	154.75	3115.08	975.25	2721.83	406	5712.75	11416.08	247.5	302.5	166.75	8895
K11746	1160.75	39	479.25	146	162.5	0	12.75	1201.75	578.43	0	17.5	5.75	33	2311.75	340.25	638.25	149.75	11.5	56	55.75	12.5	0	34.75	5.75	1232	8789.25	3932	688.5	272.5	36	12517.25	0	149	206.75	2	949	36.75	2029.75	58	494	2.75	558.25	5805	124	9705.25	5811.75	17877.5	546.75	99	803.5	8.5	181	316.75	527.75	0	27.5	10.5	34.5	7	294	3.75	102.5	196.5	5.75	620.25	62.25	12	0	53.5	16.75	571.25	12.75	132.75	0	1342.25	98	325.25	69.75	16746	9984.75	158.75	3112.25	662.75	2719	212.5	5692.75	11415.75	222.5	302.5	136.25	8895
K11747	1229.58	156	497.65	391.5	276.5	166.84	21.75	2277.75	956.03	7	33.5	46.15	50	2379.75	476.25	638.58	155.75	43.5	99	328.75	2468.17	15	91.75	227.75	1321.16	8909.25	4148.86	954.84	577.17	306.66	12484.08	6	351.3	411.25	102	1082	63.69	2330.25	59	753	844.25	663.91	5811.5	507.5	10046.08	6854.25	18007.5	661.75	152	1350.5	55.5	355	647.75	784.42	106	21.83	121.16	34.5	90.5	400.66	22.15	74.5	199.7	39.75	720.25	581.85	118	135.5	57.5	25.75	779.25	41.75	132.75	280.5	1593.45	84	349.91	129.58	16958.51	10012.95	359.55	3270.08	1109.25	3447.03	1693.74	5712.75	12924.88	318.7	429.7	440.18	8921.33
K11748	6605.48	3279.25	1027.9	5527	1738.5	2204.35	9784.85	7381.25	6319.53	0	1308.1	50.75	134	3919.75	952.45	638.58	221.75	1476.95	6173.5	1714.2	5823	766.95	1225.85	18490.75	16107.73	10592.75	107879.25	22155.5	25280.67	17497.16	41245.08	813.5	57234.5	647.25	1676	3874	388.75	24545.5	41905.2	26983.9	1300.25	3531.75	19339.75	4446	16263.08	10646.4	18623.4	7926.75	6161.25	10277.15	2282	5868.5	24320.7	21126.92	9857.75	7763.7	5235.5	1641.35	405.5	409.1	140.75	5039	1878.75	15043.5	2993.2	575.75	16970.5	4537.9	51971.5	2768	5863.25	3641.5	4272.5	1397	7699.75	2088	1557	36506.75	17270.5	21485.6	21104.55	5292.18	3928.25	15979.43	4881	19467.75	15828.83	5102.75	17201.5	16322.25	16385.5
K11749	117321.85	74800.04	64189.23	64898.18	61011.05	64609.37	106670.52	69692.09	167335.46	48676.53	66066.37	70531.49	58167.45	61945.96	56219.39	25065.96	37281.92	57199.24	46277.29	43289.69	158736.01	54570.44	70965.57	406176.56	335704.34	374957.81	361208.56	385747.26	393549.11	411529.57	307331.69	161416.05	346129.34	133725.13	191686.06	179553.44	166254.94	315987.72	155469.29	340528.6	181001.52	183223.06	166039.93	170862.21	174159.17	188663.02	67201.95	128586.61	93008.22	123269.8	178579.66	89601.67	129584.27	150037.07	127981.39	114984.61	132041.32	186595.15	173287.4	140096.82	125594.3	134322.83	151620.23	130458.83	154697.29	182510.3	146301.63	174326.28	151672.25	90002.57	161758.19	237694.3	173071.6	124612.93	139678.69	281692.1	161743.12	138013.76	170834.38	121882.74	123752.77	74692.09	138425.33	214895.82	214448.38	133403.83	172503.64	162810.86	195095.85	230765.37	123443.78
K11750	1058.75	29	479.25	154	157.5	0	16.75	1745.75	733.43	0	17.5	5.75	33	2311.75	5857.25	638.25	149.75	11.5	2772	55.75	12.5	0	34.75	5.75	1232	9548.25	3932	543.5	272.5	36	12438.25	0	35	229.75	2	949	42.75	2099.75	58	465	138.75	558.25	5805	275	9697.25	9674.75	17877.5	546.75	150	1137.5	8.5	181	289.75	546.75	0	15.5	10.5	34.5	7	388	3.75	70.5	196.5	5.75	620.25	62.25	12	0	53.5	16.75	549.25	31.75	132.75	0	1526.25	76	395.25	91.75	16779	9977.75	134.75	3162.25	778.75	2914	251.5	5692.75	12923.75	222.5	302.5	123.25	8895
K11751	1206.58	0	479.25	74	224.5	0	20.75	1164.75	497.43	0	22.5	5.75	5	2323.75	341.25	638.58	149.75	7.5	43	144.75	2372.17	10	86.75	178.75	1316.16	8872.75	3993	543.5	261.17	211.66	12442.58	0	5	143.75	2	972	42.75	2097.75	40	660	48.75	606.25	5809	384	10015.08	3989.75	17974.5	546.75	130	1143.5	35.5	257	351.75	389.92	0	15.5	16.5	34.5	66	94	3.75	64.5	98.5	5.75	720.25	62.25	112	20	57.5	16.75	538.75	35.75	132.75	0	1036.25	76	309.25	143.58	16826.67	9977.75	322.75	3148.08	274.75	2914.33	1242.5	5693.25	12924.08	222.5	302.5	423.08	8897.33
K11752	73461.05	43988.74	39154.06	45258.68	36333.55	40910.37	80259.66	52645.59	97437.46	22551.03	27479.27	45195.59	36097.35	44966.96	31938.79	21899.16	21262.92	40676.95	41008.09	30406.02	91077.01	37882.44	36521.4	216470.73	201973.25	355514.51	328416.81	217434.41	248489.81	226194.07	195951.06	87962.05	253182.44	78834.13	123838.83	99960.27	91891.54	214352.05	125372.09	168419.93	151630.02	134900.83	112007.16	105219.21	93329.48	127251.42	54455.25	64583.03	54954.22	76829.8	104802.79	75464.2	96421.87	112539.77	69326.64	62860.04	77851.32	84716.18	114588.67	105984.65	78040.17	97608.45	96673.26	70905.43	77230.56	162204.8	73408.58	85931.28	139606.25	54328.37	113853.86	119802.8	84539	61976.95	71221.69	165547.55	70312.62	107952.09	111693.13	78547.74	93345.9	45831.84	94869.53	118326.99	132811.21	107765.83	96647.69	103657.34	147129.85	180745.91	98402.41
K11753	119145.85	77514.71	65060.9	66336.18	61402.05	68184.37	110544.19	70506.59	172753.46	60982.53	67203.37	73442.83	62611.45	63034.96	55907.39	30899.96	40731.92	57487.95	46566.29	44685.02	162544.01	55668.44	71815.57	418979.56	346201.17	375687.81	363819.89	426641.59	405976.61	451614.9	310687.19	175984.05	354645.34	140917.46	197411.56	181187.11	163783.94	334061.06	156600.29	349254.6	182373.01	184348.22	182182.76	173132.71	179131.5	191107.52	67367.45	130377.94	97367.22	126227.8	182090.83	92239	137023.27	152920.07	130878.89	122972.61	135580.32	209218.82	179301.07	149318.82	131713.3	139195.83	160670.23	130510.83	159907.96	185661.8	149247.63	182148.28	166207.25	91001.24	165783.52	260609.3	185587.6	131462.43	143089.36	321020.77	163504.12	140856.43	171780.38	123396.41	124261.44	76936.76	137639.33	217374.82	216592.88	136758.33	188407.14	168657.86	213716.02	236880.7	125182.78
K11754	146668.05	102091.61	74038.23	70954.68	68269.05	100136.87	129764.19	81086.59	204896.46	75682.03	74577.87	98312.83	98915.7	70815.96	72868.99	54966.36	59462.92	66541.95	51209.29	53180.02	210214.01	68715.19	83920.07	512788.26	356854.44	378792.81	370816.89	470390.04	522263.76	518081.9	315425.19	253373.3	395182.34	168451.46	288231.52	228004.61	263173.44	442759.31	183463.29	360246.1	210970.18	253689.89	225688.06	216266.71	207811	218457.79	92097.45	166502.61	104340.22	163765.8	238616.53	110669	137277.77	193328.37	142472.89	125107.11	166132.82	347238.65	302959.52	263036.82	205059.3	159523.38	211224.53	168011.03	220328.76	224869.8	176329.63	244662.28	207079.75	113415.99	196410.52	332287.05	291561	191323.85	173923.61	584725.61	274761.62	141189.26	197485.88	127668.41	156832.44	93401.26	167753.83	235368.49	250401.88	169498.83	219953.89	173210.86	270347.02	279691.3	139597.78
K11755	96037.06	65724.05	54693.05	58816.85	48428.13	55633.04	86009.11	59268.09	144775.38	42083.7	58818.29	38892.65	55405.45	40676.28	36961.95	26329.98	35155.67	34923.32	39603.87	31105.61	148851.26	31922.02	63195.15	370772.45	216895.74	333403.3	298629.56	326187.61	367045.88	365569.66	247999.44	153084.13	299152.76	111040.47	165219.15	150752.52	104828.07	206559.02	141149.13	273423.48	79691.77	124997.65	146829.55	149024.85	153751.93	149335.97	60599.9	122066.28	78605.43	109927.05	152121.87	65217.25	117290.44	135821.64	110246.8	95457.52	113207.57	197220.73	159903.05	138993.73	120399.6	97330.85	132785.1	111377.3	138182.64	46947.55	141799.38	166281.61	159192.25	73540.65	145949.03	235742.22	168648.37	111261.43	123282.69	263350.6	101677.28	113465.93	151957.54	103997.25	88981.3	59396.75	101047.83	173261.66	149700.43	109862.75	72223.06	79676.53	140135.5	193229.19	54964.95
K11777	1.5	0	0	0	0	0	0.67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	10.5	0	238.67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0
K11779	0	0	0	0	0	0	8	0	9	15	7	9	0	0	2	0	0	10	0	10	0	13	0	32	63	0	111	88	4	13	15	0	165	0	58	0	78	381	25	114	6	0	0	6	0	0	0	0	0	0	0	0	5	8	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	19	0	3	0	0	0	28	9	0	0	21	13	23	65	185	179	188	238
K11780	1270.5	0	422	50	9	102	23.67	158	4460	0	43	0	0	0	7	0	2318	0	0	79	0	38	250	5	51912	16771	13	1812.5	3608	19987	14277	7.5	0	809	2214	2554.5	3	439.67	0	46	0	0	0	2190	1107.5	2425	0	2	524	31	3011.5	2	0	9	0	369	463	0	0	939	0	7680	3600	31	216	3	0	0	0	130	1518	0	0	10	1239	44	938	14	5540	2417	0	483	0	18574	632	5	0	3102.5	0	48	110
K11781	1270.5	0	422	50	9	102	23.67	158	4460	0	43	0	0	0	7	0	2318	0	0	79	0	38	250	5	51912	16771	13	1812.5	3608	19987	14277	7.5	0	809	2214	2554.5	3	439.67	0	46	0	0	0	2190	1107.5	2425	0	2	524	31	3011.5	2	0	9	0	369	463	0	0	939	0	7680	3600	31	216	3	0	0	0	130	1518	0	0	10	1239	44	938	14	5540	2417	0	483	0	18574	632	5	0	4681	0	48	110
K11782	1986.67	2018.67	1580.33	1513.83	716.67	547.33	1465.5	953	2148.17	86	1248.5	215	199.5	1557	2690.67	0	183.5	507	6147	283	1767.67	1203	1112	813	14415	2765.46	3391	41104.17	19103.67	8009.5	7924.5	1308	13256.5	3840	993.5	2840	104.33	2858	2773.66	16504.5	451.33	21	2562	1381	4205.5	2846.17	171	625	4915	2902	4334.5	1810.5	9521.83	1695.83	611	8176.67	2730.5	582	171	218	384.5	6710.17	2486	733.5	1284.34	18	2331.5	3241	4621	2909	3852.17	8115	221	500	8252	280	561	5480.7	6740	2898.33	780	2076.67	3321.5	6102.33	2762.17	1437.5	249	6488.5	2140.17	5997	308.83
K11783	1703.17	1179.67	1257.33	1382.33	449.67	448.33	1368	834	1619.67	55	718	164	93	1301	163.67	0	96	258	278	194	800.67	1150	824	157	9781.5	2403.66	3391	36038.67	10432.67	5018	5332	704	9184	823	302	1927	24.33	491.5	1441.66	12984	131.33	14	1606	772.5	3340	2177.67	169	349	4121	2617	3298	1417	8175.33	747.33	297	7184.67	1838	447	56	17	254	4703.67	1296	81	949.67	18	1881	1547	4621	370	3109.67	8050	179	369	4343	245	133	3367.5	717	860.33	480	1768.67	1464	2375.33	1932.67	1254	241	4475	1935.67	5558	281.33
K11784	1986.67	2018.67	1562.83	1513.83	716.67	547.33	1465.5	953	2146.17	86	1248.5	215	199.5	1557	2690.67	0	183.5	507	6147	283	1767.67	1203	1112	813	14415	2761.46	3391	41104.17	19103.67	8009.5	7897.5	1308	13256.5	3840	993.5	2840	104.33	2813.5	2773.66	16504.5	451.33	21	2562	1379.5	4201.5	2605.67	171	625	4915	2902	4334.5	1810.5	9521.83	1695.83	611	8176.67	2730.5	582	171	218	384.5	5706.17	2486	733.5	1284.34	18	2331.5	3241	4621	2909	3837.17	8115	221	500	8252	280	561	5480.7	6740	2898.33	780	2076.67	3321.5	6102.33	2762.17	1437.5	247	6488.5	2140.17	5997	308.83
K11785	1810.67	1984.67	1379.83	1391.83	449.67	448.33	1392.5	888	1674.17	55	733.5	164	104.5	1301	353.67	0	101.5	302	393	194	836.67	1150	936	174	10743	2456.66	3391	40201.17	18379.67	5443.5	7737.5	704	12221.5	823	658.5	1927	24.33	612	1441.66	13987.5	136.33	14	2137	788.5	3683.5	2246.67	169	358	4188	2617	3367.5	1810.5	9521.83	924.83	420	7963.67	2366.5	492	56	17	264.5	5637.17	1381	576	961.34	18	2107.5	1681	4621	370	3180.17	8050	179	369	5582	280	182	5452.5	754	2808.33	628	1876.67	1469.5	3011.33	2267.17	1437.5	241	6478.5	2026.17	5714	308.83
K11787	0	40	0	34	0	0	0	8	48	0	18	68	18	0	0	0	0	34	0	18	48	0	10	45	4	28	56	76	12	0	0	4	28	0	80	26	0	10	0	54	0	12	0	0	0	78	62	74	42	12	0	44	138	110	144	0	148	0	0	18	20	0	0	56	0	856	12	0	0	0	16	0	0	30	0	0	0	20	0	32	0	15	0	0	72	12	0	0	0	12	0
K11811	6232	3271	3479	2637	5864	1180.67	5392	4558	8102.8	7370	4264	16505.2	3520	735	1276	108	429	8394	3828	7429	2557	10293.5	3444	11562	61223	8820	36595.93	28967.17	1797	8559	23114	1640	23429.4	368	17549	10840.5	24835.47	36606	7314.5	26748	2351.5	9689.33	782	1999	1759	6230	1668	2481	1999	834	1526	2661	5256	4840	4806	9464	4706.33	467	2604	4104.83	3201.2	595	4173.6	5155	2137	96976.3	1067	1288	907	9648	2654	1504	1233	5601	2541.6	8492	3690.83	3690	6117.17	5937.6	11757.4	1135	7915	18673.6	28663.87	13537	5901.4	47076.6	42371.6	19669.8	44776
K11814	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.67	0	0	0	0	0	0	0
K11815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.67	0	0	0	0	0	0	0
K11865	71	58	13	0	15	501	636	0	19	0	0	0	0	0	55	0	0	0	73	0	0	0	0	30	0	36	63084	119	734	0	1820	0	575	0	0	34	0	0	500	91	0	91	414	0	196	42	0	0	95	355	184	430	723	467	116	0	14	0	68	0	26	61	0	399	22	0	80	0	2908	0	17	33	0	0	12	95	0	2339	59	105	67	42	0	265	8	2803	45	46	532	36	9944
K11890	42	109	35	3	154	0.67	0	8	0.8	0	0	5.2	0	94	138	189	0	6	8	12	0	2.5	21	5	1539	2028	7.93	38.17	9	3	23	0	4.4	0	0	693.5	10.47	1186	40.5	18	381.5	2.33	0	20	689	268	3782	72	0	13	0	177	0	705	0	4	1.33	0	7	1.83	22.2	0	5.6	21	33	77.3	0	0	19	0	0	0	0	0	0.6	7	176.83	34	16500.17	2.6	278.4	905	14	20.6	34.87	0	7877.4	16.6	19.6	0.8	11
K11891	1309.42	370.67	789.98	289.33	352.17	88	12.75	2910.75	1101.9	14	17.5	10.95	61	2342.75	591.92	641.25	153.75	130.5	163	128.75	703.17	2.5	392.75	10.75	2997	9206.91	4095.93	1806.34	290.17	3877	14681.25	0	1546.4	499.75	2	972.5	52.55	2530.75	651.16	4535	887.58	564.58	5805	363	10493.25	9899.42	17999.5	546.75	99	2072.5	214.5	185	1361.08	1902.08	0	128.17	21.83	43.5	29	694.83	25.95	113.17	362.1	26.75	705.92	139.55	12	0	53.5	51.75	1820.92	763.75	132.75	0	2175.85	130	353.08	141.75	16912.17	10002.68	1981.15	3741.92	1313.75	3851.93	927.04	5692.75	14436.15	239.1	339.77	2177.05	8983.33
K11892	1309.42	370.67	735.78	289.33	352.17	88	12.75	2910.75	1101.9	7	17.5	10.95	61	2336.75	591.92	641.25	153.75	130.5	163	128.75	703.17	2.5	34.75	10.75	2991	9206.91	3998.93	968.34	290.17	47	14681.25	0	69.4	439.75	2	964.5	52.55	2596.75	651.16	4390	748.58	564.58	5805	363	10493.25	9899.42	17999.5	546.75	99	2072.5	8.5	185	1361.08	1902.08	0	128.17	21.83	43.5	29	694.83	25.95	113.17	296.1	26.75	705.92	139.55	12	0	53.5	51.75	1514.92	31.75	132.75	0	2175.85	130	353.08	141.75	16912.17	10002.68	1957.15	3741.92	1313.75	3851.93	927.04	5692.75	14436.15	239.1	339.77	2177.05	8983.33
K11893	1309.42	370.67	785.78	289.33	352.17	88	12.75	2910.75	1101.9	7	17.5	10.95	61	2342.75	591.92	641.25	153.75	130.5	163	128.75	703.17	2.5	392.75	10.75	2997	9206.91	4095.93	1769.34	290.17	3883	14681.25	0	1546.4	499.75	2	972.5	52.55	2596.75	651.16	4535	887.58	564.58	5805	363	10493.25	9899.42	17999.5	546.75	99	2072.5	214.5	185	1361.08	1902.08	0	128.17	21.83	43.5	29	694.83	25.95	113.17	362.1	26.75	705.92	139.55	12	0	53.5	51.75	1820.92	763.75	132.75	0	2175.85	130	353.08	144.75	16912.17	10002.68	1981.15	3741.92	1313.75	3851.93	927.04	5692.75	14436.15	239.1	339.77	2177.05	8983.33
K11894	1141.42	92.67	699.78	14.33	198.17	87.33	12.75	155.25	226.6	0	17.5	7.75	5	2217.75	408.42	452.25	153.75	7.5	0	59.75	114.17	0	13.75	5.75	1193	7157.91	3991	792.17	255.17	36	14598.25	4	9	27.25	2	271	34.83	1073.5	574.66	4240.5	108.08	562.25	5805	16	10104.5	2881.42	14217.5	473	99	1120.5	8.5	0	1304.08	791.08	0	112.17	10.5	34.5	22	11	21.75	69.17	94.5	12.75	671.92	119.25	12	0	34.5	51.75	1114.92	12.75	132.75	0	837.25	107	138.25	50	108	9993.08	142.75	2756.92	127.75	3766.58	426.92	5692.75	3252	228.5	335.17	189.25	8972.33
K11895	1397.42	470.67	808.78	331.33	397.17	138.33	254.75	2909.75	1182.9	7	122.5	10.95	68	2370.75	645.92	655.25	153.75	152.5	384	184.75	769.17	0	392.75	10.75	3092	9526.91	5385.6	2262.17	1656.17	5065	15848.25	0	3468.4	529.75	183	1158	182.88	2894.75	1522.66	5373	982.08	562.25	6275	617	10585.25	9942.42	17999.5	856.75	606	1992.5	811.5	185	2341.08	2390.08	0	134.17	33.5	71.5	50	693	33.95	286.17	469.1	207.75	719.92	140.05	272	51	70.5	51.75	1919.92	860.75	132.75	95	2872.85	130	367.25	125.75	16976	10422.68	2610.15	4327.92	1313.75	5003.93	913.37	6052.75	13607.15	239.1	593.77	2892.05	9100.33
K11896	1397.42	470.67	808.78	331.33	397.17	138.33	254.75	2909.75	1182.9	14	122.5	10.95	68	2370.75	645.92	655.25	153.75	152.5	230	184.75	769.17	0	392.75	10.75	3092	9535.91	5385.6	2262.17	1656.17	5065	15848.25	0	3468.4	529.75	183	1158	182.88	2894.75	1522.66	5366	982.08	562.25	6275	617	10585.25	9942.42	17999.5	856.75	606	2351.5	811.5	185	2341.08	2390.08	0	134.17	33.5	71.5	50	693	33.95	286.17	469.1	207.75	719.92	140.05	272	51	70.5	51.75	1919.92	860.75	132.75	95	2872.85	130	367.25	147.75	16976	10422.68	2610.15	4327.92	1313.75	5262.93	1024.37	6052.75	15115.15	239.1	593.77	2892.05	9100.33
K11897	156	252	35	135	154	0	0	1112	361.8	0	0	5.2	28	119	183	189	0	119	64	73	583	0	21	5	1798	2049	5.6	211	22	0	102	0	34.4	210	0	692	4.8	1322	58	116	640	0	0	108	697	3275	3782	72	0	234	0	181	42	929	0	16	10	9	7	294	22.2	38	103.6	21	33	59.8	0	0	19	0	360	0	0	0	577.6	29	195	34	16635	9.6	1822.4	920	542	84.6	253.2	0	7877.4	16.6	19.6	1987.8	11
K11898	42	0	30	3	154	0	0	0	0	0	0	0	0	94	138	186	0	0	0	0	0	0	21	0	39	2028	0	0	9	6	0	0	0	0	0	678	0	1189	40	11	0	0	0	20	0	266	3781	72	0	13	0	177	0	0	0	0	0	0	7	0	0	0	4	0	33	0	0	0	19	0	0	0	0	0	0	0	168	31	16499	0	0	905	7	12	0	0	7873	0	0	0	0
K11900	1309.42	370.67	785.78	292.33	352.17	87.33	12.75	2909.75	1101.9	7	17.5	10.95	61	2342.75	5973.92	766.25	153.75	130.5	2836	128.75	703.17	0	392.75	10.75	3036	12005.91	4093.6	1804.17	299.17	3886	14681.25	0	1546.4	499.75	2	1649	46.88	3604.75	690.66	4553	1023.08	562.25	5805	363	10493.25	12808.42	17999.5	546.75	150	2072.5	214.5	185	1361.08	1959.08	0	128.17	20.5	43.5	29	693	25.95	113.17	362.1	26.75	705.92	122.05	12	0	53.5	51.75	1820.92	763.75	132.75	0	2175.85	130	422.25	172.75	17265	10002.68	1981.15	3741.92	1320.75	3851.93	973.37	5692.75	21600.15	239.1	339.77	2177.05	8983.33
K11901	1309.42	370.67	785.78	289.33	352.17	87.33	12.75	2909.75	1101.9	7	17.5	10.95	61	2342.75	5973.92	641.25	153.75	130.5	2836	128.75	703.17	0	392.75	10.75	2997	9977.91	4093.6	1804.17	290.17	3874	14681.25	0	1546.4	499.75	2	971	46.88	2530.75	650.66	4542	1023.08	562.25	5805	363	10493.25	12808.42	17999.5	546.75	150	2072.5	214.5	185	1361.08	1959.08	0	128.17	20.5	43.5	29	693	25.95	113.17	362.1	26.75	705.92	122.05	12	0	53.5	51.75	1820.92	763.75	132.75	0	2175.85	130	422.25	141.75	16911	10002.68	1981.15	3741.92	1313.75	3851.93	973.37	5692.75	14436.15	239.1	339.77	2177.05	8983.33
K11902	244	352	58	177	199	51.67	242	1113	442.8	0	105	5.2	35	147	237	203	0	141	131	129	649	2.5	21	5	1893	2369	1299.93	634.17	1388	1200	1269	0	1956.4	240	181	880.5	146.47	1752	930.5	949	735.5	2.33	470	362	789	3318	3782	382	507	513	597	181	1022	1417	0	22	24.33	37	28	295.83	30.2	211	210.6	202	47	95.3	260	51	36	0	459	97	0	95	1274.6	29	210.83	34	16701.17	429.6	2451.4	1506	542	1236.6	377.87	360	8556.4	16.6	273.6	2702.8	128
K11903	1535.42	499.67	898.78	474.33	859.17	138.33	254.75	4558.75	1696.33	7	122.5	10.95	96	2652.75	6441.92	963.25	153.75	156.5	3002	184.75	775.17	0	455.75	10.75	3131	12334.91	5385.6	2262.17	1678.17	5065	15848.25	0	3498.4	731.75	183	1836	182.88	4555.75	1580.66	5384	1118.08	570.25	6275	916	10585.25	17392.42	29342.5	1072.75	657	2390.5	811.5	720	2356.08	2634.08	0	134.17	33.5	71.5	71	1081	33.95	292.17	579.1	207.75	818.92	140.05	272	51	127.5	51.75	1955.92	879.75	132.75	95	3633.85	130	960.25	225.75	65930	10422.68	2610.15	7107.92	1964.75	5557.93	1084.37	6052.75	24406.15	239.1	593.77	2892.05	9100.33
